final_episode_id,id,route_label,start_time,end_time,rows,latitude_start,longitude_start,latitude_end,longitude_end,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,min_actual_tp,median_actual_tp,max_expected_tp,max_expected_gap,min_actual_expected_ratio,max_row_priority,mean_row_priority,max_row_impact,mean_row_impact,max_row_confidence,mean_row_confidence,consensus_rows,statistical_only_rows,ml_only_rows,high_quality_direct_evidence_rows,dominant_statistical_type,dominant_ml_type,dominant_impact_family,fusion_source_mode,duration_seconds,span_seconds_inclusive,observed_anomalous_seconds,episode_density_0_1,internal_gap_seconds,longest_consecutive_run_seconds,distance_affected_m,agreement_pct,direct_evidence_coverage_0_1,strong_direct_evidence_rows,radio_limited_degradation_flag_rows,coverage_planning_review_flag,episode_persistence_score_0_100,episode_impact_score_0_100,episode_detection_confidence_0_100,episode_final_priority_0_100,episode_impact_severity,episode_detection_confidence,episode_confidence_gate_pass,episode_critical_override_flag,episode_critical_override_reason,final_episode_handoff_flag,episode_keep_path,episode_priority_severity,operational_incident_id,incident_bridge_decision
LTE-TP-EP-000915,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:18+02:00,2025-08-27 05:10:18+02:00,1,-17.75408611,177.45195579,-17.75408611,177.45195579,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.06196,0.06196,28.321143922662852,28.259183922662853,0.0021877647375118563,84.38,84.38,79.14,79.14,90.79,90.79,0,1,0,1,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,3.469117711335141,0.0,1.0,1,0,False,22.25,64.92,78.09,70.85,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000644,"bridged:gap=5.0s,dist=31.18379002769952m,cell=True,family=True"
LTE-TP-EP-000916,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:29+02:00,2025-08-27 05:10:30+02:00,2,-17.75424166,177.45135764,-17.7542362,177.45131857,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,2.818976,13.69484,66.67195396813842,55.770824488388875,0.04811376684169893,87.3,70.1,85.24,66.44,89.82,74.58,0,2,0,2,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,4.417544979316106,0.0,1.0,2,1,True,29.5,66.6,73.55,69.73,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000645,"new:gap=11.0s,dist=65.66264206912125m,cell=False,family=True"
LTE-TP-EP-000917,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:37+02:00,2025-08-27 05:10:38+02:00,2,-17.75413353,177.45097588,-17.75410028,177.450929,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,0.089448,5.747488000000001,69.65732509095629,58.25179709095629,0.0016017196841358657,86.84,81.785,90.14,81.195,82.8,82.505,0,2,0,2,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,12.548905901894766,0.0,1.0,2,2,True,29.5,72.74,72.03,72.42,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000646,"new:gap=7.0s,dist=38.04395948925437m,cell=True,family=True"
LTE-TP-EP-000918,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:45+02:00,2025-08-27 05:10:47+02:00,3,-17.7537383,177.4508364,-17.7536669,177.4508609,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,0.008152,8.639912,96.90562345798796,65.90155467883739,0.00012368436169383657,88.34,80.38,94.35,76.93333333333334,89.67,84.59333333333333,0,3,0,3,radio_limited_degradation,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,19.57957435883304,0.0,1.0,3,2,True,36.75,75.6,75.98,75.77,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000647,"new:gap=7.0s,dist=41.427738758953666m,cell=True,family=True"
LTE-TP-EP-000919,542020041221088+20250827151132+Fiji-Nadi-LTE-DL-D!20250827151053,Fiji-Nadi-LTE-DL-D,2025-08-27 05:10:52+02:00,2025-08-27 05:10:53+02:00,2,-17.7536236,177.4508679,-17.75362351,177.45086778,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,0.023792,30.160732,136.9619556318668,76.6642836318668,0.00031286071512956937,90.55,80.06,98.37,78.245,83.57,82.285,0,2,0,2,radio_limited_degradation,ml_hgb_strict_causal_temporal_underperformance,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,0.5818938106907388,0.0,1.0,2,1,True,29.5,76.12,72.36,74.43,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000647,"bridged:gap=5.0s,dist=4.87147920535366m,cell=True,family=True"
LTE-TP-EP-000920,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:10+02:00,2025-08-27 05:11:10+02:00,1,-17.7532782,177.45099524,-17.7532782,177.45099524,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,16.180616,16.180616,84.89681028784062,68.71619428784062,0.19059156575070377,76.44,76.44,70.41,70.41,83.82,83.82,0,1,0,1,radio_limited_degradation,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,4.046254842708997,0.0,1.0,1,1,True,22.25,58.37,72.86,64.89,High,High,True,False,,True,priority_and_confidence_gate,Medium,INC-000648,new_session_or_first_episode
LTE-TP-EP-000921,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:15+02:00,2025-08-27 05:11:17+02:00,3,-17.7531856,177.4511768,-17.75318694,177.45123171,ECI:3625800.0,3625800.0,114.0,9310.0,28.0,0.00612,5.286184,118.98566693623475,85.08529193623475,9.131077285840988e-05,88.59,82.86333333333333,94.8,82.10666666666667,92.13,83.79333333333334,0,3,0,3,rb_conditioned_underperformance,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,9.822829963624331,0.0,1.0,3,0,False,36.75,77.11,77.01,77.07,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000648,"bridged:gap=5.0s,dist=21.810671254422452m,cell=True,family=True"
LTE-TP-EP-000923,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:31+02:00,2025-08-27 05:11:31+02:00,1,-17.75331047,177.45168142,-17.75331047,177.45168142,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,1.6044,1.6044,50.78959964770543,49.18519964770543,0.03158914445336612,83.79,83.79,84.6,84.6,82.8,82.8,0,1,0,1,radio_limited_degradation,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,3.2809687645059187,0.0,1.0,1,1,True,22.25,69.01,72.1,70.4,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000649,"new:gap=14.0s,dist=49.56551500978523m,cell=False,family=True"
LTE-TP-EP-000924,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:39+02:00,2025-08-27 05:11:39+02:00,1,-17.75344153,177.45198159,-17.75344153,177.45198159,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,22.873535,22.873535,114.62554588004252,91.75201088004252,0.19955006385694793,83.88,83.88,70.69,70.69,100.0,100.0,1,0,0,1,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,statistical_and_ml_consensus,0.0,1.0,1.0,1.0,0.0,1.0,4.8413270328918845,100.0,1.0,1,1,True,22.25,58.58,100.0,77.22,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000650,"new:gap=8.0s,dist=34.96928550447029m,cell=True,family=True"
LTE-TP-EP-000925,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:45+02:00,2025-08-27 05:11:46+02:00,2,-17.75350498,177.45221793,-17.75351264,177.4522498,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.016984,0.284456,51.45813934107272,50.96928103216113,0.0003331093185446478,85.05,84.75999999999999,88.36,87.83500000000001,81.0,81.0,0,2,0,2,rolling_local_drop,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,3.531403102298557,0.0,1.0,2,0,False,29.5,73.51,70.75,72.27,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000651,"new:gap=6.0s,dist=26.003747414782453m,cell=True,family=True"
LTE-TP-EP-000926,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:54+02:00,2025-08-27 05:11:55+02:00,2,-17.75357067,177.45249019,-17.75358093,177.45252953,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.022168,8.2491965,61.337982640829274,56.84169624758417,0.0003898433617434256,86.34,73.055,90.7,73.815,81.0,72.125,0,2,0,2,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,4.3740432636025535,0.0,1.0,2,1,True,29.5,71.18,68.53,69.99,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000652,"new:gap=8.0s,dist=26.262261232910816m,cell=True,family=True"
LTE-TP-EP-000927,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:02+02:00,2025-08-27 05:12:03+02:00,2,-17.75362788,177.45288028,-17.7536245,177.4530027,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.019752,20.697967499999997,171.62932,130.253137,0.0006247865913420818,81.58,80.05,80.59,70.765,100.0,91.4,1,1,0,2,radio_limited_degradation,ml_quantile_p75_resource_underperformance,resource,statistical_and_ml_consensus,1.0,2.0,2.0,1.0,0.0,2.0,13.11768364579779,50.0,1.0,2,2,True,29.5,65.36,90.35,76.61,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000653,"new:gap=7.0s,dist=37.50936553769441m,cell=True,family=True"
LTE-TP-EP-000928,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:14+02:00,2025-08-27 05:12:14+02:00,1,-17.75351879,177.45349681,-17.75351879,177.45349681,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.363792,0.363792,49.459791253932295,49.0959992539323,0.007355308034606328,84.26,84.26,86.93,86.93,81.0,81.0,0,1,0,1,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.12764366868041374,0.0,1.0,1,0,False,22.25,70.76,70.75,70.76,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000654,"new:gap=11.0s,dist=53.63005726570765m,cell=True,family=False"
LTE-TP-EP-000929,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:22+02:00,2025-08-27 05:12:22+02:00,1,-17.75339512,177.45383302,-17.75339512,177.45383302,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,32.79032,32.79032,137.05949,104.26917,0.2392415147612179,76.61,76.61,61.04,61.04,95.65,95.65,1,0,0,1,rb_conditioned_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,statistical_and_ml_consensus,0.0,1.0,1.0,1.0,0.0,1.0,0.1178384448301966,100.0,1.0,1,0,False,22.25,51.34,96.74,71.77,Medium,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000655,"new:gap=8.0s,dist=38.16787040826319m,cell=True,family=False"
LTE-TP-EP-000930,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:30+02:00,2025-08-27 05:12:30+02:00,1,-17.7531713,177.4542141,-17.7531713,177.4542141,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,10.09956,10.09956,79.27889234549632,69.17933234549632,0.1273927990313772,85.02,85.02,79.63,79.63,91.61,91.61,0,1,0,1,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,5.7386078930439215,0.0,1.0,1,0,False,22.25,65.29,78.71,71.33,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000656,"new:gap=8.0s,dist=47.41336199189421m,cell=True,family=False"
LTE-TP-EP-000931,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:37+02:00,2025-08-27 05:12:41+02:00,3,-17.7531642,177.4542234,-17.7531326,177.4542562,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.003688,12.762296,139.7114255656911,98.94977956569109,0.0001521531903983807,79.17,75.13,77.68,64.75666666666666,97.49,87.81333333333333,1,2,0,3,radio_limited_degradation,normal,temporal,statistical_only_retained,4.0,5.0,3.0,0.6,2.0,2.0,2.726028501203014,33.33333333333333,1.0,3,2,True,24.75,61.22,85.7,72.23,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000657,"new:gap=7.0s,dist=1.2622412197588782m,cell=True,family=True"
LTE-TP-EP-000932,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:46+02:00,2025-08-27 05:12:48+02:00,3,-17.7531273,177.4542602,-17.7531273,177.4542602,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.011704,26.464209,129.49126676519367,74.65631376519367,0.00018902179685857854,87.46,72.31666666666666,92.74,66.43666666666667,99.01,79.5,1,2,0,3,radio_limited_degradation,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,0.0010589982074375893,33.33333333333333,1.0,3,2,True,36.75,72.17,84.38,77.66,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000657,"bridged:gap=5.0s,dist=0.7257761446688129m,cell=True,family=True"
LTE-TP-EP-000933,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:12:59+02:00,2025-08-27 05:12:59+02:00,1,-17.7527375,177.4542501,-17.7527375,177.4542501,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,7.238576,7.238576,81.49150274228886,74.25292674228886,0.0888261445232086,86.78,86.78,86.32,86.32,87.34,87.34,0,1,0,1,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,17.640519012012472,0.0,1.0,1,0,False,22.25,70.3,75.5,72.64,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000658,"new:gap=11.0s,dist=43.35703732692701m,cell=True,family=True"
LTE-TP-EP-000934,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:13:05+02:00,2025-08-27 05:13:06+02:00,2,-17.7521405,177.4542411,-17.75213981,177.45424185,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,0.232992,0.6922240000000001,37.511947177638135,36.36049117763813,0.006420606311210663,81.49,80.96000000000001,81.89,80.925,81.0,81.0,0,2,0,2,rolling_local_drop,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,24.983135192705518,0.0,1.0,2,0,False,29.5,68.55,70.75,69.54,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000659,"new:gap=6.0s,dist=66.39030464619017m,cell=True,family=True"
LTE-TP-EP-000935,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:13:45+02:00,2025-08-27 05:13:45+02:00,1,-17.7481703,177.4553386,-17.7481703,177.4553386,ECI:1068313.0,1068313.0,50.0,356.0,1.0,4.619432,4.619432,40.51269952306269,35.89326752306269,0.11402429495892498,84.83,84.83,72.42,72.42,100.0,100.0,1,0,0,1,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,temporal,statistical_and_ml_consensus,0.0,1.0,1.0,1.0,0.0,1.0,0.801841047455634,100.0,1.0,1,0,False,22.25,59.88,100.0,77.93,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000660,new_session_or_first_episode
LTE-TP-EP-000937,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:14:17+02:00,2025-08-27 05:14:23+02:00,5,-17.74777535,177.45477039,-17.7478155,177.45413813,ECI:1066294.0,1066294.0,50.0,41384.0,41.0,0.012768,6.408056,121.14346,89.18691700000001,0.0006161775564274442,78.38,68.352,76.24,64.546,82.45,73.006,0,5,0,4,rb_conditioned_underperformance,normal,temporal,statistical_only_retained,6.0,7.0,5.0,0.7142857142857143,2.0,3.0,34.069031265704396,0.0,0.8,4,0,False,34.96,63.0,67.48,65.01,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000661,"new:gap=32.0s,dist=74.49631937502868m,cell=False,family=True"
LTE-TP-EP-000938,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:14:38+02:00,2025-08-27 05:14:38+02:00,1,-17.7477968,177.4522131,-17.7477968,177.4522131,ECI:1066294.0,1066294.0,50.0,41384.0,41.0,9.189872,9.189872,121.14346,111.95358800000001,0.0758594149448926,91.25,91.25,84.09,84.09,100.0,100.0,1,0,0,1,rb_efficiency_underperformance,ml_quantile_p75_resource_underperformance,capability,statistical_and_ml_consensus,0.0,1.0,1.0,1.0,0.0,1.0,12.182548406833751,100.0,1.0,1,1,True,22.25,68.63,100.0,82.75,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000662,"new:gap=15.0s,dist=203.8771046976308m,cell=True,family=False"
LTE-TP-EP-000939,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:14:51+02:00,2025-08-27 05:14:52+02:00,2,-17.74780798,177.4513174,-17.7478185,177.4511427,ECI:1066294.0,1066294.0,50.0,41384.0,41.0,20.07896,30.67346,121.14346,101.06450000000001,0.16574530725802283,80.93,72.83000000000001,65.33,60.2,100.0,88.265,1,1,0,1,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,statistical_and_ml_consensus,1.0,2.0,2.0,1.0,0.0,2.0,27.400167840413204,50.0,0.5,1,0,False,29.5,55.09,84.57,68.35,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000663,"new:gap=13.0s,dist=94.86548756492905m,cell=True,family=True"
LTE-TP-EP-000940,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:00+02:00,2025-08-27 05:15:00+02:00,1,-17.7476784,177.4502861,-17.7476784,177.4502861,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,3.987808,3.987808,60.15991375,56.17210575,0.0662867971615069,85.23,85.23,79.23,79.23,92.56,92.56,0,1,0,1,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,13.269639207976969,0.0,1.0,1,0,False,22.25,64.98,79.42,71.48,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000664,"new:gap=8.0s,dist=92.04445604628089m,cell=True,family=True"
LTE-TP-EP-000942,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:13+02:00,2025-08-27 05:15:18+02:00,4,-17.7470291,177.4487421,-17.74683542,177.44829953,ECI:1066291.0,1066291.0,487.0,41186.0,41.0,0.605216,4.86167995,41.037212749999995,34.14638074999999,0.16791666729363827,90.73,69.6075,88.88,71.095,93.0,67.7925,0,4,0,4,ca_underperformance,normal,capability,statistical_only_retained,5.0,6.0,4.0,0.6666666666666666,2.0,2.0,38.988121691295156,0.0,1.0,4,2,True,27.0,68.96,73.45,70.98,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000665,"new:gap=13.0s,dist=178.7449092990637m,cell=False,family=True"
LTE-TP-EP-000944,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:44+02:00,2025-08-27 05:15:46+02:00,3,-17.746776,177.4459634,-17.7467777,177.4459372,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.194784,20.418,80.53437439443675,52.06612724082033,0.004006754343694668,85.1,70.32333333333334,86.99,63.553333333333335,82.8,78.60666666666667,0,3,0,3,radio_limited_degradation,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,5.382752120373741,0.0,1.0,3,2,True,36.75,68.57,71.05,69.69,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000666,new_session_or_first_episode
LTE-TP-EP-000945,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:56+02:00,2025-08-27 05:15:57+02:00,2,-17.74678329,177.44586256,-17.7467863,177.4458034,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.425896,2.559088,82.24740622643102,77.55512622643103,0.0063038814432242445,92.67,90.85,94.13,92.9,93.9,88.35,0,2,0,2,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,6.4270215411969644,0.0,1.0,2,1,True,29.5,77.66,79.04,78.28,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000667,"new:gap=10.0s,dist=7.929048367919031m,cell=True,family=True"
LTE-TP-EP-000946,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:02+02:00,2025-08-27 05:16:03+02:00,2,-17.74679135,177.44561201,-17.7467973,177.4454745,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.13844,0.17624800000000002,72.8516878135595,72.6376318135595,0.0020553561430667285,94.43,91.875,96.7,95.67500000000001,91.65,87.225,0,2,0,2,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,20.734082618881168,0.0,1.0,2,2,True,29.5,79.64,77.63,78.74,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000667,"bridged:gap=5.0s,dist=20.27667216234379m,cell=True,family=True"
LTE-TP-EP-000947,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:08+02:00,2025-08-27 05:16:10+02:00,3,-17.7468212,177.4450976,-17.7468282,177.4449258,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.081088,19.344336,135.5693,116.224964,0.0014008791689168307,87.29,76.45666666666666,90.97,73.08999999999999,100.0,80.58,1,2,0,3,radio_limited_degradation,normal,temporal,statistical_only_retained,2.0,3.0,3.0,1.0,0.0,3.0,26.70805174114531,33.33333333333333,1.0,3,2,True,36.75,72.95,85.14,78.44,High,Very High,True,False,,True,priority_and_confidence_gate,High,INC-000667,"bridged:gap=5.0s,dist=40.00344548480343m,cell=True,family=True"
LTE-TP-EP-000948,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:16+02:00,2025-08-27 05:16:20+02:00,3,-17.7468554,177.4443613,-17.74686771,177.44405761,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,7.633144,31.470352,99.32182546746196,46.93944672851163,0.16033207349059808,72.56,62.27333333333333,68.87,52.04,77.06,74.78,0,3,0,3,sudden_drop,normal,temporal,statistical_only_retained,4.0,5.0,3.0,0.6,2.0,2.0,31.32670318892473,0.0,1.0,3,1,True,24.75,53.63,67.22,59.75,Medium,High,True,False,,True,priority_and_confidence_gate,Medium,INC-000668,"new:gap=6.0s,dist=59.859038466662916m,cell=True,family=True"
LTE-TP-EP-000949,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:25+02:00,2025-08-27 05:16:25+02:00,1,-17.74688111,177.44356325,-17.74688111,177.44356325,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.393968,0.393968,42.06082879308343,41.66686079308343,0.009366624750503844,83.37,83.37,83.84,83.84,82.8,82.8,0,1,0,1,radio_limited_degradation,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,0.14220247140913383,0.0,1.0,1,1,True,22.25,68.44,72.1,70.09,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000669,"new:gap=5.0s,dist=52.37569074560205m,cell=True,family=True"
LTE-TP-EP-000950,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:33+02:00,2025-08-27 05:16:34+02:00,2,-17.74690533,177.44284045,-17.74690811,177.44276326,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.01208,9.8071035,63.673268869496,44.071141869496,0.0004373263833510102,79.91,74.19,79.01,65.33500000000001,89.01,85.005,0,2,0,2,sudden_drop,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,0.0,2.0,8.33951426869997,0.0,1.0,2,0,False,29.5,63.21,75.76,68.86,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000670,"new:gap=8.0s,dist=76.59445863273244m,cell=True,family=True"
LTE-TP-EP-000951,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:46+02:00,2025-08-27 05:16:46+02:00,1,-17.74673339,177.44244286,-17.74673339,177.44244286,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,5.026608,5.026608,54.510314221292234,49.48370622129223,0.0922138878083473,85.13,85.13,78.46,78.46,93.28,93.28,0,1,0,1,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,1.8973729525698546,0.0,1.0,1,0,False,22.25,64.41,79.96,71.41,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000671,"new:gap=12.0s,dist=39.099809955837465m,cell=True,family=True"
LTE-TP-EP-000952,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:16:58+02:00,2025-08-27 05:16:58+02:00,1,-17.74642019,177.44255345,-17.74642019,177.44255345,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,0.107472,0.107472,37.864238430761,37.756766430761,0.002838351026035413,82.83,82.83,82.86,82.86,82.8,82.8,0,1,0,1,radio_limited_degradation,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,0.0,1.0,2.8801802090413515,0.0,1.0,1,1,True,22.25,67.71,72.1,69.68,High,High,True,False,,True,priority_and_confidence_gate,High,INC-000672,"new:gap=12.0s,dist=36.74288528088605m,cell=True,family=True"
