final_episode_id,id,route_label,start_time,end_time,rows,latitude_start,longitude_start,latitude_end,longitude_end,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,min_actual_tp,median_actual_tp,max_expected_tp,max_expected_gap,min_actual_expected_ratio,max_row_priority,mean_row_priority,max_row_impact,mean_row_impact,max_row_confidence,mean_row_confidence,consensus_rows,statistical_only_rows,ml_only_rows,dominant_statistical_type,dominant_ml_type,dominant_impact_family,fusion_source_mode,duration_seconds,span_seconds_inclusive,observed_anomalous_seconds,episode_density_0_1,longest_consecutive_run_seconds,distance_affected_m,agreement_pct,underperform_vs_p75_flag_rows,underperform_vs_rb_p75_flag_rows,low_rb_efficiency_high_rb_flag_rows,ca_underperformance_flag_rows,radio_limited_degradation_flag_rows,rolling_drop_flag_rows,sudden_drop_flag_rows,rolling_sustained_degradation_flag_rows,ml_q75_resource_underperformance_flag_rows,ml_hgb_resource_underperformance_flag_rows,ml_hgb_temporal_underperformance_flag_rows,near_handover_execution_flag_rows,near_handover_failure_flag_rows,near_rach_failure_flag_rows,near_ca_activation_change_flag_rows,strong_direct_evidence_rows,direct_evidence_coverage_0_1,coverage_planning_review_flag,episode_persistence_score_0_100,episode_impact_score_0_100,episode_detection_confidence_0_100,episode_final_priority_0_100,episode_impact_severity,episode_detection_confidence,final_episode_handoff_flag,episode_priority_severity
LTE-TP-EP-001834,542020041221088+20250828134436+Fiji-Nadi-LTE-DL-D!20250828133934,Fiji-Nadi-LTE-DL-D,2025-08-28 03:39:26+02:00,2025-08-28 03:39:27+02:00,2,-17.62316597,177.45361297,-17.62310823,177.45349728,ECI:1079090.0,1079090.0,168.0,41186.0,41.0,2.968336,10.755399500000001,70.787155,52.244692,0.26194671900572924,67.65,60.58500000000001,68.61,58.135,66.47,63.575,0,2,0,radio_limited_degradation,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,27.768988612915898,0.0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,2,4,1.0,True,24.0,54.84,59.13,56.77,Medium,Medium,True,Medium
LTE-TP-EP-001994,542020041221088+20250828141158+Fiji-Nadi-LTE-DL-D!20250828141111,Fiji-Nadi-LTE-DL-D,2025-08-28 04:10:22+02:00,2025-08-28 04:10:23+02:00,2,-17.60860524,177.4624192,-17.60855152,177.46244234,ECI:1076429.0,1076429.0,375.0,356.0,1.0,4.211432,4.635496,,,,65.73,63.97,85.26,83.775,41.85,39.760000000000005,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,6.950088136433381,0.0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,1.0,True,24.0,69.57,40.87,56.65,High,Medium,True,Medium
LTE-TP-EP-001601,542020041221088+20250828124723+Fiji-Nadi-LTE-DL-D!20250828124651,Fiji-Nadi-LTE-DL-D,2025-08-28 02:46:40+02:00,2025-08-28 02:46:42+02:00,3,-17.62936618,177.44973943,-17.6291273,177.4495408,ECI:1077960.0,1077960.0,376.0,500.0,1.0,15.58912,27.27784,105.955109,78.677269,0.18220790710074725,64.9,61.660000000000004,64.87,61.01666666666667,64.94,62.45333333333334,0,3,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,33.896155676140076,0.0,3,3,0,0,0,0,1,0,0,0,0,3,0,0,3,7,1.0,False,31.0,55.44,58.08,56.63,High,Medium,True,Medium
LTE-TP-EP-001616,542020041221088+20250828125203+Fiji-Nadi-LTE-DL-D!20250828125121,Fiji-Nadi-LTE-DL-D,2025-08-28 02:50:10+02:00,2025-08-28 02:50:10+02:00,1,-17.6313048,177.45449737,-17.6313048,177.45449737,ECI:1077780.0,1077780.0,165.0,500.0,1.0,16.745647,16.745647,105.955109,89.20946199999999,0.15804473383157014,66.39,66.39,69.85,69.85,62.17,62.17,0,1,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.20028856084592647,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,False,17.0,56.64,56.63,56.63,High,Medium,True,Medium
LTE-TP-EP-001577,542020041221088+20250828124303+Fiji-Nadi-LTE-DL-D!20250828124223,Fiji-Nadi-LTE-DL-D,2025-08-28 02:41:30+02:00,2025-08-28 02:41:30+02:00,1,-17.62137227,177.43702343,-17.62137227,177.43702343,ECI:1079065.0,1079065.0,169.0,356.0,1.0,3.759304,3.759304,,,,66.34,66.34,77.84,77.84,52.29,52.29,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.08562480672656896,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,62.63,49.22,56.59,High,Medium,True,Medium
LTE-TP-EP-002007,542020041221088+20250828141358+Fiji-Nadi-LTE-DL-D!20250828141324,Fiji-Nadi-LTE-DL-D,2025-08-28 04:12:47+02:00,2025-08-28 04:12:47+02:00,1,-17.61455896,177.46295876,-17.61455896,177.46295876,ECI:1076279.0,1076279.0,179.0,41384.0,41.0,5.714088,5.714088,38.729599,33.015511000000004,0.14753801091511431,66.34,66.34,60.76,60.76,73.15,73.15,0,1,0,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.45986440705744114,0.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,6,1.0,False,17.0,49.82,64.86,56.59,Medium,High,True,Medium
LTE-TP-EP-000651,542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,Fiji-Nadi-LTE-DL-D,2025-08-27 03:09:34+02:00,2025-08-27 03:09:35+02:00,2,-17.77641205,177.42988194,-17.77643414,177.42990727,ECI:1067060.0,1067060.0,129.0,41186.0,41.0,3.049952,3.650192,27.000010268632458,22.749578268632458,0.13185042413283088,65.28,63.86,63.68,63.36,68.02,64.475,0,2,0,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,3.830859960668483,0.0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,4,1.0,True,24.0,53.68,60.13,56.58,Medium,High,True,Medium
LTE-TP-EP-001279,542020041221088+20250828113631+Fiji-Nadi-LTE-DL-D!20250828110448,Fiji-Nadi-LTE-DL-D,2025-08-28 01:03:59+02:00,2025-08-28 01:04:00+02:00,2,-17.63775984,177.4748173,-17.63774053,177.47490861,ECI:3636032.0,3636032.0,231.0,41384.0,41.0,6.867848,8.407428,,,,67.32,60.47,75.96,70.57499999999999,56.77,48.125,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,20.434224412169797,0.0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,4,1.0,True,24.0,61.62,50.42,56.58,High,Medium,True,Medium
LTE-TP-EP-000637,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:06:24+02:00,2025-08-27 03:06:24+02:00,1,-17.7807159,177.430205,-17.7807159,177.430205,ECI:1072702.0,1072702.0,394.0,40790.0,41.0,26.46248,26.46248,119.0290425,92.5665625,0.22231952340539074,66.3,66.3,62.03,62.03,71.51,71.51,0,1,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,1.656305711657659,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1.0,False,17.0,50.77,63.63,56.56,Medium,High,True,Medium
LTE-TP-EP-001915,542020041221088+20250828140157+Fiji-Nadi-LTE-DL-D!20250828135953,Fiji-Nadi-LTE-DL-D,2025-08-28 03:57:57+02:00,2025-08-28 03:57:57+02:00,1,-17.6082602,177.45656405,-17.6082602,177.45656405,ECI:1076798.0,1076798.0,183.0,40790.0,41.0,3.080152,3.080152,,,,66.3,66.3,80.22,80.22,49.28,49.28,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,6.471144632709383,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,64.42,46.96,56.56,High,Medium,True,Medium
LTE-TP-EP-001182,542020041221088+20250828104547+Fiji-Nadi-LTE-DL-D!20250828104505,Fiji-Nadi-LTE-DL-D,2025-08-28 00:43:54+02:00,2025-08-28 00:43:54+02:00,1,-17.63671976,177.42706971,-17.63671976,177.42706971,ECI:1081632.0,1081632.0,356.0,1850.0,3.0,36.02512,36.02512,135.5693,99.54418,0.265732138470878,66.27,66.27,59.5,59.5,74.54,74.54,0,1,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,12.818648431774228,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1.0,False,17.0,48.87,65.9,56.54,Medium,High,True,Medium
LTE-TP-EP-000242,542020041221088+20250827112048+Fiji-Nadi-LTE-DL-D!20250827110300,Fiji-Nadi-LTE-DL-D,2025-08-27 01:01:47+02:00,2025-08-27 01:01:48+02:00,2,-17.7798681,177.4891298,-17.7797854,177.4890947,ECI:1070366.0,1070366.0,333.0,1850.0,3.0,18.40588,23.4367525,174.2549025,145.7872775,0.16336771357121505,61.35,61.025000000000006,65.47,59.795,68.75,62.53,0,2,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,28.75362848616207,0.0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,2,5,1.0,True,24.0,53.68,60.01,56.53,Medium,High,True,Medium
LTE-TP-EP-001227,542020041221088+20250828105428+Fiji-Nadi-LTE-DL-D!20250828105353,Fiji-Nadi-LTE-DL-D,2025-08-28 00:53:19+02:00,2025-08-28 00:53:20+02:00,2,-17.65520697,177.43819712,-17.65520558,177.43819673,ECI:1075767.0,1075767.0,160.0,9310.0,28.0,5.361424,6.38288,38.729599,31.325263,0.19118029081581764,59.48,57.245,72.24,63.75,64.64,49.295,0,2,0,ca_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,0.287690812662165,0.0,1,1,1,1,1,0,0,2,0,0,0,2,0,0,2,7,1.0,True,24.0,58.06,54.64,56.52,High,Medium,True,Medium
LTE-TP-EP-001354,542020041221088+20250828115313+Fiji-Nadi-LTE-DL-D!20250828112854,Fiji-Nadi-LTE-DL-D,2025-08-28 01:27:47+02:00,2025-08-28 01:27:47+02:00,1,-17.59872419,177.45935983,-17.59872419,177.45935983,ECI:1077534.0,1077534.0,188.0,1850.0,3.0,35.76583,35.76583,135.5693,99.80347,0.26381953731412644,66.24,66.24,59.61,59.61,74.35,74.35,0,1,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1.0,False,17.0,48.96,65.76,56.52,Medium,High,True,Medium
LTE-TP-EP-000644,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:07:40+02:00,2025-08-27 03:07:40+02:00,1,-17.77883961,177.43113425,-17.77883961,177.43113425,ECI:1067032.0,1067032.0,131.0,356.0,1.0,5.45116,5.45116,24.25530493768791,18.80414493768791,0.22474093869378584,66.21,66.21,49.48,49.48,86.66,86.66,0,1,0,ca_underperformance,normal,resource,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,6.8265011650692875,0.0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,4,1.0,False,17.0,41.36,74.99,56.5,Medium,High,True,Medium
LTE-TP-EP-000354,542020041221088+20250827122836+Fiji-Nadi-LTE-DL-D!20250827113757,Fiji-Nadi-LTE-DL-D,2025-08-27 01:36:25+02:00,2025-08-27 01:36:26+02:00,2,-17.7776825,177.4246,-17.77768369,177.4245976,ECI:1067050.0,1067050.0,338.0,40790.0,41.0,1.01588,1.4328599999999998,,,,65.4,63.865,66.44,64.985,64.13,62.495,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,13.249082234802675,0.0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,4,1.0,True,24.0,55.47,57.69,56.47,High,Medium,True,Medium
LTE-TP-EP-001362,542020041221088+20250828115533+Fiji-Nadi-LTE-DL-D!20250828113110,Fiji-Nadi-LTE-DL-D,2025-08-28 01:30:53+02:00,2025-08-28 01:30:53+02:00,1,-17.6043421,177.4586621,-17.6043421,177.4586621,ECI:1076796.0,1076796.0,184.0,40790.0,41.0,5.27688,5.27688,,,,66.17,66.17,81.53,81.53,47.39,47.39,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,1.9256121435646614,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,65.4,45.54,56.46,High,Medium,True,Medium
LTE-TP-EP-001650,542020041221088+20250828125624+Fiji-Nadi-LTE-DL-D!20250828125546,Fiji-Nadi-LTE-DL-D,2025-08-28 02:55:05+02:00,2025-08-28 02:55:05+02:00,1,-17.63661769,177.45578018,-17.63661769,177.45578018,ECI:3640375.0,3640375.0,275.0,40988.0,41.0,6.167888,6.167888,,,,66.14,66.14,78.41,78.41,51.15,51.15,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,11.369412606054306,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,63.06,48.36,56.44,High,Medium,True,Medium
LTE-TP-EP-000884,542020041221088+20250827150151+Fiji-Nadi-LTE-DL-D!20250827150045,Fiji-Nadi-LTE-DL-D,2025-08-27 05:00:24+02:00,2025-08-27 05:00:24+02:00,1,-17.7680778,177.474632,-17.7680778,177.474632,ECI:1068853.0,1068853.0,111.0,41384.0,41.0,29.970032,29.970032,121.14346,91.173428,0.24739290094570518,66.11,66.11,60.57,60.57,72.88,72.88,0,1,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1.0,False,17.0,49.68,64.66,56.42,Medium,High,True,Medium
LTE-TP-EP-001356,542020041221088+20250828115533+Fiji-Nadi-LTE-DL-D!20250828113110,Fiji-Nadi-LTE-DL-D,2025-08-28 01:30:23+02:00,2025-08-28 01:30:25+02:00,3,-17.60405774,177.45957269,-17.6042816,177.4595362,ECI:1077525.0,1077525.0,187.0,500.0,1.0,8.663224,11.354016,59.31967,47.965654,0.19140389688614248,64.35,60.88666666666666,58.63,52.093333333333334,72.44,71.63666666666667,0,3,0,ca_underperformance,normal,capability,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,34.04360705111077,0.0,3,3,1,1,2,1,1,0,0,1,0,3,0,0,3,13,1.0,True,31.0,50.09,64.13,56.41,Medium,High,True,Medium
LTE-TP-EP-002143,542020041221088+20250828154002+Fiji-Nadi-LTE-DL-D!20250828153143,Fiji-Nadi-LTE-DL-D,2025-08-28 05:31:08+02:00,2025-08-28 05:31:08+02:00,1,-17.6915495,177.4140105,-17.6915495,177.4140105,ECI:1066812.0,1066812.0,157.0,40790.0,41.0,1.341688,1.341688,,,,66.1,66.1,65.3,65.3,67.07,67.07,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,13.184797800083265,0.0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,3,1.0,True,17.0,53.22,60.3,56.41,Medium,High,True,Medium
LTE-TP-EP-000226,542020041221088+20250827111028+Fiji-Nadi-LTE-DL-D!20250827105621,Fiji-Nadi-LTE-DL-D,2025-08-27 00:55:16+02:00,2025-08-27 00:55:18+02:00,3,-17.7687301,177.4757376,-17.76878376,177.47576939,ECI:1068850.0,1068850.0,111.0,41186.0,41.0,17.98964,23.467728,105.7221075,82.2543795,0.2219755976771462,66.38,57.65,62.05,49.39333333333334,71.67,67.74,0,2,1,rb_conditioned_underperformance,normal,capability,statistical_only_retained,2.0,3.0,3.0,1.0,3.0,14.694508139172076,0.0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,7,1.0,False,31.0,51.12,62.77,56.36,Medium,High,True,Medium
LTE-TP-EP-001731,542020041221088+20250828132455+Fiji-Nadi-LTE-DL-D!20250828131658,Fiji-Nadi-LTE-DL-D,2025-08-28 03:15:57+02:00,2025-08-28 03:15:58+02:00,2,-17.6263738,177.4635477,-17.6264552,177.4635334,ECI:3640383.0,3640383.0,231.0,41384.0,41.0,4.431576,5.380395999999999,26.53615851190709,20.20694251190709,0.18262789070714303,63.4,62.545,62.98,60.8,69.25,64.685,0,2,0,radio_limited_degradation,normal,temporal,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,25.293811714970154,0.0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,2,4,1.0,True,24.0,52.69,60.8,56.34,Medium,High,True,Medium
LTE-TP-EP-000883,542020041221088+20250827150031+Fiji-Nadi-LTE-DL-D!20250827150011,Fiji-Nadi-LTE-DL-D,2025-08-27 05:00:10+02:00,2025-08-27 05:00:10+02:00,1,-17.7686127,177.475643,-17.7686127,177.475643,ECI:1068853.0,1068853.0,111.0,41384.0,41.0,13.495168,13.495168,70.7488185,57.2536505,0.19074760944594432,66.01,66.01,60.63,60.63,72.58,72.58,0,1,0,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,5.828767067152016,0.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,4,1.0,False,17.0,49.72,64.44,56.34,Medium,High,True,Medium
LTE-TP-EP-001636,542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,Fiji-Nadi-LTE-DL-D,2025-08-28 02:52:34+02:00,2025-08-28 02:52:34+02:00,1,-17.63309209,177.45443917,-17.63309209,177.45443917,ECI:1077825.0,1077825.0,167.0,40988.0,41.0,10.105568,10.105568,64.715159,54.609591,0.1561545726867487,65.93,65.93,65.56,65.56,66.39,66.39,0,1,0,rb_conditioned_underperformance,ml_hgb_resource_conditioned_underperformance,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,8.775873056139238,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1.0,True,17.0,53.42,59.79,56.29,Medium,Medium,True,Medium
LTE-TP-EP-000417,542020041221088+20250827123517+Fiji-Nadi-LTE-DL-D!20250827114634,Fiji-Nadi-LTE-DL-D,2025-08-27 01:45:16+02:00,2025-08-27 01:45:17+02:00,2,-17.7838132,177.3884628,-17.78381332,177.38846256,ECI:1069086.0,1069086.0,138.0,9310.0,28.0,3.621864,4.616736,,,,65.82,62.27499999999999,87.32,83.84,39.55,35.92,0,2,0,radio_limited_degradation,normal,radio,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,27.21845190242386,0.0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,4,1.0,True,24.0,70.62,38.75,56.28,High,Low,True,Medium
LTE-TP-EP-000107,542020041221088+20250827102746+Fiji-Nadi-LTE-DL-D!20250827102604,Fiji-Nadi-LTE-DL-D,2025-08-27 00:24:39+02:00,2025-08-27 00:24:39+02:00,1,-17.80619877,177.42704507,-17.80619877,177.42704507,ECI:1071677.0,1071677.0,395.0,40790.0,41.0,2.837632,2.837632,17.5804940157021,14.742862015702102,0.16140797849398064,65.91,65.91,58.42,58.42,75.06,75.06,0,1,0,sudden_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1.0,False,17.0,48.07,66.3,56.27,Medium,High,True,Medium
LTE-TP-EP-001142,542020041221088+20250828103207+Fiji-Nadi-LTE-DL-D!20250828102946,Fiji-Nadi-LTE-DL-D,2025-08-28 00:28:44+02:00,2025-08-28 00:28:44+02:00,1,-17.7123145,177.4494213,-17.7123145,177.4494213,ECI:1066294.0,1066294.0,487.0,41384.0,41.0,2.960504,2.960504,,,,65.91,65.91,80.64,80.64,47.9,47.9,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,31.45711226091856,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,64.73,45.92,56.27,High,Medium,True,Medium
LTE-TP-EP-001371,542020041221088+20250828115753+Fiji-Nadi-LTE-DL-D!20250828113321,Fiji-Nadi-LTE-DL-D,2025-08-28 01:32:54+02:00,2025-08-28 01:32:54+02:00,1,-17.60579102,177.4608919,-17.60579102,177.4608919,ECI:1076266.0,1076266.0,373.0,40790.0,41.0,3.188904,3.188904,,,,65.91,65.91,79.84,79.84,48.89,48.89,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.02131367981909721,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1.0,True,17.0,64.13,46.67,56.27,High,Medium,True,Medium
LTE-TP-EP-001434,542020041221088+20250828121542+Fiji-Nadi-LTE-DL-D!20250828115456,Fiji-Nadi-LTE-DL-D,2025-08-28 01:53:17+02:00,2025-08-28 01:53:17+02:00,1,-17.6052529,177.4516253,-17.6052529,177.4516253,ECI:1082165.0,1082165.0,139.0,41384.0,41.0,1.228984,1.228984,11.250013721828713,10.021029721828713,0.10924288897669239,65.91,65.91,54.84,54.84,79.44,79.44,0,1,0,rolling_local_drop,normal,temporal,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,5.036954516106392,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.0,False,17.0,45.38,69.58,56.27,Medium,High,True,Medium
LTE-TP-EP-001691,542020041221088+20250828130744+Fiji-Nadi-LTE-DL-D!20250828130656,Fiji-Nadi-LTE-DL-D,2025-08-28 03:04:56+02:00,2025-08-28 03:04:56+02:00,1,-17.6336082,177.45980579,-17.6336082,177.45980579,ECI:3640374.0,3640374.0,274.0,40988.0,41.0,35.83093,35.83093,111.79482125,75.96389124999999,0.32050617013710736,65.89,65.89,54.29,54.29,80.06,80.06,0,1,0,radio_p75_underperformance,ml_quantile_p75_resource_underperformance,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,4,1.0,True,17.0,44.97,70.04,56.25,Medium,High,True,Medium
LTE-TP-EP-001978,542020041221088+20250828140938+Fiji-Nadi-LTE-DL-D!20250828140855,Fiji-Nadi-LTE-DL-D,2025-08-28 04:08:28+02:00,2025-08-28 04:08:28+02:00,1,-17.60880059,177.45528019,-17.60880059,177.45528019,ECI:1076544.0,1076544.0,182.0,40988.0,41.0,3.56516,3.56516,32.41143,28.846270000000004,0.10999699797262878,65.88,65.88,63.55,63.55,68.73,68.73,0,1,0,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,10.849634907908902,0.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,5,1.0,False,17.0,51.91,61.55,56.25,Medium,High,True,Medium
LTE-TP-EP-001847,542020041221088+20250828134936+Fiji-Nadi-LTE-DL-D!20250828134405,Fiji-Nadi-LTE-DL-D,2025-08-28 03:42:14+02:00,2025-08-28 03:42:14+02:00,1,-17.61273378,177.448371,-17.61273378,177.448371,ECI:1081876.0,1081876.0,182.0,41384.0,41.0,5.6636558,5.6636558,38.729599,33.0659432,0.14623584922735708,65.85,65.85,60.92,60.92,71.87,71.87,0,1,0,ca_underperformance,normal,capability,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,9.061274508284352,0.0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,5,1.0,False,17.0,49.94,63.9,56.22,Medium,High,True,Medium
LTE-TP-EP-001574,542020041221088+20250828124303+Fiji-Nadi-LTE-DL-D!20250828124223,Fiji-Nadi-LTE-DL-D,2025-08-28 02:40:52+02:00,2025-08-28 02:40:53+02:00,2,-17.61963194,177.43930909,-17.61962749,177.43930394,ECI:1076515.0,1076515.0,180.0,9310.0,28.0,16.456408,24.334324000000002,103.01821000000001,70.80597,0.27650648348655915,65.88,61.87,52.16,48.495,82.64,78.21000000000001,0,2,0,rb_conditioned_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,0.9644787087815956,0.0,1,2,0,0,2,0,1,0,0,0,2,2,0,0,2,8,1.0,True,24.0,44.2,70.87,56.2,Medium,High,True,Medium
LTE-TP-EP-000867,542020041221088+20250827145151+Fiji-Nadi-LTE-DL-D!20250827145113,Fiji-Nadi-LTE-DL-D,2025-08-27 04:49:59+02:00,2025-08-27 04:50:02+02:00,4,-17.7658025,177.4667876,-17.7659222,177.4671135,ECI:1068852.0,1068852.0,112.0,41186.0,41.0,24.120264,29.554735,105.7221075,81.6018435,0.22814777883613413,60.71,55.3775,61.69,50.975,69.43,60.760000000000005,0,3,1,rb_conditioned_underperformance,normal,capability,statistical_only_retained,3.0,4.0,4.0,1.0,4.0,49.88217041507055,0.0,3,2,0,0,0,0,0,0,1,0,1,0,2,1,4,7,1.0,False,38.0,53.09,59.9,56.16,Medium,Medium,True,Medium
LTE-TP-EP-001627,542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,Fiji-Nadi-LTE-DL-D,2025-08-28 02:51:41+02:00,2025-08-28 02:51:41+02:00,1,-17.6351858,177.45413,-17.6351858,177.45413,ECI:1077825.0,1077825.0,167.0,40988.0,41.0,9.42232,9.42232,,,,65.76,65.76,67.02,67.02,64.23,64.23,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,0.14663186974858983,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,54.51,58.17,56.16,Medium,Medium,True,Medium
LTE-TP-EP-000730,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,Fiji-Nadi-LTE-DL-D,2025-08-27 03:33:55+02:00,2025-08-27 03:33:55+02:00,1,-17.79294169,177.42266984,-17.79294169,177.42266984,ECI:1065543.0,1065543.0,132.0,9310.0,28.0,3.77752,3.77752,,,,65.72,65.72,86.78,86.78,39.98,39.98,0,1,0,radio_limited_degradation,normal,radio,statistical_only_retained,0.0,1.0,1.0,1.0,1.0,1.7349417925707455,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1.0,True,17.0,69.34,39.99,56.13,High,Low,True,Medium
LTE-TP-EP-001973,542020041221088+20250828140938+Fiji-Nadi-LTE-DL-D!20250828140855,Fiji-Nadi-LTE-DL-D,2025-08-28 04:08:04+02:00,2025-08-28 04:08:05+02:00,2,-17.6093999,177.4538688,-17.6093648,177.4539528,ECI:1082176.0,1082176.0,140.0,40988.0,41.0,15.073016,20.579656,100.12010000000001,85.04708400000001,0.15054935023037333,66.02,61.26,72.38,64.6,58.24,57.17,0,2,0,rb_conditioned_underperformance,normal,capability,statistical_only_retained,1.0,2.0,2.0,1.0,2.0,19.6614570015011,0.0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,4,1.0,False,24.0,58.34,53.41,56.12,High,Medium,True,Medium
