operational_incident_id,id,route_label,start_time,end_time,strict_episodes,rows,total_anomalous_seconds,max_longest_run_seconds,peak_row_priority_0_100,episode_adjusted_priority_0_100,max_episode_impact,mean_episode_impact,max_episode_confidence,mean_episode_confidence,consensus_rows,high_quality_direct_evidence_rows,statistical_only_rows,ml_only_rows,coverage_planning_review_flag,dominant_statistical_type,dominant_ml_type,dominant_impact_family,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,latitude_start,longitude_start,latitude_end,longitude_end,duration_seconds,incident_agreement_coverage_0_1,incident_direct_evidence_coverage_0_1,incident_persistence_score_0_100,incident_final_impact_score_0_100,incident_final_confidence_0_100,incident_final_priority_0_100,incident_priority_severity,max_priority,mean_priority,max_impact,max_confidence,max_persistence
INC-000184,542020041221088+20250827111708+Fiji-Nadi-LTE-DL-D!20250827110046,Fiji-Nadi-LTE-DL-D,2025-08-27 00:58:44+02:00,2025-08-27 00:58:44+02:00,1,1,1.0,1.0,67.49,58.18,44.37,44.37,75.06,75.06,0,1,1,0,False,rolling_local_drop,normal,temporal,EARFCN:41384.0|PCI:81.0,,81.0,41384.0,41.0,-17.7788295,177.4829867,-17.7788295,177.4829867,0.0,0.0,1.0,13.17,36.57,70.05,51.64,Medium,51.64,51.64,36.57,70.05,13.17
INC-001167,542020041221088+20250828133115+Fiji-Nadi-LTE-DL-D!20250828132346,Fiji-Nadi-LTE-DL-D,2025-08-28 03:23:11+02:00,2025-08-28 03:23:11+02:00,1,1,1.0,1.0,67.88,58.47,53.01,53.01,65.15,65.15,0,1,1,0,True,rb_conditioned_underperformance,normal,capability,ECI:3638808.0,3638808.0,254.0,500.0,1.0,-17.62766708,177.46355384,-17.62766708,177.46355384,0.0,0.0,1.0,13.17,43.05,62.12,51.63,Medium,51.63,51.63,43.05,62.12,13.17
INC-000626,542020041221088+20250827145151+Fiji-Nadi-LTE-DL-D!20250827145113,Fiji-Nadi-LTE-DL-D,2025-08-27 04:49:51+02:00,2025-08-27 04:49:51+02:00,1,1,1.0,1.0,68.08,58.62,58.06,58.06,59.3,59.3,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1066311.0,1066311.0,487.0,41384.0,41.0,-17.7654435,177.4658906,-17.7654435,177.4658906,0.0,0.0,1.0,13.17,46.84,57.44,51.61,Medium,51.61,51.61,46.84,57.44,13.17
INC-001198,542020041221088+20250828134436+Fiji-Nadi-LTE-DL-D!20250828133934,Fiji-Nadi-LTE-DL-D,2025-08-28 03:37:36+02:00,2025-08-28 03:37:58+02:00,2,13,13.0,3.0,72.83,59.38,71.22,68.83500000000001,44.91,43.81999999999999,0,0,13,0,True,radio_limited_degradation,normal,radio,ECI:3636029.0,3636029.0,231.0,41186.0,41.0,-17.6219601,177.45512,-17.6217348,177.4553016,22.0,0.0,0.0,47.83,64.66,35.6,51.58,Medium,51.58,51.58,64.66,35.6,47.83
INC-000944,542020041221088+20250828121442+Fiji-Nadi-LTE-DL-D!20250828115247,Fiji-Nadi-LTE-DL-D,2025-08-28 01:52:30+02:00,2025-08-28 01:52:32+02:00,1,2,2.0,1.0,67.47,58.12,52.35,52.35,65.16,65.16,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1076791.0,1076791.0,183.0,41384.0,41.0,-17.6043574,177.452286,-17.60435739,177.45228602,2.0,0.0,1.0,14.67,42.93,62.13,51.57,Medium,51.57,51.57,42.93,62.13,14.67
INC-000474,542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,Fiji-Nadi-LTE-DL-D,2025-08-27 03:09:34+02:00,2025-08-27 03:09:35+02:00,1,2,2.0,2.0,65.28,57.34,55.06,55.06,60.13,60.13,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1067060.0,1067060.0,129.0,41186.0,41.0,-17.77641205,177.42988194,-17.77643414,177.42990727,1.0,0.0,1.0,19.67,46.21,58.1,51.56,Medium,51.56,51.56,46.21,58.1,19.67
INC-001210,542020041221088+20250828134936+Fiji-Nadi-LTE-DL-D!20250828134405,Fiji-Nadi-LTE-DL-D,2025-08-28 03:43:44+02:00,2025-08-28 03:43:44+02:00,1,1,1.0,1.0,67.76,58.38,53.94,53.94,63.81,63.81,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1076534.0,1076534.0,182.0,41384.0,41.0,-17.6138404,177.44955657,-17.6138404,177.44955657,0.0,0.0,1.0,13.17,43.75,61.05,51.53,Medium,51.53,51.53,43.75,61.05,13.17
INC-001219,542020041221088+20250828135137+Fiji-Nadi-LTE-DL-D!20250828134837,Fiji-Nadi-LTE-DL-D,2025-08-28 03:48:29+02:00,2025-08-28 03:48:33+02:00,1,4,4.0,2.0,66.38,56.56,48.96,48.96,65.85,65.85,0,4,4,0,False,ca_underperformance,normal,capability,ECI:1082166.0,1082166.0,140.0,41384.0,41.0,-17.61316535,177.45373303,-17.61299419,177.45344899,4.0,0.0,1.0,22.67,42.39,62.68,51.52,Medium,51.52,51.52,42.39,62.68,22.67
INC-000187,542020041221088+20250827112048+Fiji-Nadi-LTE-DL-D!20250827110300,Fiji-Nadi-LTE-DL-D,2025-08-27 01:01:47+02:00,2025-08-27 01:01:48+02:00,1,2,2.0,2.0,61.35,57.29,55.06,55.06,60.01,60.01,0,2,2,0,True,rb_conditioned_underperformance,normal,capability,ECI:1070366.0,1070366.0,333.0,1850.0,3.0,-17.7798681,177.4891298,-17.7797854,177.4890947,1.0,0.0,1.0,19.67,46.21,58.01,51.52,Medium,51.52,51.52,46.21,58.01,19.67
INC-000928,542020041221088+20250828121041+Fiji-Nadi-LTE-DL-D!20250828114409,Fiji-Nadi-LTE-DL-D,2025-08-28 01:42:08+02:00,2025-08-28 01:42:09+02:00,1,2,2.0,2.0,65.21,57.34,57.79,57.79,56.79,56.79,0,2,2,0,False,rb_conditioned_underperformance,normal,capability,ECI:1082165.0,1082165.0,139.0,41384.0,41.0,-17.60387324,177.45193114,-17.60388575,177.45188649,1.0,0.0,1.0,19.67,48.26,55.43,51.49,Medium,51.49,51.49,48.26,55.43,19.67
INC-001166,542020041221088+20250828133115+Fiji-Nadi-LTE-DL-D!20250828132346,Fiji-Nadi-LTE-DL-D,2025-08-28 03:23:02+02:00,2025-08-28 03:23:02+02:00,1,1,1.0,1.0,67.32,58.05,46.24,46.24,72.47,72.47,0,1,1,0,True,rb_conditioned_underperformance,normal,capability,ECI:3635989.0,3635989.0,251.0,500.0,1.0,-17.62798805,177.46290212,-17.62798805,177.46290212,0.0,0.0,1.0,13.17,37.97,67.98,51.47,Medium,51.47,51.47,37.97,67.98,13.17
INC-001130,542020041221088+20250828131954+Fiji-Nadi-LTE-DL-D!20250828131344,Fiji-Nadi-LTE-DL-D,2025-08-28 03:12:33+02:00,2025-08-28 03:12:34+02:00,1,2,2.0,2.0,72.18,60.45,67.8,67.8,51.46,51.46,0,1,2,0,True,radio_limited_degradation,normal,radio,ECI:1080627.0,1080627.0,231.0,41186.0,41.0,-17.6313123,177.4763605,-17.6312906,177.476323,1.0,0.0,0.5,19.67,55.77,46.17,51.45,Medium,51.45,51.45,55.77,46.17,19.67
INC-000846,542020041221088+20250828105207+Fiji-Nadi-LTE-DL-D!20250828105141,Fiji-Nadi-LTE-DL-D,2025-08-28 00:51:33+02:00,2025-08-28 00:51:33+02:00,1,1,1.0,1.0,67.48,58.17,50.9,50.9,67.05,67.05,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1078588.0,1078588.0,162.0,40790.0,41.0,-17.65136851,177.44442311,-17.65136851,177.44442311,0.0,0.0,1.0,13.17,41.47,63.64,51.45,Medium,51.45,51.45,41.47,63.64,13.17
INC-000129,542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,Fiji-Nadi-LTE-DL-D,2025-08-27 00:42:56+02:00,2025-08-27 00:42:56+02:00,1,1,1.0,1.0,68.42,58.88,71.82,71.82,43.06,43.06,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1073184.0,1073184.0,469.0,1850.0,3.0,-17.79587352,177.4363396,-17.79587352,177.4363396,0.0,0.0,1.0,13.17,57.16,44.45,51.44,Medium,51.44,51.44,57.16,44.45,13.17
INC-001291,542020041221088+20250828141838+Fiji-Nadi-LTE-DL-D!20250828141754,Fiji-Nadi-LTE-DL-D,2025-08-28 04:17:07+02:00,2025-08-28 04:17:07+02:00,1,1,1.0,1.0,67.5,58.19,51.73,51.73,66.08,66.08,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1082163.0,1082163.0,140.0,41384.0,41.0,-17.6115521,177.4579555,-17.6115521,177.4579555,0.0,0.0,1.0,13.17,42.09,62.86,51.44,Medium,51.44,51.44,42.09,62.86,13.17
INC-000619,542020041221088+20250827144511+Fiji-Nadi-LTE-DL-D!20250827144430,Fiji-Nadi-LTE-DL-D,2025-08-27 04:43:20+02:00,2025-08-27 04:43:22+02:00,1,2,2.0,1.0,76.6,61.42,71.6,71.6,48.98,48.98,0,1,2,0,True,radio_limited_degradation,normal,radio,ECI:1069375.0,1069375.0,136.0,1850.0,3.0,-17.7630481,177.4415781,-17.762955,177.4416742,2.0,0.0,0.5,14.67,57.37,44.18,51.43,Medium,51.43,51.43,57.37,44.18,14.67
INC-000346,542020041221088+20250827130936+Fiji-Nadi-LTE-DL-D!20250827120414,Fiji-Nadi-LTE-DL-D,2025-08-27 02:02:13+02:00,2025-08-27 02:02:13+02:00,1,1,1.0,1.0,67.3,58.03,47.49,47.49,70.92,70.92,0,1,1,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:3623958.0,3623958.0,155.0,500.0,1.0,-17.7728196,177.3803382,-17.7728196,177.3803382,0.0,0.0,1.0,13.17,38.91,66.74,51.43,Medium,51.43,51.43,38.91,66.74,13.17
INC-000264,542020041221088+20250827122836+Fiji-Nadi-LTE-DL-D!20250827113757,Fiji-Nadi-LTE-DL-D,2025-08-27 01:36:25+02:00,2025-08-27 01:36:26+02:00,1,2,2.0,2.0,65.4,57.22,56.84,56.84,57.69,57.69,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1067050.0,1067050.0,338.0,40790.0,41.0,-17.7776825,177.4246,-17.77768369,177.4245976,1.0,0.0,1.0,19.67,47.55,56.15,51.42,Medium,51.42,51.42,47.55,56.15,19.67
INC-001095,542020041221088+20250828125844+Fiji-Nadi-LTE-DL-D!20250828125759,Fiji-Nadi-LTE-DL-D,2025-08-28 02:57:03+02:00,2025-08-28 02:57:03+02:00,1,1,1.0,1.0,67.66,58.3,56.36,56.36,60.68,60.68,0,1,1,0,False,rb_conditioned_underperformance,normal,capability,ECI:1077780.0,1077780.0,165.0,500.0,1.0,-17.6300762,177.455541,-17.6300762,177.455541,0.0,0.0,1.0,13.17,45.56,58.54,51.4,Medium,51.4,51.4,45.56,58.54,13.17
INC-000850,542020041221088+20250828105428+Fiji-Nadi-LTE-DL-D!20250828105353,Fiji-Nadi-LTE-DL-D,2025-08-28 00:53:19+02:00,2025-08-28 00:53:20+02:00,1,2,2.0,2.0,59.48,57.28,59.43,59.43,54.64,54.64,0,2,2,0,True,ca_underperformance,normal,capability,ECI:1075767.0,1075767.0,160.0,9310.0,28.0,-17.65520697,177.43819712,-17.65520558,177.43819673,1.0,0.0,1.0,19.67,49.49,53.71,51.39,Medium,51.39,51.39,49.49,53.71,19.67
INC-001142,542020041221088+20250828132455+Fiji-Nadi-LTE-DL-D!20250828131658,Fiji-Nadi-LTE-DL-D,2025-08-28 03:15:57+02:00,2025-08-28 03:15:58+02:00,1,2,2.0,2.0,63.4,57.09,54.06,54.06,60.8,60.8,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:3640383.0,3640383.0,231.0,41384.0,41.0,-17.6263738,177.4635477,-17.6264552,177.4635334,1.0,0.0,1.0,19.67,45.46,58.64,51.39,Medium,51.39,51.39,45.46,58.64,19.67
INC-001368,542020041221088+20250829102513+Nawaka-LTE-DL!20250829102435,Nawaka-LTE-DL,2025-08-29 00:24:05+02:00,2025-08-29 00:24:06+02:00,1,2,2.0,2.0,65.72,57.55,67.2,67.2,45.75,45.75,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1064758.0,1064758.0,148.0,41384.0,41.0,-17.8128905,177.4432635,-17.8128905,177.4432635,1.0,0.0,1.0,19.67,55.32,46.6,51.39,Medium,51.39,51.39,55.32,46.6,19.67
INC-000533,542020041221088+20250827135649+Fiji-Nadi-LTE-DL-D!20250827133934,Fiji-Nadi-LTE-DL-D,2025-08-27 03:38:04+02:00,2025-08-27 03:38:04+02:00,1,1,1.0,1.0,67.23,57.98,47.74,47.74,70.49,70.49,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1065527.0,1065527.0,133.0,41384.0,41.0,-17.78334198,177.41695203,-17.78334198,177.41695203,0.0,0.0,1.0,13.17,39.1,66.39,51.38,Medium,51.38,51.38,39.1,66.39,13.17
INC-001220,542020041221088+20250828135237+Fiji-Nadi-LTE-DL-D!20250828135054,Fiji-Nadi-LTE-DL-D,2025-08-28 03:48:57+02:00,2025-08-28 03:49:00+02:00,1,2,2.0,1.0,70.61,57.79,50.02,50.02,67.28,67.28,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:3636033.0,3636033.0,232.0,41384.0,41.0,-17.6139255,177.4520431,-17.614282,177.4521009,3.0,0.0,1.0,14.67,41.18,63.82,51.37,Medium,51.37,51.37,41.18,63.82,14.67
INC-000523,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,Fiji-Nadi-LTE-DL-D,2025-08-27 03:34:21+02:00,2025-08-27 03:34:21+02:00,1,1,1.0,1.0,66.97,57.79,43.44,43.44,75.32,75.32,0,1,1,0,False,rolling_local_drop,normal,temporal,ECI:1065543.0,1065543.0,132.0,9310.0,28.0,-17.79216759,177.42265687,-17.79216759,177.42265687,0.0,0.0,1.0,13.17,35.87,70.26,51.35,Medium,51.35,51.35,35.87,70.26,13.17
INC-000771,542020041221088+20250827161314+Fiji-Nadi-LTE-DL-D!20250827161239,Fiji-Nadi-LTE-DL-D,2025-08-27 06:10:37+02:00,2025-08-27 06:10:37+02:00,1,1,1.0,1.0,67.12,57.9,46.59,46.59,71.72,71.72,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1064992.0,1064992.0,469.0,1850.0,3.0,-17.81389423,177.44371538,-17.81389423,177.44371538,0.0,0.0,1.0,13.17,38.24,67.38,51.35,Medium,51.35,51.35,38.24,67.38,13.17
INC-000073,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,Fiji-Nadi-LTE-DL-D,2025-08-27 00:20:31+02:00,2025-08-27 00:20:31+02:00,1,1,1.0,1.0,67.4,58.11,53.16,53.16,64.16,64.16,0,1,1,0,False,sudden_drop,normal,temporal,ECI:1065267.0,1065267.0,145.0,41186.0,41.0,-17.81049232,177.40889417,-17.81049232,177.40889417,0.0,0.0,1.0,13.17,43.16,61.33,51.34,Medium,51.34,51.34,43.16,61.33,13.17
INC-000506,542020041221088+20250827135108+Fiji-Nadi-LTE-DL-D!20250827132314,Fiji-Nadi-LTE-DL-D,2025-08-27 03:21:55+02:00,2025-08-27 03:21:55+02:00,1,1,1.0,1.0,67.49,58.18,54.88,54.88,62.2,62.2,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1067151.0,1067151.0,339.0,41384.0,41.0,-17.77235009,177.43856157,-17.77235009,177.43856157,0.0,0.0,1.0,13.17,44.45,59.76,51.34,Medium,51.34,51.34,44.45,59.76,13.17
INC-001071,542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,Fiji-Nadi-LTE-DL-D,2025-08-28 02:52:20+02:00,2025-08-28 02:52:20+02:00,1,1,1.0,1.0,81.55,64.22,67.74,67.74,59.92,59.92,0,0,1,0,True,radio_limited_degradation,normal,radio,ECI:1077825.0,1077825.0,167.0,40988.0,41.0,-17.6337944,177.4542943,-17.6337944,177.4542943,0.0,0.0,0.0,13.17,54.1,47.94,51.32,Medium,51.32,51.32,54.1,47.94,13.17
INC-000426,542020041221088+20250827133206+Fiji-Nadi-LTE-DL-D!20250827125008,Fiji-Nadi-LTE-DL-D,2025-08-27 02:49:36+02:00,2025-08-27 02:49:38+02:00,1,2,2.0,1.0,69.85,58.38,70.54,70.54,43.53,43.53,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1065271.0,1065271.0,146.0,41384.0,41.0,-17.8014734,177.4161111,-17.8014408,177.4161236,2.0,0.0,1.0,14.67,56.57,44.82,51.29,Medium,51.29,51.29,56.57,44.82,14.67
INC-000819,542020041221088+20250828104547+Fiji-Nadi-LTE-DL-D!20250828104505,Fiji-Nadi-LTE-DL-D,2025-08-28 00:43:03+02:00,2025-08-28 00:43:04+02:00,1,2,2.0,2.0,66.12,56.85,51.28,51.28,63.67,63.67,0,2,2,0,False,ca_underperformance,normal,capability,ECI:1075764.0,1075764.0,160.0,41186.0,41.0,-17.64025122,177.42252937,-17.6401067,177.4227132,1.0,0.0,1.0,19.67,43.38,60.94,51.28,Medium,51.28,51.28,43.38,60.94,19.67
INC-000922,542020041221088+20250828121001+Fiji-Nadi-LTE-DL-D!20250828114201,Fiji-Nadi-LTE-DL-D,2025-08-28 01:40:25+02:00,2025-08-28 01:40:25+02:00,1,1,1.0,1.0,67.34,58.07,54.41,54.41,62.54,62.54,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1076789.0,1076789.0,184.0,41384.0,41.0,-17.6033705,177.4534133,-17.6033705,177.4534133,0.0,0.0,1.0,13.17,44.1,60.03,51.27,Medium,51.27,51.27,44.1,60.03,13.17
INC-000344,542020041221088+20250827124038+Fiji-Nadi-LTE-DL-D!20250827115945,Fiji-Nadi-LTE-DL-D,2025-08-27 01:59:05+02:00,2025-08-27 01:59:05+02:00,1,1,1.0,1.0,66.82,57.68,43.83,43.83,74.6,74.6,0,1,1,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:3623958.0,3623958.0,155.0,500.0,1.0,-17.77313647,177.37702199,-17.77313647,177.37702199,0.0,0.0,1.0,13.17,36.16,69.68,51.25,Medium,51.25,51.25,36.16,69.68,13.17
INC-000686,542020041221088+20250827152532+Fiji-Nadi-LTE-DL-D!20250827152209,Fiji-Nadi-LTE-DL-D,2025-08-27 05:21:27+02:00,2025-08-27 05:21:28+02:00,1,2,2.0,2.0,74.77,59.99,62.02,62.02,57.51,57.51,0,1,2,0,False,ca_underperformance,normal,capability,ECI:1068606.0,1068606.0,120.0,40790.0,41.0,-17.7415166,177.4426743,-17.74151704,177.44269662,1.0,0.0,0.5,19.67,51.43,51.01,51.24,Medium,51.24,51.24,51.43,51.01,19.67
INC-000892,542020041221088+20250828114552+Fiji-Nadi-LTE-DL-D!20250828111754,Fiji-Nadi-LTE-DL-D,2025-08-28 01:16:20+02:00,2025-08-28 01:16:25+02:00,1,4,4.0,3.0,71.75,58.57,62.12,62.12,54.24,54.24,0,2,4,0,True,radio_limited_degradation,normal,radio,ECI:1079878.0,1079878.0,495.0,9310.0,28.0,-17.5958575,177.5047879,-17.5961094,177.5040125,5.0,0.0,0.5,27.67,53.51,48.39,51.21,Medium,51.21,51.21,53.51,48.39,27.67
INC-000394,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,Fiji-Nadi-LTE-DL-D,2025-08-27 02:12:22+02:00,2025-08-27 02:12:23+02:00,1,2,2.0,2.0,58.35,57.09,60.92,60.92,52.39,52.39,0,2,2,0,True,ca_underperformance,normal,capability,ECI:1069080.0,1069080.0,140.0,356.0,1.0,-17.7968369,177.4071029,-17.796838,177.407111,1.0,0.0,1.0,19.67,50.61,51.91,51.19,Medium,51.19,51.19,50.61,51.91,19.67
INC-000183,542020041221088+20250827111428+Fiji-Nadi-LTE-DL-D!20250827105835,Fiji-Nadi-LTE-DL-D,2025-08-27 00:57:42+02:00,2025-08-27 00:57:42+02:00,1,1,1.0,1.0,67.05,57.85,52.15,52.15,64.81,64.81,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1073469.0,1073469.0,81.0,40790.0,41.0,-17.77752513,177.47778335,-17.77752513,177.47778335,0.0,0.0,1.0,13.17,42.4,61.85,51.15,Medium,51.15,51.15,42.4,61.85,13.17
INC-000188,542020041221088+20250827112048+Fiji-Nadi-LTE-DL-D!20250827110300,Fiji-Nadi-LTE-DL-D,2025-08-27 01:02:47+02:00,2025-08-27 01:02:48+02:00,1,2,2.0,2.0,60.37,56.68,51.4,51.4,63.14,63.14,0,2,2,0,False,radio_p75_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,ECI:1070366.0,1070366.0,333.0,1850.0,3.0,-17.7751154,177.4880571,-17.7750397,177.4880761,1.0,0.0,1.0,19.67,43.47,60.51,51.14,Medium,51.14,51.14,43.47,60.51,19.67
INC-000890,542020041221088+20250828114552+Fiji-Nadi-LTE-DL-D!20250828111754,Fiji-Nadi-LTE-DL-D,2025-08-28 01:16:02+02:00,2025-08-28 01:16:04+02:00,1,2,2.0,1.0,62.16,57.89,62.49,62.49,52.28,52.28,0,2,2,0,True,radio_limited_degradation,normal,radio,ECI:1079878.0,1079878.0,405.0,500.0,1.0,-17.5954694,177.5062919,-17.5954423,177.5062479,2.0,0.0,1.0,14.67,50.54,51.82,51.12,Medium,51.12,51.12,50.54,51.82,14.67
INC-000947,542020041221088+20250828121642+Fiji-Nadi-LTE-DL-D!20250828115710,Fiji-Nadi-LTE-DL-D,2025-08-28 01:55:51+02:00,2025-08-28 01:55:51+02:00,1,1,1.0,1.0,67.03,57.83,53.5,53.5,63.13,63.13,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1076791.0,1076791.0,183.0,41384.0,41.0,-17.60442834,177.45214253,-17.60442834,177.45214253,0.0,0.0,1.0,13.17,43.42,60.5,51.11,Medium,51.11,51.11,43.42,60.5,13.17
INC-001369,542020041221088+20250829102513+Nawaka-LTE-DL!20250829102435,Nawaka-LTE-DL,2025-08-29 00:24:24+02:00,2025-08-29 00:24:26+02:00,1,3,3.0,3.0,73.67,60.11,76.3,76.3,40.32,40.32,0,1,3,0,True,radio_limited_degradation,normal,radio,ECI:1064992.0,1064992.0,469.0,1850.0,3.0,-17.8128906,177.4432636,-17.8128906,177.4432636,2.0,0.0,0.3333333333333333,26.17,63.77,35.59,51.09,Medium,51.09,51.09,63.77,35.59,26.17
INC-001232,542020041221088+20250828140057+Fiji-Nadi-LTE-DL-D!20250828135741,Fiji-Nadi-LTE-DL-D,2025-08-28 03:56:03+02:00,2025-08-28 03:56:05+02:00,1,2,2.0,1.0,82.0,64.02,78.35,78.35,46.51,46.51,0,0,2,0,True,radio_limited_degradation,normal,radio,ECI:1076531.0,1076531.0,182.0,41186.0,41.0,-17.60789837,177.45711757,-17.60778367,177.45709739,2.0,0.0,0.0,14.67,62.43,37.21,51.08,Medium,51.08,51.08,62.43,37.21,14.67
INC-000041,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,Fiji-Nadi-LTE-DL-D,2025-08-26 23:49:39+02:00,2025-08-26 23:49:40+02:00,1,2,2.0,2.0,63.32,56.67,53.36,53.36,60.72,60.72,0,2,2,0,True,radio_limited_degradation,normal,temporal,ECI:1067570.0,1067570.0,151.0,41186.0,41.0,-17.8131091,177.3985136,-17.81320617,177.39841908,1.0,0.0,1.0,19.67,44.94,58.58,51.07,Medium,51.07,51.07,44.94,58.58,19.67
INC-000733,542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,Fiji-Nadi-LTE-DL-D,2025-08-27 05:56:05+02:00,2025-08-27 05:56:05+02:00,1,1,1.0,1.0,66.75,57.62,49.37,49.37,67.71,67.71,0,1,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1065023.0,1065023.0,470.0,40988.0,41.0,-17.7973515,177.4485027,-17.7973515,177.4485027,0.0,0.0,1.0,13.17,40.32,64.17,51.05,Medium,51.05,51.05,40.32,64.17,13.17
INC-001030,542020041221088+20250828124303+Fiji-Nadi-LTE-DL-D!20250828124223,Fiji-Nadi-LTE-DL-D,2025-08-28 02:40:21+02:00,2025-08-28 02:40:23+02:00,1,3,3.0,3.0,63.5,55.52,53.54,53.54,57.94,57.94,0,3,3,0,False,ca_underperformance,normal,capability,ECI:1079095.0,1079095.0,169.0,41384.0,41.0,-17.6214313,177.4403948,-17.6213463,177.4402162,2.0,0.0,1.0,26.17,46.7,56.35,51.04,Medium,51.04,51.04,46.7,56.35,26.17
INC-001022,542020041221088+20250828124043+Fiji-Nadi-LTE-DL-D!20250828124009,Fiji-Nadi-LTE-DL-D,2025-08-28 02:38:28+02:00,2025-08-28 02:38:28+02:00,1,1,1.0,1.0,66.82,57.67,51.21,51.21,65.57,65.57,0,1,1,0,False,rb_conditioned_underperformance,normal,capability,ECI:3642943.0,3642943.0,313.0,41384.0,41.0,-17.6309832,177.4440877,-17.6309832,177.4440877,0.0,0.0,1.0,13.17,41.7,62.46,51.04,Medium,51.04,51.04,41.7,62.46,13.17
INC-001308,542020041221088+20250828142959+Fiji-Nadi-LTE-DL-D!20250828142912,Fiji-Nadi-LTE-DL-D,2025-08-28 04:28:09+02:00,2025-08-28 04:28:10+02:00,1,2,2.0,2.0,64.87,56.54,51.64,51.64,62.54,62.54,0,2,2,0,False,rolling_local_drop,normal,temporal,ECI:1082167.0,1082167.0,141.0,41384.0,41.0,-17.6042736,177.4449489,-17.6042731,177.44494903,1.0,0.0,1.0,19.67,43.65,60.03,51.02,Medium,51.02,51.02,43.65,60.03,19.67
INC-000198,542020041221088+20250827112649+Fiji-Nadi-LTE-DL-D!20250827110516,Fiji-Nadi-LTE-DL-D,2025-08-27 01:05:11+02:00,2025-08-27 01:05:11+02:00,1,1,1.0,1.0,66.86,57.71,53.14,53.14,63.29,63.29,0,1,1,0,True,rb_efficiency_underperformance,normal,capability,ECI:1067325.0,1067325.0,108.0,40790.0,41.0,-17.7633849,177.487468,-17.7633849,177.487468,0.0,0.0,1.0,13.17,43.15,60.63,51.02,Medium,51.02,51.02,43.15,60.63,13.17
INC-000942,542020041221088+20250828121341+Fiji-Nadi-LTE-DL-D!20250828115038,Fiji-Nadi-LTE-DL-D,2025-08-28 01:49:08+02:00,2025-08-28 01:49:08+02:00,1,1,1.0,1.0,66.95,57.77,54.92,54.92,61.26,61.26,0,1,1,0,True,radio_limited_degradation,normal,radio,ECI:1076789.0,1076789.0,184.0,41384.0,41.0,-17.6033872,177.4533815,-17.6033872,177.4533815,0.0,0.0,1.0,13.17,44.48,59.01,51.02,Medium,51.02,51.02,44.48,59.01,13.17
INC-001366,542020041221088+20250829102513+Nawaka-LTE-DL!20250829102435,Nawaka-LTE-DL,2025-08-29 00:22:36+02:00,2025-08-29 00:22:36+02:00,1,1,1.0,1.0,81.62,64.27,80.5,80.5,44.44,44.44,0,0,1,0,True,radio_limited_degradation,normal,radio,ECI:1065032.0,1065032.0,469.0,500.0,1.0,-17.8128907,177.443263,-17.8128907,177.443263,0.0,0.0,0.0,13.17,63.67,35.55,51.02,Medium,51.02,51.02,63.67,35.55,13.17
INC-000011,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,Fiji-Nadi-LTE-DL-D,2025-08-26 23:42:12+02:00,2025-08-26 23:42:12+02:00,1,1,1.0,1.0,66.78,57.64,51.19,51.19,65.52,65.52,0,1,1,0,False,ca_underperformance,normal,capability,ECI:1065267.0,1065267.0,145.0,41186.0,41.0,-17.815971,177.3955936,-17.815971,177.3955936,0.0,0.0,1.0,13.17,41.68,62.42,51.01,Medium,51.01,51.01,41.68,62.42,13.17
