operational_incident_id,id,route_label,start_time,end_time,strict_episodes,rows,total_anomalous_seconds,max_longest_run_seconds,peak_row_priority_0_100,episode_adjusted_priority_0_100,max_episode_impact,mean_episode_impact,max_episode_confidence,mean_episode_confidence,consensus_rows,high_quality_direct_evidence_rows,statistical_only_rows,ml_only_rows,coverage_planning_review_flag,dominant_statistical_type,dominant_ml_type,dominant_impact_family,primary_serving_cell_key,primary_serving_eci,primary_serving_pci,primary_earfcn,primary_band,latitude_start,longitude_start,latitude_end,longitude_end,duration_seconds,incident_agreement_coverage_0_1,incident_direct_evidence_coverage_0_1,incident_persistence_score_0_100,incident_final_impact_score_0_100,incident_final_confidence_0_100,incident_final_priority_0_100,incident_priority_severity,max_priority,mean_priority,max_impact,max_confidence,max_persistence
INC-000547,542020041221088+20250827135949+Fiji-Nadi-LTE-DL-D!20250827134144,Fiji-Nadi-LTE-DL-D,2025-08-27 03:41:08+02:00,2025-08-27 03:41:35+02:00,5,12,12.0,3.0,94.1,83.38,80.57,75.642,100.0,81.078,2,12,10,0,True,radio_limited_degradation,normal,temporal,ECI:1069373.0,1069373.0,135.0,40790.0,41.0,-17.7735735,177.4075404,-17.772151,177.4061,27.0,0.16666666666666666,1.0,53.0,72.2,85.99,78.41,High,78.41,78.41,72.2,85.99,53.0
INC-000840,542020041221088+20250828105007+Fiji-Nadi-LTE-DL-D!20250828104930,Fiji-Nadi-LTE-DL-D,2025-08-28 00:49:04+02:00,2025-08-28 00:49:04+02:00,1,1,1.0,1.0,96.95,87.02,76.41,76.41,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,capability,ECI:1078590.0,1078590.0,163.0,40790.0,41.0,-17.6488558,177.4435416,-17.6488558,177.4435416,0.0,1.0,1.0,13.17,60.6,100.0,78.33,High,78.33,78.33,60.6,100.0,13.17
INC-000476,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,Fiji-Nadi-LTE-DL-D,2025-08-27 03:10:11+02:00,2025-08-27 03:10:11+02:00,1,1,1.0,1.0,95.08,85.62,73.85,73.85,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1067153.0,1067153.0,131.0,1850.0,3.0,-17.77721003,177.43119349,-17.77721003,177.43119349,0.0,1.0,1.0,13.17,58.68,100.0,77.27,High,77.27,77.27,58.68,100.0,13.17
INC-000239,542020041221088+20250827122034+Fiji-Nadi-LTE-DL-D!20250827113125,Fiji-Nadi-LTE-DL-D,2025-08-27 01:30:31+02:00,2025-08-27 01:30:31+02:00,1,1,1.0,1.0,94.46,85.15,73.0,73.0,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1072439.0,1072439.0,394.0,41384.0,41.0,-17.77260188,177.42392483,-17.77260188,177.42392483,0.0,1.0,1.0,13.17,58.04,100.0,76.92,High,76.92,76.92,58.04,100.0,13.17
INC-001289,542020041221088+20250828141838+Fiji-Nadi-LTE-DL-D!20250828141754,Fiji-Nadi-LTE-DL-D,2025-08-28 04:16:02+02:00,2025-08-28 04:16:02+02:00,1,1,1.0,1.0,93.43,84.38,71.6,71.6,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,EARFCN:1850.0|PCI:230.0,,230.0,1850.0,3.0,-17.6158366,177.4576468,-17.6158366,177.4576468,0.0,1.0,1.0,13.17,56.99,100.0,76.35,High,76.35,76.35,56.99,100.0,13.17
INC-000747,542020041221088+20250827161114+Fiji-Nadi-LTE-DL-D!20250827160608,Fiji-Nadi-LTE-DL-D,2025-08-27 06:04:06+02:00,2025-08-27 06:04:06+02:00,1,1,1.0,1.0,92.1,83.39,69.79,69.79,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1065015.0,1065015.0,469.0,41384.0,41.0,-17.81116123,177.44284917,-17.81116123,177.44284917,0.0,1.0,1.0,13.17,55.64,100.0,75.6,High,75.6,75.6,55.64,100.0,13.17
INC-001018,542020041221088+20250828123823+Fiji-Nadi-LTE-DL-D!20250828123754,Fiji-Nadi-LTE-DL-D,2025-08-28 02:37:35+02:00,2025-08-28 02:37:36+02:00,1,2,2.0,2.0,96.49,85.26,81.28,81.28,90.12,90.12,1,2,1,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,temporal,ECI:3642943.0,3642943.0,313.0,41384.0,41.0,-17.631383,177.4424822,-17.6314479,177.4424856,1.0,0.5,1.0,19.67,65.88,87.1,75.43,High,75.43,75.43,65.88,87.1,19.67
INC-000442,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,Fiji-Nadi-LTE-DL-D,2025-08-27 03:01:56+02:00,2025-08-27 03:01:56+02:00,1,1,1.0,1.0,91.57,82.99,69.07,69.07,100.0,100.0,1,1,0,0,True,rb_efficiency_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1065506.0,1065506.0,322.0,1850.0,3.0,-17.78942887,177.42703991,-17.78942887,177.42703991,0.0,1.0,1.0,13.17,55.09,100.0,75.3,High,75.3,75.3,55.09,100.0,13.17
INC-000662,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:14:38+02:00,2025-08-27 05:14:38+02:00,1,1,1.0,1.0,91.25,82.75,68.63,68.63,100.0,100.0,1,1,0,0,True,rb_efficiency_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1066294.0,1066294.0,50.0,41384.0,41.0,-17.7477968,177.4522131,-17.7477968,177.4522131,0.0,1.0,1.0,13.17,54.76,100.0,75.12,High,75.12,75.12,54.76,100.0,13.17
INC-001349,542020041221088+20250828153922+Fiji-Nadi-LTE-DL-D!20250828152928,Fiji-Nadi-LTE-DL-D,2025-08-28 05:28:25+02:00,2025-08-28 05:28:25+02:00,1,1,1.0,1.0,90.69,82.33,67.87,67.87,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1081375.0,1081375.0,454.0,1850.0,3.0,-17.6783773,177.408984,-17.6783773,177.408984,0.0,1.0,1.0,13.17,54.2,100.0,74.81,High,74.81,74.81,54.2,100.0,13.17
INC-000260,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:35:17+02:00,2025-08-27 01:35:18+02:00,1,2,2.0,2.0,97.79,83.8,76.89,76.89,92.24,92.24,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.77119239,177.42536349,-17.77127485,177.42528442,1.0,0.5,1.0,19.67,62.58,88.79,74.38,High,74.38,74.38,62.58,88.79,19.67
INC-000782,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,Fiji-Nadi-LTE-DL-D,2025-08-28 00:23:38+02:00,2025-08-28 00:23:42+02:00,1,5,5.0,5.0,95.92,81.92,78.94,78.94,85.56,85.56,1,5,4,0,True,ca_underperformance,normal,temporal,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.737185,177.459908,-17.7371849,177.459908,4.0,0.2,1.0,39.17,69.0,80.45,74.15,High,74.15,74.15,69.0,80.45,39.17
INC-001125,542020041221088+20250828131435+Fiji-Nadi-LTE-DL-D!20250828131128,Fiji-Nadi-LTE-DL-D,2025-08-28 03:10:39+02:00,2025-08-28 03:10:39+02:00,1,1,1.0,1.0,89.2,81.21,65.84,65.84,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3638838.0,3638838.0,254.0,40988.0,41.0,-17.627563,177.4689467,-17.627563,177.4689467,0.0,1.0,1.0,13.17,52.67,100.0,73.97,High,73.97,73.97,52.67,100.0,13.17
INC-000413,542020041221088+20250827132825+Fiji-Nadi-LTE-DL-D!20250827122826,Fiji-Nadi-LTE-DL-D,2025-08-27 02:26:47+02:00,2025-08-27 02:26:49+02:00,1,3,3.0,3.0,93.68,80.98,71.29,71.29,92.82,92.82,2,3,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1064759.0,1064759.0,149.0,41384.0,41.0,-17.8070401,177.4181157,-17.8070401,177.4181157,2.0,0.6666666666666666,1.0,26.17,60.01,90.92,73.92,High,73.92,73.92,60.01,90.92,26.17
INC-000667,542020041221088+20250827151812+Fiji-Nadi-LTE-DL-D!20250827151738,Fiji-Nadi-LTE-DL-D,2025-08-27 05:15:56+02:00,2025-08-27 05:16:10+02:00,3,7,7.0,3.0,94.43,78.74,79.64,76.75,85.14,80.60333333333334,1,7,6,0,True,radio_limited_degradation,normal,temporal,ECI:1068575.0,1068575.0,122.0,1850.0,3.0,-17.74678329,177.44586256,-17.7468282,177.4449258,14.0,0.14285714285714285,1.0,45.5,70.24,78.18,73.81,High,73.81,73.81,70.24,78.18,45.5
INC-000449,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,Fiji-Nadi-LTE-DL-D,2025-08-27 03:02:53+02:00,2025-08-27 03:02:54+02:00,1,2,2.0,2.0,89.75,79.73,64.32,64.32,98.58,98.58,2,2,0,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1065505.0,1065505.0,321.0,1850.0,3.0,-17.78364902,177.42864363,-17.78353625,177.42867203,1.0,1.0,1.0,19.67,53.16,98.86,73.73,High,73.73,73.73,53.16,98.86,19.67
INC-000487,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,Fiji-Nadi-LTE-DL-D,2025-08-27 03:12:45+02:00,2025-08-27 03:12:47+02:00,1,3,3.0,3.0,85.2,80.69,70.35,70.35,93.33,93.33,2,3,1,0,True,radio_limited_degradation,ml_quantile_p75_resource_underperformance,temporal,ECI:1067060.0,1067060.0,129.0,41186.0,41.0,-17.7750392,177.4325465,-17.7749278,177.4326335,2.0,0.6666666666666666,1.0,26.17,59.3,91.33,73.72,High,73.72,73.72,59.3,91.33,26.17
INC-000285,542020041221088+20250827123337+Fiji-Nadi-LTE-DL-D!20250827114216,Fiji-Nadi-LTE-DL-D,2025-08-27 01:41:24+02:00,2025-08-27 01:41:47+02:00,1,24,24.0,24.0,80.01,75.93,99.38,99.38,47.28,47.28,0,20,24,0,True,radio_limited_degradation,normal,radio,ECI:1065268.0,1065268.0,146.0,41186.0,41.0,-17.7967214,177.407518,-17.7969186,177.4070033,23.0,0.0,0.8333333333333334,86.67,96.2,46.16,73.68,High,73.68,73.68,96.2,46.16,86.67
INC-000978,542020041221088+20250828122702+Fiji-Nadi-LTE-DL-D!20250828122042,Fiji-Nadi-LTE-DL-D,2025-08-28 02:20:04+02:00,2025-08-28 02:20:04+02:00,1,1,1.0,1.0,88.63,80.78,65.05,65.05,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1076540.0,1076540.0,141.0,40790.0,41.0,-17.60599143,177.44355627,-17.60599143,177.44355627,0.0,1.0,1.0,13.17,52.08,100.0,73.64,High,73.64,73.64,52.08,100.0,13.17
INC-000254,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:34:11+02:00,2025-08-27 01:34:12+02:00,1,2,2.0,2.0,95.94,82.72,74.71,74.71,92.5,92.5,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.76634916,177.42989571,-17.76641346,177.42985314,1.0,0.5,1.0,19.67,60.95,89.0,73.57,High,73.57,73.57,60.95,89.0,19.67
INC-000841,542020041221088+20250828105007+Fiji-Nadi-LTE-DL-D!20250828104930,Fiji-Nadi-LTE-DL-D,2025-08-28 00:49:13+02:00,2025-08-28 00:49:13+02:00,1,1,1.0,1.0,88.37,80.59,64.7,64.7,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1078590.0,1078590.0,163.0,40790.0,41.0,-17.6487992,177.4438233,-17.6487992,177.4438233,0.0,1.0,1.0,13.17,51.82,100.0,73.5,High,73.5,73.5,51.82,100.0,13.17
INC-000171,542020041221088+20250827110227+Fiji-Nadi-LTE-DL-D!20250827105156,Fiji-Nadi-LTE-DL-D,2025-08-27 00:51:56+02:00,2025-08-27 00:51:56+02:00,1,1,1.0,1.0,88.21,80.47,64.49,64.49,100.0,100.0,1,1,0,0,True,rb_efficiency_underperformance,ml_quantile_p75_resource_underperformance,resource,ECI:1072199.0,1072199.0,210.0,9310.0,28.0,-17.76173269,177.46507949,-17.76173269,177.46507949,0.0,1.0,1.0,13.17,51.66,100.0,73.41,High,73.41,73.41,51.66,100.0,13.17
INC-000462,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:06:16+02:00,2025-08-27 03:06:17+02:00,1,2,2.0,2.0,95.84,82.45,76.18,76.18,90.12,90.12,1,2,1,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,capability,ECI:1072702.0,1072702.0,394.0,40790.0,41.0,-17.78074862,177.43065911,-17.7807437,177.43059402,1.0,0.5,1.0,19.67,62.05,87.1,73.32,High,73.32,73.32,62.05,87.1,19.67
INC-001023,542020041221088+20250828124043+Fiji-Nadi-LTE-DL-D!20250828124009,Fiji-Nadi-LTE-DL-D,2025-08-28 02:38:34+02:00,2025-08-28 02:38:36+02:00,1,3,3.0,3.0,97.83,82.35,78.67,78.67,86.83,86.83,1,3,2,0,False,rolling_local_drop,normal,temporal,ECI:3642943.0,3642943.0,313.0,41384.0,41.0,-17.6308957,177.4441288,-17.6307991,177.4440908,2.0,0.3333333333333333,1.0,26.17,65.55,82.8,73.31,High,73.31,73.31,65.55,82.8,26.17
INC-000464,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:06:42+02:00,2025-08-27 03:06:42+02:00,1,1,1.0,1.0,87.98,80.3,64.18,64.18,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1072702.0,1072702.0,394.0,40790.0,41.0,-17.78071471,177.4301838,-17.78071471,177.4301838,0.0,1.0,1.0,13.17,51.43,100.0,73.29,High,73.29,73.29,51.43,100.0,13.17
INC-000345,542020041221088+20250827124539+Fiji-Nadi-LTE-DL-D!20250827120159,Fiji-Nadi-LTE-DL-D,2025-08-27 02:00:44+02:00,2025-08-27 02:00:44+02:00,1,1,1.0,1.0,87.93,80.26,64.11,64.11,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:3623958.0,3623958.0,155.0,500.0,1.0,-17.77345692,177.38093898,-17.77345692,177.38093898,0.0,1.0,1.0,13.17,51.38,100.0,73.26,High,73.26,73.26,51.38,100.0,13.17
INC-000452,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,Fiji-Nadi-LTE-DL-D,2025-08-27 03:04:22+02:00,2025-08-27 03:04:24+02:00,1,3,3.0,3.0,89.9,82.24,78.35,78.35,86.98,86.98,1,3,2,0,True,radio_limited_degradation,normal,temporal,ECI:1065535.0,1065535.0,394.0,40988.0,41.0,-17.7808043,177.4321824,-17.78080948,177.43222762,2.0,0.3333333333333333,1.0,26.17,65.3,82.92,73.23,High,73.23,73.23,65.3,82.92,26.17
INC-000843,542020041221088+20250828105207+Fiji-Nadi-LTE-DL-D!20250828105141,Fiji-Nadi-LTE-DL-D,2025-08-28 00:49:39+02:00,2025-08-28 00:49:43+02:00,1,3,3.0,2.0,88.3,80.94,70.74,70.74,93.42,93.42,2,3,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1078590.0,1078590.0,163.0,40790.0,41.0,-17.64880085,177.44465963,-17.6488172,177.4447715,4.0,0.6666666666666666,1.0,21.17,58.35,91.4,73.22,High,73.22,73.22,58.35,91.4,21.17
INC-000977,542020041221088+20250828122702+Fiji-Nadi-LTE-DL-D!20250828122042,Fiji-Nadi-LTE-DL-D,2025-08-28 02:18:40+02:00,2025-08-28 02:18:40+02:00,1,1,1.0,1.0,87.78,80.15,63.91,63.91,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1076797.0,1076797.0,185.0,40790.0,41.0,-17.6029344,177.4487953,-17.6029344,177.4487953,0.0,1.0,1.0,13.17,51.22,100.0,73.17,High,73.17,73.17,51.22,100.0,13.17
INC-001138,542020041221088+20250828132455+Fiji-Nadi-LTE-DL-D!20250828131658,Fiji-Nadi-LTE-DL-D,2025-08-28 03:15:12+02:00,2025-08-28 03:15:12+02:00,1,1,1.0,1.0,87.64,80.04,63.7,63.7,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3638848.0,3638848.0,254.0,41384.0,41.0,-17.6263931,177.4652617,-17.6263931,177.4652617,0.0,1.0,1.0,13.17,51.07,100.0,73.09,High,73.09,73.09,51.07,100.0,13.17
INC-001148,542020041221088+20250828132555+Fiji-Nadi-LTE-DL-D!20250828131914,Fiji-Nadi-LTE-DL-D,2025-08-28 03:17:21+02:00,2025-08-28 03:17:21+02:00,1,1,1.0,1.0,87.02,79.57,62.86,62.86,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:3638848.0,3638848.0,254.0,41384.0,41.0,-17.6248077,177.4658012,-17.6248077,177.4658012,0.0,1.0,1.0,13.17,50.44,100.0,72.74,High,72.74,72.74,50.44,100.0,13.17
INC-000839,542020041221088+20250828105007+Fiji-Nadi-LTE-DL-D!20250828104930,Fiji-Nadi-LTE-DL-D,2025-08-28 00:48:57+02:00,2025-08-28 00:48:58+02:00,1,2,2.0,2.0,89.81,81.46,74.81,74.81,89.58,89.58,1,2,1,0,True,radio_limited_degradation,ml_quantile_p75_resource_underperformance,temporal,ECI:1078590.0,1078590.0,163.0,40790.0,41.0,-17.6489456,177.4432873,-17.6489313,177.4433269,1.0,0.5,1.0,19.67,61.02,86.66,72.56,High,72.56,72.56,61.02,86.66,19.67
INC-001135,542020041221088+20250828131954+Fiji-Nadi-LTE-DL-D!20250828131344,Fiji-Nadi-LTE-DL-D,2025-08-28 03:13:30+02:00,2025-08-28 03:13:31+02:00,1,2,2.0,2.0,94.68,81.38,74.22,74.22,90.12,90.12,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:3638848.0,3638848.0,254.0,41384.0,41.0,-17.6282935,177.4718257,-17.62829378,177.4718262,1.0,0.5,1.0,19.67,60.58,87.1,72.51,High,72.51,72.51,60.58,87.1,19.67
INC-000783,542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,Fiji-Nadi-LTE-DL-D,2025-08-28 00:23:51+02:00,2025-08-28 00:23:54+02:00,1,4,4.0,4.0,94.03,80.4,75.83,75.83,85.98,85.98,1,4,3,0,True,ca_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.737185,177.459908,-17.737185,177.459908,3.0,0.25,1.0,32.67,65.04,81.28,72.35,High,72.35,72.35,65.04,81.28,32.67
INC-000240,542020041221088+20250827122034+Fiji-Nadi-LTE-DL-D!20250827113125,Fiji-Nadi-LTE-DL-D,2025-08-27 01:30:40+02:00,2025-08-27 01:30:41+02:00,1,2,2.0,2.0,96.52,81.15,73.63,73.63,90.33,90.33,1,2,1,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,capability,ECI:1072439.0,1072439.0,394.0,41384.0,41.0,-17.77174732,177.42474428,-17.77165117,177.4248377,1.0,0.5,1.0,19.67,60.14,87.26,72.35,High,72.35,72.35,60.14,87.26,19.67
INC-000028,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,Fiji-Nadi-LTE-DL-D,2025-08-26 23:46:19+02:00,2025-08-26 23:46:19+02:00,1,1,1.0,1.0,85.99,78.8,61.46,61.46,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,resource,EARFCN:41186.0|PCI:151.0,,151.0,41186.0,41.0,-17.8116013,177.3998509,-17.8116013,177.3998509,0.0,1.0,1.0,13.17,49.39,100.0,72.16,High,72.16,72.16,49.39,100.0,13.17
INC-000258,542020041221088+20250827122555+Fiji-Nadi-LTE-DL-D!20250827113546,Fiji-Nadi-LTE-DL-D,2025-08-27 01:34:45+02:00,2025-08-27 01:34:46+02:00,1,2,2.0,2.0,86.99,80.86,73.29,73.29,90.12,90.12,1,2,1,0,False,ca_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1072446.0,1072446.0,394.0,40790.0,41.0,-17.7687544,177.4276981,-17.76875384,177.4276977,1.0,0.5,1.0,19.67,59.89,87.1,72.13,High,72.13,72.13,59.89,87.1,19.67
INC-000458,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,Fiji-Nadi-LTE-DL-D,2025-08-27 03:05:14+02:00,2025-08-27 03:05:16+02:00,1,3,3.0,3.0,86.74,80.73,75.74,75.74,86.83,86.83,1,3,2,0,False,rb_conditioned_underperformance,normal,temporal,ECI:1072704.0,1072704.0,395.0,40988.0,41.0,-17.7809343,177.43339573,-17.7809278,177.4332135,2.0,0.3333333333333333,1.0,26.17,63.35,82.8,72.1,High,72.1,72.1,63.35,82.8,26.17
INC-000381,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,Fiji-Nadi-LTE-DL-D,2025-08-27 02:11:12+02:00,2025-08-27 02:11:24+02:00,1,13,13.0,13.0,78.59,74.59,97.18,97.18,46.98,46.98,0,13,13,0,True,radio_limited_degradation,normal,radio,ECI:1065268.0,1065268.0,146.0,41186.0,41.0,-17.7968314,177.4070947,-17.7968348,177.4070945,12.0,0.0,1.0,76.17,91.93,47.58,71.97,High,71.97,71.97,91.93,47.58,76.17
INC-000660,542020041221088+20250827151552+Fiji-Nadi-LTE-DL-D!20250827151524,Fiji-Nadi-LTE-DL-D,2025-08-27 05:13:45+02:00,2025-08-27 05:13:45+02:00,1,1,1.0,1.0,84.83,77.93,59.88,59.88,100.0,100.0,1,1,0,0,False,ca_underperformance,ml_severe_quantile_p75_resource_underperformance,temporal,ECI:1068313.0,1068313.0,50.0,356.0,1.0,-17.7481703,177.4553386,-17.7481703,177.4553386,0.0,1.0,1.0,13.17,48.2,100.0,71.51,High,71.51,71.51,48.2,100.0,13.17
INC-000535,542020041221088+20250827135649+Fiji-Nadi-LTE-DL-D!20250827133934,Fiji-Nadi-LTE-DL-D,2025-08-27 03:38:43+02:00,2025-08-27 03:38:45+02:00,1,3,3.0,3.0,95.1,79.69,73.84,73.84,86.84,86.84,1,3,2,0,False,rolling_local_drop,normal,temporal,ECI:1069336.0,1069336.0,135.0,356.0,1.0,-17.78062541,177.41386215,-17.78047936,177.41369768,2.0,0.3333333333333333,1.0,26.17,61.92,82.81,71.32,High,71.32,71.32,61.92,82.81,26.17
INC-001110,542020041221088+20250828130244+Fiji-Nadi-LTE-DL-D!20250828130228,Fiji-Nadi-LTE-DL-D,2025-08-28 03:02:23+02:00,2025-08-28 03:02:23+02:00,1,1,1.0,1.0,84.34,77.56,59.2,59.2,100.0,100.0,1,1,0,0,False,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,capability,ECI:1077780.0,1077780.0,165.0,500.0,1.0,-17.63074257,177.45460326,-17.63074257,177.45460326,0.0,1.0,1.0,13.17,47.69,100.0,71.23,High,71.23,71.23,47.69,100.0,13.17
INC-000775,542020041221088+20250828102346+Fiji-Nadi-LTE-DL-D!20250828102312,Fiji-Nadi-LTE-DL-D,2025-08-28 00:22:00+02:00,2025-08-28 00:22:02+02:00,1,3,3.0,3.0,91.8,79.51,73.27,73.27,87.13,87.13,1,3,2,0,True,radio_limited_degradation,normal,temporal,ECI:1071136.0,1071136.0,338.0,1850.0,3.0,-17.7371848,177.4599081,-17.7371848,177.4599081,2.0,0.3333333333333333,1.0,26.17,61.49,83.04,71.19,High,71.19,71.19,61.49,83.04,26.17
INC-000075,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,Fiji-Nadi-LTE-DL-D,2025-08-27 00:21:53+02:00,2025-08-27 00:21:53+02:00,1,1,1.0,1.0,84.27,77.51,59.11,59.11,100.0,100.0,1,1,0,0,True,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:1064756.0,1064756.0,149.0,41186.0,41.0,-17.80686405,177.41527523,-17.80686405,177.41527523,0.0,1.0,1.0,13.17,47.62,100.0,71.19,High,71.19,71.19,47.62,100.0,13.17
INC-000466,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,Fiji-Nadi-LTE-DL-D,2025-08-27 03:06:58+02:00,2025-08-27 03:06:59+02:00,1,2,2.0,2.0,94.38,79.58,70.48,70.48,90.71,90.71,1,2,1,0,True,rb_conditioned_underperformance,ml_hgb_strict_causal_temporal_underperformance,capability,ECI:1072702.0,1072702.0,394.0,40790.0,41.0,-17.78071471,177.4301838,-17.7807147,177.4301838,1.0,0.5,1.0,19.67,57.78,87.57,71.18,High,71.18,71.18,57.78,87.57,19.67
INC-000152,542020041221088+20250827105427+Fiji-Nadi-LTE-DL-D!20250827104733,Fiji-Nadi-LTE-DL-D,2025-08-27 00:47:17+02:00,2025-08-27 00:47:19+02:00,1,3,3.0,3.0,87.18,79.41,73.17,73.17,87.03,87.03,1,3,2,0,True,radio_limited_degradation,normal,temporal,ECI:1067839.0,1067839.0,128.0,40988.0,41.0,-17.77303182,177.4561704,-17.7727849,177.4562233,2.0,0.3333333333333333,1.0,26.17,61.42,82.96,71.11,High,71.11,71.11,61.42,82.96,26.17
INC-000234,542020041221088+20250827122034+Fiji-Nadi-LTE-DL-D!20250827113125,Fiji-Nadi-LTE-DL-D,2025-08-27 01:29:22+02:00,2025-08-27 01:29:27+02:00,1,4,4.0,3.0,88.29,78.03,68.8,68.8,89.3,89.3,2,4,2,0,True,rolling_local_drop,normal,resource,ECI:1069516.0,1069516.0,403.0,356.0,1.0,-17.7791513,177.4255024,-17.77895195,177.42521769,5.0,0.5,1.0,27.67,58.52,86.44,71.08,High,71.08,71.08,58.52,86.44,27.67
INC-001177,542020041221088+20250828133816+Fiji-Nadi-LTE-DL-D!20250828132818,Fiji-Nadi-LTE-DL-D,2025-08-28 03:26:36+02:00,2025-08-28 03:26:55+02:00,2,12,12.0,6.0,91.39,79.84,88.14,83.325,69.68,58.81,0,9,12,0,True,radio_limited_degradation,normal,radio,ECI:1076426.0,1076426.0,375.0,500.0,1.0,-17.6158152,177.4667103,-17.61543573,177.46574584,19.0,0.0,0.75,61.33,79.99,59.98,70.99,High,70.99,70.99,79.99,59.98,61.33
INC-000650,542020041221088+20250827151332+Fiji-Nadi-LTE-DL-D!20250827151309,Fiji-Nadi-LTE-DL-D,2025-08-27 05:11:39+02:00,2025-08-27 05:11:39+02:00,1,1,1.0,1.0,83.88,77.22,58.58,58.58,100.0,100.0,1,1,0,0,True,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,temporal,ECI:3625798.0,3625798.0,115.0,9310.0,28.0,-17.75344153,177.45198159,-17.75344153,177.45198159,0.0,1.0,1.0,13.17,47.23,100.0,70.98,High,70.98,70.98,47.23,100.0,13.17
