sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected,expected_tp_p75,expected_tp_median,expected_tp_mean,expected_tp_group_n,expected_tp_p75_ci_low,expected_tp_p75_ci_high,expected_tp_p75_ci_width,fallback_level,group_cols,reference_scope,reference_name
Good,Excellent,3.0,28,9310,153.58830999999998,107.250595,101.38160888372094,43,124.91801882499999,170.0625,45.14448117500001,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,1.0,41,40790,68.4154075,45.13524,47.1087293255814,43,52.8911842125,72.87800749999998,19.98682328749998,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,1.0,41,41186,62.150177,48.20532,46.02447473099415,171,58.823055999999994,65.53750242499997,6.714446424999977,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,1.0,41,41384,52.011258999999995,38.45111,40.47517271182266,203,48.010388625,54.882648724999996,6.872260099999998,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,1,500,169.4522525,119.46962500000001,132.53481297058823,34,130.2121564375,189.9677475,59.7555910625,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,41,40790,89.466875,71.58871450000001,71.24005062500001,144,82.843652225,98.29792,15.454267775000005,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,41,40988,91.69322,69.5663,69.5834634950495,101,84.286255,103.19093964999998,18.90468464999998,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,41,41186,100.61148,73.92122,73.88647820467835,171,92.2247553125,109.01446575,16.789710437500005,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,41,41384,78.06344,48.8288,52.23585642040816,245,69.17860935,80.63761,11.459000649999993,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,1.0,41,40790,75.704383,41.468056,50.4143844368932,103,63.500411325,83.61577,20.115358674999996,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,1.0,41,40988,63.588055000000004,43.7265795,47.019397204545456,44,49.531411125,81.1079541875,31.5765430625,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,1.0,41,41186,63.04825,51.168575,49.55158347272727,165,57.231335,68.16415839999999,10.93282339999999,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,1.0,41,41384,46.7231515,34.887016,34.22066165139442,251,44.7706809,50.3394666875,5.568785787499998,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,1,356,77.801385,41.823296,50.134446008433734,83,64.97632,90.06235824999999,25.086038249999987,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,1,500,168.440535,118.91155,122.53698150724637,207,160.40793,178.69027174999997,18.282341749999972,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,3,1850,117.84952050000001,74.12838500000001,79.01283170416667,120,101.1491355625,126.51902373125,25.369888168749995,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,41,40790,119.0290425,89.274453,87.92059652780488,820,115.85700192499999,122.3963339375,6.539332012500012,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,41,40988,100.12010000000001,72.34861,72.4440080095672,439,95.4245651,104.86772925,9.443164150000001,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,41,41186,105.7221075,72.75037,75.35112074978903,474,98.8015345,112.26410468749998,13.462570187499978,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,41,41384,105.95971,77.0130375,78.37986637142858,910,101.6040280125,110.06642509375,8.462397081250003,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,3.0,1,500,201.473185,179.00624,174.98020505714285,35,191.49774725,218.240326875,26.74257962499999,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,1.0,1,500,87.11865,59.737451,66.9226305375,80,80.88292335,100.70091,19.817986649999995,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,1.0,41,40790,78.9387625,49.242324999999994,54.757087804347826,92,64.75243090000001,83.89979328124998,19.147362381249977,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,1.0,41,40988,48.88694275,35.083459500000004,39.637724439473686,38,37.880442,72.03792687499997,34.157484874999966,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,1.0,41,41186,50.7378255,38.7061035,36.18973304114679,218,48.56290245625,52.2519908875,3.689088431249999,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,1.0,41,41384,43.5803755,24.38776,29.457785732979662,1131,41.8060589875,45.0743733,3.268314312499996,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,1,356,72.125772,53.4859735,58.82981444318182,88,65.7779880375,82.40796778125001,16.629979743750013,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,1,500,176.8458,112.063644,121.62939359619952,421,160.07646625,187.01098224999998,26.934515999999974,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,28,9310,138.475525,116.42304,102.78944716666668,174,135.324385,143.72998149999998,8.405596499999973,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,3,1850,135.5693,100.91721,98.56737477338966,793,130.9280845,139.26041049999998,8.332325999999966,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,41,40790,118.44779,83.26809,83.0594725086514,786,113.800494675,122.061970625,8.261475950000005,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,41,40988,111.79482125,69.879918,74.645640661519,842,105.885686,117.48423318749998,11.598547187499975,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,41,41186,103.734363,69.4044725,73.02991539829137,556,97.52298453750001,109.95373818750001,12.43075365,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,2.0,41,41384,121.14346,95.33019,93.0817359310523,1291,118.660442,125.011714925,6.3512729250000035,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,3.0,1,500,218.7755825,192.44698,186.02229716483515,182,213.620715875,229.52539,15.904674124999985,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,3.0,28,9310,137.05949,106.73473,100.67734738732393,142,128.69363325,144.61568818749998,15.92205493749998,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Excellent,3.0,3,1850,142.25587,116.521614,116.29603172727273,77,128.854995125,146.99785275,18.142857625000005,1,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected,serving_earfcn_for_expected",all_valid_lte_dl_rows,radio_condition
Poor,Poor,1.0,41,,2.991584,0.298448,2.101805877346939,49,0.62204,4.656184,4.0341439999999995,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Poor,Fair,1.0,41,,9.091064,3.9821280000000003,6.72800624037037,54,6.4452383,9.68097055,3.23573225,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Poor,Fair,2.0,1,,15.915164,10.000575999999999,12.319750684210527,38,12.5753,24.717661999999997,12.142361999999997,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Poor,Fair,2.0,28,,6.928136,4.12216,6.301696971428571,49,4.922038005,11.692112,6.770073995,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Poor,Fair,2.0,3,,6.7064520000000005,5.129944,5.7450699935483875,31,5.543866,10.170937899999988,4.627071899999987,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Poor,Fair,2.0,41,,18.318281000000002,10.154347999999999,13.205118453571428,56,13.910266,20.578800424999997,6.668534424999997,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Poor,1.0,41,,2.641928,0.751768,2.3816029830508474,59,1.3000848,6.749912,5.4498272,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,1.0,1,,18.763592,9.759328,12.540756148328269,329,16.41397,21.231031,4.8170610000000025,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,1.0,28,,8.516048000000001,5.951704,6.403484900502513,199,7.683304,9.7290856,2.0457815999999998,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,1.0,3,,21.671864,11.546192,14.037678094891422,373,19.204876825,22.926286799999996,3.7214099749999967,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,1.0,41,,19.242881999999998,11.186132,13.327559889363636,2178,18.7613254,19.876256949999995,1.1149315499999943,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,2.0,1,,38.16566875,15.591224,23.55782116457143,700,34.2515852625,40.915137525,6.663552262499998,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,2.0,28,,16.662264,7.107456,11.554686548148148,135,11.599073599999999,20.240649925,8.641576325,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,2.0,3,,27.996896250000002,18.8830445,20.73732905377672,842,26.301001600000003,29.047828749999997,2.7468271499999943,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,2.0,41,,41.6245555,24.046288,27.61680065631283,2167,40.382125975,42.5977007,2.215574724999996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,3.0,1,,109.493576,57.512497,68.27534048657718,149,99.98817875,119.14731274999998,19.15913399999998,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Fair,3.0,28,,153.565445,113.76370700000001,108.8690197962963,54,140.92436,171.90290499999998,30.97854499999997,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,1.0,1,,20.07428,13.799264,17.25023744710744,121,17.999904824999998,25.47821397499999,7.4783091499999905,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,1.0,28,,15.961244,6.498436,9.927187352038775,98,12.39949115,18.072138181249986,5.672647031249987,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,1.0,3,,32.334489,22.843404,24.99862070967742,62,27.713792712500002,36.32042221874998,8.60662950624998,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,1.0,41,,26.878644,16.893110999999998,18.070823937477066,218,24.31224008125,28.669828343749998,4.357588262499998,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,2.0,1,,50.399506,27.19172,34.30331741860839,489,44.987413625,54.735468850000004,9.748055225000002,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,2.0,28,,59.51545075,34.577015,37.74645477868852,122,54.18413795,67.9806994,13.796561450000006,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,2.0,3,,53.8361855,31.9167355,36.518929160404625,346,49.2295640875,57.903141543749996,8.673577456249994,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,2.0,41,,50.58608,34.327793,36.24976787832933,1749,48.53033205,51.78583,3.2554979499999988,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,3.0,1,,80.52208,57.649536,61.17455807201554,193,70.30523,87.27440774999997,16.96917774999997,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Good,3.0,28,,150.5427125,117.156545,110.233473375,32,138.5350673125,181.08448249999998,42.54941518749999,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Excellent,1.0,41,,25.099833,16.341017,17.7416175,125,22.955187374999998,28.145144,5.189956625000001,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Excellent,2.0,1,,80.03668250000001,43.1204755,50.44424055063291,158,72.40041128749999,85.5909886875,13.19057740000001,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Excellent,2.0,28,,79.1365,55.6536,60.37594998780488,41,65.96619100000001,112.45015,46.483958999999984,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Excellent,2.0,3,,60.184238,43.89856,46.959109672955975,159,58.3971305875,69.43837712499999,11.041246537499987,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Excellent,2.0,41,,66.5236495,41.2450715,44.989450592,350,60.82742091874999,70.6848630625,9.857442143750006,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Fair,Excellent,3.0,1,,82.33302499999999,59.9987105,61.60078448484849,66,75.61237009375,90.57216,14.959789906249995,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,1.0,1,,41.955160500000005,27.400952,30.034302240384616,104,35.64909,45.82364560625,10.174555606249996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,1.0,3,,40.435553999999996,28.9242875,26.717339312500002,48,35.0554,47.11213225,12.056732250000003,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,1.0,41,,34.8572085,23.930408,24.607505413817496,943,33.1527714125,36.37678124999999,3.2240098374999917,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,2.0,1,,84.30502,41.58055,51.93760337354086,257,76.72974835,91.71569234999998,14.98594399999999,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,2.0,3,,58.105742750000005,39.803747,39.59180281521739,92,51.46460856875,63.8928949125,12.428286343749996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,2.0,41,,61.054673,38.102404,42.426999207909404,1148,58.47883376875,63.652873281249995,5.174039512499995,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Fair,3.0,1,,173.4420725,137.08318,131.60906766666668,48,146.1957976875,191.41862,45.2228223125,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,1.0,1,,36.20709,15.36702,24.38914727272727,88,26.85962413125,44.781171424999975,17.921547293749974,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,1.0,28,,35.027044000000004,25.0556,27.51557212903226,31,29.005129,45.908522999999974,16.903393999999974,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,1.0,3,,41.013215,27.63304,30.897565915614457,83,37.268982325,49.6256023,12.356619974999994,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,1.0,41,,36.523821,23.19864,25.58868096933798,287,34.206388,39.3411158625,5.1347278625,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,2.0,1,,73.52544625,46.4292865,50.434323309226805,388,68.3330413,76.70761425,8.374572950000001,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,2.0,28,,81.009805,59.73764,61.615495593220345,59,73.66547,91.08947487499996,17.424004874999966,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,2.0,3,,79.6243025,49.7251285,54.38840391593137,408,74.31315853125,83.41454215625,9.101383624999997,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,2.0,41,,71.83404625,48.0557035,50.047521195312505,1824,70.0389917625,73.3395170625,3.3005252999999897,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Good,3.0,1,,171.9157625,140.22419000000002,124.08278347433334,78,162.32851125,189.53165975000002,27.203148500000026,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,1.0,1,,59.60920925,43.0325505,40.07863110526316,38,43.827065899999994,63.4957596,19.668693700000006,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,1.0,28,,39.999618999999996,22.089984,23.19821052647059,34,28.73671475,45.9126435,17.17592875,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,1.0,41,,36.779818,22.927791499999998,25.290155569798657,298,33.9617223125,39.8497120625,5.887989749999996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,2.0,1,,101.796916,65.904245,71.69606566875,320,96.7766247125,106.72854972500001,9.951925012500013,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,2.0,28,,103.01821000000001,55.058487,67.98679502105263,95,90.95206175000001,114.77058575,23.818523999999982,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,2.0,3,,103.049195,74.583155,75.44210893167308,442,97.900950875,111.00551331250001,13.104562437500007,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,2.0,41,,88.5037825,64.37035,65.06741472379441,895,85.14109749999999,92.2896908125,7.148593312500012,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,3.0,1,,112.23935499999999,81.08958,88.20982092063493,63,94.57729692499998,141.4955805,46.918283575000004,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Good,Excellent,3.0,28,,153.58830999999998,107.250595,101.38160888372094,43,124.91801882499999,170.0625,45.14448117500001,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,1.0,1,,105.65554399999999,86.510782,73.12729875,32,91.44889850000001,111.833539,20.38464049999999,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,1.0,41,,57.5329325,43.006151,42.64113169063927,438,54.38903789375,59.93372748749999,5.544689593749993,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,1,,145.637045,87.99131,97.6121079074074,54,103.65011184375,169.48956743749997,65.83945559374997,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Fair,2.0,41,,89.22429,63.256657,64.62763948411498,661,85.75827,91.57547685,5.817206850000005,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,1.0,1,,100.2061625,51.183231,59.86636948333333,30,62.7488145,112.96742825,50.218613749999996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,1.0,41,,56.2339035,42.52493,42.67661176110125,563,53.54131015,59.790108825,6.248798674999996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,1,,148.8481725,94.21033,101.81487651965517,290,128.15153225,162.8592840625,34.70775181249999,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,3,,117.84952050000001,74.12838500000001,79.01283170416667,120,101.1491355625,126.51902373125,25.369888168749995,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
Excellent,Good,2.0,41,,110.1418575,79.18946,79.81079012576618,2643,107.6800239375,112.11240732499999,4.432383387499996,2,"sinr_bin_for_expected,rsrp_bin_for_expected,carrier_count_for_expected,serving_band_for_expected",all_valid_lte_dl_rows,radio_condition
