anomaly_rows,median_base_or_magnitude,median_total_bonus,p90_total_bonus,pct_rows_bonus_exceeds_base_or_magnitude,verdict
8086,55.79658623494327,3.4657359027997265,8.465735902799727,0.0,BONUS_IS_SUPPORTING_EVIDENCE
