site_sector_ID,siteID,sectors_count,sectorID,Requires_Planning,Azimuth,Latitude,Longitude,Freq Band,Cell Radius,RSI,PCI,Mod4,Unnamed: 15,PCI_numeric,Mod4_numeric,Expected_Mod4,Mod4_Matches
ALX2014-1,ALX2014,4,91,False,0,30.857845,28.883688,N41,7000,410.0,439.0,3.0,,439.0,3.0,3.0,True
ALX2014-2,ALX2014,4,92,False,60,30.857845,28.883688,N41,7000,310.0,294.0,2.0,,294.0,2.0,2.0,True
ALX2014-3,ALX2014,4,93,False,135,30.857845,28.883688,N41,7000,465.0,484.0,0.0,,484.0,0.0,0.0,True
ALX2014-4,ALX2014,4,94,False,320,30.857845,28.883688,N41,7000,480.0,577.0,1.0,,577.0,1.0,1.0,True
ALX3005-1,ALX3005,3,91,False,60,31.2083,29.963,N41,7000,175.0,367.0,3.0,,367.0,3.0,3.0,True
ALX3005-2,ALX3005,3,92,False,205,31.2083,29.963,N41,7000,170.0,982.0,2.0,,982.0,2.0,2.0,True
ALX3005-3,ALX3005,3,93,False,300,31.2083,29.963,N41,7000,165.0,560.0,0.0,,560.0,0.0,0.0,True
ALX3011-1,ALX3011,3,91,False,30,31.26,29.9859,N41,7000,155.0,153.0,1.0,,153.0,1.0,1.0,True
ALX3011-2,ALX3011,3,92,False,125,31.26,29.9859,N41,7000,115.0,167.0,3.0,,167.0,3.0,3.0,True
ALX3011-3,ALX3011,3,93,False,250,31.26,29.9859,N41,7000,110.0,880.0,0.0,,880.0,0.0,0.0,True
ALX3015-1,ALX3015,3,91,False,20,31.2061,29.965,N41,7000,190.0,548.0,0.0,,548.0,0.0,0.0,True
ALX3015-2,ALX3015,3,92,False,120,31.2061,29.965,N41,7000,185.0,482.0,2.0,,482.0,2.0,2.0,True
ALX3015-3,ALX3015,3,93,False,220,31.2061,29.965,N41,7000,180.0,459.0,3.0,,459.0,3.0,3.0,True
ALX3020-1,ALX3020,3,91,False,0,31.2134,29.928,N41,7000,255.0,216.0,0.0,,216.0,0.0,0.0,True
ALX3020-2,ALX3020,3,92,False,140,31.2134,29.928,N41,7000,250.0,217.0,1.0,,217.0,1.0,1.0,True
ALX3020-3,ALX3020,3,93,False,250,31.2134,29.928,N41,7000,245.0,218.0,2.0,,218.0,2.0,2.0,True
ALX3022-1,ALX3022,4,91,False,0,30.85146,28.89478,N41,7000,530.0,843.0,3.0,,843.0,3.0,3.0,True
ALX3022-2,ALX3022,4,92,False,65,30.85146,28.89478,N41,7000,525.0,844.0,0.0,,844.0,0.0,0.0,True
ALX3022-3,ALX3022,4,93,False,140,30.85146,28.89478,N41,7000,520.0,845.0,1.0,,845.0,1.0,1.0,True
ALX3022-4,ALX3022,4,94,False,295,30.85146,28.89478,N41,7000,515.0,454.0,2.0,,454.0,2.0,2.0,True
ALX3023-1,ALX3023,3,91,False,90,31.2169,29.9267,N41,7000,320.0,885.0,1.0,,885.0,1.0,1.0,True
ALX3023-2,ALX3023,3,92,False,170,31.2169,29.9267,N41,7000,315.0,887.0,3.0,,887.0,3.0,3.0,True
ALX3023-3,ALX3023,3,93,False,230,31.2169,29.9267,N41,7000,310.0,886.0,2.0,,886.0,2.0,2.0,True
ALX3027-1,ALX3027,3,91,False,80,31.1965,29.9195,N41,7000,570.0,891.0,3.0,,891.0,3.0,3.0,True
ALX3027-2,ALX3027,3,92,False,155,31.1965,29.9195,N41,7000,550.0,13.0,1.0,,13.0,1.0,1.0,True
ALX3027-3,ALX3027,3,93,False,260,31.1965,29.9195,N41,7000,540.0,110.0,2.0,,110.0,2.0,2.0,True
ALX3030-1,ALX3030,3,91,False,30,31.1821,29.9055,N41,7000,710.0,86.0,2.0,,86.0,2.0,2.0,True
ALX3030-2,ALX3030,3,92,False,200,31.1821,29.9055,N41,7000,785.0,765.0,1.0,,765.0,1.0,1.0,True
ALX3030-3,ALX3030,3,93,False,290,31.1821,29.9055,N41,7000,580.0,612.0,0.0,,612.0,0.0,0.0,True
ALX3032-1,ALX3032,3,91,False,80,31.2569,29.9952,N41,7000,535.0,61.0,1.0,,61.0,1.0,1.0,True
ALX3032-2,ALX3032,3,92,False,145,31.2569,29.9952,N41,7000,820.0,26.0,2.0,,26.0,2.0,2.0,True
ALX3032-3,ALX3032,3,93,False,270,31.2569,29.9952,N41,7000,815.0,648.0,0.0,,648.0,0.0,0.0,True
ALX3033-1,ALX3033,4,91,False,45,31.207354,29.91911,N41,7000,190.0,505.0,1.0,,505.0,1.0,1.0,True
ALX3033-2,ALX3033,4,92,False,110,31.207354,29.91911,N41,7000,185.0,384.0,0.0,,384.0,0.0,0.0,True
ALX3033-3,ALX3033,4,93,False,245,31.207354,29.91911,N41,7000,180.0,868.0,0.0,,868.0,0.0,0.0,True
ALX3033-4,ALX3033,4,94,False,325,31.207354,29.91911,N41,7000,175.0,476.0,0.0,,476.0,0.0,0.0,True
ALX3034-1,ALX3034,3,91,False,60,31.2099,29.9126,N41,7000,105.0,499.0,3.0,,499.0,3.0,3.0,True
ALX3034-2,ALX3034,3,92,False,140,31.2099,29.9126,N41,7000,100.0,500.0,0.0,,500.0,0.0,0.0,True
ALX3034-3,ALX3034,3,93,False,210,31.2099,29.9126,N41,7000,95.0,498.0,2.0,,498.0,2.0,2.0,True
ALX3041-1,ALX3041,3,91,False,65,31.219,29.9276,N41,7000,25.0,994.0,2.0,,994.0,2.0,2.0,True
ALX3041-2,ALX3041,3,92,False,145,31.219,29.9276,N41,7000,20.0,993.0,1.0,,993.0,1.0,1.0,True
ALX3041-3,ALX3041,3,93,False,225,31.219,29.9276,N41,7000,15.0,995.0,3.0,,995.0,3.0,3.0,True
ALX3043-1,ALX3043,2,91,False,20,31.2006,29.9073,N41,7000,50.0,632.0,0.0,,632.0,0.0,0.0,True
ALX3043-3,ALX3043,2,93,False,270,31.2006,29.9073,N41,7000,45.0,450.0,2.0,,450.0,2.0,2.0,True
ALX3045-2,ALX3045,2,92,False,210,31.25115,30.02764,N41,7000,790.0,908.0,0.0,,908.0,0.0,0.0,True
ALX3045-3,ALX3045,2,93,False,270,31.25115,30.02764,N41,7000,780.0,642.0,2.0,,642.0,2.0,2.0,True
ALX3051-1,ALX3051,3,91,False,35,30.965345,28.740035,N41,7000,184.0,855.0,3.0,,855.0,3.0,3.0,True
ALX3051-2,ALX3051,3,92,False,135,30.965345,28.740035,N41,7000,192.0,856.0,0.0,,856.0,0.0,0.0,True
ALX3051-3,ALX3051,3,93,False,240,30.965345,28.740035,N41,7000,472.0,857.0,1.0,,857.0,1.0,1.0,True
ALX3053-1,ALX3053,3,91,False,30,31.243629,29.969149,N41,7000,40.0,304.0,0.0,,304.0,0.0,0.0,True
ALX3053-2,ALX3053,3,92,False,130,31.243629,29.969149,N41,7000,35.0,305.0,1.0,,305.0,1.0,1.0,True
ALX3053-3,ALX3053,3,93,False,270,31.243629,29.969149,N41,7000,30.0,303.0,3.0,,303.0,3.0,3.0,True
ALX3054-1,ALX3054,3,91,False,50,31.226498,29.939255,N41,7000,220.0,561.0,1.0,,561.0,1.0,1.0,True
ALX3054-2,ALX3054,3,92,False,140,31.226498,29.939255,N41,7000,215.0,562.0,2.0,,562.0,2.0,2.0,True
ALX3054-3,ALX3054,3,93,False,230,31.226498,29.939255,N41,7000,210.0,563.0,3.0,,563.0,3.0,3.0,True
ALX3055-1,ALX3055,4,91,False,40,31.2332527,29.949441,N41,7000,90.0,462.0,2.0,,462.0,2.0,2.0,True
ALX3055-2,ALX3055,4,92,False,105,31.2332527,29.949441,N41,7000,85.0,1004.0,0.0,,1004.0,0.0,0.0,True
ALX3055-3,ALX3055,4,93,False,170,31.2332527,29.949441,N41,7000,80.0,253.0,1.0,,253.0,1.0,1.0,True
ALX3055-4,ALX3055,4,94,False,270,31.2332527,29.949441,N41,7000,75.0,407.0,3.0,,407.0,3.0,3.0,True
ALX3058-1,ALX3058,4,91,False,50,30.8143,29.0469,N41,7000,235.0,32.0,0.0,,32.0,0.0,0.0,True
ALX3058-2,ALX3058,4,92,False,175,30.8143,29.0469,N41,7000,230.0,31.0,3.0,,31.0,3.0,3.0,True
ALX3058-3,ALX3058,4,93,False,280,30.8143,29.0469,N41,7000,225.0,243.0,3.0,,243.0,3.0,3.0,True
ALX3058-4,ALX3058,4,94,False,345,30.8143,29.0469,N41,7000,170.0,30.0,2.0,,30.0,2.0,2.0,True
ALX3065-1,ALX3065,3,91,False,30,31.2591,29.9812,N41,7000,210.0,197.0,1.0,,197.0,1.0,1.0,True
ALX3065-2,ALX3065,3,92,False,130,31.2591,29.9812,N41,7000,205.0,310.0,2.0,,310.0,2.0,2.0,True
ALX3065-3,ALX3065,3,93,False,220,31.2591,29.9812,N41,7000,200.0,504.0,0.0,,504.0,0.0,0.0,True
ALX3067-1,ALX3067,3,91,False,5,31.2811269,30.0116011,N41,7000,355.0,82.0,2.0,,82.0,2.0,2.0,True
ALX3067-2,ALX3067,3,92,False,110,31.2811269,30.0116011,N41,7000,350.0,83.0,3.0,,83.0,3.0,3.0,True
ALX3067-3,ALX3067,3,93,False,195,31.2811269,30.0116011,N41,7000,345.0,84.0,0.0,,84.0,0.0,0.0,True
ALX3068-1,ALX3068,3,91,False,30,31.2541,29.9782,N41,7000,255.0,273.0,1.0,,273.0,1.0,1.0,True
ALX3068-2,ALX3068,3,92,False,140,31.2541,29.9782,N41,7000,250.0,828.0,0.0,,828.0,0.0,0.0,True
ALX3068-3,ALX3068,3,93,False,260,31.2541,29.9782,N41,7000,245.0,79.0,3.0,,79.0,3.0,3.0,True
ALX3069-1,ALX3069,3,91,False,30,31.2629,29.9856,N41,7000,95.0,251.0,3.0,,251.0,3.0,3.0,True
ALX3069-2,ALX3069,3,92,False,115,31.2629,29.9856,N41,7000,70.0,570.0,2.0,,570.0,2.0,2.0,True
ALX3069-3,ALX3069,3,93,False,215,31.2629,29.9856,N41,7000,65.0,108.0,0.0,,108.0,0.0,0.0,True
ALX3070-1,ALX3070,3,91,False,5,31.2683,29.9999,N41,7000,150.0,262.0,2.0,,262.0,2.0,2.0,True
ALX3070-2,ALX3070,3,92,False,100,31.2683,29.9999,N41,7000,145.0,263.0,3.0,,263.0,3.0,3.0,True
ALX3070-3,ALX3070,3,93,False,200,31.2683,29.9999,N41,7000,140.0,264.0,0.0,,264.0,0.0,0.0,True
ALX3072-1,ALX3072,3,91,False,80,31.2705,29.9958,N41,7000,275.0,274.0,2.0,,274.0,2.0,2.0,True
ALX3072-2,ALX3072,3,92,False,140,31.2705,29.9958,N41,7000,240.0,275.0,3.0,,275.0,3.0,3.0,True
ALX3072-3,ALX3072,3,93,False,240,31.2705,29.9958,N41,7000,175.0,276.0,0.0,,276.0,0.0,0.0,True
ALX3078-1,ALX3078,3,91,False,60,31.20347,29.87635,N41,7000,215.0,696.0,0.0,,696.0,0.0,0.0,True
ALX3078-2,ALX3078,3,92,False,175,31.20347,29.87635,N41,7000,210.0,691.0,3.0,,691.0,3.0,3.0,True
ALX3078-3,ALX3078,3,93,False,245,31.20347,29.87635,N41,7000,205.0,578.0,2.0,,578.0,2.0,2.0,True
ALX3081-2,ALX3081,2,92,False,115,31.2201,29.9468,N41,7000,115.0,527.0,3.0,,527.0,3.0,3.0,True
ALX3081-3,ALX3081,2,93,False,190,31.2201,29.9468,N41,7000,110.0,526.0,2.0,,526.0,2.0,2.0,True
ALX3087-1,ALX3087,3,91,False,15,31.27396,30.00386,N41,7000,105.0,467.0,3.0,,467.0,3.0,3.0,True
ALX3087-2,ALX3087,3,92,False,140,31.27396,30.00386,N41,7000,100.0,321.0,1.0,,321.0,1.0,1.0,True
ALX3087-3,ALX3087,3,93,False,245,31.27396,30.00386,N41,7000,90.0,196.0,0.0,,196.0,0.0,0.0,True
ALX3089-1,ALX3089,4,91,False,70,31.2618,29.9933,N41,7000,15.0,149.0,1.0,,149.0,1.0,1.0,True
ALX3089-2,ALX3089,4,92,False,185,31.2618,29.9933,N41,7000,10.0,278.0,2.0,,278.0,2.0,2.0,True
ALX3089-3,ALX3089,4,93,False,270,31.2618,29.9933,N41,7000,5.0,308.0,0.0,,308.0,0.0,0.0,True
ALX3089-4,ALX3089,4,94,False,355,31.2618,29.9933,N41,7000,0.0,515.0,3.0,,515.0,3.0,3.0,True
ALX3090-1,ALX3090,3,91,False,350,31.2473,29.9781,N41,7000,730.0,345.0,1.0,,345.0,1.0,1.0,True
ALX3090-2,ALX3090,3,92,False,110,31.2473,29.9781,N41,7000,725.0,60.0,0.0,,60.0,0.0,0.0,True
ALX3090-3,ALX3090,3,93,False,280,31.2473,29.9781,N41,7000,705.0,382.0,2.0,,382.0,2.0,2.0,True
ALX3092-1,ALX3092,3,91,False,50,31.2079,29.9308,N41,7000,40.0,29.0,1.0,,29.0,1.0,1.0,True
ALX3092-2,ALX3092,3,92,False,170,31.2079,29.9308,N41,7000,35.0,28.0,0.0,,28.0,0.0,0.0,True
ALX3092-3,ALX3092,3,93,False,280,31.2079,29.9308,N41,7000,30.0,27.0,3.0,,27.0,3.0,3.0,True
ALX3093-1,ALX3093,4,91,False,50,31.197637,29.908513,N41,7000,365.0,455.0,3.0,,455.0,3.0,3.0,True
ALX3093-2,ALX3093,4,92,False,155,31.197637,29.908513,N41,7000,150.0,265.0,1.0,,265.0,1.0,1.0,True
ALX3093-3,ALX3093,4,93,False,260,31.197637,29.908513,N41,7000,145.0,702.0,2.0,,702.0,2.0,2.0,True
ALX3093-4,ALX3093,4,94,False,330,31.197637,29.908513,N41,7000,140.0,608.0,0.0,,608.0,0.0,0.0,True
ALX3097-1,ALX3097,3,91,False,0,31.20412,29.9086,N41,7000,80.0,555.0,3.0,,555.0,3.0,3.0,True
ALX3097-2,ALX3097,3,92,False,120,31.20412,29.9086,N41,7000,75.0,186.0,2.0,,186.0,2.0,2.0,True
ALX3097-3,ALX3097,3,93,False,250,31.20412,29.9086,N41,7000,55.0,249.0,1.0,,249.0,1.0,1.0,True
ALX3100-1,ALX3100,2,91,False,130,31.2694,29.9893,N41,7000,220.0,365.0,1.0,,365.0,1.0,1.0,True
ALX3100-2,ALX3100,2,92,False,190,31.2694,29.9893,N41,7000,215.0,366.0,2.0,,366.0,2.0,2.0,True
ALX3101-1,ALX3101,3,91,False,60,31.20049,29.89772,N41,7000,110.0,487.0,3.0,,487.0,3.0,3.0,True
ALX3101-2,ALX3101,3,92,False,180,31.20049,29.89772,N41,7000,90.0,557.0,1.0,,557.0,1.0,1.0,True
ALX3101-3,ALX3101,3,93,False,260,31.20049,29.89772,N41,7000,85.0,556.0,0.0,,556.0,0.0,0.0,True
ALX3106-1,ALX3106,4,91,False,20,31.2073,29.9402,N41,7000,135.0,287.0,3.0,,287.0,3.0,3.0,True
ALX3106-2,ALX3106,4,92,False,100,31.2073,29.9402,N41,7000,130.0,736.0,0.0,,736.0,0.0,0.0,True
ALX3106-3,ALX3106,4,93,False,190,31.2073,29.9402,N41,7000,125.0,825.0,1.0,,825.0,1.0,1.0,True
ALX3106-4,ALX3106,4,94,False,300,31.2073,29.9402,N41,7000,120.0,679.0,3.0,,679.0,3.0,3.0,True
ALX3110-1,ALX3110,3,91,False,60,31.16736,29.93491,N41,7000,25.0,280.0,0.0,,280.0,0.0,0.0,True
ALX3110-2,ALX3110,3,92,False,220,31.16736,29.93491,N41,7000,20.0,281.0,1.0,,281.0,1.0,1.0,True
ALX3110-3,ALX3110,3,93,False,340,31.16736,29.93491,N41,7000,15.0,279.0,3.0,,279.0,3.0,3.0,True
ALX3138-1,ALX3138,4,91,False,20,31.30567,30.0636,N41,7000,280.0,572.0,0.0,,572.0,0.0,0.0,True
ALX3138-2,ALX3138,4,92,False,90,31.30567,30.0636,N41,7000,275.0,237.0,1.0,,237.0,1.0,1.0,True
ALX3138-3,ALX3138,4,93,False,180,31.30567,30.0636,N41,7000,270.0,238.0,2.0,,238.0,2.0,2.0,True
ALX3138-4,ALX3138,4,94,False,320,31.30567,30.0636,N41,7000,265.0,239.0,3.0,,239.0,3.0,3.0,True
ALX3152-1,ALX3152,2,91,False,120,30.963571,28.772823,N41,7000,80.0,778.0,2.0,,778.0,2.0,2.0,True
ALX3152-2,ALX3152,2,92,False,180,30.963571,28.772823,N41,7000,72.0,789.0,1.0,,789.0,1.0,1.0,True
ALX3159-1,ALX3159,3,91,False,0,31.25016,29.981706,N41,7000,270.0,465.0,1.0,,465.0,1.0,1.0,True
ALX3159-2,ALX3159,3,92,False,140,31.25016,29.981706,N41,7000,265.0,771.0,3.0,,771.0,3.0,3.0,True
ALX3159-3,ALX3159,3,93,False,280,31.25016,29.981706,N41,7000,260.0,210.0,2.0,,210.0,2.0,2.0,True
ALX3167-1,ALX3167,3,91,False,10,31.2375,29.9735,N41,7000,690.0,541.0,1.0,,541.0,1.0,1.0,True
ALX3167-2,ALX3167,3,92,False,120,31.2375,29.9735,N41,7000,700.0,12.0,0.0,,12.0,0.0,0.0,True
ALX3167-3,ALX3167,3,93,False,290,31.2375,29.9735,N41,7000,685.0,50.0,2.0,,50.0,2.0,2.0,True
ALX3168-1,ALX3168,4,91,False,0,31.254238,29.98091,N41,7000,180.0,507.0,3.0,,507.0,3.0,3.0,True
ALX3168-2,ALX3168,4,92,False,85,31.254238,29.98091,N41,7000,170.0,873.0,1.0,,873.0,1.0,1.0,True
ALX3168-3,ALX3168,4,93,False,170,31.254238,29.98091,N41,7000,165.0,340.0,0.0,,340.0,0.0,0.0,True
ALX3168-4,ALX3168,4,94,False,285,31.254238,29.98091,N41,7000,160.0,282.0,2.0,,282.0,2.0,2.0,True
ALX3169-1,ALX3169,4,91,False,60,31.288542,30.023852,N41,7000,180.0,165.0,1.0,,165.0,1.0,1.0,True
ALX3169-2,ALX3169,4,92,False,170,31.288542,30.023852,N41,7000,170.0,363.0,3.0,,363.0,3.0,3.0,True
ALX3169-3,ALX3169,4,93,False,260,31.288542,30.023852,N41,7000,165.0,506.0,2.0,,506.0,2.0,2.0,True
ALX3169-4,ALX3169,4,94,False,330,31.288542,30.023852,N41,7000,160.0,592.0,0.0,,592.0,0.0,0.0,True
ALX3171-1,ALX3171,3,91,False,35,31.18962,29.92596,N41,7000,480.0,586.0,2.0,,586.0,2.0,2.0,True
ALX3171-2,ALX3171,3,92,False,255,31.18962,29.92596,N41,7000,350.0,587.0,3.0,,587.0,3.0,3.0,True
ALX3171-3,ALX3171,3,93,False,330,31.18962,29.92596,N41,7000,810.0,588.0,0.0,,588.0,0.0,0.0,True
ALX3177-3,ALX3177,2,93,False,210,31.1948,29.8858,N41,7000,700.0,673.0,1.0,,673.0,1.0,1.0,True
ALX3177-4,ALX3177,2,94,False,280,31.1948,29.8858,N41,7000,690.0,2.0,2.0,,2.0,2.0,2.0,True
ALX3178-1,ALX3178,3,91,False,40,31.237564,29.958428,N41,7000,175.0,362.0,2.0,,362.0,2.0,2.0,True
ALX3178-2,ALX3178,3,92,False,115,31.237564,29.958428,N41,7000,105.0,360.0,0.0,,360.0,0.0,0.0,True
ALX3178-3,ALX3178,3,93,False,265,31.237564,29.958428,N41,7000,100.0,361.0,1.0,,361.0,1.0,1.0,True
ALX3183-1,ALX3183,3,91,False,110,31.24243,29.97311,N41,7000,130.0,595.0,3.0,,595.0,3.0,3.0,True
ALX3183-2,ALX3183,3,92,False,220,31.24243,29.97311,N41,7000,125.0,596.0,0.0,,596.0,0.0,0.0,True
ALX3183-3,ALX3183,3,93,False,335,31.24243,29.97311,N41,7000,120.0,594.0,2.0,,594.0,2.0,2.0,True
ALX3188-1,ALX3188,3,91,False,60,31.23444,29.99234,N41,7000,765.0,343.0,3.0,,343.0,3.0,3.0,True
ALX3188-2,ALX3188,3,92,False,260,31.23444,29.99234,N41,7000,20.0,742.0,2.0,,742.0,2.0,2.0,True
ALX3188-3,ALX3188,3,93,False,350,31.23444,29.99234,N41,7000,25.0,381.0,1.0,,381.0,1.0,1.0,True
ALX3192-1,ALX3192,3,91,False,60,31.2614,29.9972,N41,7000,825.0,453.0,1.0,,453.0,1.0,1.0,True
ALX3192-2,ALX3192,3,92,False,220,31.2614,29.9972,N41,7000,735.0,711.0,3.0,,711.0,3.0,3.0,True
ALX3192-3,ALX3192,3,93,False,340,31.2614,29.9972,N41,7000,720.0,730.0,2.0,,730.0,2.0,2.0,True
ALX3193-1,ALX3193,4,91,False,110,31.1889,29.8872,N41,7000,685.0,895.0,3.0,,895.0,3.0,3.0,True
ALX3193-2,ALX3193,4,92,False,230,31.1889,29.8872,N41,7000,625.0,74.0,2.0,,74.0,2.0,2.0,True
ALX3193-3,ALX3193,4,93,False,280,31.1889,29.8872,N41,7000,620.0,336.0,0.0,,336.0,0.0,0.0,True
ALX3193-4,ALX3193,4,94,False,350,31.1889,29.8872,N41,7000,595.0,533.0,1.0,,533.0,1.0,1.0,True
ALX3195-1,ALX3195,4,91,False,0,31.2853,30.0185,N41,7000,130.0,344.0,0.0,,344.0,0.0,0.0,True
ALX3195-2,ALX3195,4,92,False,95,31.2853,30.0185,N41,7000,125.0,623.0,3.0,,623.0,3.0,3.0,True
ALX3195-3,ALX3195,4,93,False,185,31.2853,30.0185,N41,7000,120.0,694.0,2.0,,694.0,2.0,2.0,True
ALX3195-4,ALX3195,4,94,False,285,31.2853,30.0185,N41,7000,40.0,729.0,1.0,,729.0,1.0,1.0,True
ALX3196-1,ALX3196,3,91,False,60,31.2424,30.0027,N41,7000,235.0,813.0,1.0,,813.0,1.0,1.0,True
ALX3196-2,ALX3196,3,92,False,140,31.2424,30.0027,N41,7000,230.0,431.0,3.0,,431.0,3.0,3.0,True
ALX3196-3,ALX3196,3,93,False,270,31.2424,30.0027,N41,7000,335.0,290.0,2.0,,290.0,2.0,2.0,True
ALX3197-1,ALX3197,3,91,False,70,31.231386,29.946457,N41,7000,375.0,773.0,1.0,,773.0,1.0,1.0,True
ALX3197-2,ALX3197,3,92,False,150,31.231386,29.946457,N41,7000,370.0,324.0,0.0,,324.0,0.0,0.0,True
ALX3197-3,ALX3197,3,93,False,210,31.231386,29.946457,N41,7000,365.0,154.0,2.0,,154.0,2.0,2.0,True
ALX3198-1,ALX3198,4,91,False,60,31.239148,30.003343,N41,7000,330.0,442.0,2.0,,442.0,2.0,2.0,True
ALX3198-2,ALX3198,4,92,False,130,31.239148,30.003343,N41,7000,340.0,369.0,1.0,,369.0,1.0,1.0,True
ALX3198-3,ALX3198,4,93,False,230,31.239148,30.003343,N41,7000,325.0,227.0,3.0,,227.0,3.0,3.0,True
ALX3198-4,ALX3198,4,94,False,300,31.239148,30.003343,N41,7000,315.0,724.0,0.0,,724.0,0.0,0.0,True
ALX3199-1,ALX3199,4,91,False,35,31.205529,29.949251,N41,7000,240.0,641.0,1.0,,641.0,1.0,1.0,True
ALX3199-2,ALX3199,4,92,False,145,31.205529,29.949251,N41,7000,235.0,726.0,2.0,,726.0,2.0,2.0,True
ALX3199-3,ALX3199,4,93,False,220,31.205529,29.949251,N41,7000,230.0,728.0,0.0,,728.0,0.0,0.0,True
ALX3199-4,ALX3199,4,94,False,305,31.205529,29.949251,N41,7000,225.0,727.0,3.0,,727.0,3.0,3.0,True
ALX3206-1,ALX3206,3,91,False,85,31.2792,30.0223,N41,7000,750.0,743.0,3.0,,743.0,3.0,3.0,True
ALX3206-2,ALX3206,3,92,False,210,31.2792,30.0223,N41,7000,745.0,66.0,2.0,,66.0,2.0,2.0,True
ALX3206-3,ALX3206,3,93,False,290,31.2792,30.0223,N41,7000,740.0,116.0,0.0,,116.0,0.0,0.0,True
ALX3212-1,ALX3212,3,91,False,50,31.26611,29.99045,N41,7000,85.0,326.0,2.0,,326.0,2.0,2.0,True
ALX3212-2,ALX3212,3,92,False,210,31.26611,29.99045,N41,7000,80.0,349.0,1.0,,349.0,1.0,1.0,True
ALX3212-3,ALX3212,3,93,False,290,31.26611,29.99045,N41,7000,75.0,212.0,0.0,,212.0,0.0,0.0,True
ALX3219-1,ALX3219,3,91,False,50,31.2271,29.9717,N41,7000,560.0,151.0,3.0,,151.0,3.0,3.0,True
ALX3219-2,ALX3219,3,92,False,270,31.2271,29.9717,N41,7000,555.0,805.0,1.0,,805.0,1.0,1.0,True
ALX3219-3,ALX3219,3,93,False,340,31.2271,29.9717,N41,7000,545.0,42.0,2.0,,42.0,2.0,2.0,True
ALX3222-1,ALX3222,4,91,False,50,31.2173,29.9446,N41,7000,285.0,207.0,3.0,,207.0,3.0,3.0,True
ALX3222-2,ALX3222,4,92,False,160,31.2173,29.9446,N41,7000,280.0,209.0,1.0,,209.0,1.0,1.0,True
ALX3222-3,ALX3222,4,93,False,230,31.2173,29.9446,N41,7000,275.0,208.0,0.0,,208.0,0.0,0.0,True
ALX3222-4,ALX3222,4,94,False,330,31.2173,29.9446,N41,7000,270.0,872.0,0.0,,872.0,0.0,0.0,True
ALX3238-1,ALX3238,4,91,False,60,30.8173768,28.9509038,N41,7000,50.0,524.0,0.0,,524.0,0.0,0.0,True
ALX3238-2,ALX3238,4,92,False,120,30.8173768,28.9509038,N41,7000,720.0,525.0,1.0,,525.0,1.0,1.0,True
ALX3238-3,ALX3238,4,93,False,220,30.8173768,28.9509038,N41,7000,715.0,971.0,3.0,,971.0,3.0,3.0,True
ALX3238-4,ALX3238,4,94,False,310,30.8173768,28.9509038,N41,7000,710.0,998.0,2.0,,998.0,2.0,2.0,True
ALX3242-1,ALX3242,4,91,False,20,31.2045,29.92423,N41,7000,10.0,751.0,3.0,,751.0,3.0,3.0,True
ALX3242-2,ALX3242,4,92,False,95,31.2045,29.92423,N41,7000,5.0,965.0,1.0,,965.0,1.0,1.0,True
ALX3242-3,ALX3242,4,93,False,195,31.2045,29.92423,N41,7000,0.0,750.0,2.0,,750.0,2.0,2.0,True
ALX3242-4,ALX3242,4,94,False,305,31.2045,29.92423,N41,7000,830.0,752.0,0.0,,752.0,0.0,0.0,True
ALX3255-1,ALX3255,3,91,False,65,31.0096,29.6458,N41,7000,825.0,664.0,0.0,,664.0,0.0,0.0,True
ALX3255-2,ALX3255,3,92,False,175,31.0096,29.6458,N41,7000,735.0,665.0,1.0,,665.0,1.0,1.0,True
ALX3255-3,ALX3255,3,93,False,240,31.0096,29.6458,N41,7000,720.0,666.0,2.0,,666.0,2.0,2.0,True
ALX3263-1,ALX3263,4,91,False,100,31.2123,29.9527,N41,7000,735.0,652.0,0.0,,652.0,0.0,0.0,True
ALX3263-2,ALX3263,4,92,False,165,31.2123,29.9527,N41,7000,290.0,81.0,1.0,,81.0,1.0,1.0,True
ALX3263-3,ALX3263,4,93,False,260,31.2123,29.9527,N41,7000,790.0,731.0,3.0,,731.0,3.0,3.0,True
ALX3263-4,ALX3263,4,94,False,350,31.2123,29.9527,N41,7000,360.0,918.0,2.0,,918.0,2.0,2.0,True
ALX3266-1,ALX3266,4,91,False,45,30.857153,28.908356,N41,7000,10.0,663.0,3.0,,663.0,3.0,3.0,True
ALX3266-2,ALX3266,4,92,False,100,30.857153,28.908356,N41,7000,5.0,561.0,1.0,,561.0,1.0,1.0,True
ALX3266-3,ALX3266,4,93,False,285,30.857153,28.908356,N41,7000,0.0,944.0,0.0,,944.0,0.0,0.0,True
ALX3266-4,ALX3266,4,94,False,345,30.857153,28.908356,N41,7000,750.0,598.0,2.0,,598.0,2.0,2.0,True
ALX3275-1,ALX3275,3,91,False,90,31.1998,29.8913,N41,7000,780.0,435.0,3.0,,435.0,3.0,3.0,True
ALX3275-2,ALX3275,3,92,False,180,31.1998,29.8913,N41,7000,800.0,14.0,2.0,,14.0,2.0,2.0,True
ALX3275-3,ALX3275,3,93,False,290,31.1998,29.8913,N41,7000,565.0,41.0,1.0,,41.0,1.0,1.0,True
ALX3278-1,ALX3278,4,91,False,10,31.172954,29.926924,N41,7000,295.0,893.0,1.0,,893.0,1.0,1.0,True
