site_sector_ID,siteID,sectors_count,sectorID,Requires_Planning,Azimuth,Latitude,Longitude,Freq Band,Cell Radius,RSI,PCI,Mod4,Unnamed: 15,PCI_numeric,Mod4_numeric,Expected_Mod4,Mod4_Matches
ALX6415-2,ALX6415,4,92,False,110,30.989463,28.679841,N41,7000,20.0,259.0,3.0,,259.0,3.0,3.0,True
ALX6415-3,ALX6415,4,93,False,170,30.989463,28.679841,N41,7000,25.0,494.0,2.0,,494.0,2.0,2.0,True
ALX6415-4,ALX6415,4,94,False,290,30.989463,28.679841,N41,7000,30.0,293.0,1.0,,293.0,1.0,1.0,True
ALX6416-1,ALX6416,4,91,False,30,31.112022,27.895392,N41,7000,15.0,654.0,2.0,,654.0,2.0,2.0,True
ALX6416-2,ALX6416,4,92,False,90,31.112022,27.895392,N41,7000,10.0,81.0,1.0,,81.0,1.0,1.0,True
ALX6416-3,ALX6416,4,93,False,165,31.112022,27.895392,N41,7000,5.0,787.0,3.0,,787.0,3.0,3.0,True
ALX6416-4,ALX6416,4,94,False,320,31.112022,27.895392,N41,7000,0.0,188.0,0.0,,188.0,0.0,0.0,True
ALX6424-1,ALX6424,4,91,False,40,31.1008,27.9114,N41,7000,55.0,47.0,3.0,,47.0,3.0,3.0,True
ALX6424-2,ALX6424,4,92,False,100,31.1008,27.9114,N41,7000,50.0,213.0,1.0,,213.0,1.0,1.0,True
ALX6424-3,ALX6424,4,93,False,205,31.1008,27.9114,N41,7000,35.0,780.0,0.0,,780.0,0.0,0.0,True
ALX6424-4,ALX6424,4,94,False,300,31.1008,27.9114,N41,7000,30.0,538.0,2.0,,538.0,2.0,2.0,True
ALX6454-1,ALX6454,4,91,False,10,31.0815278,28.0421667,N41,7000,70.0,754.0,2.0,,754.0,2.0,2.0,True
ALX6454-2,ALX6454,4,92,False,195,31.0815278,28.0421667,N41,7000,65.0,735.0,3.0,,735.0,3.0,3.0,True
ALX6454-3,ALX6454,4,93,False,250,31.0815278,28.0421667,N41,7000,60.0,25.0,1.0,,25.0,1.0,1.0,True
ALX6454-4,ALX6454,4,94,False,305,31.0815278,28.0421667,N41,7000,55.0,128.0,0.0,,128.0,0.0,0.0,True
ALX6460-1,ALX6460,4,91,False,60,31.033527,28.465226,N41,7000,15.0,75.0,3.0,,75.0,3.0,3.0,True
ALX6460-2,ALX6460,4,92,False,215,31.033527,28.465226,N41,7000,10.0,113.0,1.0,,113.0,1.0,1.0,True
ALX6460-3,ALX6460,4,93,False,290,31.033527,28.465226,N41,7000,5.0,554.0,2.0,,554.0,2.0,2.0,True
ALX6460-4,ALX6460,4,94,False,355,31.033527,28.465226,N41,7000,0.0,76.0,0.0,,76.0,0.0,0.0,True
ALX6461-1,ALX6461,4,91,False,35,31.083577,28.099751,N41,7000,10.0,813.0,1.0,,813.0,1.0,1.0,True
ALX6461-2,ALX6461,4,92,False,150,31.083577,28.099751,N41,7000,15.0,23.0,3.0,,23.0,3.0,3.0,True
ALX6461-3,ALX6461,4,93,False,260,31.083577,28.099751,N41,7000,0.0,556.0,0.0,,556.0,0.0,0.0,True
ALX6461-4,ALX6461,4,94,False,330,31.083577,28.099751,N41,7000,5.0,22.0,2.0,,22.0,2.0,2.0,True
ALX6469-1,ALX6469,4,91,False,10,31.3276,27.2688,N41,7000,10.0,744.0,0.0,,744.0,0.0,0.0,True
ALX6469-2,ALX6469,4,92,False,85,31.3276,27.2688,N41,7000,5.0,745.0,1.0,,745.0,1.0,1.0,True
ALX6469-3,ALX6469,4,93,False,190,31.3276,27.2688,N41,7000,0.0,746.0,2.0,,746.0,2.0,2.0,True
ALX6469-4,ALX6469,4,94,False,260,31.3276,27.2688,N41,7000,605.0,131.0,3.0,,131.0,3.0,3.0,True
ALX6482-1,ALX6482,4,91,False,65,30.8262693,29.0072288,N41,7000,215.0,215.0,3.0,,215.0,3.0,3.0,True
ALX6482-2,ALX6482,4,92,False,135,30.8262693,29.0072288,N41,7000,181.0,181.0,1.0,,181.0,1.0,1.0,True
ALX6482-3,ALX6482,4,93,False,215,30.8262693,29.0072288,N41,7000,722.0,722.0,2.0,,722.0,2.0,2.0,True
ALX6482-4,ALX6482,4,94,False,315,30.8262693,29.0072288,N41,7000,0.0,0.0,0.0,,0.0,0.0,0.0,True
ALX6491-1,ALX6491,4,91,False,75,31.0676579,28.2288233,N41,7000,15.0,234.0,2.0,,234.0,2.0,2.0,True
ALX6491-2,ALX6491,4,92,False,205,31.0676579,28.2288233,N41,7000,10.0,624.0,0.0,,624.0,0.0,0.0,True
ALX6491-3,ALX6491,4,93,False,270,31.0676579,28.2288233,N41,7000,25.0,363.0,3.0,,363.0,3.0,3.0,True
ALX6491-4,ALX6491,4,94,False,335,31.0676579,28.2288233,N41,7000,20.0,21.0,1.0,,21.0,1.0,1.0,True
ALX6502-1,ALX6502,1,91,False,0,31.214327,27.81675,N41,7000,0.0,713.0,1.0,,713.0,1.0,1.0,True
ALX6510-1,ALX6510,4,91,False,15,31.22815,29.94033,N41,7000,15.0,713.0,1.0,,713.0,1.0,1.0,True
ALX6510-2,ALX6510,4,92,False,110,31.22815,29.94033,N41,7000,10.0,659.0,3.0,,659.0,3.0,3.0,True
ALX6510-3,ALX6510,4,93,False,230,31.22815,29.94033,N41,7000,5.0,478.0,2.0,,478.0,2.0,2.0,True
ALX6510-4,ALX6510,4,94,False,295,31.22815,29.94033,N41,7000,0.0,412.0,0.0,,412.0,0.0,0.0,True
DEL0362-1,DEL0362,2,91,False,60,31.03877,30.42851,N41,7000,675.0,322.0,2.0,,322.0,2.0,2.0,True
DEL0362-2,DEL0362,2,92,False,120,31.03877,30.42851,N41,7000,645.0,323.0,3.0,,323.0,3.0,3.0,True
DEL0603-1,DEL0603,4,91,False,30,31.038235,30.450315,N41,7000,55.0,643.0,3.0,,643.0,3.0,3.0,True
DEL0603-2,DEL0603,4,92,False,110,31.038235,30.450315,N41,7000,50.0,486.0,2.0,,486.0,2.0,2.0,True
DEL0603-3,DEL0603,4,93,False,180,31.038235,30.450315,N41,7000,45.0,516.0,0.0,,516.0,0.0,0.0,True
DEL0603-4,DEL0603,4,94,False,260,31.038235,30.450315,N41,7000,40.0,689.0,1.0,,689.0,1.0,1.0,True
DEL2232-1,DEL2232,4,91,False,0,31.028047,30.456282,N41,7000,35.0,377.0,1.0,,377.0,1.0,1.0,True
DEL2232-2,DEL2232,4,92,False,80,31.028047,30.456282,N41,7000,30.0,710.0,2.0,,710.0,2.0,2.0,True
DEL2232-3,DEL2232,4,93,False,160,31.028047,30.456282,N41,7000,25.0,716.0,0.0,,716.0,0.0,0.0,True
DEL2232-4,DEL2232,4,94,False,270,31.028047,30.456282,N41,7000,20.0,483.0,3.0,,483.0,3.0,3.0,True
DEL2763-1,DEL2763,4,91,False,5,31.02118,30.47279,N41,7000,15.0,399.0,3.0,,399.0,3.0,3.0,True
DEL2763-2,DEL2763,4,92,False,120,31.02118,30.47279,N41,7000,10.0,400.0,0.0,,400.0,0.0,0.0,True
DEL2763-3,DEL2763,4,93,False,210,31.02118,30.47279,N41,7000,5.0,401.0,1.0,,401.0,1.0,1.0,True
DEL2763-4,DEL2763,4,94,False,300,31.02118,30.47279,N41,7000,0.0,418.0,2.0,,418.0,2.0,2.0,True
DEL4944-1,DEL4944,4,91,False,0,31.03502,30.46092,N41,7000,100.0,398.0,2.0,,398.0,2.0,2.0,True
DEL4944-2,DEL4944,4,92,False,70,31.03502,30.46092,N41,7000,95.0,449.0,1.0,,449.0,1.0,1.0,True
DEL4944-3,DEL4944,4,93,False,140,31.03502,30.46092,N41,7000,90.0,1003.0,3.0,,1003.0,3.0,3.0,True
DEL4944-4,DEL4944,4,94,False,260,31.03502,30.46092,N41,7000,85.0,332.0,0.0,,332.0,0.0,0.0,True
DEL4964-1,DEL4964,3,91,False,40,31.03192,30.45934,N41,7000,75.0,318.0,2.0,,318.0,2.0,2.0,True
DEL4964-2,DEL4964,3,92,False,170,31.03192,30.45934,N41,7000,70.0,319.0,3.0,,319.0,3.0,3.0,True
DEL4964-3,DEL4964,3,93,False,300,31.03192,30.45934,N41,7000,60.0,320.0,0.0,,320.0,0.0,0.0,True
SIN0027-2,SIN0027,2,92,False,150,29.9839,32.481306,N41,7000,240.0,627.0,3.0,,627.0,3.0,3.0,True
SIN0027-3,SIN0027,2,93,False,250,29.9839,32.481306,N41,7000,235.0,626.0,2.0,,626.0,2.0,2.0,True
SIN0134-1,SIN0134,4,91,False,15,29.98226,32.533138,N41,7000,25.0,284.0,0.0,,284.0,0.0,0.0,True
SIN0134-2,SIN0134,4,92,False,120,29.98226,32.533138,N41,7000,20.0,215.0,3.0,,215.0,3.0,3.0,True
SIN0134-3,SIN0134,4,93,False,180,29.98226,32.533138,N41,7000,15.0,446.0,2.0,,446.0,2.0,2.0,True
SIN0134-4,SIN0134,4,94,False,300,29.98226,32.533138,N41,7000,735.0,729.0,1.0,,729.0,1.0,1.0,True
SIN0187-1,SIN0187,3,91,False,25,29.183395,32.632829,N41,7000,365.0,11.0,3.0,,11.0,3.0,3.0,True
SIN0187-2,SIN0187,3,92,False,105,29.183395,32.632829,N41,7000,360.0,546.0,2.0,,546.0,2.0,2.0,True
SIN0187-3,SIN0187,3,93,False,165,29.183395,32.632829,N41,7000,345.0,789.0,1.0,,789.0,1.0,1.0,True
SIN0193-1,SIN0193,4,91,False,35,29.667577,32.336252,N41,7000,480.0,847.0,3.0,,847.0,3.0,3.0,True
SIN0193-2,SIN0193,4,92,False,105,29.667577,32.336252,N41,7000,475.0,848.0,0.0,,848.0,0.0,0.0,True
SIN0193-3,SIN0193,4,93,False,240,29.667577,32.336252,N41,7000,465.0,849.0,1.0,,849.0,1.0,1.0,True
SIN0193-4,SIN0193,4,94,False,300,29.667577,32.336252,N41,7000,460.0,870.0,2.0,,870.0,2.0,2.0,True
SIN0217-1,SIN0217,4,91,False,80,29.672055,32.356783,N41,7000,630.0,970.0,2.0,,970.0,2.0,2.0,True
SIN0217-2,SIN0217,4,92,False,160,29.672055,32.356783,N41,7000,625.0,984.0,0.0,,984.0,0.0,0.0,True
SIN0217-3,SIN0217,4,93,False,260,29.672055,32.356783,N41,7000,620.0,935.0,3.0,,935.0,3.0,3.0,True
SIN0217-4,SIN0217,4,94,False,335,29.672055,32.356783,N41,7000,780.0,973.0,1.0,,973.0,1.0,1.0,True
SIN0234-1,SIN0234,3,91,False,40,29.7439,32.3982,N41,7000,400.0,778.0,2.0,,778.0,2.0,2.0,True
SIN0234-3,SIN0234,3,93,False,200,29.7439,32.3982,N41,7000,395.0,779.0,3.0,,779.0,3.0,3.0,True
SIN0234-4,SIN0234,3,94,False,295,29.7439,32.3982,N41,7000,370.0,780.0,0.0,,780.0,0.0,0.0,True
SIN0247-1,SIN0247,4,91,False,20,29.641006,32.297174,N41,7000,795.0,221.0,1.0,,221.0,1.0,1.0,True
SIN0247-2,SIN0247,4,92,False,155,29.641006,32.297174,N41,7000,790.0,807.0,3.0,,807.0,3.0,3.0,True
SIN0247-3,SIN0247,4,93,False,240,29.641006,32.297174,N41,7000,785.0,744.0,0.0,,744.0,0.0,0.0,True
SIN0247-4,SIN0247,4,94,False,300,29.641006,32.297174,N41,7000,775.0,538.0,2.0,,538.0,2.0,2.0,True
SIN0273-1,SIN0273,4,91,False,70,29.518671,32.389456,N41,7000,380.0,271.0,3.0,,271.0,3.0,3.0,True
SIN0273-2,SIN0273,4,92,False,135,29.518671,32.389456,N41,7000,375.0,820.0,0.0,,820.0,0.0,0.0,True
SIN0273-3,SIN0273,4,93,False,240,29.518671,32.389456,N41,7000,370.0,18.0,2.0,,18.0,2.0,2.0,True
SIN0273-4,SIN0273,4,94,False,310,29.518671,32.389456,N41,7000,365.0,625.0,1.0,,625.0,1.0,1.0,True
SIN0289-1,SIN0289,3,91,False,25,29.22558,32.62189,N41,7000,405.0,383.0,3.0,,383.0,3.0,3.0,True
SIN0289-2,SIN0289,3,92,False,70,29.22558,32.62189,N41,7000,400.0,518.0,2.0,,518.0,2.0,2.0,True
SIN0289-3,SIN0289,3,93,False,160,29.22558,32.62189,N41,7000,395.0,348.0,0.0,,348.0,0.0,0.0,True
SIN0532-1,SIN0532,4,91,False,20,27.945939,34.363441,N41,7000,435.0,614.0,2.0,,614.0,2.0,2.0,True
SIN0532-2,SIN0532,4,92,False,100,27.945939,34.363441,N41,7000,430.0,615.0,3.0,,615.0,3.0,3.0,True
SIN0532-3,SIN0532,4,93,False,200,27.945939,34.363441,N41,7000,425.0,616.0,0.0,,616.0,0.0,0.0,True
SIN0532-4,SIN0532,4,94,False,275,27.945939,34.363441,N41,7000,405.0,781.0,1.0,,781.0,1.0,1.0,True
SIN0534-1,SIN0534,4,91,False,160,29.657468,32.357262,N41,7000,435.0,220.0,0.0,,220.0,0.0,0.0,True
SIN0534-2,SIN0534,4,92,False,230,29.657468,32.357262,N41,7000,430.0,735.0,3.0,,735.0,3.0,3.0,True
SIN0534-3,SIN0534,4,93,False,290,29.657468,32.357262,N41,7000,425.0,229.0,1.0,,229.0,1.0,1.0,True
SIN0534-4,SIN0534,4,94,False,350,29.657468,32.357262,N41,7000,420.0,234.0,2.0,,234.0,2.0,2.0,True
SIN0538-1,SIN0538,3,91,False,40,29.383286,32.548711,N41,7000,435.0,852.0,0.0,,852.0,0.0,0.0,True
SIN0538-2,SIN0538,3,92,False,110,29.383286,32.548711,N41,7000,430.0,974.0,2.0,,974.0,2.0,2.0,True
SIN0538-3,SIN0538,3,93,False,340,29.383286,32.548711,N41,7000,425.0,943.0,3.0,,943.0,3.0,3.0,True
SIN0539-1,SIN0539,4,91,False,40,31.2448,32.2879,N41,7000,50.0,295.0,3.0,,295.0,3.0,3.0,True
SIN0539-2,SIN0539,4,92,False,110,31.2448,32.2879,N41,7000,45.0,296.0,0.0,,296.0,0.0,0.0,True
SIN0539-3,SIN0539,4,93,False,190,31.2448,32.2879,N41,7000,40.0,821.0,1.0,,821.0,1.0,1.0,True
SIN0539-4,SIN0539,4,94,False,300,31.2448,32.2879,N41,7000,30.0,294.0,2.0,,294.0,2.0,2.0,True
SIN0545-1,SIN0545,4,91,False,70,29.766459,32.412107,N41,7000,520.0,700.0,0.0,,700.0,0.0,0.0,True
SIN0545-2,SIN0545,4,92,False,130,29.766459,32.412107,N41,7000,515.0,171.0,3.0,,171.0,3.0,3.0,True
SIN0545-3,SIN0545,4,93,False,190,29.766459,32.412107,N41,7000,510.0,241.0,1.0,,241.0,1.0,1.0,True
SIN0545-4,SIN0545,4,94,False,330,29.766459,32.412107,N41,7000,500.0,270.0,2.0,,270.0,2.0,2.0,True
SIN0570-1,SIN0570,4,91,False,0,31.236016,32.2897,N41,7000,215.0,198.0,2.0,,198.0,2.0,2.0,True
SIN0570-2,SIN0570,4,92,False,140,31.236016,32.2897,N41,7000,210.0,692.0,0.0,,692.0,0.0,0.0,True
SIN0570-3,SIN0570,4,93,False,205,31.236016,32.2897,N41,7000,140.0,641.0,1.0,,641.0,1.0,1.0,True
SIN0570-4,SIN0570,4,94,False,285,31.236016,32.2897,N41,7000,135.0,699.0,3.0,,699.0,3.0,3.0,True
SIN0693-1,SIN0693,3,91,False,50,29.39522,32.538302,N41,7000,480.0,988.0,0.0,,988.0,0.0,0.0,True
SIN0693-2,SIN0693,3,92,False,110,29.39522,32.538302,N41,7000,460.0,998.0,2.0,,998.0,2.0,2.0,True
SIN0693-3,SIN0693,3,93,False,335,29.39522,32.538302,N41,7000,455.0,975.0,3.0,,975.0,3.0,3.0,True
SIN0701-1,SIN0701,4,91,False,40,29.965747,32.480472,N41,7000,305.0,224.0,0.0,,224.0,0.0,0.0,True
SIN0701-2,SIN0701,4,92,False,155,29.965747,32.480472,N41,7000,275.0,197.0,1.0,,197.0,1.0,1.0,True
SIN0701-3,SIN0701,4,93,False,225,29.965747,32.480472,N41,7000,270.0,535.0,3.0,,535.0,3.0,3.0,True
SIN0701-4,SIN0701,4,94,False,320,29.965747,32.480472,N41,7000,265.0,678.0,2.0,,678.0,2.0,2.0,True
SIN0703-1,SIN0703,4,91,False,0,29.18932,32.63726,N41,7000,485.0,805.0,1.0,,805.0,1.0,1.0,True
SIN0703-2,SIN0703,4,92,False,165,29.18932,32.63726,N41,7000,480.0,166.0,2.0,,166.0,2.0,2.0,True
SIN0703-3,SIN0703,4,93,False,225,29.18932,32.63726,N41,7000,475.0,8.0,0.0,,8.0,0.0,0.0,True
SIN0703-4,SIN0703,4,94,False,290,29.18932,32.63726,N41,7000,460.0,787.0,3.0,,787.0,3.0,3.0,True
SIN0704-1,SIN0704,4,91,False,75,29.9847,32.52739,N41,7000,65.0,800.0,0.0,,800.0,0.0,0.0,True
SIN0704-2,SIN0704,4,92,False,165,29.9847,32.52739,N41,7000,60.0,526.0,2.0,,526.0,2.0,2.0,True
SIN0704-3,SIN0704,4,93,False,240,29.9847,32.52739,N41,7000,55.0,687.0,3.0,,687.0,3.0,3.0,True
SIN0704-4,SIN0704,4,94,False,345,29.9847,32.52739,N41,7000,50.0,349.0,1.0,,349.0,1.0,1.0,True
SIN0710-1,SIN0710,3,91,False,0,29.4133,32.5088,N41,7000,600.0,545.0,1.0,,545.0,1.0,1.0,True
SIN0710-2,SIN0710,3,92,False,120,29.4133,32.5088,N41,7000,595.0,772.0,0.0,,772.0,0.0,0.0,True
SIN0710-3,SIN0710,3,93,False,325,29.4133,32.5088,N41,7000,590.0,543.0,3.0,,543.0,3.0,3.0,True
SIN0716-1,SIN0716,3,91,False,145,29.4601,32.4706,N41,7000,360.0,88.0,0.0,,88.0,0.0,0.0,True
SIN0716-2,SIN0716,3,92,False,210,29.4601,32.4706,N41,7000,355.0,33.0,1.0,,33.0,1.0,1.0,True
SIN0716-3,SIN0716,3,93,False,310,29.4601,32.4706,N41,7000,350.0,355.0,3.0,,355.0,3.0,3.0,True
SIN0744-1,SIN0744,4,91,False,30,27.24818,33.81364,N41,7000,300.0,69.0,1.0,,69.0,1.0,1.0,True
SIN0744-2,SIN0744,4,92,False,125,27.24818,33.81364,N41,7000,295.0,362.0,2.0,,362.0,2.0,2.0,True
SIN0744-3,SIN0744,4,93,False,185,27.24818,33.81364,N41,7000,0.0,692.0,0.0,,692.0,0.0,0.0,True
SIN0744-4,SIN0744,4,94,False,275,27.24818,33.81364,N41,7000,800.0,63.0,3.0,,63.0,3.0,3.0,True
SIN0773-1,SIN0773,4,91,False,90,28.042196,34.406313,N41,7000,760.0,758.0,2.0,,758.0,2.0,2.0,True
SIN0773-2,SIN0773,4,92,False,150,28.042196,34.406313,N41,7000,755.0,521.0,1.0,,521.0,1.0,1.0,True
SIN0773-3,SIN0773,4,93,False,190,28.042196,34.406313,N41,7000,745.0,248.0,0.0,,248.0,0.0,0.0,True
SIN0773-4,SIN0773,4,94,False,340,28.042196,34.406313,N41,7000,740.0,331.0,3.0,,331.0,3.0,3.0,True
SIN0873-1,SIN0873,4,91,False,60,27.40631,33.67227,N41,7000,510.0,351.0,3.0,,351.0,3.0,3.0,True
SIN0873-2,SIN0873,4,92,False,185,27.40631,33.67227,N41,7000,505.0,352.0,0.0,,352.0,0.0,0.0,True
SIN0873-3,SIN0873,4,93,False,280,27.40631,33.67227,N41,7000,500.0,353.0,1.0,,353.0,1.0,1.0,True
SIN0873-4,SIN0873,4,94,False,350,27.40631,33.67227,N41,7000,495.0,286.0,2.0,,286.0,2.0,2.0,True
SIN1007-1,SIN1007,4,91,False,40,27.86227,34.30993,N41,7000,70.0,439.0,3.0,,439.0,3.0,3.0,True
SIN1007-2,SIN1007,4,92,False,140,27.86227,34.30993,N41,7000,65.0,742.0,2.0,,742.0,2.0,2.0,True
SIN1007-3,SIN1007,4,93,False,230,27.86227,34.30993,N41,7000,60.0,564.0,0.0,,564.0,0.0,0.0,True
SIN1007-4,SIN1007,4,94,False,320,27.86227,34.30993,N41,7000,715.0,669.0,1.0,,669.0,1.0,1.0,True
SIN1009-1,SIN1009,4,91,False,40,27.92406,34.33993,N41,7000,705.0,798.0,2.0,,798.0,2.0,2.0,True
SIN1009-2,SIN1009,4,92,False,120,27.92406,34.33993,N41,7000,700.0,5.0,1.0,,5.0,1.0,1.0,True
SIN1009-3,SIN1009,4,93,False,200,27.92406,34.33993,N41,7000,695.0,347.0,3.0,,347.0,3.0,3.0,True
SIN1009-4,SIN1009,4,94,False,290,27.92406,34.33993,N41,7000,690.0,384.0,0.0,,384.0,0.0,0.0,True
SIN1120-1,SIN1120,4,91,False,10,31.247183,32.267629,N41,7000,10.0,977.0,1.0,,977.0,1.0,1.0,True
SIN1120-2,SIN1120,4,92,False,110,31.247183,32.267629,N41,7000,5.0,912.0,0.0,,912.0,0.0,0.0,True
SIN1120-3,SIN1120,4,93,False,190,31.247183,32.267629,N41,7000,0.0,582.0,2.0,,582.0,2.0,2.0,True
SIN1120-4,SIN1120,4,94,False,280,31.247183,32.267629,N41,7000,790.0,171.0,3.0,,171.0,3.0,3.0,True
SIN1169-1,SIN1169,4,91,False,80,29.547807,32.365277,N41,7000,685.0,41.0,1.0,,41.0,1.0,1.0,True
SIN1169-2,SIN1169,4,92,False,145,29.547807,32.365277,N41,7000,675.0,436.0,0.0,,436.0,0.0,0.0,True
SIN1169-3,SIN1169,4,93,False,230,29.547807,32.365277,N41,7000,665.0,294.0,2.0,,294.0,2.0,2.0,True
SIN1169-4,SIN1169,4,94,False,340,29.547807,32.365277,N41,7000,660.0,443.0,3.0,,443.0,3.0,3.0,True
SIN1177-1,SIN1177,4,91,False,30,29.729055,32.392174,N41,7000,25.0,565.0,1.0,,565.0,1.0,1.0,True
SIN1177-2,SIN1177,4,92,False,205,29.729055,32.392174,N41,7000,820.0,267.0,3.0,,267.0,3.0,3.0,True
SIN1177-3,SIN1177,4,93,False,270,29.729055,32.392174,N41,7000,815.0,576.0,0.0,,576.0,0.0,0.0,True
SIN1177-4,SIN1177,4,94,False,330,29.729055,32.392174,N41,7000,800.0,774.0,2.0,,774.0,2.0,2.0,True
SIN1188-1,SIN1188,4,91,False,20,29.923194,32.445833,N41,7000,25.0,767.0,3.0,,767.0,3.0,3.0,True
SIN1188-2,SIN1188,4,92,False,90,29.923194,32.445833,N41,7000,20.0,582.0,2.0,,582.0,2.0,2.0,True
SIN1188-3,SIN1188,4,93,False,160,29.923194,32.445833,N41,7000,15.0,73.0,1.0,,73.0,1.0,1.0,True
SIN1188-4,SIN1188,4,94,False,225,29.923194,32.445833,N41,7000,635.0,148.0,0.0,,148.0,0.0,0.0,True
SIN1202-1,SIN1202,4,91,False,25,26.836384,33.943902,N41,7000,72.0,925.0,1.0,,925.0,1.0,1.0,True
SIN1202-2,SIN1202,4,92,False,85,26.836384,33.943902,N41,7000,64.0,884.0,0.0,,884.0,0.0,0.0,True
SIN1202-3,SIN1202,4,93,False,190,26.836384,33.943902,N41,7000,56.0,931.0,3.0,,931.0,3.0,3.0,True
SIN1202-4,SIN1202,4,94,False,290,26.836384,33.943902,N41,7000,25.0,780.0,0.0,,780.0,0.0,0.0,True
SIN1206-1,SIN1206,3,91,False,80,29.24514,32.62381,N41,7000,75.0,685.0,1.0,,685.0,1.0,1.0,True
SIN1206-2,SIN1206,3,92,False,170,29.24514,32.62381,N41,7000,70.0,104.0,0.0,,104.0,0.0,0.0,True
SIN1206-3,SIN1206,3,93,False,340,29.24514,32.62381,N41,7000,65.0,691.0,3.0,,691.0,3.0,3.0,True
SIN1209-1,SIN1209,3,91,False,180,29.341563,32.592734,N41,7000,105.0,924.0,0.0,,924.0,0.0,0.0,True
SIN1209-2,SIN1209,3,92,False,245,29.341563,32.592734,N41,7000,100.0,859.0,3.0,,859.0,3.0,3.0,True
SIN1209-3,SIN1209,3,93,False,330,29.341563,32.592734,N41,7000,95.0,989.0,1.0,,989.0,1.0,1.0,True
SIN1210-1,SIN1210,3,91,False,0,29.3552,32.5791,N41,7000,365.0,955.0,3.0,,955.0,3.0,3.0,True
SIN1210-2,SIN1210,3,92,False,65,29.3552,32.5791,N41,7000,360.0,882.0,2.0,,882.0,2.0,2.0,True
SIN1210-3,SIN1210,3,93,False,115,29.3552,32.5791,N41,7000,335.0,440.0,0.0,,440.0,0.0,0.0,True
SIN1263-1,SIN1263,4,91,False,70,29.19861,32.62893,N41,7000,830.0,554.0,2.0,,554.0,2.0,2.0,True
SIN1263-2,SIN1263,4,92,False,145,29.19861,32.62893,N41,7000,825.0,740.0,0.0,,740.0,0.0,0.0,True
SIN1263-3,SIN1263,4,93,False,270,29.19861,32.62893,N41,7000,810.0,21.0,1.0,,21.0,1.0,1.0,True
SIN1263-4,SIN1263,4,94,False,340,29.19861,32.62893,N41,7000,805.0,567.0,3.0,,567.0,3.0,3.0,True
SIN1307-1,SIN1307,3,91,False,40,29.75822,32.40803,N41,7000,735.0,3.0,3.0,,3.0,3.0,3.0,True
SIN1307-2,SIN1307,3,92,False,90,29.75822,32.40803,N41,7000,730.0,469.0,1.0,,469.0,1.0,1.0,True
SIN1307-3,SIN1307,3,93,False,190,29.75822,32.40803,N41,7000,725.0,292.0,0.0,,292.0,0.0,0.0,True
SIN1346-1,SIN1346,3,91,False,10,27.248861,33.818095,N41,7000,495.0,689.0,1.0,,689.0,1.0,1.0,True
SIN1346-2,SIN1346,3,92,False,150,27.248861,33.818095,N41,7000,490.0,475.0,3.0,,475.0,3.0,3.0,True
SIN1346-3,SIN1346,3,93,False,240,27.248861,33.818095,N41,7000,270.0,16.0,0.0,,16.0,0.0,0.0,True
SIN1347-1,SIN1347,4,91,False,30,27.23918,33.82994,N41,7000,50.0,102.0,2.0,,102.0,2.0,2.0,True
SIN1347-2,SIN1347,4,92,False,80,27.23918,33.82994,N41,7000,45.0,597.0,1.0,,597.0,1.0,1.0,True
SIN1347-3,SIN1347,4,93,False,180,27.23918,33.82994,N41,7000,40.0,536.0,0.0,,536.0,0.0,0.0,True
SIN1347-4,SIN1347,4,94,False,300,27.23918,33.82994,N41,7000,35.0,803.0,3.0,,803.0,3.0,3.0,True
SIN1372-1,SIN1372,4,91,False,70,27.217528,33.830167,N41,7000,555.0,628.0,0.0,,628.0,0.0,0.0,True
SIN1372-2,SIN1372,4,92,False,155,27.217528,33.830167,N41,7000,550.0,378.0,2.0,,378.0,2.0,2.0,True
SIN1372-3,SIN1372,4,93,False,260,27.217528,33.830167,N41,7000,545.0,769.0,1.0,,769.0,1.0,1.0,True
SIN1372-4,SIN1372,4,94,False,345,27.217528,33.830167,N41,7000,535.0,287.0,3.0,,287.0,3.0,3.0,True
SIN1478-1,SIN1478,3,91,False,120,29.97297,32.55006,N41,7000,155.0,638.0,2.0,,638.0,2.0,2.0,True
SIN1478-2,SIN1478,3,92,False,220,29.97297,32.55006,N41,7000,150.0,29.0,1.0,,29.0,1.0,1.0,True
SIN1478-3,SIN1478,3,93,False,320,29.97297,32.55006,N41,7000,145.0,584.0,0.0,,584.0,0.0,0.0,True
SIN1494-1,SIN1494,4,91,False,25,27.191498,33.828644,N41,7000,440.0,721.0,1.0,,721.0,1.0,1.0,True
SIN1494-2,SIN1494,4,92,False,150,27.191498,33.828644,N41,7000,435.0,400.0,0.0,,400.0,0.0,0.0,True
SIN1494-3,SIN1494,4,93,False,215,27.191498,33.828644,N41,7000,410.0,399.0,3.0,,399.0,3.0,3.0,True
SIN1494-4,SIN1494,4,94,False,285,27.191498,33.828644,N41,7000,405.0,618.0,2.0,,618.0,2.0,2.0,True
SIN1505-1,SIN1505,4,91,False,0,29.9785,32.5087,N41,7000,465.0,703.0,3.0,,703.0,3.0,3.0,True
SIN1505-2,SIN1505,4,92,False,80,29.9785,32.5087,N41,7000,460.0,793.0,1.0,,793.0,1.0,1.0,True
SIN1505-3,SIN1505,4,93,False,140,29.9785,32.5087,N41,7000,450.0,276.0,0.0,,276.0,0.0,0.0,True
