serving_cell_key,serving_eci,serving_pci,serving_earfcn,approx_latitude,approx_longitude,location_uncertainty_radius_m,p90_observation_spread_m,anomaly_gps_rows,sessions,max_incident_priority_0_100,dominant_case,coverage_or_planning_review,location_reliability,location_is_tower_coordinate,location_method
ECI:1066056.0,1066056.0,487.0,40988.0,-17.7639633,177.4407582,0.0,0.0,1,1,50.28,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1072700.0,1072700.0,393.0,40790.0,-17.77827761,177.43089587,14.337286823558957,14.337286823558957,3,1,50.13,temporal_local_drop,False,LOW,False,anomaly_observation_centroid
ECI:1079316.0,1079316.0,320.0,500.0,-17.67806445,177.3984683,21.303799873466907,21.303799873466907,2,1,50.13,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1082133.0,1082133.0,140.0,500.0,-17.6102464,177.4518192,645.6683448748951,645.6683448748951,7,2,50.11,ca_underperformance,True,LOW,False,anomaly_observation_centroid
ECI:1076685.0,1076685.0,406.0,356.0,-17.611218,177.4413966,9.495312541669888,9.495312541669888,3,1,50.07,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1076427.0,1076427.0,373.0,356.0,-17.602146,177.4854304,0.0,0.0,1,1,49.84,temporal_local_drop,False,LOW,False,anomaly_observation_centroid
ECI:1077525.0,1077525.0,187.0,500.0,-17.60405774,177.45957269,125.63946616839955,125.63946616839955,5,2,49.74,ca_underperformance,True,MEDIUM,False,anomaly_observation_centroid
ECI:1064738.0,1064738.0,431.0,40790.0,-17.79524114,177.43689504,0.0,0.0,1,1,49.7,ca_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1065025.0,1065025.0,469.0,40988.0,-17.8135828,177.4475744,0.0,0.0,1,1,49.6,temporal_sudden_drop,False,LOW,False,anomaly_observation_centroid
ECI:1068566.0,1068566.0,120.0,500.0,-17.744629,177.4392415,0.0,0.0,1,1,49.53,temporal_local_drop,False,LOW,False,anomaly_observation_centroid
ECI:1072192.0,1072192.0,487.0,40790.0,-17.76553929,177.46611031,0.0,0.0,1,1,49.38,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1070870.0,1070870.0,350.0,500.0,-17.75792465,177.44734665,3.6945341412697337,3.6945341412697337,2,1,49.36,temporal_local_drop,False,LOW,False,anomaly_observation_centroid
ECI:1079831.0,1079831.0,495.0,356.0,-17.5984571,177.4966954,0.0,0.0,1,1,49.36,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1075733.0,1075733.0,159.0,500.0,-17.6669791,177.4019083,1319.5609430741601,1319.5609430741601,2,2,49.33,ca_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1066006.0,1066006.0,125.0,500.0,-17.76269166,177.4316525,77.78434511133214,77.78434511133214,3,1,49.28,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1075735.0,1075735.0,161.0,356.0,-17.654964200000002,177.438718825,0.022396221768452164,0.022396221768452164,2,1,49.27,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1065537.0,1065537.0,137.0,40988.0,-17.78845914,177.41550284,0.0,0.0,1,1,49.16,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1081878.0,1081878.0,169.0,500.0,-17.61777984,177.43685568,0.0,0.0,1,1,49.11,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1066302.0,1066302.0,157.0,40790.0,-17.6927975,177.4157117,0.0,0.0,1,1,49.06,temporal_local_drop,False,LOW,False,anomaly_observation_centroid
ECI:1073718.0,1073718.0,147.0,41384.0,-17.794823,177.4209113,0.0,0.0,1,1,49.06,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
EARFCN:500.0|PCI:351.0,,351.0,500.0,-17.8160388,177.3955371,0.0,0.0,1,1,48.28,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1076286.0,1076286.0,179.0,40790.0,-17.610944699999997,177.45881503,0.13594807967863312,0.13594807967863312,2,1,48.07,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1067061.0,1067061.0,123.0,41384.0,-17.77085872,177.43938583,7.180301908400336,7.180301908400336,3,1,47.21,ca_underperformance,True,LOW,False,anomaly_observation_centroid
ECI:1079061.0,1079061.0,170.0,500.0,-17.62879305,177.44927271,20.784380779345447,20.784380779345447,3,1,47.08,rb_conditioned_expected_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1077960.0,1077960.0,376.0,500.0,-17.6292102,177.4496084,20.10915779128817,20.10915779128817,3,1,47.07,temporal_sudden_drop,False,LOW,False,anomaly_observation_centroid
ECI:1075763.0,1075763.0,159.0,41186.0,-17.645116575,177.415429345,6.314630304701589,6.314630304701589,2,1,47.04,ca_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1070901.0,1070901.0,348.0,41384.0,-17.762682995,177.46449038,10.214515478360868,10.214515478360868,2,1,46.45,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:3623986.0,3623986.0,154.0,40790.0,-17.76868868,177.376730785,6.386159805358089,6.386159805358089,2,1,45.81,ca_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1079829.0,1079829.0,495.0,500.0,-17.5954254,177.506075,3.255574753829648,3.255574753829648,2,1,45.75,ca_underperformance,True,LOW,False,anomaly_observation_centroid
ECI:1080086.0,1080086.0,184.0,500.0,-17.604188475,177.45751458,7.648531494842315,7.648531494842315,2,1,45.59,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1076277.0,1076277.0,177.0,41384.0,-17.60369493,177.48069434,65.4429785507694,65.4429785507694,5,1,45.47,radio_limited_degradation,True,MEDIUM,False,anomaly_observation_centroid
ECI:1076266.0,1076266.0,373.0,40790.0,-17.60578631,177.46086200000002,3.2119886432399003,3.2119886432399003,2,1,45.19,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1077813.0,1077813.0,231.0,41384.0,-17.6376209,177.4754008,0.0,0.0,1,1,44.46,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:3635971.0,3635971.0,233.0,1850.0,-17.61731742,177.45613222,4.972251509884517,4.972251509884517,2,1,44.22,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1076278.0,1076278.0,178.0,500.0,-17.6189487,177.474361665,8.153132854786568,8.153132854786568,2,1,44.19,temporal_local_drop,False,LOW,False,anomaly_observation_centroid
ECI:1076274.0,1076274.0,177.0,41186.0,-17.6034117,177.4815529,18.322784891716765,18.322784891716765,3,1,43.38,radio_limited_degradation,True,LOW,False,anomaly_observation_centroid
ECI:1065534.0,1065534.0,133.0,40790.0,-17.782893075,177.42119667,6.528295486490847,6.528295486490847,2,1,42.7,rb_conditioned_expected_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1073468.0,1073468.0,80.0,40790.0,-17.770745,177.4874512,11.292436158861687,11.292436158861687,3,1,41.24,rb_conditioned_expected_underperformance,False,LOW,False,anomaly_observation_centroid
ECI:1080135.0,1080135.0,195.0,500.0,-17.606867285,177.45684766,3.048198274944083,3.048198274944083,2,1,37.36,rb_conditioned_expected_underperformance,False,LOW,False,anomaly_observation_centroid
