method_or_case,flag_role,flagged_rows,flagged_pct
ml_q75_resource_underperformance_flag,PRODUCTION_resource_trigger,9,2.1844660194174756
ml_hgb_resource_underperformance_flag,PRODUCTION_resource_trigger,3,0.7281553398058253
ml_hgb_temporal_underperformance_flag,PRODUCTION_temporal_trigger,3,0.7281553398058253
ml_lstm_q50_underperformance_flag,CONTEXT_validation_only,0,0.0
ml_iforest_raw_flag,CONTEXT_unsupervised_validation_only,8,1.9417475728155338
ml_iforest_confirmed_underperformance_flag,CONTEXT_validation_only,2,0.48543689320388345
ml_anomaly_candidate_flag,candidate_gate,10,2.4271844660194173
is_ml_throughput_anomaly,strict_production_final_gate,2,0.48543689320388345
