expected_tp_radio_source_level,expected_tp_confidence,rows,median_expected_p75,median_actual_tp,underperform_context_pct,strict_underperform_pct
3.0,high,346,36.313,32.37,10.7,3.5000000000000004
4.0,high,21,106.145,72.104,14.299999999999999,0.0
5.0,medium,45,37.173,38.113,26.700000000000003,0.0
