incident_id,session_id,start_time,end_time,serving_cell_key,serving_pci,serving_eci,latitude,longitude,detection_case,coverage_or_planning_review,priority_score_0_100,impact_score_0_100,detection_confidence_0_100,severity,requires_human_review
INC-000001,542020041221088+20250827094025+Fiji-Nadi-LTE-DL-D!20250827093942,2025-08-26 23:37:42+02:00,2025-08-26 23:37:42+02:00,ECI:1067720.0,351.0,1067720.0,-17.8159714,177.3955939,radio_limited_degradation,True,76.65,90.89,59.24,High,False
INC-000002,542020041221088+20250827094025+Fiji-Nadi-LTE-DL-D!20250827093942,2025-08-26 23:38:05+02:00,2025-08-26 23:38:06+02:00,ECI:1065267.0,145.0,1065267.0,-17.81597139,177.395593795,radio_limited_degradation,True,57.63,58.56,58.13,Medium,False
INC-000003,542020041221088+20250827094025+Fiji-Nadi-LTE-DL-D!20250827093942,2025-08-26 23:39:20+02:00,2025-08-26 23:39:21+02:00,ECI:1065280.0,145.0,1065280.0,-17.8159712,177.3955936,ca_underperformance,False,76.7,66.39,89.29,High,False
INC-000004,542020041221088+20250827094025+Fiji-Nadi-LTE-DL-D!20250827093942,2025-08-26 23:39:27+02:00,2025-08-26 23:39:27+02:00,ECI:1064509.0,288.0,1064509.0,-17.8159712,177.3955937,temporal_local_drop,False,73.55,75.19,71.55,High,False
INC-000005,542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,2025-08-26 23:39:49+02:00,2025-08-26 23:39:50+02:00,EARFCN:40790.0|PCI:288.0,288.0,1064509.0,-17.815971124999997,177.39559362,ca_underperformance,False,80.75,69.36,94.68,High,False
INC-000006,542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,2025-08-26 23:40:01+02:00,2025-08-26 23:40:01+02:00,ECI:1064509.0,288.0,1064509.0,-17.8159711,177.3955937,ca_underperformance,False,75.07,57.43,96.63,High,False
INC-000007,542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,2025-08-26 23:40:15+02:00,2025-08-26 23:40:15+02:00,ECI:1064509.0,288.0,1064509.0,-17.8159711,177.3955937,radio_limited_degradation,True,70.55,69.92,71.31,High,False
INC-000008,542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,2025-08-26 23:41:14+02:00,2025-08-26 23:41:14+02:00,ECI:1064509.0,288.0,1064509.0,-17.8159711,177.3955937,radio_limited_degradation,True,71.13,69.91,72.62,High,False
INC-000009,542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,2025-08-26 23:41:35+02:00,2025-08-26 23:41:36+02:00,ECI:1064509.0,288.0,1064509.0,-17.815971,177.3955936,radio_limited_degradation,True,80.15,77.98,82.8,High,False
INC-000010,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:42:12+02:00,2025-08-26 23:42:12+02:00,ECI:1065267.0,145.0,1065267.0,-17.815971,177.3955936,ca_underperformance,False,66.78,60.84,74.03,High,False
INC-000011,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:43:04+02:00,2025-08-26 23:43:04+02:00,ECI:1065267.0,151.0,1065267.0,-17.8157187,177.3958836,radio_limited_degradation,True,68.81,63.9,74.8,High,False
INC-000012,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:43:18+02:00,2025-08-26 23:43:18+02:00,ECI:1065267.0,145.0,1065267.0,-17.81474082,177.39682594,temporal_local_drop,False,76.64,73.08,81.0,High,False
INC-000013,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:43:37+02:00,2025-08-26 23:43:37+02:00,ECI:1067570.0,151.0,1067570.0,-17.81350226,177.39803618,temporal_local_drop,False,77.87,75.3,81.0,High,False
INC-000014,542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:43:52+02:00,2025-08-26 23:43:52+02:00,ECI:1064756.0,151.0,1064756.0,-17.81249118,177.39902101,temporal_local_drop,False,74.67,71.52,78.52,High,False
INC-000015,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:17+02:00,2025-08-26 23:44:18+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,temporal_local_drop,False,73.35,69.42,78.16,High,False
INC-000016,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:32+02:00,2025-08-26 23:44:32+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,radio_limited_degradation,True,79.34,76.5,82.8,High,False
INC-000017,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:44+02:00,2025-08-26 23:44:48+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,radio_limited_degradation,True,88.13,81.5,96.23,High,False
INC-000018,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:44:56+02:00,2025-08-26 23:44:56+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,temporal_local_drop,False,75.36,63.23,90.19,High,False
INC-000019,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:09+02:00,2025-08-26 23:45:10+02:00,ECI:1067570.0,151.0,1067570.0,-17.811601305,177.399850875,radio_limited_degradation,True,83.11,84.13,82.8,High,False
INC-000020,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:18+02:00,2025-08-26 23:45:19+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,temporal_local_drop,False,88.02,86.53,89.83,High,False
INC-000021,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:27+02:00,2025-08-26 23:45:27+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,temporal_local_drop,False,85.33,88.87,81.0,High,False
INC-000022,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:35+02:00,2025-08-26 23:45:35+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,radio_limited_degradation,True,86.32,89.2,82.8,High,False
INC-000023,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:42+02:00,2025-08-26 23:45:43+02:00,ECI:1067570.0,151.0,1067570.0,-17.811601305,177.399850875,temporal_local_drop,False,87.97,86.66,93.14,High,False
INC-000024,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:45:51+02:00,2025-08-26 23:45:52+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,ca_underperformance,False,86.12,74.76,100.0,High,False
INC-000025,542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,2025-08-26 23:46:06+02:00,2025-08-26 23:46:07+02:00,ECI:1067570.0,151.0,1067570.0,-17.811601305,177.399850875,ca_underperformance,False,85.51,78.74,93.79,High,False
INC-000026,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:19+02:00,2025-08-26 23:46:19+02:00,EARFCN:41186.0|PCI:151.0,151.0,,-17.8116013,177.3998509,ca_underperformance,False,85.99,74.53,100.0,High,False
INC-000027,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:28+02:00,2025-08-26 23:46:28+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,temporal_local_drop,False,80.44,79.99,81.0,High,False
INC-000028,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:38+02:00,2025-08-26 23:46:39+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160131,177.39985085,radio_limited_degradation,True,90.34,85.95,95.71,Critical,False
INC-000029,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:47+02:00,2025-08-26 23:46:48+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,temporal_local_drop,False,80.95,80.91,84.56,High,False
INC-000030,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:56+02:00,2025-08-26 23:46:56+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,temporal_local_drop,False,77.15,73.19,81.98,High,False
INC-000031,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:47:03+02:00,2025-08-26 23:47:03+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,temporal_local_drop,False,88.08,93.87,81.0,High,False
INC-000032,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:47:09+02:00,2025-08-26 23:47:10+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,ca_underperformance,False,90.58,82.88,100.0,Critical,False
INC-000033,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:47:36+02:00,2025-08-26 23:47:36+02:00,ECI:1067570.0,151.0,1067570.0,-17.8116013,177.3998509,radio_limited_degradation,True,85.14,87.06,82.8,High,False
INC-000034,542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:48:21+02:00,2025-08-26 23:48:22+02:00,ECI:1067570.0,151.0,1067570.0,-17.81160836,177.39985997,radio_limited_degradation,True,80.3,78.26,82.8,High,False
INC-000035,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:48:36+02:00,2025-08-26 23:48:36+02:00,ECI:1067570.0,151.0,1067570.0,-17.8115561,177.3999228,temporal_local_drop,False,80.08,79.33,81.0,High,False
INC-000036,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:48:49+02:00,2025-08-26 23:48:49+02:00,ECI:1067570.0,151.0,1067570.0,-17.810757,177.4007305,radio_limited_degradation,True,64.49,61.35,68.32,Medium,False
INC-000037,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:48:59+02:00,2025-08-26 23:49:00+02:00,ECI:1067570.0,151.0,1067570.0,-17.810435625,177.40122265,radio_limited_degradation,True,81.11,79.73,82.8,High,False
INC-000038,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:49:27+02:00,2025-08-26 23:49:27+02:00,ECI:1067570.0,151.0,1067570.0,-17.8119525,177.39964802,radio_limited_degradation,True,77.42,78.41,76.21,High,False
INC-000039,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:49:39+02:00,2025-08-26 23:49:40+02:00,ECI:1067570.0,151.0,1067570.0,-17.813157635,177.39846634,radio_limited_degradation,True,63.32,63.72,68.58,Medium,False
INC-000040,542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:49:57+02:00,2025-08-26 23:49:57+02:00,ECI:1067570.0,151.0,1067570.0,-17.8149233,177.3967452,temporal_local_drop,False,64.92,58.85,72.34,Medium,False
INC-000041,542020041221088+20250827095225+Fiji-Nadi-LTE-DL-D!20250827095140,2025-08-26 23:51:33+02:00,2025-08-26 23:51:33+02:00,ECI:1067553.0,351.0,1067553.0,-17.816197,177.3954095,temporal_local_drop,False,70.24,57.59,85.7,High,False
INC-000042,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:54:41+02:00,2025-08-26 23:54:44+02:00,ECI:1067553.0,351.0,1067553.0,-17.816197,177.3954095,radio_limited_degradation,True,79.0,90.95,64.4,High,False
INC-000043,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:55:08+02:00,2025-08-26 23:55:08+02:00,ECI:1067553.0,351.0,1067553.0,-17.816197,177.3954095,temporal_local_drop,False,73.06,66.57,81.0,High,False
INC-000044,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:56:20+02:00,2025-08-26 23:56:23+02:00,ECI:1067553.0,351.0,1067553.0,-17.8161004,177.3954686,radio_limited_degradation,True,76.94,66.22,90.05,High,False
INC-000045,542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,2025-08-26 23:56:40+02:00,2025-08-26 23:56:40+02:00,ECI:1067553.0,351.0,1067553.0,-17.81500324,177.39656325,temporal_local_drop,False,72.53,57.81,90.52,High,False
INC-000046,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:56:57+02:00,2025-08-26 23:56:57+02:00,ECI:1067553.0,351.0,1067553.0,-17.8134954,177.3980509,radio_limited_degradation,True,79.42,76.66,82.8,High,False
INC-000047,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:13+02:00,2025-08-26 23:57:14+02:00,ECI:1067570.0,151.0,1067570.0,-17.81210668,177.39941038,radio_limited_degradation,True,81.51,80.45,82.8,High,False
INC-000048,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:26+02:00,2025-08-26 23:57:26+02:00,ECI:1067570.0,151.0,1067570.0,-17.81101512,177.40048821,temporal_local_drop,False,81.28,81.51,81.0,High,False
INC-000049,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:35+02:00,2025-08-26 23:57:35+02:00,ECI:1067570.0,151.0,1067570.0,-17.8101501,177.4013366,temporal_local_drop,False,82.8,84.28,81.0,High,False
INC-000050,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:48+02:00,2025-08-26 23:57:51+02:00,ECI:1067570.0,151.0,1067570.0,-17.80912091,177.40296195,radio_limited_degradation,True,79.28,89.87,66.34,High,False
INC-000051,542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:56+02:00,2025-08-26 23:57:56+02:00,ECI:1065267.0,145.0,1065267.0,-17.8089618,177.403915,radio_limited_degradation,True,77.54,73.24,82.8,High,False
INC-000052,542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-26 23:59:03+02:00,2025-08-26 23:59:03+02:00,ECI:1064756.0,149.0,1064756.0,-17.8108518,177.4116205,radio_limited_degradation,True,69.92,62.63,78.83,High,False
INC-000053,542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-26 23:59:12+02:00,2025-08-26 23:59:12+02:00,ECI:1065267.0,145.0,1065267.0,-17.81009268,177.41232286,ca_underperformance,False,68.78,62.48,76.48,High,False
INC-000054,542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-26 23:59:22+02:00,2025-08-26 23:59:22+02:00,ECI:1064756.0,149.0,1064756.0,-17.80922389,177.41292875,temporal_local_drop,False,80.41,80.0,80.92,High,False
INC-000055,542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-27 00:00:56+02:00,2025-08-27 00:00:56+02:00,ECI:1064755.0,148.0,1064755.0,-17.80709114,177.42027637,ca_underperformance,False,73.4,57.71,92.57,High,False
INC-000056,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:01:57+02:00,2025-08-27 00:01:57+02:00,ECI:1064755.0,148.0,1064755.0,-17.807038,177.4225792,temporal_local_drop,False,81.54,76.2,88.07,High,False
INC-000057,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:02:10+02:00,2025-08-27 00:02:11+02:00,ECI:1064755.0,148.0,1064755.0,-17.807038024999997,177.422579205,ca_underperformance,True,81.18,79.86,85.58,High,False
INC-000058,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:02:23+02:00,2025-08-27 00:02:25+02:00,ECI:1064755.0,148.0,1064755.0,-17.80703805,177.42257921,ca_underperformance,True,86.29,75.08,100.0,High,False
INC-000059,542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,2025-08-27 00:03:18+02:00,2025-08-27 00:03:18+02:00,ECI:1064755.0,148.0,1064755.0,-17.80703805,177.42257921,temporal_local_drop,False,77.48,76.84,78.26,High,False
INC-000060,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:31+02:00,2025-08-27 00:03:32+02:00,ECI:1064755.0,148.0,1064755.0,-17.807038,177.4225792,radio_limited_degradation,True,80.72,79.01,97.96,High,False
INC-000061,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:43+02:00,2025-08-27 00:03:43+02:00,ECI:1064755.0,148.0,1064755.0,-17.80703805,177.42257921,radio_limited_degradation,True,81.62,80.66,82.8,High,False
INC-000062,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:56+02:00,2025-08-27 00:03:56+02:00,ECI:1064755.0,148.0,1064755.0,-17.807038,177.4225792,radio_limited_degradation,True,79.81,77.37,82.8,High,False
INC-000063,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:04:11+02:00,2025-08-27 00:04:11+02:00,ECI:1064755.0,148.0,1064755.0,-17.807038,177.4225792,temporal_local_drop,False,79.24,77.8,81.0,High,False
INC-000064,542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:04:23+02:00,2025-08-27 00:04:24+02:00,ECI:1064755.0,148.0,1064755.0,-17.807038024999997,177.422579205,temporal_local_drop,False,81.35,81.63,81.0,High,False
INC-000065,542020041221088+20250827102006+Fiji-Nadi-LTE-DL-D!20250827101931,2025-08-27 00:17:29+02:00,2025-08-27 00:17:29+02:00,EARFCN:500.0|PCI:351.0,351.0,,-17.8160388,177.3955371,radio_limited_degradation,True,76.76,91.0,59.36,High,False
INC-000066,542020041221088+20250827102006+Fiji-Nadi-LTE-DL-D!20250827101931,2025-08-27 00:17:32+02:00,2025-08-27 00:17:41+02:00,ECI:1067720.0,351.0,1067720.0,-17.8160388,177.395537,radio_limited_degradation,True,84.33,90.99,76.18,High,False
INC-000067,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:19:40+02:00,2025-08-27 00:19:40+02:00,ECI:1067720.0,351.0,1067720.0,-17.8092496,177.4025514,ca_underperformance,False,73.88,57.49,93.92,High,False
INC-000068,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:19:45+02:00,2025-08-27 00:19:45+02:00,ECI:1069077.0,140.0,1069077.0,-17.8090323,177.4032189,temporal_local_drop,False,72.6,77.0,67.22,High,False
INC-000069,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:12+02:00,2025-08-27 00:20:14+02:00,ECI:1064906.0,311.0,1064906.0,-17.80976815,177.40686048999999,radio_limited_degradation,True,79.27,88.69,83.04,High,False
INC-000070,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:24+02:00,2025-08-27 00:20:25+02:00,ECI:1065267.0,145.0,1065267.0,-17.81025535,177.4082751,temporal_local_drop,False,82.12,67.49,100.0,High,False
INC-000071,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:31+02:00,2025-08-27 00:20:31+02:00,ECI:1065267.0,145.0,1065267.0,-17.81049232,177.40889417,temporal_local_drop,False,67.4,63.46,72.21,High,False
INC-000072,542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:21:17+02:00,2025-08-27 00:21:17+02:00,ECI:1064756.0,149.0,1064756.0,-17.80910029,177.41300548,ca_underperformance,False,81.65,66.98,99.57,High,False
INC-000073,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:21:53+02:00,2025-08-27 00:21:53+02:00,ECI:1064756.0,149.0,1064756.0,-17.80686405,177.41527523,radio_limited_degradation,True,84.27,71.4,100.0,High,False
INC-000074,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:22:06+02:00,2025-08-27 00:22:06+02:00,ECI:1064756.0,149.0,1064756.0,-17.8068136,177.41642262,temporal_local_drop,False,74.42,67.24,83.2,High,False
INC-000075,542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:23:23+02:00,2025-08-27 00:23:24+02:00,ECI:1064765.0,148.0,1064765.0,-17.807130309999998,177.42448213,temporal_local_drop,False,73.26,66.93,81.0,High,False
INC-000076,542020041221088+20250827102746+Fiji-Nadi-LTE-DL-D!20250827102604,2025-08-27 00:24:39+02:00,2025-08-27 00:24:39+02:00,ECI:1071677.0,395.0,1071677.0,-17.80619877,177.42704507,temporal_local_drop,False,65.91,58.42,75.06,High,False
INC-000077,542020041221088+20250827102746+Fiji-Nadi-LTE-DL-D!20250827102604,2025-08-27 00:25:37+02:00,2025-08-27 00:25:38+02:00,ECI:1071676.0,393.0,1071676.0,-17.80614445,177.43096529,radio_limited_degradation,True,72.48,69.64,75.94,High,False
INC-000078,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:11+02:00,2025-08-27 00:26:11+02:00,EARFCN:40988.0|PCI:393.0,393.0,,-17.80810749,177.43206251,radio_limited_degradation,True,73.6,69.48,78.64,High,False
INC-000079,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:22+02:00,2025-08-27 00:26:22+02:00,ECI:1071637.0,395.0,1071637.0,-17.80895321,177.43252511,ca_underperformance,False,82.55,82.27,82.89,High,False
INC-000080,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:34+02:00,2025-08-27 00:26:34+02:00,ECI:1071637.0,395.0,1071637.0,-17.8097764,177.43301064,radio_limited_degradation,True,68.13,62.76,74.69,High,False
INC-000081,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:41+02:00,2025-08-27 00:26:41+02:00,ECI:1071647.0,395.0,1071647.0,-17.8103516,177.4333475,radio_limited_degradation,True,71.05,64.19,79.43,High,False
INC-000082,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:12+02:00,2025-08-27 00:27:12+02:00,ECI:1071647.0,395.0,1071647.0,-17.8123708,177.4345113,radio_limited_degradation,True,72.68,88.76,53.03,High,False
INC-000083,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:14+02:00,2025-08-27 00:27:16+02:00,ECI:1071687.0,332.0,1071687.0,-17.8125245,177.4345873,ca_underperformance,False,77.14,74.84,79.94,High,False
INC-000084,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:22+02:00,2025-08-27 00:27:26+02:00,ECI:1071687.0,395.0,1071687.0,-17.8130697,177.43489390000002,radio_limited_degradation,True,74.27,95.75,48.02,High,False
INC-000085,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:28+02:00,2025-08-27 00:27:29+02:00,ECI:1070110.0,332.0,1070110.0,-17.813282305,177.4350087,ca_underperformance,True,71.6,94.82,61.04,High,False
INC-000086,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:31+02:00,2025-08-27 00:27:32+02:00,ECI:1071687.0,395.0,1071687.0,-17.813386405000003,177.435067785,radio_limited_degradation,True,73.3,95.1,48.94,High,False
INC-000087,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:34+02:00,2025-08-27 00:27:35+02:00,ECI:1064992.0,469.0,1064992.0,-17.813480575,177.43512262500002,radio_limited_degradation,True,70.58,90.38,46.39,High,False
INC-000088,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:44+02:00,2025-08-27 00:27:48+02:00,ECI:1065032.0,395.0,1065032.0,-17.81402487,177.43542589,ca_underperformance,True,72.38,94.38,66.41,High,False
INC-000089,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:54+02:00,2025-08-27 00:27:55+02:00,ECI:1064992.0,395.0,1064992.0,-17.814467335000003,177.43605760999998,radio_limited_degradation,True,73.5,95.95,47.31,High,False
INC-000090,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:27:57+02:00,2025-08-27 00:27:58+02:00,ECI:1071647.0,395.0,1071647.0,-17.814648585,177.43634012500002,radio_limited_degradation,True,81.28,99.73,58.72,High,False
INC-000091,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:28:04+02:00,2025-08-27 00:28:06+02:00,ECI:1064765.0,148.0,1064765.0,-17.8149731,177.43704756,radio_limited_degradation,True,64.24,84.8,39.78,Medium,False
INC-000092,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:28:08+02:00,2025-08-27 00:28:08+02:00,ECI:1064768.0,148.0,1064768.0,-17.81499525,177.43736452,ca_underperformance,False,72.38,70.87,74.22,High,False
INC-000093,542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:28:10+02:00,2025-08-27 00:28:14+02:00,ECI:1064755.0,148.0,1064755.0,-17.81504324,177.43779089,ca_underperformance,True,81.49,99.41,67.48,High,False
INC-000094,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:28:44+02:00,2025-08-27 00:28:45+02:00,ECI:1064755.0,148.0,1064755.0,-17.814946499999998,177.44097762500002,radio_limited_degradation,True,65.13,68.78,60.67,High,False
INC-000095,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:08+02:00,2025-08-27 00:29:11+02:00,ECI:1070100.0,332.0,1070100.0,-17.81501695,177.439635,ca_underperformance,True,68.73,70.17,84.36,High,False
INC-000096,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:37+02:00,2025-08-27 00:29:37+02:00,ECI:1070100.0,332.0,1070100.0,-17.8149826,177.4369324,radio_limited_degradation,True,67.38,82.23,49.24,High,False
INC-000097,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:39+02:00,2025-08-27 00:29:40+02:00,ECI:1071637.0,395.0,1071637.0,-17.814923200000003,177.43677307500002,radio_limited_degradation,True,79.85,93.58,63.06,High,False
INC-000098,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:43+02:00,2025-08-27 00:29:54+02:00,ECI:1065012.0,148.0,1065012.0,-17.81441225,177.43588346500002,ca_underperformance,True,89.03,98.58,81.74,High,False
INC-000099,542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:56+02:00,2025-08-27 00:30:02+02:00,ECI:1064755.0,148.0,1064755.0,-17.81358941,177.43515596,ca_underperformance,True,86.83,99.98,76.05,High,False
INC-000100,542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,2025-08-27 00:36:49+02:00,2025-08-27 00:36:49+02:00,ECI:1071637.0,395.0,1071637.0,-17.8132629,177.4349241,radio_limited_degradation,True,80.69,99.97,57.13,High,False
