serving_cell_key,rows,sessions,median_tp_mbps,p10_tp_mbps,mean_tp_mbps,low_tp_pct,stat_anomaly_pct,rca_handoff_pct,median_p75_gap_mbps,p90_p75_gap_mbps,median_rsrp_dbm,median_rsrq_db,median_sinr_db,median_cqi,median_mcs,median_bler_pct,p90_bler_pct,median_rb_usage,median_tp_per_rb,approx_observation_latitude,approx_observation_longitude,gps_observation_rows,median_tp_badness,p10_tp_badness,anomaly_rate_badness,p75_gap_badness,cqi_badness,mcs_badness,bler_badness,sinr_badness,rsrq_badness,rsrp_badness,bad_entity_score_0_100,entity_label,bad_entity_rank,bad_entity_percentile,bad_entity_candidate_flag,rank_reliability,serving_pci,serving_eci,serving_earfcn,serving_band
ECI:1076534.0,115,9,39.132545,9.3844736,42.73642421565217,13.043478260869565,16.52173913043478,10.434782608695652,12.53443,53.419336250000015,-101.31576,-10.012769,10.122105,9.0,14.0,3.5211267,7.462756580000002,162.0,0.2719960103626943,-17.61212453,177.4493066,115,0.5390334572490706,0.5204460966542751,0.3643122676579926,0.4758364312267658,0.5892193308550185,0.8345724907063197,0.21561338289962825,0.6654275092936803,0.44609665427509293,0.7472118959107806,51.21,cell_key,129,52.42,False,HIGH,182.0,1076534.0,41384.0,41.0
ECI:1077814.0,162,5,27.225948000000002,11.6312104,44.55077432407408,12.345679012345679,16.049382716049383,9.876543209876543,2.453000000000002,19.28306755000001,-103.19839999999999,-10.651212999999998,11.9489975,9.0,16.0,3.5001094999999998,8.73656,93.0,0.29266118384332923,-17.647108850000002,177.448586685,162,0.7360594795539034,0.4200743494423792,0.34944237918215615,0.1895910780669145,0.5892193308550185,0.7118959107806692,0.20074349442379183,0.5576208178438662,0.6059479553903345,0.8104089219330854,50.87,cell_key,131,51.67,False,HIGH,166.0,1077814.0,41384.0,41.0
ECI:1066036.0,99,4,35.34291,8.6675216,53.85278876767677,13.131313131313133,27.27272727272727,25.252525252525253,6.030528000000004,71.49323900000002,-97.93815,-9.411401,12.354442,10.0,21.0,6.8831167,11.542105800000002,112.0,0.335109375,-17.76543641,177.44346161,99,0.6133828996282528,0.5427509293680297,0.6728624535315985,0.30855018587360594,0.44052044609665425,0.26579925650557623,0.5353159851301115,0.5130111524163569,0.22676579925650558,0.5947955390334573,50.74,cell_key,133,50.93,False,MEDIUM,125.0,1066036.0,41186.0,41.0
ECI:1082165.0,207,10,45.59868,3.0356192,49.64066435637681,18.357487922705314,24.154589371980677,13.043478260869565,19.685380000000002,62.08683799999999,-89.9173,-10.362113,12.0117035,10.0,20.0,3.2089553,6.615478220000001,157.0,0.32776277456647396,-17.6049778,177.45136875,207,0.4795539033457249,0.7881040892193308,0.6022304832713755,0.5947955390334573,0.44052044609665425,0.36617100371747213,0.15985130111524162,0.5464684014869888,0.5687732342007435,0.2527881040892193,50.22,cell_key,135,50.19,False,HIGH,139.0,1082165.0,41384.0,41.0
ECI:1068566.0,53,3,36.944695,7.295033600000001,40.83003873584906,13.20754716981132,22.641509433962266,13.20754716981132,22.80417125,64.15470800000004,-85.13005,-9.365385,15.837231,11.0,21.0,8.297414,12.2458428,54.0,0.5434143113772455,-17.74485517,177.4390367,53,0.5836431226765799,0.5650557620817844,0.5836431226765799,0.6728624535315985,0.2955390334572491,0.26579925650557623,0.6691449814126395,0.2527881040892193,0.20817843866171004,0.15613382899628253,50.12,cell_key,136,49.81,False,MEDIUM,120.0,1068566.0,500.0,1.0
ECI:1077780.0,231,6,49.170128,9.806896,49.915708245887444,10.38961038961039,21.645021645021643,17.74891774891775,73.84803,146.216856,-83.70855,-9.856854,14.555555,10.0,22.0,8.456376,12.27652,117.0,0.42113859649122803,-17.6299921,177.4550123,231,0.41263940520446096,0.49814126394052044,0.5353159851301115,0.9888475836431226,0.44052044609665425,0.19330855018587362,0.7137546468401487,0.3308550185873606,0.3940520446096654,0.137546468401487,50.07,cell_key,137,49.44,False,HIGH,165.0,1077780.0,500.0,1.0
ECI:1065527.0,82,3,32.8039245,3.296601599999999,28.98561046341463,21.951219512195124,26.82926829268293,13.414634146341465,12.094178999999997,37.571745100000015,-101.40881,-9.4384495,16.229699500000002,11.0,20.0,3.28048205,6.83482355,86.5,0.30797318440736476,-17.783762430000003,177.418290155,82,0.6394052044609665,0.7732342007434945,0.6672862453531598,0.46096654275092935,0.2955390334572491,0.36617100371747213,0.16356877323420074,0.2379182156133829,0.24535315985130113,0.7509293680297398,49.98,cell_key,138,49.07,False,MEDIUM,133.0,1065527.0,41384.0,41.0
ECI:1066816.0,166,5,52.176089000000005,1.410648,60.57886245180723,21.084337349397593,27.710843373493976,21.084337349397593,9.612330250000001,43.366742,-98.84903,-9.2775895,14.7123095,11.0,19.5,6.718913049999999,13.822,167.5,0.3457389797251633,-17.774741055,177.37510301999998,166,0.38661710037174724,0.8587360594795539,0.6802973977695167,0.41263940520446096,0.2955390334572491,0.4275092936802974,0.5204460966542751,0.3159851301115242,0.17100371747211895,0.6431226765799256,48.39,cell_key,141,47.96,False,HIGH,158.0,1066816.0,40988.0,41.0
ECI:1066038.0,130,4,45.9693455,0.7377104000000001,44.289803757692304,19.230769230769234,24.615384615384617,19.230769230769234,44.311197250000006,105.5272812,-95.723265,-9.03863875,16.360518,13.0,25.0,4.4536378,10.095438700000004,93.0,0.4853687726348854,-17.7694953,177.4391596,130,0.4684014869888476,0.8921933085501859,0.6282527881040892,0.9070631970260223,0.08364312267657993,0.040892193308550186,0.35687732342007433,0.23048327137546468,0.09293680297397769,0.48698884758364314,47.12,cell_key,143,47.21,False,HIGH,123.0,1066038.0,41384.0,41.0
ECI:1079614.0,99,3,45.268192,28.552848,43.138044212121216,2.0202020202020203,7.07070707070707,7.07070707070707,13.886273000000003,32.7814708,-99.708725,-12.910119,5.1385427,10.0,15.0,5.686434,8.069980000000001,184.0,0.24939246739130433,-17.62785889,177.43280281,99,0.483271375464684,0.17472118959107807,0.1524163568773234,0.5018587360594795,0.44052044609665425,0.775092936802974,0.45353159851301117,0.9368029739776952,0.9219330855018587,0.6914498141263941,47.01,cell_key,144,46.84,False,MEDIUM,346.0,1079614.0,40790.0,41.0
