rows_total,outer_folds,mean_reference_removed_pct,max_reference_removed_pct,median_resource_residual_cut,median_q75_resource_residual_cut,median_q75_resource_correction_log,refit_enabled,nested_outer_fold_filtering
32238,5,1.4586826224542766,1.4771449618113441,-1.0988065029940515,-1.7600821192734337,0.01783456204397127,True,True
