model,split,fold,rows,mae_mbps,rmse_mbps,r2_mbps,mae_log,rmse_log,r2_log,pinball_loss_log,empirical_coverage,coverage_error_from_target
q75_resource,OOF_all_rows,,32238,13.326665932807959,19.419011205327035,0.8146476576703414,0.35938944733494166,0.5278371106644782,0.8061609679678341,0.10827484900602555,0.7595384329052671,0.009538432905267125
