model,split,fold,rows,mae_mbps,rmse_mbps,r2_mbps,mae_log,rmse_log,r2_log,pinball_loss_log,empirical_coverage,coverage_error_from_target
q75_resource,OOF_all_rows,,32238,13.342268981016808,19.519732292344134,0.812719927735162,0.35874646395763704,0.5277447448995881,0.8062288014853599,0.10765494352994448,0.7628264780693591,0.012826478069359104
