rows_total,outer_folds,mean_reference_removed_pct,max_reference_removed_pct,median_resource_residual_cut,median_q75_resource_residual_cut,median_q75_resource_correction_log,refit_enabled,nested_outer_fold_filtering,execution_mode
32238,5,1.4579080305814993,1.4732679409142015,-1.1051539950514224,-1.761137685490139,0.019768719202970075,True,True,reused_validated_oof_cache
