case,rank_in_case,source_index,priority,actual_tp,radio_p75_gap,rb_p75_gap,rolling_drop_gap,previous_sample_drop_gap
ca_underperformance,1,32466,89.72,10.47316131316343,98.48764209736572,57.948211437513805,100.1530361683645,111.5294332066586
ca_underperformance,2,32171,85.33,5.0747149049581495,57.390208886073644,60.85754233758457,47.208727242535836,
radio_limited_degradation,1,32360,85.91,1.4000676405960781,61.064856150435716,67.02130511008116,25.649678747378648,34.12537912334241
radio_limited_degradation,2,32148,84.7,1.7817510034371196,34.53130123544852,44.919557645040385,27.40709646912639,27.40709646912639
rb_conditioned_expected_underperformance,1,32295,54.83,15.351725333669433,47.11319845736236,50.58053190887328,12.209927297430626,
rb_conditioned_expected_underperformance,2,32357,54.38,34.399831269508994,74.56097214102016,82.32724267089371,-3.0816888754217935,-3.0816888754217935
temporal_local_drop,1,32463,87.46,0.897038745502052,79.69848865433474,49.92757446235911,99.10123452509244,109.72915873602587
temporal_local_drop,2,32408,74.12,6.908464975527978,99.23692144473796,43.916148232333185,78.69473148556779,82.9257160246151
temporal_sudden_drop,1,32182,55.95,42.78855322167083,19.676370569360962,23.143704020871887,25.94550089012524,45.78850750262176
