operational_incident_id,id,route_label,start_time,end_time,strict_episodes,rows,max_priority,mean_priority,max_impact,max_confidence,consensus_rows,statistical_only_rows,ml_only_rows,dominant_statistical_type,dominant_ml_type,primary_serving_pci,duration_seconds
INC-001066,542020041221088+20250828143139+Fiji-Nadi-LTE-DL-D!20250828143127,Fiji-Nadi-LTE-DL-D,2025-08-28 04:29:54+02:00,2025-08-28 04:29:54+02:00,1,1,56.23,56.23,53.39,59.7,0,1,0,rb_efficiency_underperformance,normal,168.0,0.0
INC-000320,542020041221088+20250827132825+Fiji-Nadi-LTE-DL-D!20250827122826,Fiji-Nadi-LTE-DL-D,2025-08-27 02:27:40+02:00,2025-08-27 02:27:41+02:00,1,2,56.22,56.22,49.41,64.54,0,2,0,radio_p75_underperformance,normal,149.0,1.0
INC-000908,542020041221088+20250828131005+Fiji-Nadi-LTE-DL-D!20250828130912,Fiji-Nadi-LTE-DL-D,2025-08-28 03:08:42+02:00,2025-08-28 03:08:42+02:00,1,1,56.2,56.2,47.24,67.15,0,1,0,ca_underperformance,ml_hgb_strict_causal_temporal_underperformance,255.0,0.0
INC-000838,542020041221088+20250828124303+Fiji-Nadi-LTE-DL-D!20250828124223,Fiji-Nadi-LTE-DL-D,2025-08-28 02:41:26+02:00,2025-08-28 02:41:26+02:00,1,1,56.17,56.17,60.21,51.23,0,1,0,radio_limited_degradation,normal,169.0,0.0
INC-000415,542020041221088+20250827135549+Fiji-Nadi-LTE-DL-D!20250827133724,Fiji-Nadi-LTE-DL-D,2025-08-27 03:36:19+02:00,2025-08-27 03:36:21+02:00,1,3,56.1,56.1,55.51,56.81,0,3,0,rb_conditioned_underperformance,normal,133.0,2.0
INC-000419,542020041221088+20250827135649+Fiji-Nadi-LTE-DL-D!20250827133934,Fiji-Nadi-LTE-DL-D,2025-08-27 03:38:04+02:00,2025-08-27 03:38:04+02:00,1,1,56.1,56.1,46.52,67.82,0,1,0,sudden_drop,normal,133.0,0.0
INC-000286,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,Fiji-Nadi-LTE-DL-D,2025-08-27 02:09:16+02:00,2025-08-27 02:09:17+02:00,1,2,56.08,56.08,62.65,48.05,0,2,0,ca_underperformance,normal,140.0,1.0
INC-000270,542020041221088+20250827130936+Fiji-Nadi-LTE-DL-D!20250827120414,Fiji-Nadi-LTE-DL-D,2025-08-27 02:02:13+02:00,2025-08-27 02:02:13+02:00,1,1,56.08,56.08,46.27,68.07,0,1,0,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,155.0,0.0
INC-000733,542020041221088+20250828114952+Fiji-Nadi-LTE-DL-D!20250828112430,Fiji-Nadi-LTE-DL-D,2025-08-28 01:22:57+02:00,2025-08-28 01:22:57+02:00,1,1,56.08,56.08,50.98,62.3,0,1,0,ca_underperformance,normal,375.0,0.0
INC-001034,542020041221088+20250828140938+Fiji-Nadi-LTE-DL-D!20250828140855,Fiji-Nadi-LTE-DL-D,2025-08-28 04:08:02+02:00,2025-08-28 04:08:02+02:00,1,1,56.07,56.07,57.27,54.61,0,1,0,ca_underperformance,normal,182.0,0.0
INC-000850,542020041221088+20250828124723+Fiji-Nadi-LTE-DL-D!20250828124651,Fiji-Nadi-LTE-DL-D,2025-08-28 02:45:18+02:00,2025-08-28 02:45:19+02:00,1,2,56.04,56.04,54.65,57.73,0,2,0,rolling_local_drop,normal,314.0,1.0
INC-000329,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,Fiji-Nadi-LTE-DL-D,2025-08-27 02:43:22+02:00,2025-08-27 02:43:22+02:00,1,1,56.04,56.04,52.76,60.04,0,1,0,sudden_drop,normal,144.0,0.0
INC-000776,542020041221088+20250828122241+Fiji-Nadi-LTE-DL-D!20250828121359,Fiji-Nadi-LTE-DL-D,2025-08-28 02:12:26+02:00,2025-08-28 02:12:26+02:00,1,1,56.02,56.02,51.79,61.2,0,1,0,sudden_drop,normal,184.0,0.0
INC-000973,542020041221088+20250828134116+Fiji-Nadi-LTE-DL-D!20250828133502,Fiji-Nadi-LTE-DL-D,2025-08-28 03:33:30+02:00,2025-08-28 03:33:30+02:00,1,1,56.01,56.01,56.8,55.05,0,1,0,radio_limited_degradation,normal,179.0,0.0
INC-000624,542020041221088+20250827161234+Fiji-Nadi-LTE-DL-D!20250827161029,Fiji-Nadi-LTE-DL-D,2025-08-27 06:10:03+02:00,2025-08-27 06:10:03+02:00,1,1,55.95,55.95,50.54,62.55,0,1,0,ca_underperformance,normal,148.0,0.0
INC-000007,542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,Fiji-Nadi-LTE-DL-D,2025-08-26 23:41:14+02:00,2025-08-26 23:41:14+02:00,1,1,55.92,55.92,56.77,54.88,0,1,0,radio_limited_degradation,normal,288.0,0.0
INC-000317,542020041221088+20250827132825+Fiji-Nadi-LTE-DL-D!20250827122826,Fiji-Nadi-LTE-DL-D,2025-08-27 02:26:34+02:00,2025-08-27 02:26:34+02:00,1,1,55.92,55.92,47.21,66.58,0,1,0,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,149.0,0.0
INC-000767,542020041221088+20250828121902+Fiji-Nadi-LTE-DL-D!20250828120130,Fiji-Nadi-LTE-DL-D,2025-08-28 01:59:40+02:00,2025-08-28 01:59:40+02:00,1,1,55.91,55.91,53.75,58.55,0,1,0,sudden_drop,normal,183.0,0.0
INC-001100,542020041221088+20250828154002+Fiji-Nadi-LTE-DL-D!20250828153143,Fiji-Nadi-LTE-DL-D,2025-08-28 05:30:04+02:00,2025-08-28 05:30:05+02:00,1,2,55.88,55.88,57.51,53.88,0,2,0,radio_limited_degradation,normal,157.0,1.0
INC-000739,542020041221088+20250828115533+Fiji-Nadi-LTE-DL-D!20250828113110,Fiji-Nadi-LTE-DL-D,2025-08-28 01:29:29+02:00,2025-08-28 01:29:29+02:00,1,1,55.88,55.88,47.6,65.99,0,1,0,rb_conditioned_underperformance,normal,187.0,0.0
INC-000982,542020041221088+20250828134616+Fiji-Nadi-LTE-DL-D!20250828134149,Fiji-Nadi-LTE-DL-D,2025-08-28 03:41:38+02:00,2025-08-28 03:41:38+02:00,1,1,55.86,55.86,55.08,56.81,0,1,0,radio_limited_degradation,normal,232.0,0.0
INC-000770,542020041221088+20250828121902+Fiji-Nadi-LTE-DL-D!20250828120130,Fiji-Nadi-LTE-DL-D,2025-08-28 02:01:01+02:00,2025-08-28 02:01:01+02:00,1,1,55.84,55.84,48.83,64.41,0,1,0,sudden_drop,normal,183.0,0.0
INC-000601,542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,Fiji-Nadi-LTE-DL-D,2025-08-27 05:57:45+02:00,2025-08-27 05:57:46+02:00,1,2,55.81,55.81,54.85,56.98,0,2,0,ca_underperformance,normal,470.0,1.0
INC-001057,542020041221088+20250828142038+Fiji-Nadi-LTE-DL-D!20250828142010,Fiji-Nadi-LTE-DL-D,2025-08-28 04:18:15+02:00,2025-08-28 04:18:15+02:00,1,1,55.81,55.81,65.29,44.23,0,1,0,radio_limited_degradation,normal,375.0,0.0
INC-000307,542020041221088+20250827131944+Fiji-Nadi-LTE-DL-D!20250827121729,Fiji-Nadi-LTE-DL-D,2025-08-27 02:16:04+02:00,2025-08-27 02:16:04+02:00,1,1,55.8,55.8,55.39,56.3,0,1,0,sudden_drop,normal,146.0,0.0
INC-000217,542020041221088+20250827122836+Fiji-Nadi-LTE-DL-D!20250827113757,Fiji-Nadi-LTE-DL-D,2025-08-27 01:36:59+02:00,2025-08-27 01:36:59+02:00,1,1,55.79,55.79,54.77,57.03,0,1,0,ca_underperformance,normal,394.0,0.0
INC-000376,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,Fiji-Nadi-LTE-DL-D,2025-08-27 03:10:54+02:00,2025-08-27 03:10:54+02:00,1,1,55.78,55.78,55.56,56.04,0,1,0,ca_underperformance,normal,129.0,0.0
INC-000570,542020041221088+20250827152632+Fiji-Nadi-LTE-DL-D!20250827152422,Fiji-Nadi-LTE-DL-D,2025-08-27 05:23:27+02:00,2025-08-27 05:23:28+02:00,1,2,55.73,55.73,59.74,50.83,0,2,0,ca_underperformance,normal,120.0,1.0
INC-000724,542020041221088+20250828114132+Fiji-Nadi-LTE-DL-D!20250828111120,Fiji-Nadi-LTE-DL-D,2025-08-28 01:10:40+02:00,2025-08-28 01:10:40+02:00,1,1,55.73,55.73,47.4,65.9,0,1,0,radio_p75_underperformance,normal,179.0,0.0
INC-000700,542020041221088+20250828105628+Fiji-Nadi-LTE-DL-D!20250828105605,Fiji-Nadi-LTE-DL-D,2025-08-28 00:55:24+02:00,2025-08-28 00:55:24+02:00,1,1,55.68,55.68,54.68,56.91,0,1,0,sudden_drop,normal,163.0,0.0
INC-000693,542020041221088+20250828105207+Fiji-Nadi-LTE-DL-D!20250828105141,Fiji-Nadi-LTE-DL-D,2025-08-28 00:50:09+02:00,2025-08-28 00:50:11+02:00,1,3,55.65,55.65,52.11,59.97,0,3,0,rolling_local_drop,normal,163.0,2.0
INC-000299,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,Fiji-Nadi-LTE-DL-D,2025-08-27 02:12:07+02:00,2025-08-27 02:12:07+02:00,1,1,55.65,55.65,53.75,57.97,0,1,0,ca_underperformance,normal,363.0,0.0
INC-000884,542020041221088+20250828125844+Fiji-Nadi-LTE-DL-D!20250828125759,Fiji-Nadi-LTE-DL-D,2025-08-28 02:56:05+02:00,2025-08-28 02:56:06+02:00,1,2,55.64,55.64,52.89,59.0,0,2,0,rb_efficiency_underperformance,normal,275.0,1.0
INC-000268,542020041221088+20250827124038+Fiji-Nadi-LTE-DL-D!20250827115945,Fiji-Nadi-LTE-DL-D,2025-08-27 01:59:05+02:00,2025-08-27 01:59:05+02:00,1,1,55.61,55.61,42.6,71.5,0,1,0,rb_conditioned_underperformance,ml_quantile_p75_resource_underperformance,155.0,0.0
INC-000327,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,Fiji-Nadi-LTE-DL-D,2025-08-27 02:43:05+02:00,2025-08-27 02:43:05+02:00,1,1,55.61,55.61,47.72,65.25,0,1,0,rb_conditioned_underperformance,ml_hgb_strict_causal_temporal_underperformance,144.0,0.0
INC-000995,542020041221088+20250828135237+Fiji-Nadi-LTE-DL-D!20250828135054,Fiji-Nadi-LTE-DL-D,2025-08-28 03:49:00+02:00,2025-08-28 03:49:00+02:00,1,1,55.54,55.54,52.79,58.9,0,1,0,sudden_drop,normal,232.0,0.0
INC-000165,542020041221088+20250827114430+Fiji-Nadi-LTE-DL-D!20250827111604,Fiji-Nadi-LTE-DL-D,2025-08-27 01:15:34+02:00,2025-08-27 01:15:34+02:00,1,1,55.52,55.52,54.18,57.15,0,1,0,ca_underperformance,normal,116.0,0.0
INC-000983,542020041221088+20250828134616+Fiji-Nadi-LTE-DL-D!20250828134149,Fiji-Nadi-LTE-DL-D,2025-08-28 03:41:47+02:00,2025-08-28 03:41:47+02:00,1,1,55.5,55.5,66.05,42.61,0,1,0,radio_limited_degradation,normal,232.0,0.0
INC-000162,542020041221088+20250827114050+Fiji-Nadi-LTE-DL-D!20250827111354,Fiji-Nadi-LTE-DL-D,2025-08-27 01:13:43+02:00,2025-08-27 01:13:43+02:00,1,1,55.49,55.49,56.3,54.49,0,1,0,radio_limited_degradation,normal,110.0,0.0
INC-001072,542020041221088+20250828143419+Fiji-Nadi-LTE-DL-D!20250828143343,Fiji-Nadi-LTE-DL-D,2025-08-28 04:33:06+02:00,2025-08-28 04:33:07+02:00,1,2,55.48,55.48,61.72,47.86,0,2,0,ca_underperformance,normal,168.0,1.0
