model,split,fold,rows,mae_mbps,rmse_mbps,r2_mbps,mae_log,rmse_log,r2_log,pinball_loss_log,empirical_coverage,coverage_error_from_target
q75_capability,OOF_all_rows,,32238,25.646907621905928,33.72432656784282,0.4409760349945465,0.7080190719210859,1.0738671322360749,0.1976894723426157,0.20214038847640609,0.7653080215894287,0.015308021589428678
