anomaly_rows,median_base_or_magnitude,median_total_bonus,p90_total_bonus,pct_rows_bonus_exceeds_base_or_magnitude,verdict
69,55.0,5.465735902799727,10.465735902799727,0.0,BONUS_IS_SUPPORTING_EVIDENCE
