incident_id,session_id,start_time,end_time,serving_cell_key,serving_pci,detection_case,priority_score_0_100,impact_score_0_100,detection_confidence_0_100,severity,requires_human_review
INC-000278,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,2025-08-27 02:10:32+02:00,2025-08-27 02:10:38+02:00,ECI:1067573.0,151.0,radio_limited_degradation,79.66,99.99,64.59,High,False
INC-000279,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,2025-08-27 02:10:40+02:00,2025-08-27 02:10:43+02:00,ECI:1069383.0,135.0,radio_limited_degradation,78.2,100.0,51.56,High,False
INC-000280,542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,2025-08-27 02:10:52+02:00,2025-08-27 02:10:56+02:00,ECI:1069077.0,363.0,radio_limited_degradation,83.98,95.09,70.41,Medium,False
INC-000281,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:11:05+02:00,2025-08-27 02:11:05+02:00,EARFCN:40988.0|PCI:363.0,363.0,ca_underperformance,73.03,65.8,81.87,High,False
INC-000282,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:11:11+02:00,2025-08-27 02:11:26+02:00,ECI:1065268.0,146.0,radio_limited_degradation,83.47,99.79,72.39,High,False
INC-000283,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:11:42+02:00,2025-08-27 02:11:46+02:00,ECI:1073726.0,363.0,ca_underperformance,75.28,98.79,73.99,High,False
INC-000284,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:11:53+02:00,2025-08-27 02:11:53+02:00,ECI:1073729.0,363.0,radio_limited_degradation,81.74,85.83,76.75,High,False
INC-000285,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:11:56+02:00,2025-08-27 02:11:59+02:00,ECI:1073726.0,363.0,ca_underperformance,72.72,84.79,70.79,Medium,False
INC-000286,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:03+02:00,2025-08-27 02:12:04+02:00,ECI:1073736.0,146.0,radio_limited_degradation,72.31,97.47,64.66,High,False
INC-000287,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:07+02:00,2025-08-27 02:12:07+02:00,ECI:1073726.0,363.0,ca_underperformance,66.21,65.89,66.6,High,False
INC-000288,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:09+02:00,2025-08-27 02:12:12+02:00,ECI:1065268.0,146.0,ca_underperformance,77.09,97.93,61.65,High,False
INC-000289,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:17+02:00,2025-08-27 02:12:20+02:00,ECI:1073726.0,135.0,ca_underperformance,66.06,70.16,64.77,Medium,False
INC-000290,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:24+02:00,2025-08-27 02:12:25+02:00,ECI:1073736.0,140.0,radio_limited_degradation,73.55,98.26,67.94,High,False
INC-000291,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:35+02:00,2025-08-27 02:12:39+02:00,ECI:1069383.0,363.0,radio_limited_degradation,68.43,93.7,53.97,High,False
INC-000292,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:41+02:00,2025-08-27 02:12:45+02:00,ECI:1065236.0,144.0,ca_underperformance,71.63,89.21,70.79,High,False
INC-000293,542020041221088+20250827131704+Fiji-Nadi-LTE-DL-D!20250827121308,2025-08-27 02:12:47+02:00,2025-08-27 02:12:51+02:00,ECI:1065271.0,146.0,radio_limited_degradation,78.58,99.99,67.61,High,False
INC-000294,542020041221088+20250827131944+Fiji-Nadi-LTE-DL-D!20250827121729,2025-08-27 02:15:53+02:00,2025-08-27 02:15:53+02:00,ECI:1073715.0,362.0,temporal_local_drop,71.11,66.29,77.01,High,False
INC-000295,542020041221088+20250827131944+Fiji-Nadi-LTE-DL-D!20250827121729,2025-08-27 02:16:04+02:00,2025-08-27 02:16:04+02:00,ECI:1064754.0,146.0,temporal_local_drop,66.55,67.99,64.8,High,False
INC-000296,542020041221088+20250827131944+Fiji-Nadi-LTE-DL-D!20250827121729,2025-08-27 02:16:43+02:00,2025-08-27 02:16:44+02:00,ECI:1068064.0,143.0,ca_underperformance,60.99,59.12,63.28,Medium,False
INC-000297,542020041221088+20250827132124+Fiji-Nadi-LTE-DL-D!20250827121942,2025-08-27 02:19:17+02:00,2025-08-27 02:19:17+02:00,ECI:1064765.0,148.0,radio_limited_degradation,80.99,75.28,87.96,High,False
INC-000298,542020041221088+20250827132304+Fiji-Nadi-LTE-DL-D!20250827122156,2025-08-27 02:21:20+02:00,2025-08-27 02:21:20+02:00,ECI:1064757.0,147.0,ca_underperformance,76.39,76.33,76.47,High,False
INC-000299,542020041221088+20250827132304+Fiji-Nadi-LTE-DL-D!20250827122156,2025-08-27 02:21:33+02:00,2025-08-27 02:21:33+02:00,ECI:1065269.0,144.0,ca_underperformance,75.01,54.56,100.0,High,False
INC-000300,542020041221088+20250827132444+Fiji-Nadi-LTE-DL-D!20250827122410,2025-08-27 02:22:29+02:00,2025-08-27 02:22:29+02:00,ECI:1064759.0,149.0,radio_limited_degradation,80.51,78.04,83.53,High,False
INC-000301,542020041221088+20250827132625+Fiji-Nadi-LTE-DL-D!20250827122623,2025-08-27 02:25:09+02:00,2025-08-27 02:25:09+02:00,ECI:1064759.0,149.0,temporal_local_drop,68.45,57.7,81.58,High,False
INC-000302,542020041221088+20250827132625+Fiji-Nadi-LTE-DL-D!20250827122623,2025-08-27 02:26:00+02:00,2025-08-27 02:26:03+02:00,ECI:1064759.0,149.0,radio_limited_degradation,83.12,90.9,73.6,High,False
INC-000303,542020041221088+20250827132625+Fiji-Nadi-LTE-DL-D!20250827122623,2025-08-27 02:26:21+02:00,2025-08-27 02:26:23+02:00,ECI:1064759.0,149.0,temporal_local_drop,79.1,62.91,98.89,Medium,False
INC-000304,542020041221088+20250827132825+Fiji-Nadi-LTE-DL-D!20250827122826,2025-08-27 02:26:34+02:00,2025-08-27 02:26:34+02:00,ECI:1064759.0,149.0,rb_conditioned_expected_underperformance,66.99,56.73,79.52,High,False
INC-000305,542020041221088+20250827132825+Fiji-Nadi-LTE-DL-D!20250827122826,2025-08-27 02:26:47+02:00,2025-08-27 02:26:49+02:00,ECI:1064759.0,149.0,ca_underperformance,93.68,88.51,100.0,Critical,False
INC-000306,542020041221088+20250827132825+Fiji-Nadi-LTE-DL-D!20250827122826,2025-08-27 02:27:40+02:00,2025-08-27 02:27:41+02:00,ECI:1064759.0,149.0,radio_condition_expected_underperformance,65.96,56.33,77.72,High,False
INC-000307,542020041221088+20250827133005+Fiji-Nadi-LTE-DL-D!20250827124117,2025-08-27 02:39:22+02:00,2025-08-27 02:39:27+02:00,ECI:1064759.0,149.0,radio_limited_degradation,80.55,90.95,67.83,High,False
INC-000308,542020041221088+20250827133005+Fiji-Nadi-LTE-DL-D!20250827124117,2025-08-27 02:40:09+02:00,2025-08-27 02:40:09+02:00,ECI:1064759.0,149.0,rb_conditioned_expected_underperformance,68.52,56.45,83.27,High,False
INC-000309,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:42:42+02:00,2025-08-27 02:42:43+02:00,ECI:1065269.0,144.0,radio_limited_degradation,80.77,90.79,70.5,High,False
INC-000310,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:42:53+02:00,2025-08-27 02:42:55+02:00,ECI:1065269.0,144.0,radio_limited_degradation,82.94,90.69,73.6,High,False
INC-000311,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:42:58+02:00,2025-08-27 02:42:58+02:00,ECI:1065269.0,144.0,temporal_local_drop,69.82,68.03,72.0,High,False
INC-000312,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:43:03+02:00,2025-08-27 02:43:03+02:00,ECI:1065269.0,144.0,radio_limited_degradation,77.78,68.51,89.11,High,False
INC-000313,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:43:05+02:00,2025-08-27 02:43:05+02:00,ECI:1065269.0,144.0,temporal_sudden_drop,71.91,57.85,89.09,High,False
INC-000314,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:43:10+02:00,2025-08-27 02:43:12+02:00,ECI:1065269.0,144.0,temporal_local_drop,62.0,58.6,66.74,Medium,False
INC-000315,542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:43:22+02:00,2025-08-27 02:43:22+02:00,ECI:1065269.0,144.0,temporal_local_drop,67.44,64.83,70.63,High,False
INC-000316,542020041221088+20250827133206+Fiji-Nadi-LTE-DL-D!20250827125008,2025-08-27 02:49:04+02:00,2025-08-27 02:49:04+02:00,ECI:1065269.0,144.0,radio_limited_degradation,76.81,97.82,51.14,High,False
INC-000317,542020041221088+20250827133206+Fiji-Nadi-LTE-DL-D!20250827125008,2025-08-27 02:49:17+02:00,2025-08-27 02:49:17+02:00,ECI:1064757.0,147.0,radio_limited_degradation,68.95,78.23,57.6,High,False
INC-000318,542020041221088+20250827133406+Fiji-Nadi-LTE-DL-D!20250827125219,2025-08-27 02:50:17+02:00,2025-08-27 02:50:17+02:00,ECI:1064757.0,147.0,radio_limited_degradation,67.96,70.71,64.59,High,False
INC-000319,542020041221088+20250827133406+Fiji-Nadi-LTE-DL-D!20250827125219,2025-08-27 02:50:31+02:00,2025-08-27 02:50:33+02:00,ECI:1073728.0,147.0,ca_underperformance,69.89,71.7,67.68,High,False
INC-000320,542020041221088+20250827133446+Fiji-Nadi-LTE-DL-D!20250827125432,2025-08-27 02:54:03+02:00,2025-08-27 02:54:05+02:00,ECI:1065250.0,331.0,ca_underperformance,61.05,67.54,53.11,Medium,False
INC-000321,542020041221088+20250827133546+Fiji-Nadi-LTE-DL-D!20250827125646,2025-08-27 02:56:07+02:00,2025-08-27 02:56:08+02:00,ECI:1065268.0,146.0,temporal_local_drop,61.04,60.13,81.88,Medium,True
INC-000322,542020041221088+20250827133707+Fiji-Nadi-LTE-DL-D!20250827125859,2025-08-27 02:58:21+02:00,2025-08-27 02:58:21+02:00,ECI:1065281.0,146.0,radio_limited_degradation,69.24,69.94,68.38,High,False
INC-000323,542020041221088+20250827133707+Fiji-Nadi-LTE-DL-D!20250827125859,2025-08-27 02:58:44+02:00,2025-08-27 02:58:46+02:00,ECI:1064767.0,147.0,radio_limited_degradation,71.57,69.94,73.57,High,False
INC-000324,542020041221088+20250827133827+Fiji-Nadi-LTE-DL-D!20250827130111,2025-08-27 03:00:29+02:00,2025-08-27 03:00:30+02:00,ECI:1064737.0,309.0,radio_limited_degradation,72.95,90.69,60.71,High,False
INC-000325,542020041221088+20250827133827+Fiji-Nadi-LTE-DL-D!20250827130111,2025-08-27 03:01:10+02:00,2025-08-27 03:01:10+02:00,ECI:1065543.0,132.0,ca_underperformance,75.53,81.72,67.96,High,False
INC-000326,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:01:25+02:00,2025-08-27 03:01:25+02:00,ECI:1064737.0,394.0,radio_limited_degradation,73.97,72.93,75.24,High,False
INC-000327,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:01:49+02:00,2025-08-27 03:01:50+02:00,ECI:1065506.0,132.0,temporal_local_drop,70.63,61.83,81.38,High,False
INC-000328,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:01:56+02:00,2025-08-27 03:01:56+02:00,ECI:1065506.0,322.0,radio_limited_degradation,91.89,85.25,100.0,Critical,False
INC-000329,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:02+02:00,2025-08-27 03:02:02+02:00,ECI:1065506.0,322.0,radio_limited_degradation,85.37,95.0,73.6,High,False
INC-000330,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:14+02:00,2025-08-27 03:02:14+02:00,ECI:1065506.0,322.0,temporal_local_drop,72.18,63.91,82.28,High,False
INC-000331,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:22+02:00,2025-08-27 03:02:22+02:00,ECI:1065502.0,322.0,ca_underperformance,69.25,73.87,63.61,High,False
INC-000332,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:29+02:00,2025-08-27 03:02:30+02:00,ECI:1065502.0,134.0,radio_limited_degradation,74.17,60.99,94.17,High,False
INC-000333,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:40+02:00,2025-08-27 03:02:45+02:00,ECI:1067828.0,127.0,radio_limited_degradation,79.67,90.96,90.55,High,False
INC-000334,542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:53+02:00,2025-08-27 03:02:54+02:00,ECI:1065505.0,321.0,ca_underperformance,89.75,81.37,100.0,High,False
INC-000335,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:00+02:00,2025-08-27 03:04:01+02:00,ECI:1072662.0,394.0,temporal_local_drop,66.08,61.79,71.33,High,False
INC-000336,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:10+02:00,2025-08-27 03:04:10+02:00,ECI:1065535.0,394.0,temporal_local_drop,90.72,91.4,89.89,Critical,False
INC-000337,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:22+02:00,2025-08-27 03:04:24+02:00,ECI:1065535.0,394.0,radio_limited_degradation,85.76,95.71,100.0,High,False
INC-000338,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:30+02:00,2025-08-27 03:04:31+02:00,ECI:1065535.0,394.0,temporal_local_drop,81.5,80.3,100.0,High,False
INC-000339,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:41+02:00,2025-08-27 03:04:42+02:00,ECI:1072704.0,395.0,radio_limited_degradation,80.94,88.25,73.6,High,False
INC-000340,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:49+02:00,2025-08-27 03:04:49+02:00,ECI:1072704.0,395.0,temporal_local_drop,83.5,92.9,72.0,High,False
INC-000341,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:04:56+02:00,2025-08-27 03:04:57+02:00,ECI:1072704.0,395.0,radio_limited_degradation,86.34,98.07,73.6,High,False
INC-000342,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:05:03+02:00,2025-08-27 03:05:03+02:00,ECI:1072704.0,395.0,temporal_local_drop,68.46,57.59,81.74,High,False
INC-000343,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:05:08+02:00,2025-08-27 03:05:08+02:00,ECI:1072704.0,395.0,ca_underperformance,97.68,98.09,97.17,Critical,False
INC-000344,542020041221088+20250827134107+Fiji-Nadi-LTE-DL-D!20250827130537,2025-08-27 03:05:14+02:00,2025-08-27 03:05:16+02:00,ECI:1072704.0,395.0,temporal_local_drop,82.69,91.43,90.47,High,False
INC-000345,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:05:53+02:00,2025-08-27 03:05:54+02:00,ECI:1072702.0,394.0,temporal_local_drop,80.55,64.75,99.86,High,False
INC-000346,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:01+02:00,2025-08-27 03:06:01+02:00,ECI:1072702.0,394.0,temporal_local_drop,83.53,92.97,72.0,High,False
INC-000347,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:08+02:00,2025-08-27 03:06:10+02:00,ECI:1072702.0,394.0,radio_limited_degradation,92.0,94.74,88.66,Critical,False
INC-000348,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:16+02:00,2025-08-27 03:06:17+02:00,ECI:1072702.0,394.0,ca_underperformance,95.84,92.43,100.0,Critical,False
INC-000349,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:42+02:00,2025-08-27 03:06:42+02:00,ECI:1072702.0,394.0,ca_underperformance,87.98,78.15,100.0,High,False
INC-000350,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:50+02:00,2025-08-27 03:06:50+02:00,ECI:1072702.0,394.0,radio_limited_degradation,83.27,91.19,73.6,High,False
INC-000351,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:58+02:00,2025-08-27 03:06:59+02:00,ECI:1072702.0,394.0,radio_limited_degradation,94.38,89.79,100.0,Critical,False
INC-000352,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:07:07+02:00,2025-08-27 03:07:08+02:00,ECI:1072702.0,394.0,temporal_local_drop,80.95,88.27,100.0,High,False
INC-000353,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:07:17+02:00,2025-08-27 03:07:17+02:00,ECI:1072702.0,394.0,temporal_local_drop,78.8,84.36,72.0,High,False
INC-000354,542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:07:45+02:00,2025-08-27 03:07:47+02:00,ECI:1067153.0,338.0,radio_limited_degradation,82.5,90.88,72.25,High,False
INC-000355,542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,2025-08-27 03:08:23+02:00,2025-08-27 03:08:23+02:00,ECI:1067032.0,131.0,temporal_local_drop,75.52,80.03,70.0,High,False
INC-000356,542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,2025-08-27 03:08:46+02:00,2025-08-27 03:08:46+02:00,ECI:1067060.0,129.0,radio_limited_degradation,77.15,80.06,73.6,High,False
INC-000357,542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,2025-08-27 03:09:34+02:00,2025-08-27 03:09:35+02:00,ECI:1067060.0,129.0,radio_limited_degradation,63.9,63.38,64.79,Medium,False
INC-000358,542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,2025-08-27 03:09:48+02:00,2025-08-27 03:09:48+02:00,ECI:1067060.0,129.0,radio_limited_degradation,71.5,73.66,68.87,High,False
INC-000359,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:10:11+02:00,2025-08-27 03:10:11+02:00,ECI:1067153.0,131.0,ca_underperformance,95.08,91.05,100.0,Critical,False
INC-000360,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:10:41+02:00,2025-08-27 03:10:42+02:00,ECI:1072700.0,393.0,temporal_local_drop,63.24,57.79,79.91,Medium,False
INC-000361,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:10:54+02:00,2025-08-27 03:10:54+02:00,ECI:1067060.0,129.0,ca_underperformance,68.72,68.3,69.24,High,False
INC-000362,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:10:59+02:00,2025-08-27 03:11:00+02:00,ECI:1067060.0,129.0,temporal_local_drop,70.06,64.83,78.62,High,False
INC-000363,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:11:16+02:00,2025-08-27 03:11:18+02:00,ECI:1067060.0,129.0,radio_limited_degradation,71.33,69.47,73.6,Medium,False
INC-000364,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:11:55+02:00,2025-08-27 03:11:56+02:00,ECI:1067060.0,129.0,temporal_local_drop,72.53,72.96,72.0,High,False
INC-000365,542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:12:10+02:00,2025-08-27 03:12:11+02:00,ECI:1067060.0,129.0,temporal_local_drop,73.07,66.31,81.34,High,False
INC-000366,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,2025-08-27 03:12:34+02:00,2025-08-27 03:12:36+02:00,ECI:1067060.0,129.0,ca_underperformance,85.55,81.17,100.0,High,False
INC-000367,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,2025-08-27 03:12:45+02:00,2025-08-27 03:12:47+02:00,ECI:1067060.0,129.0,radio_limited_degradation,82.13,87.17,100.0,High,False
INC-000368,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,2025-08-27 03:12:59+02:00,2025-08-27 03:13:01+02:00,ECI:1067150.0,338.0,ca_underperformance,72.37,71.46,73.48,Medium,False
INC-000369,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,2025-08-27 03:13:19+02:00,2025-08-27 03:13:21+02:00,ECI:1067148.0,339.0,ca_underperformance,78.57,71.85,87.03,High,False
INC-000370,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,2025-08-27 03:13:34+02:00,2025-08-27 03:13:44+02:00,ECI:1067148.0,339.0,radio_limited_degradation,82.96,90.61,73.6,High,False
INC-000371,542020041221088+20250827134607+Fiji-Nadi-LTE-DL-D!20250827131425,2025-08-27 03:13:55+02:00,2025-08-27 03:13:57+02:00,ECI:1067148.0,339.0,radio_limited_degradation,77.33,80.38,73.6,High,False
INC-000372,542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,2025-08-27 03:14:43+02:00,2025-08-27 03:14:44+02:00,ECI:1066035.0,123.0,ca_underperformance,56.61,58.38,54.45,Medium,False
INC-000373,542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,2025-08-27 03:14:49+02:00,2025-08-27 03:14:51+02:00,ECI:1067041.0,339.0,radio_limited_degradation,62.68,66.34,59.73,Medium,False
INC-000374,542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,2025-08-27 03:15:25+02:00,2025-08-27 03:15:25+02:00,ECI:1072408.0,395.0,temporal_local_drop,72.02,72.04,72.0,High,False
INC-000375,542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,2025-08-27 03:15:38+02:00,2025-08-27 03:15:40+02:00,ECI:1072445.0,395.0,ca_underperformance,94.62,95.72,93.28,Critical,False
INC-000376,542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,2025-08-27 03:15:55+02:00,2025-08-27 03:15:55+02:00,ECI:1072405.0,395.0,temporal_local_drop,68.5,74.77,60.83,High,False
INC-000377,542020041221088+20250827134908+Fiji-Nadi-LTE-DL-D!20250827131851,2025-08-27 03:17:01+02:00,2025-08-27 03:17:11+02:00,ECI:1066015.0,123.0,radio_limited_degradation,73.75,73.17,74.45,Medium,False
INC-000378,542020041221088+20250827134908+Fiji-Nadi-LTE-DL-D!20250827131851,2025-08-27 03:18:37+02:00,2025-08-27 03:18:38+02:00,ECI:1067061.0,123.0,ca_underperformance,59.09,73.31,60.69,Medium,False
INC-000379,542020041221088+20250827134908+Fiji-Nadi-LTE-DL-D!20250827131851,2025-08-27 03:18:41+02:00,2025-08-27 03:18:43+02:00,ECI:1066048.0,123.0,radio_limited_degradation,68.59,84.68,60.42,High,False
INC-000380,542020041221088+20250827135108+Fiji-Nadi-LTE-DL-D!20250827132314,2025-08-27 03:21:27+02:00,2025-08-27 03:21:28+02:00,ECI:1067151.0,339.0,radio_limited_degradation,62.13,65.94,57.56,Medium,False
INC-000381,542020041221088+20250827135108+Fiji-Nadi-LTE-DL-D!20250827132314,2025-08-27 03:22:13+02:00,2025-08-27 03:22:14+02:00,ECI:1067048.0,339.0,ca_underperformance,61.2,63.77,58.07,Medium,False
INC-000382,542020041221088+20250827135108+Fiji-Nadi-LTE-DL-D!20250827132314,2025-08-27 03:22:18+02:00,2025-08-27 03:22:19+02:00,ECI:1066045.0,123.0,radio_limited_degradation,69.21,81.12,54.65,High,False
INC-000383,542020041221088+20250827135148+Fiji-Nadi-LTE-DL-D!20250827132524,2025-08-27 03:25:19+02:00,2025-08-27 03:25:20+02:00,ECI:1067153.0,338.0,radio_limited_degradation,63.68,63.31,69.48,Medium,False
INC-000384,542020041221088+20250827135208+Fiji-Nadi-LTE-DL-D!20250827132735,2025-08-27 03:25:40+02:00,2025-08-27 03:25:40+02:00,ECI:1067062.0,131.0,radio_limited_degradation,56.83,31.6,87.66,Medium,False
INC-000385,542020041221088+20250827135208+Fiji-Nadi-LTE-DL-D!20250827132735,2025-08-27 03:26:40+02:00,2025-08-27 03:26:41+02:00,ECI:1067152.0,340.0,radio_limited_degradation,69.69,71.79,68.54,High,False
INC-000386,542020041221088+20250827135208+Fiji-Nadi-LTE-DL-D!20250827132735,2025-08-27 03:26:48+02:00,2025-08-27 03:26:48+02:00,ECI:1067153.0,338.0,radio_limited_degradation,68.57,60.99,77.84,High,False
INC-000387,542020041221088+20250827135208+Fiji-Nadi-LTE-DL-D!20250827132735,2025-08-27 03:27:07+02:00,2025-08-27 03:27:07+02:00,ECI:1067153.0,338.0,temporal_local_drop,74.29,67.26,82.88,High,False
INC-000388,542020041221088+20250827135208+Fiji-Nadi-LTE-DL-D!20250827132735,2025-08-27 03:27:21+02:00,2025-08-27 03:27:22+02:00,ECI:1067153.0,338.0,radio_limited_degradation,68.55,58.91,80.34,High,False
INC-000389,542020041221088+20250827135208+Fiji-Nadi-LTE-DL-D!20250827132735,2025-08-27 03:27:32+02:00,2025-08-27 03:27:32+02:00,ECI:1067153.0,338.0,temporal_local_drop,73.1,63.34,85.02,High,False
INC-000390,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,2025-08-27 03:33:16+02:00,2025-08-27 03:33:16+02:00,ECI:1064767.0,147.0,radio_limited_degradation,78.09,100.0,51.31,High,False
INC-000391,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,2025-08-27 03:33:27+02:00,2025-08-27 03:33:27+02:00,ECI:1064764.0,147.0,ca_underperformance,76.03,80.32,70.79,High,False
INC-000392,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,2025-08-27 03:33:38+02:00,2025-08-27 03:33:40+02:00,ECI:1064764.0,147.0,radio_limited_degradation,77.25,98.23,51.61,High,False
INC-000393,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,2025-08-27 03:33:50+02:00,2025-08-27 03:33:50+02:00,ECI:1065543.0,132.0,ca_underperformance,71.72,68.05,76.2,High,False
INC-000394,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,2025-08-27 03:34:37+02:00,2025-08-27 03:34:37+02:00,ECI:1065543.0,132.0,radio_limited_degradation,73.9,60.7,90.04,High,False
INC-000395,542020041221088+20250827135348+Fiji-Nadi-LTE-DL-D!20250827133514,2025-08-27 03:34:54+02:00,2025-08-27 03:34:55+02:00,ECI:1065543.0,132.0,radio_limited_degradation,75.86,69.35,83.82,High,False
INC-000396,542020041221088+20250827135549+Fiji-Nadi-LTE-DL-D!20250827133724,2025-08-27 03:35:30+02:00,2025-08-27 03:35:31+02:00,ECI:1065543.0,132.0,temporal_local_drop,84.69,77.58,93.38,High,False
