Location - Latitude,Location - Longitude,plan_distance_km,LTE - NeighborCells(0) - PCI,plan_site_sector_ID,plan_siteID,plan_sectorID,plan_Azimuth,plan_PCI,plan_RSI,plan_Mod4,plan_Cell Radius
-17.7850201,177.4186336,16057.483208445406,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.74556624,177.43210181,16056.968089654321,114.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6032105,177.4539543,16052.499841284403,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.773235,177.4380256,16058.811663295464,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.815992,177.3955965,16056.682655355755,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6079947,177.4530403,16052.633487377543,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.80037116,177.42006807,16058.32624875597,147.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6307751,177.4308417,16051.549445943916,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7806534,177.486772,16063.852624318835,80.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60520841,177.45211225,16052.414962607947,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6304093,177.4796154,16056.232095158848,251.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7102471,177.4457525,16056.657209547926,121.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8053064,177.4149281,16058.05700715558,146.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6380769,177.46792662,16055.460749433569,167.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6037144,177.4527025,16052.402592525199,183.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77211362,177.36954807,16052.157082663565,157.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62894218,177.46301669,16054.564867587176,252.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7627804,177.4844844,16062.810234025681,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7529614,177.4542835,16059.446890637175,212.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.75187264,177.45909627,16059.860782815793,110.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.59728777,177.50032301,16056.692269636389,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7644263,177.4884145,16063.264836944883,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.81160131,177.39985085,16056.891656898635,145.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7802795,177.4853245,16063.695878661647,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8128907,177.4432632,16061.13749675226,151.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6080148,177.4622653,16053.523195216727,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8037269,177.4225293,16058.717582000168,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.79294239,177.42265347,16058.234600662821,147.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7744787,177.3675332,16052.071405270923,157.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6049517,177.45354119,16052.540735939521,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8024854,177.4168565,16058.113551432172,141.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7612994,177.4536965,16059.773856708012,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7770465,177.4322488,16058.429801926746,338.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7371849,177.4599081,16059.262939543261,487.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77461008,177.36767911,16052.091509592628,158.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6310461,177.4440356,16052.833329952184,166.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.81589263,177.39568504,16056.686639249965,151.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7723257,177.4242014,16057.436923785377,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.78599445,177.39212106,16054.971292697683,153.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6049491,177.4535421,16052.540703121922,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.681091,177.3917544,16050.10751528249,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6105428,177.4412958,16051.619994351893,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8138662,177.4377947,16060.654874122283,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6134103,177.4568148,16053.248051493429,168.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.76409873,177.44650622,16059.209348469238,349.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8128905,177.4432648,16061.137641876669,151.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6819105,177.3867786,16049.665712914053,318.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6180085,177.4632835,16054.084287712458,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.66529303,177.40655907,16050.805127474081,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7528444,177.45428,16059.441169924636,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8135428,177.4450214,16061.336963986987,332.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6766502,177.4032859,16051.014049750018,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62131078,177.43707888,16051.712370003006,310.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7696147,177.4387399,16058.714138157402,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6046881,177.4534328,16052.518077297273,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7656645,177.466413,16061.20063131674,112.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.81498176,177.44105401,16061.020361876404,393.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6067881,177.4646426,16053.69538430044,353.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6044542,177.4521689,16052.385468808472,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7509314,177.4572115,16059.635765194083,487.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60477159,177.45396388,16052.573112659917,184.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61871226,177.45990821,16053.79168009853,179.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6054784,177.4492992,16052.156452145673,141.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.785047,177.4453906,16060.064533969662,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7453088,177.4317906,16056.926239141188,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61591485,177.44583574,16052.306245562788,169.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.619785,177.4527909,16053.155610767628,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.615064,177.4548456,16053.134927957284,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60596324,177.45579694,16052.804940041387,197.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8159713,177.3955937,16056.681436339293,299.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7667944,177.4458326,16059.268345809409,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.74440083,177.43851172,16057.532428400427,121.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6357402,177.4280503,16051.510191560408,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6378894,177.4686631,16055.52303680261,352.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6050598,177.4493482,16052.141775161499,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.768489,177.4760097,16062.255753319703,171.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7694164,177.4762377,16062.32038101982,470.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.5959872,177.5041615,16057.001709622737,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63490878,177.43043247,16051.70127739777,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7801026,177.4528104,16060.55281405692,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63227982,177.45435649,16053.884911771678,384.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7804931,177.4300747,16058.37851243051,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.59725818,177.50041297,16056.699563195858,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.79014489,177.42516765,16058.348609949791,322.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60535404,177.458149,16053.00331375326,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6160085,177.4528089,16052.982443355579,383.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6010959,177.4887001,16055.749193720998,495.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.76420049,177.46384801,16060.886008160405,215.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.75711661,177.45730559,16059.929416134282,212.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.64005665,177.42277703,16051.201702375602,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6045667,177.4529882,16052.469616845232,184.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7964364,177.4006847,16056.276419349288,148.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7702465,177.43604117,16058.482969681616,339.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.761115,177.4588107,16060.258445185364,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7595282,177.4588998,16060.194048538393,48.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7736343,177.4339384,16058.435922051329,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8070144,177.4180692,16058.438284992706,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.807015,177.4180676,16058.438158214778,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.74066661,177.45668877,16059.112902667051,215.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6035354,177.4529287,16052.416089610095,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60526079,177.4516691,16052.374695014058,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6299921,177.4551687,16053.85728661538,275.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6037131,177.4527015,16052.402435933485,183.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7888105,177.4266895,16058.434091212104,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6170087,177.4611331,16053.830792740526,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7739841,177.4332495,16058.38557227052,339.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6762165,177.4010353,16050.777105813091,455.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7630083,177.4315344,16057.71568517149,326.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7417936,177.4572487,16059.218766415202,50.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6248258,177.4338728,16051.566171323177,346.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61479639,177.46615394,16054.212054367805,253.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6026845,177.455664,16052.640179499349,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6616762,177.4054201,16050.52829177361,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6177066,177.4669505,16054.423609481075,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62108665,177.4596063,16053.872553530173,250.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7630846,177.4570763,16060.181813884152,130.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.626664,177.4650488,16054.65519463295,167.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62592689,177.43136518,16051.375511628525,345.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7730395,177.37443017,16052.670402692695,158.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6146508,177.4632453,16053.925074154224,250.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.603557,177.48125766,16055.146317451356,351.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6104373,177.4513539,16052.584180959571,182.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62213364,177.43598781,16051.645336792486,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.610677,177.4514188,16052.601538913486,140.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7806145,177.4894183,16064.10597759545,80.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6078988,177.4525061,16052.577576176514,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.72878765,177.45416631,16058.322682586664,49.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62954936,177.45452989,16053.775241054427,384.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6033735,177.4529811,16052.413634649365,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.71058484,177.44635943,16056.731283316489,121.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8068602,177.4162283,16058.25367689389,147.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6142827,177.4623152,16053.818410213888,179.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6036873,177.44993903,16052.135093811446,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8036413,177.453737,16061.723125819422,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7770355,177.3767163,16053.074385912405,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7709263,177.4369683,16058.603609200452,395.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8139084,177.4437627,16061.232348978421,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7448837,177.4423812,16057.927699251388,121.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7733011,177.3803693,16053.255139457118,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7997577,177.4168687,16057.989563873763,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8070149,177.4180677,16058.438163271296,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.773624,177.4560153,16060.564089599404,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6194649,177.4643155,16054.251173620121,250.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7865752,177.4430933,16059.913211466815,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60467515,177.45335915,16052.510381443166,185.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6294116,177.4315489,16051.554493417729,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.628515,177.4723437,16055.443763223357,352.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62734403,177.44532596,16052.786316478065,385.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7808082,177.4298421,16058.370558991228,134.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.619648,177.4393553,16051.854723038829,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.70504988,177.43657815,16055.533253453017,316.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8032109,177.4153458,16058.001150961103,149.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60710484,177.46298394,16053.55026311902,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6054301,177.4526101,16052.47320091405,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8095612,177.4328906,16059.984462298387,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6276763,177.4328331,16051.59792672253,354.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8128905,177.4432634,16061.13750686536,430.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.74066661,177.45668877,16059.112902667051,215.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.79917589,177.43295356,16059.513994420315,394.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8149408,177.4391999,16060.839676353164,332.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7424568,177.4560965,16059.138221534975,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6033551,177.4530178,16052.416317681535,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63262504,177.44683367,16053.176015602567,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8092591,177.4054075,16057.320145572685,149.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7599014,177.4589509,16060.216141451912,116.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7579241,177.447023,16058.975205176479,448.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7654959,177.4425809,16058.895128115133,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.605244,177.4553552,16052.729050232083,184.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77098363,177.37381597,16052.51674122628,157.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7905373,177.3948466,16055.442671221013,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6105331,177.458618,16053.288486054273,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7595513,177.4441139,16058.769572195175,125.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6741372,177.4084269,16051.393550271086,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6366945,177.4606303,16054.693734673441,166.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.5988383,177.4954236,16056.29220916433,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7993988,177.450766,16061.241898511404,470.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7789511,177.4312188,16058.417991828206,340.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7644385,177.469084,16061.401763020613,112.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8130925,177.437147,16060.556923674038,148.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.5993602,177.4939931,16056.17860710895,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61728858,177.46485442,16054.202295940622,178.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7926529,177.3950787,16055.562156599188,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8053907,177.4149568,16058.063642289364,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7761522,177.4331212,16058.472829751514,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7830901,177.4482839,16060.253620897684,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63884891,177.46500797,16055.215242984666,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63733297,177.42627539,16051.412837929673,167.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60384795,177.45144985,16052.288097091527,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7634254,177.4469616,16059.222291919212,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60527507,177.44716848,16051.941745803366,141.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77873025,177.37927529,16053.398984817419,158.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.74470564,177.4424723,16057.92828692099,121.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7679975,177.4764328,16062.273942780694,113.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.73913576,177.45809406,16059.177893285949,49.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7884971,177.4274492,16058.49295754767,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6137318,177.454113,16053.002633736693,383.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7738259,177.4337918,16058.430591688457,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.753216,177.4541835,16059.44896404308,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.62656,177.4654818,16054.692099547907,167.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6141167,177.4564039,16053.241185828498,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6245898,177.457917,16053.872000807725,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6762971,177.4010377,16050.781057612605,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6379387,177.4254947,16051.365627167072,16.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6301727,177.4505948,16053.424927542519,170.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.5955679,177.5055586,16057.116842252432,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.76729789,177.48978484,16063.529032660765,108.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77853,177.3682656,16052.328072321961,158.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.627889,177.4328203,16051.606537568978,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6034157,177.4532867,16052.445032910911,183.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7684892,177.4760093,16062.255723952241,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7785633,177.48250904,16063.345543569263,113.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6273784,177.4327971,16051.580670201534,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6052974,177.4520688,16052.414900351854,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6160672,177.44612719,16052.341382811011,168.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8037834,177.4151386,16058.0074354998,144.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7440682,177.4356391,16057.240175922077,120.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7603468,177.4439702,16058.7923031338,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8128906,177.4432639,16061.1375596708,151.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7682503,177.4751235,16062.159336857509,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7112277,177.4475048,16056.871324707245,121.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.607158,177.4405737,16051.39360996113,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8009112,177.4175398,16058.107214197576,143.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6074234,177.4504906,16052.361364181763,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6024873,177.4844564,16055.40488406389,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60422469,177.45739904,16052.878721048233,139.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.631321,177.4400503,16052.462037951398,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.76878376,177.47576939,16062.24613921714,113.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.60393815,177.45499847,16052.63416337494,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8014386,177.4149777,16057.884334175424,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6010724,177.4585069,16052.83934706411,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.75178958,177.45428206,16059.392833855785,122.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6036021,177.4525853,16052.38609654256,185.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.61096608,177.4628668,16053.7178976097,250.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8047855,177.4149611,16058.036292478762,145.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7707671,177.3739848,16052.523075267914,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7425943,177.4421666,16057.801637625498,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6236471,177.4594654,16053.977542361463,253.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6053355,177.4433478,16051.576440542814,185.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8128906,177.4432641,16061.137578958129,147.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.8116013,177.3998509,16056.891661262285,145.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.63139346,177.44886944,16053.315179231406,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6140251,177.4547751,16053.080011961383,182.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.7147135,177.4528653,16057.548725608573,,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.77572214,177.36794958,16052.16866195863,157.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
-17.6791421,177.4090416,16051.6838349453,453.0,SIN6252-3,SIN6252,93,270,642.0,395.0,2.0,7000
