dataset,column,family,dtype,full_non_null_count,full_missing_count,full_missing_pct,sample_unique_count,sample_unique_pct,sample_non_null_examples,sample_min,sample_max,sample_mean,sample_std,sample_top_values
drive_clean_base,Activity.Activity,Activity,object,465,64484,99.284,2,0.43,"['MO Call', 'MO Call', 'MO Call', 'MO Call', 'MO Call']",,,,,"{'MO Call': 274, 'HTTP/HTTPS Download': 191}"
drive_clean_base,Activity.Duration,Activity,float64,465,64484,99.284,306,65.806,"['103147.0', '105144.0', '105168.0', '103140.0', '104140.0']",5068.0,180203.0,131165.53333333333,40634.85061283001,
drive_clean_base,Activity.End TimeStamp,Activity,object,465,64484,99.284,465,100.0,"['2025-08-25T02:15:24.901000+02:00', '2025-08-25T02:19:18.333000+02:00', '2025-08-25T02:21:23.646000+02:00', '2025-08-25T02:23:26.999000+02:00', '2025-08-25T02:25:31.151000+02:00']",,,,,"{'2025-08-25T02:15:24.901000+02:00': 1, '2025-08-27T01:55:19.258000+02:00': 1, '2025-08-27T02:48:27.627000+02:00': 1, '2025-08-27T02:45:26.500000+02:00': 1, '2025-08-27T02:42:25.360000+02:00': 1}"
drive_clean_base,Activity.Power,Activity,float64,465,64484,99.284,438,94.194,"['-86.77', '-85.33', '-79.26', '-67.06', '-67.01']",-117.36,-57.07,-84.11266666666667,12.47716881269384,
drive_clean_base,Activity.Quality,Activity,float64,465,64484,99.284,345,74.194,"['-11.72', '-13.44', '-8.98', '-8.16', '-8.02']",-14.54,0.09,-9.621956989247312,2.4940243752523736,
drive_clean_base,Activity.SINR,Activity,float64,465,64484,99.284,394,84.731,"['6.58', '5.56', '8.37', '12.42', '6.51']",-1.54,23.33,10.655376344086022,4.344359591098185,
drive_clean_base,Activity.Start TimeStamp,Activity,object,465,64484,99.284,461,99.14,"['2025-08-25T02:13:41.754000+02:00', '2025-08-25T02:17:33.189000+02:00', '2025-08-25T02:19:38.479000+02:00', '2025-08-25T02:21:43.859000+02:00', '2025-08-25T02:23:47.011000+02:00']",,,,,"{'2025-08-28T02:31:34.855000+02:00': 2, '2025-08-27T05:39:59.040000+02:00': 2, '2025-08-28T00:24:21.832000+02:00': 2, '2025-08-27T03:21:06.909000+02:00': 2, '2025-08-27T01:07:02.526000+02:00': 1}"
drive_clean_base,Activity.Status,Activity,object,465,64484,99.284,2,0.43,"['Success', 'Success', 'Success', 'Success', 'Success']",,,,,"{'Success': 253, 'Failed': 212}"
drive_clean_base,Activity.Tech,Activity,object,465,64484,99.284,8,1.72,"['HSPA+', 'HSPA+', 'HSPA+', 'HSPA+', 'HSPA+']",,,,,"{'HSPA+': 225, 'LTE CA2': 147, 'LTE CA1': 45, 'HSPA': 19, 'WCDMA': 16}"
drive_clean_base,Activity.Throughput,Activity,float64,465,64484,99.284,242,52.043,"['88.0', '32.0', '56.0', '64.0', '64.0']",0.0,166008.0,18744.275268817204,27015.37722891566,
drive_clean_base,Events.subject,Events,object,19604,45345,69.816,586,2.989,"['Fiji-Nadi-MO-D$$$$nan$$$$Start', 'End$$$$Start$$$$MT Available', 'nan$$$$nan$$$$nan$$$$nan$$$$nan', 'nan$$$$nan$$$$nan$$$$nan$$$$nan', 'nan$$$$nan$$$$nan$$$$nan$$$$nan']",,,,,"{'nan$$$$nan': 6013, 'nan$$$$nan$$$$nan': 3072, 'nan$$$$nan$$$$nan$$$$nan': 1631, 'Start': 1139, 'nan$$$$nan$$$$nan$$$$nan$$$$nan': 913}"
drive_clean_base,LTE - SecondaryCell 1 - SCell1_RxAntNum,LTE,float64,21651,43298,66.665,3,0.014,"['2.0', '2.0', '4.0', '4.0', '4.0']",1.0,4.0,3.6449586624174404,0.7794057438419075,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_SpatialRank,LTE,float64,21651,43298,66.665,4,0.018,"['1.0', '1.0', '1.0', '1.0', '1.0']",1.0,4.0,1.7173802595723062,0.4635264869234389,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_TxAntNum,LTE,float64,21651,43298,66.665,2,0.009,"['2.0', '2.0', '2.0', '2.0', '2.0']",2.0,4.0,2.122026696226502,0.47872065210460146,
drive_clean_base,Extra_KPIs.CSFB RAT,Extra_KPIs,object,21845,43104,66.366,2,0.009,"['WCDMA', 'WCDMA', 'WCDMA', 'WCDMA', 'WCDMA']",,,,,"{'WCDMA': 21757, 'GSM': 88}"
drive_clean_base,Events.description,Events,object,22142,42807,65.909,11055,49.928,"['{""name"":""Fiji-Nadi-MO-D"",""description"":""CSFB-90-10"",""steps"":[{""BM"":false,""id"":""0"",""Type"":""MO_Call"",""Number"":""+6797013801"",""MT_IMSI"":"""",""stepShape"":""rectangle"",""connectors"":[{""endItemKey"":0,""beginItemKey"":1},{""endItemKey"":2,""beginItemKey"":0},{""endItemKey"":0,""beginItemKey"":4}],""Duration"":90},{""id"":""1"",""Type"":""Lock_RAT"",""Lock RAT"":""AUTO"",""stepShape"":""rectangle"",""connectors"":[{""endItemKey"":0,""beginItemKey"":1}]},{""id"":""2"",""Type"":""Wait"",""stepShape"":""rectangle"",""connectors"":[{""endItemKey"":2,""beginItemKey"":0},{""endItemKey"":3,""beginItemKey"":2}],""Length"":10},{""id"":""3"",""Type"":""Save"",""stepShape"":""rectangle"",""connectors"":[{""endItemKey"":3,""beginItemKey"":2},{""endItemKey"":4,""beginItemKey"":3}]},{""id"":""4"",""Type"":""Loop"",""Steps"":[0,2,3],""Repeat"":1000,""stepShape"":""ellipse"",""connectors"":[{""endItemKey"":4,""beginItemKey"":3},{""endItemKey"":0,""beginItemKey"":4}]}],""autoTime"":0,""repeat"":1000,""uploadServer"":""POLQA"",""indoor"":false,""indoorMaster"":false,""sync"":false,""PCAP"":false,""deepLayer"":false,""imsisIds"":[""79a8c7aa-0759-45d4-a985-587496c8f1ba"",""ba71750e-61c4-4773-8e9d-33a7ef73e4ca"",""c659f421-120c-42a3-91a2-84b93e85ac96""],""indoorMasterImsi"":null,""first step"":1,""PCAP Length"":0}$$$$1$$$$AUTO', 'AUTO$$$$+6797013801$$$$', '$$$$$$$$$$$$$$$$', '$$$$$$$$CSFB$$$$$$$$', '$$$$$$$$$$$$$$$$']",,,,,"{'$$$$': 4602, '$$$$$$$$': 1967, '$$$$$$$$$$$$': 1013, 'https://syd.download.datapacket.com/10000mb.bin': 606, '$$$$$$$$$$$$$$$$': 472}"
drive_clean_base,LTE - SecondaryCell 1 - SCell1_MCS_CW0,LTE,float64,22469,42480,65.405,32,0.142,"['7.0', '10.0', '4.0', '15.0', '2.0']",0.0,31.0,17.71431750411678,5.906250871890738,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_Modulation_CW0,LTE,object,22469,42480,65.405,4,0.018,"['QPSK', '16QAM', 'QPSK', '16QAM', 'QPSK']",,,,,"{'64QAM': 16229, '16QAM': 4772, 'QPSK': 809, '256QAM': 659}"
drive_clean_base,LTE - SecondaryCell 1 - SCell1_16QAMUsage,LTE,float64,22470,42479,65.404,15538,69.15,"['0.0', '47.916668', '0.0', '100.0', '0.0']",0.0,100.0,26.598798391716198,29.34999036795257,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_256QAMUsage,LTE,float64,22470,42479,65.404,808,3.596,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,100.0,1.2987773491477526,8.587357048549553,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_64QAMUsage,LTE,float64,22470,42479,65.404,14202,63.204,"['0.0', '8.333333', '0.0', '0.0', '0.0']",0.0,100.0,57.81869872973182,39.20197583917184,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_BLER,LTE,float64,22470,42479,65.404,15650,69.648,"['0.0', '47.916668', '0.0', '100.0', '0.0']",0.0,100.0,7.2110988172124175,8.69021000065288,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_LayerNum,LTE,float64,22470,42479,65.404,4,0.018,"['1.0', '1.0', '1.0', '2.0', '1.0']",1.0,4.0,1.736270582999555,0.4597434918291555,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_QPSKUsage,LTE,float64,22470,42479,65.404,9490,42.234,"['100.0', '43.75', '100.0', '0.0', '100.0']",0.0,100.0,14.283725495494304,27.343577506392155,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_ResourceBlockNum,LTE,float64,22470,42479,65.404,100,0.445,"['92.0', '28.0', '77.0', '44.0', '56.0']",1.0,100.0,73.34962171784602,23.079454904196368,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_Throughput,LTE,float64,22470,42479,65.404,22359,99.506,"['0.011448', '0.244448', '0.014984', '0.020312', '0.002536']",1.6e-05,143.07137,27.57649156023185,23.840494216200906,
drive_clean_base,LTE - SecondaryCell 1 - SCell1_ThroughputStream0,LTE,float64,22470,42479,65.404,22312,99.297,"['0.011448', '0.244448', '0.014984', '0.012576', '0.002536']",0.0,71.83878,15.740029949067267,12.567628104831204,
