id,timestamp,id_route_test_label,id_test_type,Activity.Activity,Activity.Duration,Activity.End TimeStamp,Activity.Power,Activity.Quality,Activity.SINR,Activity.Start TimeStamp,Activity.Status,Activity.Tech,Activity.Throughput,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250826103644+Fiji-Nadi-MO-D!20250826100542,2025-08-26 00:05:31+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105157.0,2025-08-26T00:05:31.193000+02:00,-80.44,-6.78,14.67,2025-08-26T00:03:46.037000+02:00,Success,HSPA,72.0,2025-08-26 00:03:46.037000+02:00,2025-08-26 00:05:31.193000+02:00
542020041221088+20250826103704+Fiji-Nadi-MO-D!20250826100746,2025-08-26 00:07:35+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104162.0,2025-08-26T00:07:35.713000+02:00,-72.63,-7.9,19.71,2025-08-26T00:05:51.551000+02:00,Success,HSPA,72.0,2025-08-26 00:05:51.551000+02:00,2025-08-26 00:07:35.713000+02:00
542020041221088+20250826111634+Fiji-Nadi-MO-D!20250826100949,2025-08-26 00:09:38+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103150.0,2025-08-26T00:09:38.831000+02:00,-81.82,-10.46,13.41,2025-08-26T00:07:55.681000+02:00,Success,HSPA,64.0,2025-08-26 00:07:55.681000+02:00,2025-08-26 00:09:38.831000+02:00
542020041221088+20250826112034+Fiji-Nadi-MO-D!20250826101154,2025-08-26 00:11:43+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104179.0,2025-08-26T00:11:43.063000+02:00,-78.47,-9.29,9.87,2025-08-26T00:09:58.884000+02:00,Success,HSPA+,48.0,2025-08-26 00:09:58.884000+02:00,2025-08-26 00:11:43.063000+02:00
542020041221088+20250826112435+Fiji-Nadi-MO-D!20250826101401,2025-08-26 00:13:50+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107139.0,2025-08-26T00:13:50.341000+02:00,-72.31,-9.58,10.83,2025-08-26T00:12:03.204000+02:00,Success,HSPA+,112.0,2025-08-26 00:12:03.204000+02:00,2025-08-26 00:13:50.341000+02:00
542020041221088+20250826112936+Fiji-Nadi-MO-D!20250826101605,2025-08-26 00:15:54+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104162.0,2025-08-26T00:15:54.903000+02:00,-69.23,-8.01,14.28,2025-08-26T00:14:10.741000+02:00,Success,HSPA+,64.0,2025-08-26 00:14:10.741000+02:00,2025-08-26 00:15:54.903000+02:00
542020041221088+20250826113056+Fiji-Nadi-MO-D!20250826101811,2025-08-26 00:18:00+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105178.0,2025-08-26T00:18:00.286000+02:00,-67.58,-10.2,8.08,2025-08-26T00:16:15.108000+02:00,Success,HSPA+,72.0,2025-08-26 00:16:15.108000+02:00,2025-08-26 00:18:00.286000+02:00
542020041221088+20250826113136+Fiji-Nadi-MO-D!20250826102014,2025-08-26 00:20:03+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103160.0,2025-08-26T00:20:03.690000+02:00,-69.63,-11.71,7.27,2025-08-26T00:18:20.530000+02:00,Success,HSPA+,64.0,2025-08-26 00:18:20.530000+02:00,2025-08-26 00:20:03.690000+02:00
542020041221088+20250826113357+Fiji-Nadi-MO-D!20250826102219,2025-08-26 00:22:08+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104180.0,2025-08-26T00:22:08.080000+02:00,-63.17,-8.26,10.57,2025-08-26T00:20:23.900000+02:00,Success,HSPA+,56.0,2025-08-26 00:20:23.900000+02:00,2025-08-26 00:22:08.080000+02:00
542020041221088+20250826113457+Fiji-Nadi-MO-D!20250826102429,2025-08-26 00:24:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110195.0,2025-08-26T00:24:18.368000+02:00,-82.95,-12.1,11.19,2025-08-26T00:22:28.173000+02:00,Success,HSPA+,48.0,2025-08-26 00:22:28.173000+02:00,2025-08-26 00:24:18.368000+02:00
542020041221088+20250826113918+Fiji-Nadi-MO-D!20250826102634,2025-08-26 00:26:23+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104159.0,2025-08-26T00:26:23.158000+02:00,-70.19,-8.18,8.57,2025-08-26T00:24:38.999000+02:00,Success,HSPA+,80.0,2025-08-26 00:24:38.999000+02:00,2025-08-26 00:26:23.158000+02:00
542020041221088+20250826114439+Fiji-Nadi-MO-D!20250826102840,2025-08-26 00:28:29+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105185.0,2025-08-26T00:28:29.033000+02:00,-73.35,-11.26,18.09,2025-08-26T00:26:43.848000+02:00,Success,HSPA+,64.0,2025-08-26 00:26:43.848000+02:00,2025-08-26 00:28:29.033000+02:00
542020041221088+20250826114759+Fiji-Nadi-MO-D!20250826103045,2025-08-26 00:30:34+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105131.0,2025-08-26T00:30:34.771000+02:00,-84.3,-3.78,2.66,2025-08-26T00:28:49.641000+02:00,Success,HSPA+,16.0,2025-08-26 00:28:49.641000+02:00,2025-08-26 00:30:34.771000+02:00
542020041221088+20250826114940+Fiji-Nadi-MO-D!20250826103249,2025-08-26 00:32:38+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103137.0,2025-08-26T00:32:38.292000+02:00,-65.84,-2.23,12.95,2025-08-26T00:30:55.155000+02:00,Success,HSPA+,8.0,2025-08-26 00:30:55.155000+02:00,2025-08-26 00:32:38.292000+02:00
542020041221088+20250826115000+Fiji-Nadi-MO-D!20250826103454,2025-08-26 00:34:43+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104159.0,2025-08-26T00:34:43.348000+02:00,-82.7,-10.07,6.45,2025-08-26T00:32:59.189000+02:00,Success,HSPA,216.0,2025-08-26 00:32:59.189000+02:00,2025-08-26 00:34:43.348000+02:00
542020041221088+20250826115020+Fiji-Nadi-MO-D!20250826103706,2025-08-26 00:36:55+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110167.0,2025-08-26T00:36:55.070000+02:00,-87.58,-0.14,12.59,2025-08-26T00:35:04.904000+02:00,Success,LTE CA1,0.0,2025-08-26 00:35:04.904000+02:00,2025-08-26 00:36:55.070000+02:00
542020041221088+20250826115040+Fiji-Nadi-MO-D!20250826103908,2025-08-26 00:38:57+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102152.0,2025-08-26T00:38:57.310000+02:00,-82.82,-8.81,5.37,2025-08-26T00:37:15.158000+02:00,Success,WCDMA,64.0,2025-08-26 00:37:15.158000+02:00,2025-08-26 00:38:57.310000+02:00
542020041221088+20250826115100+Fiji-Nadi-MO-D!20250826104115,2025-08-26 00:41:04+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107177.0,2025-08-26T00:41:04.700000+02:00,-76.9,-9.31,10.41,2025-08-26T00:39:17.523000+02:00,Success,HSPA+,64.0,2025-08-26 00:39:17.523000+02:00,2025-08-26 00:41:04.700000+02:00
542020041221088+20250826115120+Fiji-Nadi-MO-D!20250826104319,2025-08-26 00:43:08+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103148.0,2025-08-26T00:43:08.510000+02:00,-68.1,-9.02,15.17,2025-08-26T00:41:25.362000+02:00,Success,HSPA+,48.0,2025-08-26 00:41:25.362000+02:00,2025-08-26 00:43:08.510000+02:00
542020041221088+20250826115200+Fiji-Nadi-MO-D!20250826104521,2025-08-26 00:45:10+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102153.0,2025-08-26T00:45:10.794000+02:00,-73.19,-9.33,10.03,2025-08-26T00:43:28.641000+02:00,Success,HSPA+,72.0,2025-08-26 00:43:28.641000+02:00,2025-08-26 00:45:10.794000+02:00
542020041221088+20250826115220+Fiji-Nadi-MO-D!20250826104728,2025-08-26 00:47:17+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106159.0,2025-08-26T00:47:17.118000+02:00,-86.88,-3.09,7.78,2025-08-26T00:45:30.959000+02:00,Success,HSPA+,8.0,2025-08-26 00:45:30.959000+02:00,2025-08-26 00:47:17.118000+02:00
542020041221088+20250826115401+Fiji-Nadi-MO-D!20250826104932,2025-08-26 00:49:21+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104233.0,2025-08-26T00:49:21.493000+02:00,-82.8,-11.17,10.38,2025-08-26T00:47:37.260000+02:00,Success,HSPA+,96.0,2025-08-26 00:47:37.260000+02:00,2025-08-26 00:49:21.493000+02:00
542020041221088+20250826115441+Fiji-Nadi-MO-D!20250826105137,2025-08-26 00:51:26+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104165.0,2025-08-26T00:51:26.967000+02:00,-78.93,-12.27,7.22,2025-08-26T00:49:42.802000+02:00,Success,HSPA+,56.0,2025-08-26 00:49:42.802000+02:00,2025-08-26 00:51:26.967000+02:00
542020041221088+20250826115622+Fiji-Nadi-MO-D!20250826105342,2025-08-26 00:53:31+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104173.0,2025-08-26T00:53:31.404000+02:00,-76.78,-9.2,18.04,2025-08-26T00:51:47.231000+02:00,Success,HSPA+,48.0,2025-08-26 00:51:47.231000+02:00,2025-08-26 00:53:31.404000+02:00
542020041221088+20250826115642+Fiji-Nadi-MO-D!20250826105547,2025-08-26 00:55:36+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105207.0,2025-08-26T00:55:36.755000+02:00,-84.59,-13.12,3.77,2025-08-26T00:53:51.549000+02:00,Success,WCDMA,56.0,2025-08-26 00:53:51.549000+02:00,2025-08-26 00:55:36.755000+02:00
542020041221088+20250826115702+Fiji-Nadi-MO-D!20250826105753,2025-08-26 00:57:42+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105170.0,2025-08-26T00:57:42.292000+02:00,-75.22,-11.04,12.09,2025-08-26T00:55:57.122000+02:00,Success,HSPA+,64.0,2025-08-26 00:55:57.122000+02:00,2025-08-26 00:57:42.292000+02:00
542020041221088+20250826115722+Fiji-Nadi-MO-D!20250826105957,2025-08-26 00:59:46+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103152.0,2025-08-26T00:59:46.027000+02:00,-81.1,-7.88,5.47,2025-08-26T00:58:02.875000+02:00,Success,HSPA+,40.0,2025-08-26 00:58:02.875000+02:00,2025-08-26 00:59:46.027000+02:00
542020041221088+20250826115742+Fiji-Nadi-MO-D!20250826110201,2025-08-26 01:01:50+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104148.0,2025-08-26T01:01:50.592000+02:00,-70.7,-10.69,7.92,2025-08-26T01:00:06.444000+02:00,Success,HSPA+,80.0,2025-08-26 01:00:06.444000+02:00,2025-08-26 01:01:50.592000+02:00
542020041221088+20250826115822+Fiji-Nadi-MO-D!20250826110406,2025-08-26 01:03:55+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105166.0,2025-08-26T01:03:55.945000+02:00,-67.16,-7.09,15.94,2025-08-26T01:02:10.779000+02:00,Success,HSPA+,72.0,2025-08-26 01:02:10.779000+02:00,2025-08-26 01:03:55.945000+02:00
542020041221088+20250826115942+Fiji-Nadi-MO-D!20250826110608,2025-08-26 01:05:57+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101127.0,2025-08-26T01:05:57.253000+02:00,-77.13,-3.27,12.73,2025-08-26T01:04:16.126000+02:00,Success,HSPA+,32.0,2025-08-26 01:04:16.126000+02:00,2025-08-26 01:05:57.253000+02:00
542020041221088+20250826120022+Fiji-Nadi-MO-D!20250826110814,2025-08-26 01:08:03+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106166.0,2025-08-26T01:08:03.698000+02:00,-66.32,-10.2,10.17,2025-08-26T01:06:17.533000+02:00,Success,HSPA+,64.0,2025-08-26 01:06:17.533000+02:00,2025-08-26 01:08:03.698000+02:00
542020041221088+20250826120303+Fiji-Nadi-MO-D!20250826111019,2025-08-26 01:10:08+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104169.0,2025-08-26T01:10:08.118000+02:00,-69.68,-9.21,11.3,2025-08-26T01:08:23.949000+02:00,Success,HSPA+,96.0,2025-08-26 01:08:23.949000+02:00,2025-08-26 01:10:08.118000+02:00
542020041221088+20250826120323+Fiji-Nadi-MO-D!20250826111225,2025-08-26 01:12:14+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106144.0,2025-08-26T01:12:14.593000+02:00,-80.84,-9.08,8.38,2025-08-26T01:10:28.449000+02:00,Success,HSPA+,64.0,2025-08-26 01:10:28.449000+02:00,2025-08-26 01:12:14.593000+02:00
542020041221088+20250826120543+Fiji-Nadi-MO-D!20250826111429,2025-08-26 01:14:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103178.0,2025-08-26T01:14:18.078000+02:00,-79.24,-8.71,9.85,2025-08-26T01:12:34.901000+02:00,Success,HSPA+,80.0,2025-08-26 01:12:34.901000+02:00,2025-08-26 01:14:18.078000+02:00
542020041221088+20250826120724+Fiji-Nadi-MO-D!20250826111633,2025-08-26 01:16:22+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104137.0,2025-08-26T01:16:22.060000+02:00,-69.39,-7.32,6.64,2025-08-26T01:14:37.924000+02:00,Success,HSPA+,56.0,2025-08-26 01:14:37.924000+02:00,2025-08-26 01:16:22.060000+02:00
542020041221088+20250826120804+Fiji-Nadi-MO-D!20250826111835,2025-08-26 01:18:24+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102129.0,2025-08-26T01:18:24.323000+02:00,-61.79,-7.62,10.34,2025-08-26T01:16:42.194000+02:00,Success,HSPA+,64.0,2025-08-26 01:16:42.194000+02:00,2025-08-26 01:18:24.323000+02:00
542020041221088+20250826120844+Fiji-Nadi-MO-D!20250826112038,2025-08-26 01:20:27+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103126.0,2025-08-26T01:20:27.597000+02:00,-75.44,-7.65,10.96,2025-08-26T01:18:44.472000+02:00,Success,HSPA+,56.0,2025-08-26 01:18:44.472000+02:00,2025-08-26 01:20:27.597000+02:00
542020041221088+20250826120924+Fiji-Nadi-MO-D!20250826112243,2025-08-26 01:22:32+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104159.0,2025-08-26T01:22:32.030000+02:00,-76.23,-7.95,7.34,2025-08-26T01:20:47.871000+02:00,Success,HSPA+,40.0,2025-08-26 01:20:47.871000+02:00,2025-08-26 01:22:32.030000+02:00
542020041221088+20250826121024+Fiji-Nadi-MO-D!20250826112438,2025-08-26 01:24:27+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,95142.0,2025-08-26T01:24:27.530000+02:00,-73.39,-12.41,3.6,2025-08-26T01:22:52.388000+02:00,Success,WCDMA,40.0,2025-08-26 01:22:52.388000+02:00,2025-08-26 01:24:27.530000+02:00
542020041221088+20250826121045+Fiji-Nadi-MO-D!20250826112644,2025-08-26 01:26:33+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106161.0,2025-08-26T01:26:33.794000+02:00,-74.91,-7.65,8.08,2025-08-26T01:24:47.634000+02:00,Success,HSPA+,56.0,2025-08-26 01:24:47.634000+02:00,2025-08-26 01:26:33.794000+02:00
542020041221088+20250826121105+Fiji-Nadi-MO-D!20250826112851,2025-08-26 01:28:40+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106154.0,2025-08-26T01:28:40.292000+02:00,-80.2,-11.88,7.22,2025-08-26T01:26:54.138000+02:00,Success,HSPA+,80.0,2025-08-26 01:26:54.138000+02:00,2025-08-26 01:28:40.292000+02:00
542020041221088+20250826121125+Fiji-Nadi-MO-D!20250826113052,2025-08-26 01:30:41+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101183.0,2025-08-26T01:30:41.902000+02:00,-79.51,-11.25,5.0,2025-08-26T01:29:00.719000+02:00,Success,WCDMA,296.0,2025-08-26 01:29:00.719000+02:00,2025-08-26 01:30:41.902000+02:00
542020041221088+20250826121145+Fiji-Nadi-MO-D!20250826113300,2025-08-26 01:32:49+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107175.0,2025-08-26T01:32:49.516000+02:00,-68.34,-10.8,4.48,2025-08-26T01:31:02.342000+02:00,Success,HSPA+,448.0,2025-08-26 01:31:02.342000+02:00,2025-08-26 01:32:49.516000+02:00
542020041221088+20250826121405+Fiji-Nadi-MO-D!20250826113458,2025-08-26 01:34:47+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97107.0,2025-08-26T01:34:47.355000+02:00,-67.03,-7.23,8.71,2025-08-26T01:33:10.248000+02:00,Success,HSPA+,552.0,2025-08-26 01:33:10.248000+02:00,2025-08-26 01:34:47.355000+02:00
542020041221088+20250826121526+Fiji-Nadi-MO-D!20250826113701,2025-08-26 01:36:50+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103136.0,2025-08-26T01:36:50.893000+02:00,-72.36,-9.37,3.71,2025-08-26T01:35:07.757000+02:00,Success,WCDMA,96.0,2025-08-26 01:35:07.757000+02:00,2025-08-26 01:36:50.893000+02:00
542020041221088+20250826121826+Fiji-Nadi-MO-D!20250826113904,2025-08-26 01:38:53+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102135.0,2025-08-26T01:38:53.435000+02:00,-75.83,-11.73,8.71,2025-08-26T01:37:11.300000+02:00,Success,HSPA+,64.0,2025-08-26 01:37:11.300000+02:00,2025-08-26 01:38:53.435000+02:00
542020041221088+20250826122127+Fiji-Nadi-MO-D!20250826114104,2025-08-26 01:40:53+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,99143.0,2025-08-26T01:40:53.098000+02:00,-72.31,-10.54,5.26,2025-08-26T01:39:13.955000+02:00,Success,HSPA,280.0,2025-08-26 01:39:13.955000+02:00,2025-08-26 01:40:53.098000+02:00
542020041221088+20250826122527+Fiji-Nadi-MO-D!20250826114308,2025-08-26 01:42:57+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104137.0,2025-08-26T01:42:57.618000+02:00,-70.8,-10.16,9.33,2025-08-26T01:41:13.482000+02:00,Success,HSPA+,64.0,2025-08-26 01:41:13.482000+02:00,2025-08-26 01:42:57.618000+02:00
542020041221088+20250826122547+Fiji-Nadi-MO-D!20250826114505,2025-08-26 01:44:54+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96064.0,2025-08-26T01:44:54.309000+02:00,-86.66,-10.98,7.53,2025-08-26T01:43:18.246000+02:00,Failed,LTE CA2,112.0,2025-08-26 01:43:18.246000+02:00,2025-08-26 01:44:54.309000+02:00
542020041221088+20250826122928+Fiji-Nadi-MO-D!20250826114710,2025-08-26 01:46:59+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104151.0,2025-08-26T01:46:59.498000+02:00,-71.98,-3.69,9.22,2025-08-26T01:45:15.347000+02:00,Success,HSPA+,24.0,2025-08-26 01:45:15.347000+02:00,2025-08-26 01:46:59.498000+02:00
542020041221088+20250826122948+Fiji-Nadi-MO-D!20250826114909,2025-08-26 01:48:58+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,99138.0,2025-08-26T01:48:58.918000+02:00,-73.65,-10.57,5.5,2025-08-26T01:47:19.780000+02:00,Success,HSPA+,320.0,2025-08-26 01:47:19.780000+02:00,2025-08-26 01:48:58.918000+02:00
542020041221088+20250826123429+Fiji-Nadi-MO-D!20250826115105,2025-08-26 01:50:54+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,95075.0,2025-08-26T01:50:54.458000+02:00,-84.63,-10.63,9.33,2025-08-26T01:49:19.383000+02:00,Failed,LTE CA2,1544.0,2025-08-26 01:49:19.383000+02:00,2025-08-26 01:50:54.458000+02:00
542020041221088+20250826123529+Fiji-Nadi-MO-D!20250826115316,2025-08-26 01:53:05+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110124.0,2025-08-26T01:53:05.980000+02:00,-64.36,-7.4,10.72,2025-08-26T01:51:15.856000+02:00,Success,HSPA+,672.0,2025-08-26 01:51:15.856000+02:00,2025-08-26 01:53:05.980000+02:00
542020041221088+20250826124331+Fiji-Nadi-MO-D!20250826115513,2025-08-26 01:55:02+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96251.0,2025-08-26T01:55:02.751000+02:00,-68.91,-10.05,6.4,2025-08-26T01:53:26.500000+02:00,Success,HSPA+,520.0,2025-08-26 01:53:26.500000+02:00,2025-08-26 01:55:02.751000+02:00
542020041221088+20250826124611+Fiji-Nadi-MO-D!20250826115723,2025-08-26 01:57:12+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,109073.0,2025-08-26T01:57:12.133000+02:00,-81.29,-9.17,7.34,2025-08-26T01:55:23.060000+02:00,Failed,NR5G NSA,1176.0,2025-08-26 01:55:23.060000+02:00,2025-08-26 01:57:12.133000+02:00
542020041221088+20250826124712+Fiji-Nadi-MO-D!20250826115920,2025-08-26 01:59:09+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96140.0,2025-08-26T01:59:09.430000+02:00,-68.99,-7.43,11.83,2025-08-26T01:57:33.291000+02:00,Success,HSPA+,584.0,2025-08-26 01:57:33.291000+02:00,2025-08-26 01:59:09.430000+02:00
542020041221088+20250826124832+Fiji-Nadi-MO-D!20250826120120,2025-08-26 02:01:09+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100156.0,2025-08-26T02:01:09.971000+02:00,-73.48,-8.05,9.3,2025-08-26T01:59:29.816000+02:00,Success,HSPA+,616.0,2025-08-26 01:59:29.816000+02:00,2025-08-26 02:01:09.971000+02:00
542020041221088+20250826125854+Fiji-Nadi-MO-D!20250826120327,2025-08-26 02:03:16+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106070.0,2025-08-26T02:03:16.655000+02:00,-74.74,-8.39,8.18,2025-08-26T02:01:30.586000+02:00,Failed,HSPA+ DC,1432.0,2025-08-26 02:01:30.586000+02:00,2025-08-26 02:03:16.655000+02:00
542020041221088+20250826125914+Fiji-Nadi-MO-D!20250826120526,2025-08-26 02:05:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98134.0,2025-08-26T02:05:15.527000+02:00,-83.33,-1.11,16.97,2025-08-26T02:03:37.393000+02:00,Success,HSPA+,8.0,2025-08-26 02:03:37.393000+02:00,2025-08-26 02:05:15.527000+02:00
542020041221088+20250826125935+Fiji-Nadi-MO-D!20250826120722,2025-08-26 02:07:11+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96071.0,2025-08-26T02:07:11.526000+02:00,-73.76,-12.44,6.12,2025-08-26T02:05:35.456000+02:00,Failed,HSPA+,288.0,2025-08-26 02:05:35.456000+02:00,2025-08-26 02:07:11.526000+02:00
542020041221088+20250826130115+Fiji-Nadi-MO-D!20250826120917,2025-08-26 02:09:06+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,95150.0,2025-08-26T02:09:06.916000+02:00,-72.0,-8.96,8.29,2025-08-26T02:07:31.767000+02:00,Success,HSPA+,696.0,2025-08-26 02:07:31.767000+02:00,2025-08-26 02:09:06.916000+02:00
542020041221088+20250826130135+Fiji-Nadi-MO-D!20250826121121,2025-08-26 02:11:10+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103086.0,2025-08-26T02:11:10.407000+02:00,-85.75,-9.88,9.34,2025-08-26T02:09:27.321000+02:00,Failed,HSPA+,56.0,2025-08-26 02:09:27.321000+02:00,2025-08-26 02:11:10.407000+02:00
542020041221088+20250826130155+Fiji-Nadi-MO-D!20250826121324,2025-08-26 02:13:13+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101149.0,2025-08-26T02:13:13.265000+02:00,-83.96,-11.48,7.03,2025-08-26T02:11:32.116000+02:00,Success,HSPA+,384.0,2025-08-26 02:11:32.116000+02:00,2025-08-26 02:13:13.265000+02:00
542020041221088+20250826130215+Fiji-Nadi-MO-D!20250826121524,2025-08-26 02:15:13+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100156.0,2025-08-26T02:15:13.857000+02:00,-74.34,-9.14,7.55,2025-08-26T02:13:33.702000+02:00,Success,HSPA+,256.0,2025-08-26 02:13:33.702000+02:00,2025-08-26 02:15:13.857000+02:00
542020041221088+20250826130235+Fiji-Nadi-MO-D!20250826121722,2025-08-26 02:17:11+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97148.0,2025-08-26T02:17:11.439000+02:00,-79.17,-11.16,5.37,2025-08-26T02:15:34.291000+02:00,Success,HSPA+,200.0,2025-08-26 02:15:34.291000+02:00,2025-08-26 02:17:11.439000+02:00
542020041221088+20250826130255+Fiji-Nadi-MO-D!20250826121933,2025-08-26 02:19:22+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110062.0,2025-08-26T02:19:22.326000+02:00,-75.15,-8.07,5.61,2025-08-26T02:17:32.265000+02:00,Failed,HSPA+ DC,152.0,2025-08-26 02:17:32.265000+02:00,2025-08-26 02:19:22.326000+02:00
542020041221088+20250826130315+Fiji-Nadi-MO-D!20250826122130,2025-08-26 02:21:19+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97142.0,2025-08-26T02:21:19.944000+02:00,-70.82,-9.44,5.96,2025-08-26T02:19:42.802000+02:00,Success,HSPA+,336.0,2025-08-26 02:19:42.802000+02:00,2025-08-26 02:21:19.944000+02:00
542020041221088+20250826130335+Fiji-Nadi-MO-D!20250826122329,2025-08-26 02:23:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98170.0,2025-08-26T02:23:18.557000+02:00,-71.59,-8.8,10.19,2025-08-26T02:21:40.387000+02:00,Success,HSPA+,328.0,2025-08-26 02:21:40.387000+02:00,2025-08-26 02:23:18.557000+02:00
542020041221088+20250826130355+Fiji-Nadi-MO-D!20250826122526,2025-08-26 02:25:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96140.0,2025-08-26T02:25:15.356000+02:00,-75.23,-10.64,8.46,2025-08-26T02:23:39.216000+02:00,Success,HSPA+,264.0,2025-08-26 02:23:39.216000+02:00,2025-08-26 02:25:15.356000+02:00
542020041221088+20250826130416+Fiji-Nadi-MO-D!20250826122729,2025-08-26 02:27:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102163.0,2025-08-26T02:27:18.123000+02:00,-82.4,-7.45,8.55,2025-08-26T02:25:35.961000+02:00,Success,HSPA+,448.0,2025-08-26 02:25:35.961000+02:00,2025-08-26 02:27:18.123000+02:00
542020041221088+20250826130436+Fiji-Nadi-MO-D!20250826122931,2025-08-26 02:29:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102091.0,2025-08-26T02:29:20.731000+02:00,-78.27,-3.32,12.35,2025-08-26T02:27:38.640000+02:00,Success,WCDMA,80.0,2025-08-26 02:27:38.640000+02:00,2025-08-26 02:29:20.731000+02:00
542020041221088+20250826130456+Fiji-Nadi-MO-D!20250826123129,2025-08-26 02:31:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97171.0,2025-08-26T02:31:18.229000+02:00,-75.1,-8.79,7.3,2025-08-26T02:29:41.059000+02:00,Success,HSPA+,672.0,2025-08-26 02:29:41.059000+02:00,2025-08-26 02:31:18.229000+02:00
542020041221088+20250826130516+Fiji-Nadi-MO-D!20250826123329,2025-08-26 02:33:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100144.0,2025-08-26T02:33:18.960000+02:00,-74.79,-7.31,11.69,2025-08-26T02:31:38.816000+02:00,Success,HSPA+,80.0,2025-08-26 02:31:38.816000+02:00,2025-08-26 02:33:18.960000+02:00
542020041221088+20250826130536+Fiji-Nadi-MO-D!20250826123526,2025-08-26 02:35:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96171.0,2025-08-26T02:35:15.556000+02:00,-63.13,-5.48,12.09,2025-08-26T02:33:39.386000+02:00,Success,HSPA+,536.0,2025-08-26 02:33:39.386000+02:00,2025-08-26 02:35:15.556000+02:00
