id,timestamp,id_route_test_label,id_test_type,Activity.Activity,Activity.Duration,Activity.End TimeStamp,Activity.Power,Activity.Quality,Activity.SINR,Activity.Start TimeStamp,Activity.Status,Activity.Tech,Activity.Throughput,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250825155748+Fiji-Nadi-MO-D!20250825142917,2025-08-25 04:29:06+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105153.0,2025-08-25T04:29:06.741000+02:00,-69.41,-2.37,14.69,2025-08-25T04:27:21.588000+02:00,Success,HSPA+,16.0,2025-08-25 04:27:21.588000+02:00,2025-08-25 04:29:06.741000+02:00
542020041221088+20250825155808+Fiji-Nadi-MO-D!20250825143127,2025-08-25 04:31:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,109150.0,2025-08-25T04:31:15.997000+02:00,-58.58,-6.68,12.97,2025-08-25T04:29:26.847000+02:00,Success,HSPA+,56.0,2025-08-25 04:29:26.847000+02:00,2025-08-25 04:31:15.997000+02:00
542020041221088+20250825155828+Fiji-Nadi-MO-D!20250825143331,2025-08-25 04:33:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104170.0,2025-08-25T04:33:20.977000+02:00,-84.3,-7.15,14.08,2025-08-25T04:31:36.807000+02:00,Failed,LTE CA2,4064.0,2025-08-25 04:31:36.807000+02:00,2025-08-25 04:33:20.977000+02:00
542020041221088+20250825155948+Fiji-Nadi-MO-D!20250825143532,2025-08-25 04:35:21+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100146.0,2025-08-25T04:35:21.854000+02:00,-80.76,-10.67,10.51,2025-08-25T04:33:41.709000+02:00,Success,HSPA+,40.0,2025-08-25 04:33:41.709000+02:00,2025-08-25 04:35:21.854000+02:00
542020041221088+20250825160530+Fiji-Nadi-MO-D!20250825143740,2025-08-25 04:37:29+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107155.0,2025-08-25T04:37:29.738000+02:00,-65.6,-8.41,13.72,2025-08-25T04:35:42.584000+02:00,Success,HSPA+,64.0,2025-08-25 04:35:42.584000+02:00,2025-08-25 04:37:29.738000+02:00
542020041221088+20250825162414+Fiji-Nadi-MO-D!20250825143951,2025-08-25 04:39:40+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110156.0,2025-08-25T04:39:40.303000+02:00,-79.54,-5.03,7.53,2025-08-25T04:37:50.147000+02:00,Success,HSPA+,32.0,2025-08-25 04:37:50.147000+02:00,2025-08-25 04:39:40.303000+02:00
542020041221088+20250825162534+Fiji-Nadi-MO-D!20250825144202,2025-08-25 04:41:51+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110179.0,2025-08-25T04:41:51.972000+02:00,-81.77,-1.9,6.18,2025-08-25T04:40:01.793000+02:00,Success,HSPA+,8.0,2025-08-25 04:40:01.793000+02:00,2025-08-25 04:41:51.972000+02:00
542020041221088+20250825162554+Fiji-Nadi-MO-D!20250825144409,2025-08-25 04:43:58+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106143.0,2025-08-25T04:43:58.987000+02:00,-65.8,-7.77,12.49,2025-08-25T04:42:12.844000+02:00,Success,HSPA+,72.0,2025-08-25 04:42:12.844000+02:00,2025-08-25 04:43:58.987000+02:00
542020041221088+20250825162614+Fiji-Nadi-MO-D!20250825144618,2025-08-25 04:46:07+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108169.0,2025-08-25T04:46:07.395000+02:00,-76.25,-8.94,12.59,2025-08-25T04:44:19.226000+02:00,Success,HSPA+,56.0,2025-08-25 04:44:19.226000+02:00,2025-08-25 04:46:07.395000+02:00
542020041221088+20250825162634+Fiji-Nadi-MO-D!20250825144823,2025-08-25 04:48:11+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104147.0,2025-08-25T04:48:11.990000+02:00,-74.05,-9.57,15.26,2025-08-25T04:46:27.843000+02:00,Success,HSPA+,64.0,2025-08-25 04:46:27.843000+02:00,2025-08-25 04:48:11.990000+02:00
542020041221088+20250825162654+Fiji-Nadi-MO-D!20250825145025,2025-08-25 04:50:14+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102195.0,2025-08-25T04:50:14.642000+02:00,-78.4,-8.97,-0.57,2025-08-25T04:48:32.447000+02:00,Success,HSPA+,64.0,2025-08-25 04:48:32.447000+02:00,2025-08-25 04:50:14.642000+02:00
542020041221088+20250825162714+Fiji-Nadi-MO-D!20250825145235,2025-08-25 04:52:24+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,109093.0,2025-08-25T04:52:24.119000+02:00,-86.54,-8.5,14.54,2025-08-25T04:50:35.027000+02:00,Failed,HSPA+,4344.0,2025-08-25 04:50:35.027000+02:00,2025-08-25 04:52:24.119000+02:00
542020041221088+20250825162735+Fiji-Nadi-MO-D!20250825145435,2025-08-25 04:54:24+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100163.0,2025-08-25T04:54:24.565000+02:00,-70.92,-4.83,13.67,2025-08-25T04:52:44.403000+02:00,Success,HSPA+,88.0,2025-08-25 04:52:44.403000+02:00,2025-08-25 04:54:24.565000+02:00
542020041221088+20250825162755+Fiji-Nadi-MO-D!20250825145641,2025-08-25 04:56:30+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105167.0,2025-08-25T04:56:30.112000+02:00,-70.08,-6.51,16.69,2025-08-25T04:54:44.945000+02:00,Success,HSPA+,64.0,2025-08-25 04:54:44.945000+02:00,2025-08-25 04:56:30.112000+02:00
542020041221088+20250825162815+Fiji-Nadi-MO-D!20250825145840,2025-08-25 04:58:29+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98082.0,2025-08-25T04:58:29.310000+02:00,-85.48,-11.61,9.9,2025-08-25T04:56:51.229000+02:00,Failed,HSPA+,648.0,2025-08-25 04:56:51.229000+02:00,2025-08-25 04:58:29.310000+02:00
542020041221088+20250825162835+Fiji-Nadi-MO-D!20250825150042,2025-08-25 05:00:31+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102164.0,2025-08-25T05:00:31.928000+02:00,-77.74,-9.71,5.82,2025-08-25T04:58:49.765000+02:00,Success,HSPA+,64.0,2025-08-25 04:58:49.765000+02:00,2025-08-25 05:00:31.928000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150248,2025-08-25 05:02:37+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105151.0,2025-08-25T05:02:37.404000+02:00,-77.17,-10.58,8.16,2025-08-25T05:00:52.254000+02:00,Success,HSPA+,64.0,2025-08-25 05:00:52.254000+02:00,2025-08-25 05:02:37.404000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150458,2025-08-25 05:04:47+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110151.0,2025-08-25T05:04:47.886000+02:00,-69.64,-6.97,17.19,2025-08-25T05:02:57.735000+02:00,Success,HSPA+,56.0,2025-08-25 05:02:57.735000+02:00,2025-08-25 05:04:47.886000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150700,2025-08-25 05:06:49+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101148.0,2025-08-25T05:06:49.210000+02:00,-69.49,-7.44,14.89,2025-08-25T05:05:08.062000+02:00,Success,HSPA+,72.0,2025-08-25 05:05:08.062000+02:00,2025-08-25 05:06:49.210000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825150908,2025-08-25 05:08:57+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108148.0,2025-08-25T05:08:57.548000+02:00,-81.58,-10.98,7.83,2025-08-25T05:07:09.400000+02:00,Success,HSPA+,64.0,2025-08-25 05:07:09.400000+02:00,2025-08-25 05:08:57.548000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151116,2025-08-25 05:11:05+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108161.0,2025-08-25T05:11:05.903000+02:00,-79.76,-9.34,10.82,2025-08-25T05:09:17.743000+02:00,Success,HSPA+,72.0,2025-08-25 05:09:17.743000+02:00,2025-08-25 05:11:05.903000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151323,2025-08-25 05:13:12+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106185.0,2025-08-25T05:13:12.285000+02:00,-79.8,-10.26,8.65,2025-08-25T05:11:26.101000+02:00,Success,HSPA+,48.0,2025-08-25 05:11:26.101000+02:00,2025-08-25 05:13:12.285000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151526,2025-08-25 05:15:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103185.0,2025-08-25T05:15:15.688000+02:00,-78.32,-12.41,7.31,2025-08-25T05:13:32.503000+02:00,Success,HSPA+,56.0,2025-08-25 05:13:32.503000+02:00,2025-08-25 05:15:15.688000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151732,2025-08-25 05:17:21+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105146.0,2025-08-25T05:17:21.386000+02:00,-66.66,-8.05,16.39,2025-08-25T05:15:36.240000+02:00,Success,HSPA+,64.0,2025-08-25 05:15:36.240000+02:00,2025-08-25 05:17:21.386000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825151936,2025-08-25 05:19:25+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104142.0,2025-08-25T05:19:25.871000+02:00,-82.75,-10.11,7.09,2025-08-25T05:17:41.729000+02:00,Success,HSPA+,56.0,2025-08-25 05:17:41.729000+02:00,2025-08-25 05:19:25.871000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825152146,2025-08-25 05:21:35+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,109252.0,2025-08-25T05:21:35.698000+02:00,-77.28,-7.7,7.4,2025-08-25T05:19:46.447000+02:00,Success,HSPA+,72.0,2025-08-25 05:19:46.447000+02:00,2025-08-25 05:21:35.698000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825152236,2025-08-25 05:22:35+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,38185.0,2025-08-25T05:22:35.354000+02:00,-68.1,-8.0,7.46,2025-08-25T05:21:57.169000+02:00,Success,HSPA+,56.0,2025-08-25 05:21:57.169000+02:00,2025-08-25 05:22:35.354000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153252,2025-08-25 05:32:41+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102134.0,2025-08-25T05:32:41.885000+02:00,-72.9,-9.5,7.58,2025-08-25T05:30:59.752000+02:00,Success,HSPA+,64.0,2025-08-25 05:30:59.752000+02:00,2025-08-25 05:32:41.885000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153457,2025-08-25 05:34:46+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104150.0,2025-08-25T05:34:46.632000+02:00,-77.76,-10.95,3.54,2025-08-25T05:33:02.482000+02:00,Success,HSPA,80.0,2025-08-25 05:33:02.482000+02:00,2025-08-25 05:34:46.632000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153703,2025-08-25 05:36:52+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105126.0,2025-08-25T05:36:52.213000+02:00,-75.0,-10.68,7.43,2025-08-25T05:35:07.088000+02:00,Success,HSPA+,96.0,2025-08-25 05:35:07.088000+02:00,2025-08-25 05:36:52.213000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825153905,2025-08-25 05:38:54+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102221.0,2025-08-25T05:38:54.628000+02:00,-76.89,-10.62,5.13,2025-08-25T05:37:12.407000+02:00,Failed,HSPA+,6480.0,2025-08-25 05:37:12.407000+02:00,2025-08-25 05:38:54.628000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154102,2025-08-25 05:40:51+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96257.0,2025-08-25T05:40:51.448000+02:00,-83.03,-11.36,3.25,2025-08-25T05:39:15.191000+02:00,Success,HSPA,216.0,2025-08-25 05:39:15.191000+02:00,2025-08-25 05:40:51.448000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154302,2025-08-25 05:42:51+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,99174.0,2025-08-25T05:42:51.136000+02:00,-76.35,-10.49,10.27,2025-08-25T05:41:11.962000+02:00,Success,HSPA+,64.0,2025-08-25 05:41:11.962000+02:00,2025-08-25 05:42:51.136000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154507,2025-08-25 05:44:56+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105068.0,2025-08-25T05:44:56.704000+02:00,-71.35,-7.59,10.16,2025-08-25T05:43:11.637000+02:00,Failed,LTE CA2,6120.0,2025-08-25 05:43:11.637000+02:00,2025-08-25 05:44:56.704000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154711,2025-08-25 05:47:00+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102124.0,2025-08-25T05:47:00.020000+02:00,-65.84,-12.78,6.79,2025-08-25T05:45:17.896000+02:00,Success,HSPA+,72.0,2025-08-25 05:45:17.896000+02:00,2025-08-25 05:47:00.020000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825154914,2025-08-25 05:49:03+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103236.0,2025-08-25T05:49:03.562000+02:00,-70.17,-7.69,9.58,2025-08-25T05:47:20.326000+02:00,Success,HSPA+,56.0,2025-08-25 05:47:20.326000+02:00,2025-08-25 05:49:03.562000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155119,2025-08-25 05:51:08+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105153.0,2025-08-25T05:51:08.667000+02:00,-76.0,-11.11,9.33,2025-08-25T05:49:23.514000+02:00,Success,HSPA+,88.0,2025-08-25 05:49:23.514000+02:00,2025-08-25 05:51:08.667000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155323,2025-08-25 05:53:12+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103170.0,2025-08-25T05:53:12.151000+02:00,-67.87,-10.87,15.84,2025-08-25T05:51:28.982000+02:00,Success,HSPA+,64.0,2025-08-25 05:51:28.982000+02:00,2025-08-25 05:53:12.151000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155530,2025-08-25 05:55:19+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107078.0,2025-08-25T05:55:19.438000+02:00,-84.69,-11.63,13.55,2025-08-25T05:53:32.361000+02:00,Failed,NR5G NSA,6456.0,2025-08-25 05:53:32.361000+02:00,2025-08-25 05:55:19.438000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155728,2025-08-25 05:57:17+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96173.0,2025-08-25T05:57:17.369000+02:00,-78.9,-9.27,5.65,2025-08-25T05:55:41.196000+02:00,Success,HSPA,280.0,2025-08-25 05:55:41.196000+02:00,2025-08-25 05:57:17.369000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825155924,2025-08-25 05:59:13+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96150.0,2025-08-25T05:59:13.856000+02:00,-57.07,-6.15,15.8,2025-08-25T05:57:37.706000+02:00,Success,HSPA+,880.0,2025-08-25 05:57:37.706000+02:00,2025-08-25 05:59:13.856000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160121,2025-08-25 06:01:10+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96174.0,2025-08-25T06:01:10.596000+02:00,-67.91,-8.4,10.1,2025-08-25T05:59:34.422000+02:00,Success,HSPA+,440.0,2025-08-25 05:59:34.422000+02:00,2025-08-25 06:01:10.596000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160327,2025-08-25 06:03:16+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105169.0,2025-08-25T06:03:16.398000+02:00,-71.6,-9.87,11.29,2025-08-25T06:01:31.229000+02:00,Success,HSPA+,72.0,2025-08-25 06:01:31.229000+02:00,2025-08-25 06:03:16.398000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160531,2025-08-25 06:05:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103247.0,2025-08-25T06:05:20.068000+02:00,-76.67,-9.84,11.41,2025-08-25T06:03:36.821000+02:00,Success,HSPA+,56.0,2025-08-25 06:03:36.821000+02:00,2025-08-25 06:05:20.068000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160735,2025-08-25 06:07:24+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104185.0,2025-08-25T06:07:24.420000+02:00,-85.09,-1.78,6.89,2025-08-25T06:05:40.235000+02:00,Success,HSPA+,16.0,2025-08-25 06:05:40.235000+02:00,2025-08-25 06:07:24.420000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825160939,2025-08-25 06:09:28+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104144.0,2025-08-25T06:09:28.953000+02:00,-76.18,0.09,4.95,2025-08-25T06:07:44.809000+02:00,Success,HSPA+,8.0,2025-08-25 06:07:44.809000+02:00,2025-08-25 06:09:28.953000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161144,2025-08-25 06:11:33+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104157.0,2025-08-25T06:11:33.329000+02:00,-69.68,-7.73,17.26,2025-08-25T06:09:49.172000+02:00,Success,HSPA+,96.0,2025-08-25 06:09:49.172000+02:00,2025-08-25 06:11:33.329000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161349,2025-08-25 06:13:38+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104160.0,2025-08-25T06:13:38.302000+02:00,-66.23,-9.04,7.21,2025-08-25T06:11:54.142000+02:00,Success,HSPA+,64.0,2025-08-25 06:11:54.142000+02:00,2025-08-25 06:13:38.302000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161553,2025-08-25 06:15:42+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104141.0,2025-08-25T06:15:42.951000+02:00,-74.53,-7.85,15.99,2025-08-25T06:13:58.810000+02:00,Success,HSPA+,48.0,2025-08-25 06:13:58.810000+02:00,2025-08-25 06:15:42.951000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825161758,2025-08-25 06:17:47+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104174.0,2025-08-25T06:17:47.301000+02:00,-71.93,-7.02,12.05,2025-08-25T06:16:03.127000+02:00,Success,HSPA+,48.0,2025-08-25 06:16:03.127000+02:00,2025-08-25 06:17:47.301000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162002,2025-08-25 06:19:51+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104139.0,2025-08-25T06:19:51.643000+02:00,-67.64,-9.4,11.6,2025-08-25T06:18:07.505000+02:00,Success,HSPA+,64.0,2025-08-25 06:18:07.505000+02:00,2025-08-25 06:19:51.643000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162209,2025-08-25 06:21:58+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106176.0,2025-08-25T06:21:58.055000+02:00,-70.61,-8.87,9.33,2025-08-25T06:20:11.879000+02:00,Success,HSPA+,80.0,2025-08-25 06:20:11.879000+02:00,2025-08-25 06:21:58.055000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162419,2025-08-25 06:24:08+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110199.0,2025-08-25T06:24:08.487000+02:00,-70.45,-9.01,10.09,2025-08-25T06:22:18.288000+02:00,Success,HSPA+,72.0,2025-08-25 06:22:18.288000+02:00,2025-08-25 06:24:08.487000+02:00
542020041221088+20250825162849+Fiji-Nadi-MO-D!20250825162501,2025-08-25 06:24:59+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,31114.0,2025-08-25T06:24:59.838000+02:00,-75.06,-8.94,1.84,2025-08-25T06:24:28.725000+02:00,Success,HSPA+,112.0,2025-08-25 06:24:28.725000+02:00,2025-08-25 06:24:59.838000+02:00
542020041221088+20250825165336+Fiji-Nadi-MO-D!20250825165217,2025-08-25 06:52:06+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108146.0,2025-08-25T06:52:06.689000+02:00,-76.5,-8.74,5.41,2025-08-25T06:50:18.543000+02:00,Success,HSPA+,32.0,2025-08-25 06:50:18.543000+02:00,2025-08-25 06:52:06.689000+02:00
542020041221088+20250825165456+Fiji-Nadi-MO-D!20250825165422,2025-08-25 06:54:11+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104075.0,2025-08-25T06:54:11.662000+02:00,-83.53,-10.12,3.85,2025-08-25T06:52:27.588000+02:00,Failed,HSPA+,3048.0,2025-08-25 06:52:27.588000+02:00,2025-08-25 06:54:11.662000+02:00
542020041221088+20250825165816+Fiji-Nadi-MO-D!20250825165620,2025-08-25 06:56:09+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97165.0,2025-08-25T06:56:09.469000+02:00,-75.28,-7.78,10.82,2025-08-25T06:54:32.304000+02:00,Success,HSPA+,408.0,2025-08-25 06:54:32.304000+02:00,2025-08-25 06:56:09.469000+02:00
542020041221088+20250825170837+Fiji-Nadi-MO-D!20250825165818,2025-08-25 06:58:07+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97171.0,2025-08-25T06:58:07.156000+02:00,-73.62,-9.12,5.33,2025-08-25T06:56:29.986000+02:00,Success,HSPA+,40.0,2025-08-25 06:56:29.986000+02:00,2025-08-25 06:58:07.156000+02:00
542020041221088+20250825171938+Fiji-Nadi-MO-D!20250825170022,2025-08-25 07:00:11+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104144.0,2025-08-25T07:00:11.355000+02:00,-76.92,-7.35,7.37,2025-08-25T06:58:27.211000+02:00,Success,HSPA+,96.0,2025-08-25 06:58:27.211000+02:00,2025-08-25 07:00:11.355000+02:00
542020041221088+20250825171958+Fiji-Nadi-MO-D!20250825170226,2025-08-25 07:02:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104152.0,2025-08-25T07:02:15.692000+02:00,-66.33,-9.75,14.25,2025-08-25T07:00:31.542000+02:00,Success,HSPA+,64.0,2025-08-25 07:00:31.542000+02:00,2025-08-25 07:02:15.692000+02:00
542020041221088+20250825172019+Fiji-Nadi-MO-D!20250825170431,2025-08-25 07:04:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104176.0,2025-08-25T07:04:20.078000+02:00,-79.15,-6.65,10.95,2025-08-25T07:02:35.903000+02:00,Success,HSPA+,24.0,2025-08-25 07:02:35.903000+02:00,2025-08-25 07:04:20.078000+02:00
542020041221088+20250825172039+Fiji-Nadi-MO-D!20250825170633,2025-08-25 07:06:22+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102099.0,2025-08-25T07:06:22.422000+02:00,-77.43,-3.15,9.47,2025-08-25T07:04:40.324000+02:00,Success,HSPA+,2568.0,2025-08-25 07:04:40.324000+02:00,2025-08-25 07:06:22.422000+02:00
542020041221088+20250825172059+Fiji-Nadi-MO-D!20250825170837,2025-08-25 07:08:26+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104129.0,2025-08-25T07:08:26.676000+02:00,-84.98,-9.64,12.95,2025-08-25T07:06:42.547000+02:00,Success,HSPA+,72.0,2025-08-25 07:06:42.547000+02:00,2025-08-25 07:08:26.676000+02:00
542020041221088+20250825172119+Fiji-Nadi-MO-D!20250825171041,2025-08-25 07:10:30+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103133.0,2025-08-25T07:10:30.067000+02:00,-84.98,-10.82,-0.67,2025-08-25T07:08:46.934000+02:00,Success,HSPA+,64.0,2025-08-25 07:08:46.934000+02:00,2025-08-25 07:10:30.067000+02:00
542020041221088+20250825172139+Fiji-Nadi-MO-D!20250825171248,2025-08-25 07:12:37+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107129.0,2025-08-25T07:12:37.346000+02:00,-90.76,-3.86,5.99,2025-08-25T07:10:50.218000+02:00,Success,HSPA+,16.0,2025-08-25 07:10:50.218000+02:00,2025-08-25 07:12:37.346000+02:00
542020041221088+20250825172159+Fiji-Nadi-MO-D!20250825171449,2025-08-25 07:14:38+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101142.0,2025-08-25T07:14:38.700000+02:00,-85.39,-12.45,-0.61,2025-08-25T07:12:57.559000+02:00,Success,HSPA,80.0,2025-08-25 07:12:57.559000+02:00,2025-08-25 07:14:38.700000+02:00
542020041221088+20250825172219+Fiji-Nadi-MO-D!20250825171653,2025-08-25 07:16:42+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103161.0,2025-08-25T07:16:42.178000+02:00,-84.17,-5.71,9.88,2025-08-25T07:14:59.018000+02:00,Success,HSPA+,32.0,2025-08-25 07:14:59.018000+02:00,2025-08-25 07:16:42.178000+02:00
542020041221088+20250825172239+Fiji-Nadi-MO-D!20250825171855,2025-08-25 07:18:44+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102143.0,2025-08-25T07:18:44.501000+02:00,-68.32,-11.07,9.49,2025-08-25T07:17:02.358000+02:00,Success,HSPA+,80.0,2025-08-25 07:17:02.358000+02:00,2025-08-25 07:18:44.501000+02:00
542020041221088+20250825172259+Fiji-Nadi-MO-D!20250825171910,2025-08-25 07:19:09+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,5068.0,2025-08-25T07:19:09.535000+02:00,-67.61,-10.74,8.74,2025-08-25T07:19:04.467000+02:00,Success,WCDMA,80.0,2025-08-25 07:19:04.467000+02:00,2025-08-25 07:19:09.535000+02:00
542020041221088+20250826095657+Fiji-Nadi-MO-D!20250826095518,2025-08-25 23:55:07+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110131.0,2025-08-25T23:55:07.583000+02:00,-67.44,-7.07,17.3,2025-08-25T23:53:17.452000+02:00,Success,HSPA+,88.0,2025-08-25 23:53:17.452000+02:00,2025-08-25 23:55:07.583000+02:00
542020041221088+20250826100537+Fiji-Nadi-MO-D!20250826095725,2025-08-25 23:57:14+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107086.0,2025-08-25T23:57:14.640000+02:00,-91.16,-10.35,10.71,2025-08-25T23:55:27.554000+02:00,Failed,LTE CA2,1368.0,2025-08-25 23:55:27.554000+02:00,2025-08-25 23:57:14.640000+02:00
542020041221088+20250826101158+Fiji-Nadi-MO-D!20250826095926,2025-08-25 23:59:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101149.0,2025-08-25T23:59:15.830000+02:00,-88.04,-11.89,6.28,2025-08-25T23:57:34.681000+02:00,Success,HSPA+,56.0,2025-08-25 23:57:34.681000+02:00,2025-08-25 23:59:15.830000+02:00
542020041221088+20250826101359+Fiji-Nadi-MO-D!20250826100131,2025-08-26 00:01:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105151.0,2025-08-26T00:01:20.988000+02:00,-72.14,-6.32,11.63,2025-08-25T23:59:35.838000+02:00,Success,HSPA+,88.0,2025-08-25 23:59:35.838000+02:00,2025-08-26 00:01:20.988000+02:00
542020041221088+20250826103243+Fiji-Nadi-MO-D!20250826100336,2025-08-26 00:03:25+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105137.0,2025-08-26T00:03:25.954000+02:00,-76.14,-7.15,18.32,2025-08-26T00:01:40.818000+02:00,Success,HSPA+,56.0,2025-08-26 00:01:40.818000+02:00,2025-08-26 00:03:25.954000+02:00
