serving_cell_key,rows,sessions,median_tp_mbps,p10_tp_mbps,mean_tp_mbps,low_tp_pct,stat_anomaly_pct,rca_handoff_pct,median_p75_gap_mbps,p90_p75_gap_mbps,median_rsrp_dbm,median_rsrq_db,median_sinr_db,median_cqi,median_mcs,median_bler_pct,p90_bler_pct,median_rb_usage,median_tp_per_rb,median_tp_badness,p10_tp_badness,anomaly_rate_badness,p75_gap_badness,cqi_badness,mcs_badness,bler_badness,sinr_badness,rsrq_badness,rsrp_badness,bad_entity_score_0_100,entity_label,bad_entity_rank,bad_entity_percentile,bad_entity_candidate_flag,rank_reliability,serving_pci,serving_eci,serving_earfcn,serving_band
ECI:1079614.0,99,3,45.268192,28.552848,43.138044212121216,2.0202020202020203,7.07070707070707,7.07070707070707,13.886273000000003,32.7814708,-99.708725,-12.910119,5.1385427,10.0,15.0,5.686434,8.069980000000001,184.0,0.24939246739130433,0.483271375464684,0.17472118959107807,0.1524163568773234,0.5018587360594795,0.44052044609665425,0.775092936802974,0.45353159851301117,0.9368029739776952,0.9219330855018587,0.6914498141263941,47.01,cell_key,144,46.84,False,MEDIUM,346.0,1079614.0,40790.0,41.0
ECI:1081376.0,244,3,25.2199715,6.4799704,35.99740623483606,18.0327868852459,21.721311475409834,13.934426229508196,74.58032625000001,123.44306080000001,-82.086925,-8.942416999999999,23.89133,14.0,26.0,3.58058385,13.283330700000008,68.0,0.40789789052287584,0.7546468401486989,0.6245353159851301,0.5464684014869888,0.9925650557620818,0.024163568773234202,0.01858736059479554,0.23048327137546468,0.022304832713754646,0.055762081784386616,0.08921933085501858,46.62,cell_key,145,46.47,False,HIGH,455.0,1081376.0,1850.0,3.0
ECI:1076787.0,48,1,42.175272,3.5391072,37.719381604166664,16.666666666666664,29.166666666666668,22.916666666666664,7.216989000000004,40.49493620000001,-90.10425599999999,-9.7963035,14.53265175,11.0,18.0,2.1132429999999998,5.0647498,92.0,0.4941532658802178,0.516728624535316,0.7472118959107806,0.7100371747211895,0.34572490706319703,0.2955390334572491,0.5594795539033457,0.022304832713754646,0.3382899628252788,0.38661710037174724,0.27137546468401486,46.35,cell_key,146,46.1,False,LOW,185.0,1076787.0,41186.0,41.0
ECI:1064509.0,147,3,38.035015,16.958364800000002,39.65181114897959,9.523809523809524,15.646258503401361,14.285714285714285,-7.755955000000004,21.782181000000012,-105.58832,-11.296711,7.2703285,10.0,16.0,4.3383946,7.424445400000001,96.0,0.3329517023809524,0.5613382899628253,0.3159851301115242,0.3420074349442379,0.05947955390334572,0.44052044609665425,0.7118959107806692,0.3382899628252788,0.8587360594795539,0.7323420074349443,0.8661710037174721,46.16,cell_key,147,45.72,False,HIGH,288.0,1064509.0,40790.0,41.0
ECI:3625798.0,154,2,102.90535,16.5733911,100.22313666883117,7.792207792207792,21.428571428571427,21.428571428571427,30.324760000000012,120.48609890000002,-72.954932,-13.441919500000001,16.378089,10.0,16.0,13.764032,15.188148000000002,159.0,0.6394712105859783,0.08178438661710037,0.32342007434944237,0.5241635687732342,0.7881040892193308,0.44052044609665425,0.7118959107806692,1.0,0.22676579925650558,0.9516728624535316,0.01486988847583643,45.92,cell_key,148,45.35,False,MEDIUM,115.0,3625798.0,9310.0,28.0
ECI:3642943.0,203,5,82.23693,4.942972800000001,87.30068654433006,13.793103448275861,24.137931034482758,22.660098522167488,-1.0386814999999956,88.92433000000004,-84.326706,-12.237257,15.278823,8.0,19.0,8.636364,11.5472908,166.0,0.6145088732394366,0.17100371747211895,0.6840148698884758,0.5985130111524164,0.11524163568773234,0.7397769516728625,0.4739776951672863,0.7657992565055762,0.2862453531598513,0.8661710037174721,0.14869888475836432,45.74,cell_key,149,44.98,False,HIGH,313.0,3642943.0,41384.0,41.0
ECI:1076542.0,31,2,61.120464,0.21432,57.550468129032254,19.35483870967742,29.03225806451613,19.35483870967742,26.377073000000003,118.23347,-89.77756,-9.889521,14.783147,14.0,20.0,3.4188035,6.468647,172.0,0.4021797590361446,0.3420074349442379,0.9479553903345725,0.7026022304832714,0.7397769516728625,0.024163568773234202,0.36617100371747213,0.18587360594795538,0.31226765799256506,0.40892193308550184,0.24907063197026022,45.49,cell_key,150,44.61,False,LOW,180.0,1076542.0,40790.0,41.0
ECI:1065013.0,81,1,33.071697,10.493768,35.78019082716049,9.876543209876543,17.28395061728395,9.876543209876543,6.906428000000002,33.78373675,-99.94605,-9.4119625,13.734829,11.0,20.0,6.4159293,21.132597,90.0,0.3193613950617284,0.6356877323420075,0.44981412639405205,0.4052044609665427,0.3308550185873606,0.2955390334572491,0.36617100371747213,0.49814126394052044,0.4052044609665427,0.23048327137546468,0.6988847583643123,45.48,cell_key,151,44.24,False,LOW,470.0,1065013.0,41384.0,41.0
ECI:1065675.0,43,2,41.04164,2.2770880000000004,44.40943151162791,18.6046511627907,27.906976744186046,27.906976744186046,1.2352249999999998,56.79096920000001,-97.15903,-9.26793,15.144216,12.0,23.0,7.4894514,11.424373600000001,123.0,0.34433639344262296,0.5241635687732342,0.8178438661710037,0.6840148698884758,0.17100371747211895,0.18029739776951673,0.120817843866171,0.5613382899628253,0.2936802973977695,0.16356877323420074,0.550185873605948,45.42,cell_key,152,43.87,False,LOW,321.0,1065675.0,356.0,1.0
ECI:1081650.0,35,1,50.845222,19.5359232,51.20104045714285,5.714285714285714,8.571428571428571,5.714285714285714,4.499222749999994,23.7307473,-97.199615,-10.557895,9.504598,6.0,14.0,4.0675845,7.050412800000002,182.0,0.2875433837837838,0.3940520446096654,0.275092936802974,0.18587360594795538,0.25650557620817843,0.9553903345724907,0.8345724907063197,0.2936802973977695,0.6988847583643123,0.5836431226765799,0.5539033457249071,44.94,cell_key,153,43.49,False,LOW,354.0,1081650.0,41186.0,41.0
ECI:1068746.0,64,4,80.53280000000001,10.3544624,82.481439778125,9.375,12.5,10.9375,4.7251069999999995,62.651840000000014,-85.724411,-10.689537999999999,11.4700425,8.0,16.0,9.6758415,13.9009567,148.5,0.5283129620647565,0.17843866171003717,0.45353159851301117,0.26765799256505574,0.26394052044609667,0.7397769516728625,0.7118959107806692,0.9070631970260223,0.5724907063197026,0.620817843866171,0.15985130111524162,44.42,cell_key,154,43.12,False,MEDIUM,402.0,1068746.0,500.0,1.0
