id,Activity.Activity,Activity.Status,Activity.Tech,download_raw_start_utc,download_raw_end_utc,download_analysis_start_utc,download_analysis_end_utc,raw_duration_seconds,analysis_duration_seconds
542020041221088+20250827154414+Fiji-Nadi-LTE-DL-D!20250827153533,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 03:30:55.682000+00:00,2025-08-27 03:33:55.800000+00:00,2025-08-27 03:31:00.682000+00:00,2025-08-27 03:33:53.800000+00:00,180.118,173.118
542020041221088+20250827154913+Fiji-Nadi-LTE-DL-D!20250827153748,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 03:33:56.810000+00:00,2025-08-27 03:36:56.911000+00:00,2025-08-27 03:34:01.810000+00:00,2025-08-27 03:36:54.911000+00:00,180.101,173.101
542020041221088+20250827155333+Fiji-Nadi-LTE-DL-D!20250827154000,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 03:36:57.916000+00:00,2025-08-27 03:39:58.034000+00:00,2025-08-27 03:37:02.916000+00:00,2025-08-27 03:39:56.034000+00:00,180.118,173.118
542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 03:39:59.040000+00:00,2025-08-27 03:41:02.288000+00:00,2025-08-27 03:40:04.040000+00:00,2025-08-27 03:41:00.288000+00:00,63.248,56.248
542020041221088+20250827155633+Fiji-Nadi-LTE-DL-D!20250827154210,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 03:39:59.040000+00:00,2025-08-27 03:41:17.321000+00:00,2025-08-27 03:40:04.040000+00:00,2025-08-27 03:41:15.321000+00:00,78.281,71.281
542020041221088+20250827155853+Fiji-Nadi-LTE-DL-D!20250827154409,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 03:41:03.111000+00:00,2025-08-27 03:44:03.211000+00:00,2025-08-27 03:41:08.111000+00:00,2025-08-27 03:44:01.211000+00:00,180.1,173.1
542020041221088+20250827160414+Fiji-Nadi-LTE-DL-D!20250827155722,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 03:53:18.854000+00:00,2025-08-27 03:56:18.949000+00:00,2025-08-27 03:53:23.854000+00:00,2025-08-27 03:56:16.949000+00:00,180.095,173.095
542020041221088+20250827160614+Fiji-Nadi-LTE-DL-D!20250827155934,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 03:56:19.950000+00:00,2025-08-27 03:59:20.051000+00:00,2025-08-27 03:56:24.950000+00:00,2025-08-27 03:59:18.051000+00:00,180.101,173.101
542020041221088+20250827161034+Fiji-Nadi-LTE-DL-D!20250827160358,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 03:59:21.049000+00:00,2025-08-27 04:02:21.153000+00:00,2025-08-27 03:59:26.049000+00:00,2025-08-27 04:02:19.153000+00:00,180.104,173.104
542020041221088+20250827161114+Fiji-Nadi-LTE-DL-D!20250827160608,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 04:02:22.162000+00:00,2025-08-27 04:05:22.290000+00:00,2025-08-27 04:02:27.162000+00:00,2025-08-27 04:05:20.290000+00:00,180.128,173.128
542020041221088+20250827161314+Fiji-Nadi-LTE-DL-D!20250827161239,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 04:08:24.475000+00:00,2025-08-27 04:11:24.612000+00:00,2025-08-27 04:08:29.475000+00:00,2025-08-27 04:11:22.612000+00:00,180.137,173.137
542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:21:20.741000+00:00,2025-08-27 22:24:20.851000+00:00,2025-08-27 22:21:25.741000+00:00,2025-08-27 22:24:18.851000+00:00,180.11,173.11
542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 22:24:21.832000+00:00,2025-08-27 22:25:11.957000+00:00,2025-08-27 22:24:26.832000+00:00,2025-08-27 22:25:09.957000+00:00,50.125,43.125
542020041221088+20250828102746+Fiji-Nadi-LTE-DL-D!20250828102524,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 22:24:21.832000+00:00,2025-08-27 22:25:15.459000+00:00,2025-08-27 22:24:26.832000+00:00,2025-08-27 22:25:13.459000+00:00,53.627,46.627
542020041221088+20250828103207+Fiji-Nadi-LTE-DL-D!20250828102946,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:25:12.871000+00:00,2025-08-27 22:28:12.971000+00:00,2025-08-27 22:25:17.871000+00:00,2025-08-27 22:28:10.971000+00:00,180.1,173.1
542020041221088+20250828103427+Fiji-Nadi-LTE-DL-D!20250828103156,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:28:13.972000+00:00,2025-08-27 22:31:14.083000+00:00,2025-08-27 22:28:18.972000+00:00,2025-08-27 22:31:12.083000+00:00,180.111,173.111
542020041221088+20250828103907+Fiji-Nadi-LTE-DL-D!20250828103834,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:34:16.185000+00:00,2025-08-27 22:37:16.324000+00:00,2025-08-27 22:34:21.185000+00:00,2025-08-27 22:37:14.324000+00:00,180.139,173.139
542020041221088+20250828104127+Fiji-Nadi-LTE-DL-D!20250828104043,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:37:17.326000+00:00,2025-08-27 22:40:17.424000+00:00,2025-08-27 22:37:22.326000+00:00,2025-08-27 22:40:15.424000+00:00,180.098,173.098
542020041221088+20250828104547+Fiji-Nadi-LTE-DL-D!20250828104505,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:40:18.428000+00:00,2025-08-27 22:43:18.530000+00:00,2025-08-27 22:40:23.428000+00:00,2025-08-27 22:43:16.530000+00:00,180.102,173.102
542020041221088+20250828104747+Fiji-Nadi-LTE-DL-D!20250828104718,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:43:19.525000+00:00,2025-08-27 22:46:19.624000+00:00,2025-08-27 22:43:24.525000+00:00,2025-08-27 22:46:17.624000+00:00,180.099,173.099
542020041221088+20250828105007+Fiji-Nadi-LTE-DL-D!20250828104930,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:46:20.622000+00:00,2025-08-27 22:49:20.724000+00:00,2025-08-27 22:46:25.622000+00:00,2025-08-27 22:49:18.724000+00:00,180.102,173.102
542020041221088+20250828105428+Fiji-Nadi-LTE-DL-D!20250828105353,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:49:21.743000+00:00,2025-08-27 22:52:21.846000+00:00,2025-08-27 22:49:26.743000+00:00,2025-08-27 22:52:19.846000+00:00,180.103,173.103
542020041221088+20250828105628+Fiji-Nadi-LTE-DL-D!20250828105605,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:52:22.850000+00:00,2025-08-27 22:55:22.947000+00:00,2025-08-27 22:52:27.850000+00:00,2025-08-27 22:55:20.947000+00:00,180.097,173.097
542020041221088+20250828113351+Fiji-Nadi-LTE-DL-D!20250828110026,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 22:55:23.952000+00:00,2025-08-27 22:58:24.052000+00:00,2025-08-27 22:55:28.952000+00:00,2025-08-27 22:58:22.052000+00:00,180.1,173.1
542020041221088+20250828113551+Fiji-Nadi-LTE-DL-D!20250828110238,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 22:58:25.052000+00:00,2025-08-27 23:01:25.156000+00:00,2025-08-27 22:58:30.052000+00:00,2025-08-27 23:01:23.156000+00:00,180.104,173.104
542020041221088+20250828113631+Fiji-Nadi-LTE-DL-D!20250828110448,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:01:26.159000+00:00,2025-08-27 23:04:26.247000+00:00,2025-08-27 23:01:31.159000+00:00,2025-08-27 23:04:24.247000+00:00,180.088,173.088
542020041221088+20250828114011+Fiji-Nadi-LTE-DL-D!20250828110908,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:04:27.252000+00:00,2025-08-27 23:07:27.353000+00:00,2025-08-27 23:04:32.252000+00:00,2025-08-27 23:07:25.353000+00:00,180.101,173.101
542020041221088+20250828114132+Fiji-Nadi-LTE-DL-D!20250828111120,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:07:28.357000+00:00,2025-08-27 23:10:28.466000+00:00,2025-08-27 23:07:33.357000+00:00,2025-08-27 23:10:26.466000+00:00,180.109,173.109
542020041221088+20250828114252+Fiji-Nadi-LTE-DL-D!20250828111332,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:10:29.474000+00:00,2025-08-27 23:13:29.581000+00:00,2025-08-27 23:10:34.474000+00:00,2025-08-27 23:13:27.581000+00:00,180.107,173.107
542020041221088+20250828114552+Fiji-Nadi-LTE-DL-D!20250828111754,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:13:30.580000+00:00,2025-08-27 23:16:30.687000+00:00,2025-08-27 23:13:35.580000+00:00,2025-08-27 23:16:28.687000+00:00,180.107,173.107
542020041221088+20250828114712+Fiji-Nadi-LTE-DL-D!20250828112007,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:16:31.692000+00:00,2025-08-27 23:19:31.805000+00:00,2025-08-27 23:16:36.692000+00:00,2025-08-27 23:19:29.805000+00:00,180.113,173.113
542020041221088+20250828114952+Fiji-Nadi-LTE-DL-D!20250828112430,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:19:32.810000+00:00,2025-08-27 23:22:32.912000+00:00,2025-08-27 23:19:37.810000+00:00,2025-08-27 23:22:30.912000+00:00,180.102,173.102
542020041221088+20250828115053+Fiji-Nadi-LTE-DL-D!20250828112640,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:22:33.912000+00:00,2025-08-27 23:25:34.012000+00:00,2025-08-27 23:22:38.912000+00:00,2025-08-27 23:25:32.012000+00:00,180.1,173.1
542020041221088+20250828115313+Fiji-Nadi-LTE-DL-D!20250828112854,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:25:35.014000+00:00,2025-08-27 23:28:35.123000+00:00,2025-08-27 23:25:40.014000+00:00,2025-08-27 23:28:33.123000+00:00,180.109,173.109
542020041221088+20250828115753+Fiji-Nadi-LTE-DL-D!20250828113321,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:28:36.116000+00:00,2025-08-27 23:31:36.211000+00:00,2025-08-27 23:28:41.116000+00:00,2025-08-27 23:31:34.211000+00:00,180.095,173.095
542020041221088+20250828120053+Fiji-Nadi-LTE-DL-D!20250828113532,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:31:37.212000+00:00,2025-08-27 23:34:37.306000+00:00,2025-08-27 23:31:42.212000+00:00,2025-08-27 23:34:35.306000+00:00,180.094,173.094
542020041221088+20250828120254+Fiji-Nadi-LTE-DL-D!20250828113742,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-27 23:34:38.312000+00:00,2025-08-27 23:37:38.419000+00:00,2025-08-27 23:34:43.312000+00:00,2025-08-27 23:37:36.419000+00:00,180.107,173.107
542020041221088+20250828121001+Fiji-Nadi-LTE-DL-D!20250828114201,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:37:39.419000+00:00,2025-08-27 23:40:39.515000+00:00,2025-08-27 23:37:44.419000+00:00,2025-08-27 23:40:37.515000+00:00,180.096,173.096
542020041221088+20250828121041+Fiji-Nadi-LTE-DL-D!20250828114409,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:40:40.516000+00:00,2025-08-27 23:43:40.620000+00:00,2025-08-27 23:40:45.516000+00:00,2025-08-27 23:43:38.620000+00:00,180.104,173.104
542020041221088+20250828121301+Fiji-Nadi-LTE-DL-D!20250828114829,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:43:41.622000+00:00,2025-08-27 23:46:41.725000+00:00,2025-08-27 23:43:46.622000+00:00,2025-08-27 23:46:39.725000+00:00,180.103,173.103
542020041221088+20250828121341+Fiji-Nadi-LTE-DL-D!20250828115038,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:46:42.724000+00:00,2025-08-27 23:49:42.842000+00:00,2025-08-27 23:46:47.724000+00:00,2025-08-27 23:49:40.842000+00:00,180.118,173.118
542020041221088+20250828121442+Fiji-Nadi-LTE-DL-D!20250828115247,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:49:43.839000+00:00,2025-08-27 23:52:43.938000+00:00,2025-08-27 23:49:48.839000+00:00,2025-08-27 23:52:41.938000+00:00,180.099,173.099
542020041221088+20250828121642+Fiji-Nadi-LTE-DL-D!20250828115710,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:52:44.942000+00:00,2025-08-27 23:55:45.044000+00:00,2025-08-27 23:52:49.942000+00:00,2025-08-27 23:55:43.044000+00:00,180.102,173.102
542020041221088+20250828121742+Fiji-Nadi-LTE-DL-D!20250828115919,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:55:46.053000+00:00,2025-08-27 23:58:46.173000+00:00,2025-08-27 23:55:51.053000+00:00,2025-08-27 23:58:44.173000+00:00,180.12,173.12
542020041221088+20250828122022+Fiji-Nadi-LTE-DL-D!20250828120340,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-27 23:58:47.162000+00:00,2025-08-28 00:01:47.257000+00:00,2025-08-27 23:58:52.162000+00:00,2025-08-28 00:01:45.257000+00:00,180.095,173.095
542020041221088+20250828122203+Fiji-Nadi-LTE-DL-D!20250828120550,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 00:01:48.272000+00:00,2025-08-28 00:04:48.415000+00:00,2025-08-28 00:01:53.272000+00:00,2025-08-28 00:04:46.415000+00:00,180.143,173.143
542020041221088+20250828122402+Fiji-Nadi-LTE-DL-D!20250828121612,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:12:07.549000+00:00,2025-08-28 00:15:07.688000+00:00,2025-08-28 00:12:12.549000+00:00,2025-08-28 00:15:05.688000+00:00,180.139,173.139
542020041221088+20250828122542+Fiji-Nadi-LTE-DL-D!20250828121826,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:15:08.665000+00:00,2025-08-28 00:18:08.838000+00:00,2025-08-28 00:15:13.665000+00:00,2025-08-28 00:18:06.838000+00:00,180.173,173.173
542020041221088+20250828122942+Fiji-Nadi-LTE-DL-D!20250828122638,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:22:31.530000+00:00,2025-08-28 00:25:31.658000+00:00,2025-08-28 00:22:36.530000+00:00,2025-08-28 00:25:29.658000+00:00,180.128,173.128
542020041221088+20250828123202+Fiji-Nadi-LTE-DL-D!20250828122853,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:25:32.648000+00:00,2025-08-28 00:28:32.753000+00:00,2025-08-28 00:25:37.648000+00:00,2025-08-28 00:28:30.753000+00:00,180.105,173.105
542020041221088+20250828123522+Fiji-Nadi-LTE-DL-D!20250828123323,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:28:33.740000+00:00,2025-08-28 00:31:33.860000+00:00,2025-08-28 00:28:38.740000+00:00,2025-08-28 00:31:31.860000+00:00,180.12,173.12
542020041221088+20250828123602+Fiji-Nadi-LTE-DL-D!20250828123538,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:31:34.855000+00:00,2025-08-28 00:34:34.979000+00:00,2025-08-28 00:31:39.855000+00:00,2025-08-28 00:34:32.979000+00:00,180.124,173.124
542020041221088+20250828123602+Fiji-Nadi-LTE-DL-D!20250828123538,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:31:34.855000+00:00,2025-08-28 00:34:35.004000+00:00,2025-08-28 00:31:39.855000+00:00,2025-08-28 00:34:33.004000+00:00,180.149,173.149
542020041221088+20250828123823+Fiji-Nadi-LTE-DL-D!20250828123754,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:34:35.963000+00:00,2025-08-28 00:37:36.058000+00:00,2025-08-28 00:34:40.963000+00:00,2025-08-28 00:37:34.058000+00:00,180.095,173.095
542020041221088+20250828124303+Fiji-Nadi-LTE-DL-D!20250828124223,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:37:37.061000+00:00,2025-08-28 00:40:37.167000+00:00,2025-08-28 00:37:42.061000+00:00,2025-08-28 00:40:35.167000+00:00,180.106,173.106
542020041221088+20250828124503+Fiji-Nadi-LTE-DL-D!20250828124436,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:40:38.178000+00:00,2025-08-28 00:43:38.270000+00:00,2025-08-28 00:40:43.178000+00:00,2025-08-28 00:43:36.270000+00:00,180.092,173.092
542020041221088+20250828124723+Fiji-Nadi-LTE-DL-D!20250828124651,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:43:39.280000+00:00,2025-08-28 00:46:39.415000+00:00,2025-08-28 00:43:44.280000+00:00,2025-08-28 00:46:37.415000+00:00,180.135,173.135
542020041221088+20250828125203+Fiji-Nadi-LTE-DL-D!20250828125121,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:46:40.411000+00:00,2025-08-28 00:49:40.513000+00:00,2025-08-28 00:46:45.411000+00:00,2025-08-28 00:49:38.513000+00:00,180.102,173.102
542020041221088+20250828125404+Fiji-Nadi-LTE-DL-D!20250828125334,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:49:41.513000+00:00,2025-08-28 00:52:41.620000+00:00,2025-08-28 00:49:46.513000+00:00,2025-08-28 00:52:39.620000+00:00,180.107,173.107
542020041221088+20250828125624+Fiji-Nadi-LTE-DL-D!20250828125546,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:52:42.631000+00:00,2025-08-28 00:55:42.737000+00:00,2025-08-28 00:52:47.631000+00:00,2025-08-28 00:55:40.737000+00:00,180.106,173.106
542020041221088+20250828130044+Fiji-Nadi-LTE-DL-D!20250828130012,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:55:43.721000+00:00,2025-08-28 00:58:43.831000+00:00,2025-08-28 00:55:48.721000+00:00,2025-08-28 00:58:41.831000+00:00,180.11,173.11
542020041221088+20250828130244+Fiji-Nadi-LTE-DL-D!20250828130228,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 00:58:44.820000+00:00,2025-08-28 01:01:44.945000+00:00,2025-08-28 00:58:49.820000+00:00,2025-08-28 01:01:42.945000+00:00,180.125,173.125
542020041221088+20250828131005+Fiji-Nadi-LTE-DL-D!20250828130912,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:04:47.056000+00:00,2025-08-28 01:07:47.210000+00:00,2025-08-28 01:04:52.056000+00:00,2025-08-28 01:07:45.210000+00:00,180.154,173.154
542020041221088+20250828131435+Fiji-Nadi-LTE-DL-D!20250828131128,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:07:48.208000+00:00,2025-08-28 01:10:48.381000+00:00,2025-08-28 01:07:53.208000+00:00,2025-08-28 01:10:46.381000+00:00,180.173,173.173
542020041221088+20250828132555+Fiji-Nadi-LTE-DL-D!20250828131914,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:15:06.121000+00:00,2025-08-28 01:18:06.323000+00:00,2025-08-28 01:15:11.121000+00:00,2025-08-28 01:18:04.323000+00:00,180.202,173.202
542020041221088+20250828132735+Fiji-Nadi-LTE-DL-D!20250828132130,HTTP/HTTPS Download,Failed,LTE CA3,2025-08-28 01:18:07.311000+00:00,2025-08-28 01:21:07.483000+00:00,2025-08-28 01:18:12.311000+00:00,2025-08-28 01:21:05.483000+00:00,180.172,173.172
542020041221088+20250828133816+Fiji-Nadi-LTE-DL-D!20250828132818,HTTP/HTTPS Download,Failed,LTE CA3,2025-08-28 01:24:09.654000+00:00,2025-08-28 01:27:09.795000+00:00,2025-08-28 01:24:14.654000+00:00,2025-08-28 01:27:07.795000+00:00,180.141,173.141
542020041221088+20250828133856+Fiji-Nadi-LTE-DL-D!20250828133030,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:27:10.787000+00:00,2025-08-28 01:30:10.955000+00:00,2025-08-28 01:27:15.787000+00:00,2025-08-28 01:30:08.955000+00:00,180.168,173.168
542020041221088+20250828134116+Fiji-Nadi-LTE-DL-D!20250828133502,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:30:11.936000+00:00,2025-08-28 01:33:12.058000+00:00,2025-08-28 01:30:16.936000+00:00,2025-08-28 01:33:10.058000+00:00,180.122,173.122
542020041221088+20250828134256+Fiji-Nadi-LTE-DL-D!20250828133718,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:33:13.064000+00:00,2025-08-28 01:36:13.201000+00:00,2025-08-28 01:33:18.064000+00:00,2025-08-28 01:36:11.201000+00:00,180.137,173.137
542020041221088+20250828134436+Fiji-Nadi-LTE-DL-D!20250828133934,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:36:14.199000+00:00,2025-08-28 01:39:14.378000+00:00,2025-08-28 01:36:19.199000+00:00,2025-08-28 01:39:12.378000+00:00,180.179,173.179
542020041221088+20250828134936+Fiji-Nadi-LTE-DL-D!20250828134405,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:39:15.343000+00:00,2025-08-28 01:42:15.474000+00:00,2025-08-28 01:39:20.343000+00:00,2025-08-28 01:42:13.474000+00:00,180.131,173.131
542020041221088+20250828135037+Fiji-Nadi-LTE-DL-D!20250828134621,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:42:16.478000+00:00,2025-08-28 01:45:16.600000+00:00,2025-08-28 01:42:21.478000+00:00,2025-08-28 01:45:14.600000+00:00,180.122,173.122
542020041221088+20250828135137+Fiji-Nadi-LTE-DL-D!20250828134837,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:45:17.601000+00:00,2025-08-28 01:48:17.731000+00:00,2025-08-28 01:45:22.601000+00:00,2025-08-28 01:48:15.731000+00:00,180.13,173.13
542020041221088+20250828135437+Fiji-Nadi-LTE-DL-D!20250828135310,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:48:18.772000+00:00,2025-08-28 01:51:18.905000+00:00,2025-08-28 01:48:23.772000+00:00,2025-08-28 01:51:16.905000+00:00,180.133,173.133
542020041221088+20250828135857+Fiji-Nadi-LTE-DL-D!20250828135526,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:51:19.911000+00:00,2025-08-28 01:54:20.081000+00:00,2025-08-28 01:51:24.911000+00:00,2025-08-28 01:54:18.081000+00:00,180.17,173.17
542020041221088+20250828140057+Fiji-Nadi-LTE-DL-D!20250828135741,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:54:21.047000+00:00,2025-08-28 01:57:21.189000+00:00,2025-08-28 01:54:26.047000+00:00,2025-08-28 01:57:19.189000+00:00,180.142,173.142
542020041221088+20250828140057+Fiji-Nadi-LTE-DL-D!20250828135741,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 01:57:22.172000+00:00,2025-08-28 01:57:42.231000+00:00,2025-08-28 01:57:27.172000+00:00,2025-08-28 01:57:40.231000+00:00,20.059,13.059
542020041221088+20250828140157+Fiji-Nadi-LTE-DL-D!20250828135953,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 01:57:44.237000+00:00,2025-08-28 01:58:04.275000+00:00,2025-08-28 01:57:49.237000+00:00,2025-08-28 01:58:02.275000+00:00,20.038,13.038
542020041221088+20250828140337+Fiji-Nadi-LTE-DL-D!20250828140209,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 01:58:05.283000+00:00,2025-08-28 02:01:05.424000+00:00,2025-08-28 01:58:10.283000+00:00,2025-08-28 02:01:03.424000+00:00,180.141,173.141
542020041221088+20250828140457+Fiji-Nadi-LTE-DL-D!20250828140425,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:01:06.421000+00:00,2025-08-28 02:04:06.568000+00:00,2025-08-28 02:01:11.421000+00:00,2025-08-28 02:04:04.568000+00:00,180.147,173.147
542020041221088+20250828140938+Fiji-Nadi-LTE-DL-D!20250828140855,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:04:07.547000+00:00,2025-08-28 02:07:07.680000+00:00,2025-08-28 02:04:12.547000+00:00,2025-08-28 02:07:05.680000+00:00,180.133,173.133
542020041221088+20250828141158+Fiji-Nadi-LTE-DL-D!20250828141111,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:07:08.698000+00:00,2025-08-28 02:10:08.883000+00:00,2025-08-28 02:07:13.698000+00:00,2025-08-28 02:10:06.883000+00:00,180.185,173.185
542020041221088+20250828141358+Fiji-Nadi-LTE-DL-D!20250828141324,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:10:09.835000+00:00,2025-08-28 02:13:09.960000+00:00,2025-08-28 02:10:14.835000+00:00,2025-08-28 02:13:07.960000+00:00,180.125,173.125
542020041221088+20250828141838+Fiji-Nadi-LTE-DL-D!20250828141754,HTTP/HTTPS Download,Failed,LTE CA3,2025-08-28 02:13:10.965000+00:00,2025-08-28 02:16:11.103000+00:00,2025-08-28 02:13:15.965000+00:00,2025-08-28 02:16:09.103000+00:00,180.138,173.138
542020041221088+20250828142038+Fiji-Nadi-LTE-DL-D!20250828142010,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:16:12.114000+00:00,2025-08-28 02:19:12.247000+00:00,2025-08-28 02:16:17.114000+00:00,2025-08-28 02:19:10.247000+00:00,180.133,173.133
542020041221088+20250828142258+Fiji-Nadi-LTE-DL-D!20250828142226,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:19:13.260000+00:00,2025-08-28 02:22:13.406000+00:00,2025-08-28 02:19:18.260000+00:00,2025-08-28 02:22:11.406000+00:00,180.146,173.146
542020041221088+20250828142739+Fiji-Nadi-LTE-DL-D!20250828142656,HTTP/HTTPS Download,Failed,LTE CA1,2025-08-28 02:22:14.399000+00:00,2025-08-28 02:25:14.531000+00:00,2025-08-28 02:22:19.399000+00:00,2025-08-28 02:25:12.531000+00:00,180.132,173.132
542020041221088+20250828142959+Fiji-Nadi-LTE-DL-D!20250828142912,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:25:15.526000+00:00,2025-08-28 02:28:15.668000+00:00,2025-08-28 02:25:20.526000+00:00,2025-08-28 02:28:13.668000+00:00,180.142,173.142
542020041221088+20250828143139+Fiji-Nadi-LTE-DL-D!20250828143127,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:28:16.669000+00:00,2025-08-28 02:31:16.806000+00:00,2025-08-28 02:28:21.669000+00:00,2025-08-28 02:31:14.806000+00:00,180.137,173.137
542020041221088+20250828143639+Fiji-Nadi-LTE-DL-D!20250828143559,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:31:17.810000+00:00,2025-08-28 02:34:17.947000+00:00,2025-08-28 02:31:22.810000+00:00,2025-08-28 02:34:15.947000+00:00,180.137,173.137
542020041221088+20250828143859+Fiji-Nadi-LTE-DL-D!20250828143815,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:34:18.954000+00:00,2025-08-28 02:37:19.083000+00:00,2025-08-28 02:34:23.954000+00:00,2025-08-28 02:37:17.083000+00:00,180.129,173.129
542020041221088+20250828144059+Fiji-Nadi-LTE-DL-D!20250828144029,HTTP/HTTPS Download,Failed,LTE CA2,2025-08-28 02:37:20.081000+00:00,2025-08-28 02:40:20.196000+00:00,2025-08-28 02:37:25.081000+00:00,2025-08-28 02:40:18.196000+00:00,180.115,173.115
