dataset,column,family,dtype,full_non_null_count,full_missing_count,full_missing_pct,sample_unique_count,sample_unique_pct,sample_non_null_examples,sample_min,sample_max,sample_mean,sample_std,sample_top_values
drive_clean_throughput_base,LTE.RACH.RACH_Result,LTE,object,4132,28342,87.276,5,0.121,"['Failure at MSG2', 'Failure at MSG2', 'Failure at MSG2', 'Failure at MSG2', 'Failure at MSG2']",,,,,"{'Success': 3994, 'Failure at MSG2': 128, 'Timeout at MSG4': 6, 'Resolution not pass': 3, 'Aborted': 1}"
drive_clean_throughput_base,LTE.RACH.RACH_Reason,LTE,object,4138,28336,87.257,5,0.121,"['Connection Request', 'Connection Request', 'Connection Request', 'Connection Request', 'Connection Request']",,,,,"{'Connection Request': 2130, 'Handover': 1938, 'Radio link Failure': 58, 'UL Data arrival': 10, 'DL Data arrival': 2}"
drive_clean_throughput_base,LTE - PrimaryCell - PCell_Rank1Usage,LTE,float64,5308,27166,83.655,5308,100.0,"['99.19244121099884', '102.10515368558367', '86.46684861994953', '24.661927352721616', '61.767199380973274']",-5.802748655563381,106.5429657763762,78.37857897729072,36.09523360259854,
drive_clean_throughput_base,LTE - PrimaryCell - PCell_Rank2Usage,LTE,float64,5308,27166,83.655,5308,100.0,"['0.2769736169340422', '-1.956273306754303', '16.03241639585477', '74.89909923503241', '36.70470111567636']",-6.926418418776846,106.55808825765634,21.627640066647825,36.1800429269752,
drive_clean_throughput_base,LTE - PrimaryCell - PCell_Rank3Usage,LTE,float64,5308,27166,83.655,5308,100.0,"['-0.011603208520722094', '0.00522936670894088', '0.003784821904403882', '0.00691416227007526', '0.004322224657315702']",-0.019292677468946678,4.999727053144596,0.003284308589348645,0.11038883048990449,
drive_clean_throughput_base,LTE - PrimaryCell - PCell_Rank4Usage,LTE,float64,5308,27166,83.655,5308,100.0,"['0.0023374011437610103', '0.00692093765460602', '-0.003456433839782492', '-0.001246761032219002', '-0.006617477653796703']",-0.016211958315901907,4.998303147315536,0.002324072396250762,0.10294748174908429,
drive_clean_throughput_base,LTE - PrimaryCell - PCell_RxAntNum,LTE,float64,5308,27166,83.655,5308,100.0,"['2.0996882523587517', '1.9390036181550683', '4.0230657655780275', '1.964062258669588', '3.977652670760425']",0.845509266553786,4.153044153171779,2.6558241748625044,1.0995409387847093,
drive_clean_throughput_base,LTE - PrimaryCell - PCell_SpatialRank,LTE,float64,5308,27166,83.655,5308,100.0,"['1.0689288683191875', '0.9865517249845358', '2.0005425612900343', '2.035773039334971', '1.968630687365614']",0.9236819864471382,2.0575843297685674,1.2193890478119953,0.4142122748815683,
drive_clean_throughput_base,LTE - PrimaryCell - PCell_TxAntNum,LTE,float64,5308,27166,83.655,5308,100.0,"['1.954651839314172', '1.9333495054523484', '2.034296022916239', '2.0440140270793683', '2.0135678249189657']",1.8885749508844611,4.098155579599964,2.225052149594942,0.6348912013818653,
drive_clean_throughput_base,LTE.LTE_Data_KPI.Agg_Throughput_UL,LTE,float64,5518,26956,83.008,5518,100.0,"['0.4723242547371798', '0.41728620803033645', '0.8155774902442532', '0.3974070167143632', '1.2913046645933328']",-0.20088042706798526,19.6409963328776,0.5194249672588788,1.3664121508853848,
