dataset,column,family,dtype,full_non_null_count,full_missing_count,full_missing_pct,sample_unique_count,sample_unique_pct,sample_non_null_examples,sample_min,sample_max,sample_mean,sample_std,sample_top_values,is_protected,remove_reason
drive_raw,WCDMA - UplinkMeasurements - RACHPreambleCount,WCDMA,float64,24931,40018,61.614,21,0.084,"['1.0', '1.0', '1.0', '1.0', '1.0']",1.0,25.0,4.3427860896073165,4.441519771112478,,False,
drive_raw,WCDMA - UplinkMeasurements - RACHSubChannel,WCDMA,float64,24931,40018,61.614,12,0.048,"['1.0', '1.0', '1.0', '1.0', '1.0']",0.0,11.0,5.653483614776784,3.4984922828319722,,False,
drive_raw,WCDMA - UplinkMeasurements - RACHTxPower,WCDMA,float64,24931,40018,61.614,48,0.193,"['0.0', '0.0', '0.0', '0.0', '0.0']",-42.0,16.0,-13.581123901969436,9.626545805841067,,False,
drive_raw,WCDMA - UplinkMeasurements - RACHPreambleOffset,WCDMA,float64,24950,39999,61.585,3,0.012,"['2.0', '2.0', '2.0', '2.0', '2.0']",1.0,3.0,1.8806012024048095,0.6695722712392655,,False,
drive_raw,WCDMA - UplinkMeasurements - RACHPreamblesCountMax,WCDMA,float64,24950,39999,61.585,3,0.012,"['20.0', '20.0', '20.0', '20.0', '20.0']",14.0,40.0,24.790140280561122,9.981399138950103,,False,
drive_raw,WCDMA - ServingCell - URA_Identity,WCDMA,float64,25035,39914,61.454,2,0.008,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,1.0,0.3056121429998003,0.4606754150772504,,False,
drive_raw,WCDMA - UplinkMeasurements - Uu_UL_Interference,WCDMA,float64,25089,39860,61.371,19,0.076,"['-101.0', '-101.0', '-101.0', '-101.0', '-101.0']",-107.0,-86.0,-103.03882179441189,2.3528622825084735,,False,
drive_raw,WCDMA - DownlinkMeasurements - SIR,WCDMA,float64,25136,39813,61.299,5579,22.195,"['9.48999', '6.710881', '7.358433', '8.618061', '9.071305']",-19.965492,19.967783,9.63628261098544,3.812510323408369,,False,
drive_raw,WCDMA - DownlinkMeasurements - TxPowerCommandDL,WCDMA,float64,25136,39813,61.299,1132,4.504,"['76.75', '77.25', '80.75', '75.625', '88.625']",0.0,93.75,67.43077362740533,29.145684594655496,,False,
drive_raw,WCDMA - DownlinkMeasurements - TxPowerCommandUL,WCDMA,float64,25136,39813,61.299,576,2.292,"['88.875', '92.25', '94.75', '93.375', '96.75']",0.0,100.0,92.46673837929663,6.03432186412117,,False,
drive_raw,WCDMA - Serving - CI,WCDMA,float64,25143,39806,61.288,181,0.72,"['274314.0', '274314.0', '274314.0', '274314.0', '274314.0']",273303.0,687580.0,354288.14815256733,148990.05815354906,,False,
drive_raw,WCDMA - Serving - LCI,WCDMA,float64,25143,39806,61.288,180,0.716,"['12170.0', '12170.0', '12170.0', '12170.0', '12170.0']",11159.0,62205.0,23941.667303026687,11211.41661467572,,False,
drive_raw,WCDMA - Serving - RNCID,WCDMA,float64,25143,39806,61.288,2,0.008,"['4.0', '4.0', '4.0', '4.0', '4.0']",4.0,10.0,5.040687268822336,2.2718492245775614,,False,
drive_raw,WCDMA - DownlinkMeasurements - BLER_DL,WCDMA,float64,25275,39674,61.085,529,2.093,"['11.111111', '0.0', '0.0', '0.0', '0.0']",0.0,100.0,1.2300504911149357,8.46180177014202,,False,
drive_raw,WCDMA - DownlinkMeasurements - TxPower,WCDMA,float64,25284,39665,61.071,9205,36.406,"['-11.055555', '-16.334', '6.892001', '-14.108', '-9.086']",-56.660465,20.728,-14.31631036926582,9.793786447992009,,False,
drive_raw,WCDMA - DownlinkMeasurements - EcNo,WCDMA,float64,25300,39649,61.046,4071,16.091,"['-11.705355', '-10.846578', '-11.554402', '-12.533611', '-10.950952']",-21.446957,-2.0112138,-10.025308821517786,3.72348895873692,,False,
drive_raw,WCDMA - DownlinkMeasurements - EcNo Before RAKE,WCDMA,float64,25300,39649,61.046,3775,14.921,"['-13.140152', '-12.732422', '-12.559032', '-13.515377', '-12.474867']",-29.636805,-2.6189325,-11.476316488442688,4.888171401822589,,False,
drive_raw,WCDMA - DownlinkMeasurements - RSCP,WCDMA,float64,25300,39649,61.046,23952,94.672,"['-88.54015', '-85.032425', '-88.85904', '-86.71538', '-82.97487']",-116.087006,-38.41385,-75.15972759339921,10.336643669284221,,False,
drive_raw,WCDMA - DownlinkMeasurements - RSCP After RAKE,WCDMA,float64,25300,39649,61.046,23987,94.81,"['-87.105354', '-83.14658', '-87.85441', '-85.73361', '-81.45095']",-110.41869,-38.114975,-73.70871990462452,9.640495081211245,,False,
drive_raw,WCDMA - DownlinkMeasurements - RSSI,WCDMA,float64,25400,39549,60.892,543,2.138,"['-72.7', '-71.4', '-69.0', '-72.8', '-70.4']",-94.2,-27.599998,-60.06456692940945,8.062847134368823,,False,
drive_raw,WCDMA - ServingCell - PSC,WCDMA,float64,25448,39501,60.818,168,0.66,"['20.0', '321.0', '321.0', '20.0', '321.0']",0.0,511.0,214.8376689720214,124.52601034777834,,False,
drive_raw,WCDMA - ServingCell - UARFCN_DL,WCDMA,float64,25448,39501,60.818,2,0.008,"['3087.0', '3087.0', '3087.0', '3087.0', '3087.0']",3066.0,3087.0,3076.0032222571517,10.488447678773557,,False,
drive_raw,WCDMA - ServingCell - UARFCN_UL,WCDMA,float64,25448,39501,60.818,2,0.008,"['2862.0', '2862.0', '2862.0', '2862.0', '2862.0']",2841.0,2862.0,2851.0032222571517,10.488447678773557,,False,
drive_raw,LTE.RACH.RACH_Latency,LTE,float64,25748,39201,60.357,27,0.105,"['4.0', '4.0', '4.0', '4.0', '4.0']",3.0,9274.0,130.43910206617988,890.2681070026789,,True,
drive_raw,LTE.RACH.RACH_Result,LTE,object,25760,39189,60.338,5,0.019,"['Failure at MSG2', 'Success', 'Failure at MSG2', 'Failure at MSG2', 'Failure at MSG2']",,,,,"{'Success': 25152, 'Failure at MSG2': 519, 'Timeout at MSG4': 83, 'Aborted': 3, 'Resolution not pass': 3}",True,
drive_raw,LTE.RACH.RACH_Reason,LTE,object,25766,39183,60.329,5,0.019,"['Connection Request', 'Handover', 'Connection Request', 'Connection Request', 'Connection Request']",,,,,"{'Handover': 22990, 'Connection Request': 2371, 'Radio link Failure': 355, 'UL Data arrival': 48, 'DL Data arrival': 2}",True,
drive_raw,LTE - SecondaryCell 1 - SCell1_Rank1Usage,LTE,float64,25992,38957,59.981,3742,14.397,"['100.0', '100.0', '100.0', '91.25', '100.0']",0.0,100.0,33.65839245749761,41.9119250995495,,True,
drive_raw,LTE - SecondaryCell 1 - SCell1_Rank2Usage,LTE,float64,25992,38957,59.981,3785,14.562,"['0.0', '0.0', '0.0', '8.75', '0.0']",0.0,100.0,65.91757478402585,42.038560340574335,,True,
drive_raw,LTE - SecondaryCell 1 - SCell1_Rank3Usage,LTE,float64,25992,38957,59.981,150,0.577,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,100.0,0.39565420415820257,5.7699967905457905,,True,
drive_raw,LTE - SecondaryCell 1 - SCell1_Rank4Usage,LTE,float64,25992,38957,59.981,32,0.123,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,86.0,0.028378522227223757,1.2502898035527519,,True,
drive_raw,WCDMA - ServingCell - Active_set_num,WCDMA,float64,26000,38949,59.969,5,0.019,"['1.0', '1.0', '2.0', '1.0', '1.0']",0.0,4.0,1.5334615384615384,0.7950210572930084,,False,
drive_raw,LTE - SecondaryCell 1 - SCell1_BandWidth_DL,LTE,float64,26928,38021,58.54,2,0.007,"['10.0', '10.0', '10.0', '10.0', '10.0']",10.0,20.0,19.39096850861557,2.3915701871554487,,True,
drive_raw,LTE - SecondaryCell 1 - SCell1_Band,LTE,float64,26929,38020,58.538,4,0.015,"['1.0', '1.0', '1.0', '1.0', '1.0']",1.0,41.0,28.70010026365628,17.139147345246876,,True,
drive_raw,LTE - SecondaryCell 1 - SCell1_EARFCN_DL,LTE,float64,26929,38020,58.538,8,0.03,"['356.0', '356.0', '356.0', '356.0', '356.0']",356.0,41384.0,26697.993612833747,18477.505161156598,,True,
drive_raw,LTE - SecondaryCell 1 - SCell1_PCI,LTE,float64,26929,38020,58.538,189,0.702,"['351.0', '351.0', '351.0', '351.0', '351.0']",0.0,497.0,241.45360020795425,119.91609518900214,,True,
drive_raw,Events.Tech,Events,object,28041,36908,56.826,88,0.314,"['LTE$$$$LTE$$$$LTE', 'LTE$$$$LTE$$$$LTE', 'LTE', 'LTE', 'WCDMA']",,,,,"{'LTE': 6133, 'WCDMA': 3734, 'LTE$$$$LTE': 3610, 'WCDMA$$$$WCDMA': 3164, 'LTE$$$$LTE$$$$LTE': 1890}",True,
drive_raw,Events.Timestamp,Events,object,28041,36908,56.826,28041,100.0,"['2025-08-25T02:13:31.151000+02:00$$$$2025-08-25T02:13:31.154000+02:00$$$$2025-08-25T02:13:31.157000+02:00', '2025-08-25T02:13:39.210000+02:00$$$$2025-08-25T02:13:39.213000+02:00$$$$2025-08-25T02:13:39.214000+02:00', '2025-08-25T02:13:41.953000+02:00', '2025-08-25T02:13:44.766000+02:00', '2025-08-25T02:13:45.741386+02:00']",,,,,"{'2025-08-25T02:13:31.151000+02:00$$$$2025-08-25T02:13:31.154000+02:00$$$$2025-08-25T02:13:31.157000+02:00': 1, '2025-08-27T03:17:21.338441+02:00$$$$2025-08-27T03:17:21.342104+02:00': 1, '2025-08-27T03:18:09.342000+02:00$$$$2025-08-27T03:18:09.678000+02:00$$$$2025-08-27T03:18:09.907000+02:00': 1, '2025-08-27T03:17:59.614000+02:00': 1, '2025-08-27T03:17:49.069000+02:00$$$$2025-08-27T03:17:49.360000+02:00': 1}",True,
drive_raw,Events.category,Events,object,28041,36908,56.826,465,1.658,"['Script$$$$Script$$$$Script', 'Script$$$$Script$$$$Script', 'Network', 'Network', 'Network']",,,,,"{'Network': 8437, 'Network$$$$Network': 6012, 'Network$$$$Network$$$$Network': 3072, 'Network$$$$Network$$$$Network$$$$Network': 1631, 'Script': 963}",True,
drive_raw,Events.titles,Events,object,28041,36908,56.826,5082,18.123,"['Start$$$$Loop Start$$$$Lock RAT', 'Lock RAT$$$$MO Call$$$$MO Call', 'Idle Mode', 'PDP Context Modify Attempt', 'RRC RB Setup']",,,,,"{'UMTS AS Update Attempt$$$$UMTS AS Update Complete': 1453, 'Event A3': 1143, 'Event 1A': 1118, 'LTE CA Init$$$$LTE CA Complete': 1117, 'Event A6': 844}",True,
drive_raw,LTE - NeighborCells(2) - Band,LTE,float64,29667,35282,54.323,4,0.013,"['1.0', '3.0', '3.0', '3.0', '3.0']",1.0,41.0,27.44979269895844,17.771471124929935,,False,
drive_raw,LTE - NeighborCells(2) - EARFCN,LTE,float64,29667,35282,54.323,8,0.027,"['356.0', '1850.0', '1850.0', '1850.0', '1850.0']",356.0,41384.0,25660.18377321603,18881.22395210945,,False,
drive_raw,LTE - NeighborCells(2) - Mod3,LTE,float64,29667,35282,54.323,3,0.01,"['1.0', '1.0', '2.0', '1.0', '2.0']",0.0,2.0,1.0398759564499276,0.8042357934534802,,False,
drive_raw,LTE - NeighborCells(2) - PCI,LTE,float64,29667,35282,54.323,295,0.994,"['289.0', '289.0', '140.0', '139.0', '140.0']",0.0,502.0,241.06778575521622,118.93985806394966,,False,
drive_raw,LTE - NeighborCells(2) - RSRP,LTE,float64,29667,35282,54.323,14311,48.239,"['-107.8125', '-101.68125', '-104.08125', '-109.635414', '-103.825']",-132.95312,-59.791668,-103.67137560909427,9.824684771699625,,False,
drive_raw,LTE - NeighborCells(2) - RSRQ,LTE,float64,29667,35282,54.323,7813,26.336,"['-17.125', '-19.45625', '-18.64375', '-18.489584', '-18.24375']",-30.0,-4.7152777,-17.509974989001247,2.8525372754692935,,False,
drive_raw,LTE - SecondaryCell 1 Radio - SCell1_eNBTxDifference,LTE,float64,31413,33536,51.634,22682,72.206,"['5.4078903', '3.5', '4.763893', '4.380684', '0.9375']",0.0,30.20969,4.3196046168518,3.938203911967125,,True,
drive_raw,LTE - PrimaryCell - PCell_CQI_CW1,LTE,float64,32454,32495,50.032,15,0.046,"['6.0', '9.0', '8.0', '8.0', '6.0']",1.0,15.0,9.290380230480064,3.393353932892189,,True,
drive_raw,LTE - NeighborCells(1) - Band,LTE,float64,35197,29752,45.808,4,0.011,"['1.0', '1.0', '1.0', '3.0', '1.0']",1.0,41.0,28.514930249737194,17.52924383004589,,False,
drive_raw,LTE - NeighborCells(1) - EARFCN,LTE,float64,35197,29752,45.808,8,0.023,"['356.0', '356.0', '356.0', '1850.0', '356.0']",356.0,41384.0,27034.19035713271,18612.987101109797,,False,
drive_raw,LTE - NeighborCells(1) - Mod3,LTE,float64,35197,29752,45.808,3,0.009,"['2.0', '2.0', '2.0', '2.0', '1.0']",0.0,2.0,1.0474756371281644,0.7904646135842678,,False,
drive_raw,LTE - NeighborCells(1) - PCI,LTE,float64,35197,29752,45.808,262,0.744,"['140.0', '140.0', '140.0', '140.0', '151.0']",0.0,497.0,237.98133363638948,119.6582340920445,,False,
drive_raw,LTE - NeighborCells(1) - RSRP,LTE,float64,35197,29752,45.808,15866,45.078,"['-108.96875', '-107.390625', '-108.203125', '-107.2625', '-109.1875']",-133.79688,-59.925,-102.114136531068,9.973958956951838,,False,
drive_raw,LTE - NeighborCells(1) - RSRQ,LTE,float64,35197,29752,45.808,8930,25.371,"['-8.9375', '-16.609375', '-14.96875', '-18.2625', '-17.96875']",-30.0,-4.25,-16.422962901645025,3.1390028088739697,,False,
drive_raw,LTE - PrimaryCell - PCell_MCS_CW1,LTE,float64,35669,29280,45.082,32,0.09,"['18.0', '20.0', '14.0', '18.0', '20.0']",0.0,31.0,16.63932266113432,6.811235280119133,,True,
drive_raw,LTE - PrimaryCell - PCell_Modulation_CW1,LTE,object,35669,29280,45.082,4,0.011,"['16QAM', '64QAM', '16QAM', '16QAM', '64QAM']",,,,,"{'64QAM': 22835, '16QAM': 8549, 'QPSK': 3671, '256QAM': 614}",True,
drive_raw,LTE - PrimaryCell - PCell_Rank1Usage,LTE,float64,37065,27884,42.932,5243,14.145,"['100.0', '100.0', '63.333332', '77.5', '55.0']",0.0,100.0,32.492001371466806,41.82171667304773,,True,
drive_raw,LTE - PrimaryCell - PCell_Rank2Usage,LTE,float64,37065,27884,42.932,5326,14.369,"['0.0', '0.0', '36.666668', '22.5', '45.0']",0.0,100.0,67.18232932749278,41.902557647311895,,True,
drive_raw,LTE - PrimaryCell - PCell_Rank3Usage,LTE,float64,37065,27884,42.932,194,0.523,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,100.0,0.30162101932955615,4.894368899568532,,True,
drive_raw,LTE - PrimaryCell - PCell_Rank4Usage,LTE,float64,37065,27884,42.932,55,0.148,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,82.14286,0.024048303385673816,0.9681325367450394,,True,
drive_raw,LTE - PrimaryCell - PCell_RxAntNum,LTE,float64,37065,27884,42.932,3,0.008,"['2.0', '2.0', '4.0', '2.0', '2.0']",1.0,4.0,3.607473357615001,0.840253247645838,,True,
drive_raw,LTE - PrimaryCell - PCell_SpatialRank,LTE,float64,37065,27884,42.932,4,0.011,"['1.0', '1.0', '2.0', '2.0', '1.0']",1.0,4.0,1.6770808039929852,0.47532408380818253,,True,
drive_raw,LTE - PrimaryCell - PCell_TxAntNum,LTE,float64,37065,27884,42.932,2,0.005,"['2.0', '2.0', '2.0', '2.0', '2.0']",2.0,4.0,2.1059220288682043,0.44791739691595667,,True,
drive_raw,LTE.LTE_UL_CA_PCell.LTE_Power_Tx_PUSCH_PCell,LTE,float64,37219,27730,42.695,30360,81.571,"['6.2806125', '8.862904', '10.070371', '9.980545', '8.060976']",-25.045902,24.0,13.974284859503273,7.304748149237427,,False,
drive_raw,LTE.LTE_Data_KPI.Agg_Throughput_UL,LTE,float64,37234,27715,42.672,35095,94.255,"['0.380472', '0.501632', '1.338248', '1.826952', '1.2108']",0.0,29.026615,1.9320217465257992,2.4175568358384023,,True,
drive_raw,LTE.UplinkMeasurements.PUSCH_Throughput,LTE,float64,37234,27715,42.672,35095,94.255,"['0.380472', '0.501632', '1.338248', '1.826952', '1.2108']",0.0,29.026615,1.9320217465257992,2.4175568358384023,,False,
drive_raw,LTE - PrimaryCell - PCell_BandWidth_UL,LTE,float64,37290,27659,42.586,2,0.005,"['20.0', '20.0', '20.0', '20.0', '20.0']",10.0,20.0,19.57066237597211,2.027105236401833,,True,
drive_raw,LTE - PrimaryCell - PCell_EARFCN_UL,LTE,float64,37290,27659,42.586,12,0.032,"['19850.0', '19850.0', '19850.0', '19850.0', '19850.0']",18356.0,41384.0,33950.596245642264,9954.38853512079,,True,
drive_raw,LTE - PrimaryCell - PCell_CQI,LTE,float64,37341,27608,42.507,15,0.04,"['9.0', '9.0', '8.0', '9.0', '9.0']",1.0,15.0,9.657213250850273,2.9739555498532915,,True,
drive_raw,LTE - PrimaryCell - PCell_CQI_CW0,LTE,float64,37341,27608,42.507,15,0.04,"['9.0', '9.0', '11.0', '10.0', '10.0']",1.0,15.0,10.312391205377468,3.0406413206506,,True,
drive_raw,LTE - PrimaryCell - PCell_TransMode,LTE,object,37342,27607,42.506,5,0.013,"['TM4-CL SM', 'TM4-CL SM', 'TM4-CL SM', 'TM4-CL SM', 'TM4-CL SM']",,,,,"{'TM4-CL SM': 27217, 'TM3-OL SM': 6487, 'TM7-SISO P7': 3240, 'TM7-SISO P5': 307, 'TM2-TD': 91}",True,
drive_raw,LTE - NeighborCells(0) - Band,LTE,float64,37480,27469,42.293,4,0.011,"['1.0', '1.0', '1.0', '1.0', '1.0']",1.0,41.0,28.99629135538954,17.320901262561396,,False,
drive_raw,LTE - NeighborCells(0) - EARFCN,LTE,float64,37480,27469,42.293,8,0.021,"['356.0', '356.0', '356.0', '356.0', '356.0']",356.0,41384.0,27559.840128068303,18440.556889721516,,False,
drive_raw,LTE - NeighborCells(0) - Mod3,LTE,float64,37480,27469,42.293,3,0.008,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,2.0,1.0553895410885805,0.7819949386102845,,False,
drive_raw,LTE - NeighborCells(0) - PCI,LTE,float64,37480,27469,42.293,234,0.624,"['351.0', '351.0', '351.0', '351.0', '351.0']",0.0,502.0,237.1481856990395,120.27695799896685,,False,
drive_raw,LTE - NeighborCells(0) - RSRP,LTE,float64,37480,27469,42.293,15722,41.948,"['-99.9375', '-98.875', '-99.46875', '-99.5', '-98.375']",-133.32812,-44.0,-100.27951495891142,10.115007258169424,,False,
drive_raw,LTE - NeighborCells(0) - RSRQ,LTE,float64,37480,27469,42.293,8901,23.749,"['-8.875', '-9.9375', '-10.625', '-12.0625', '-11.3125']",-28.921875,0.0,-14.725189004493062,3.5099404859611028,,False,
drive_raw,LTE - PrimaryCell - PCell_1024QAMUsage,LTE,float64,37511,27438,42.245,1,0.003,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,0.0,0.0,0.0,,True,
drive_raw,LTE - PrimaryCell - PCell_16QAMUsage,LTE,float64,37511,27438,42.245,23769,63.365,"['71.69811', '34.210526', '77.38095', '67.85714', '83.05085']",0.0,100.0,24.161668147349634,27.314210768182985,,True,
drive_raw,LTE - PrimaryCell - PCell_256QAMUsage,LTE,float64,37511,27438,42.245,849,2.263,"['0.0', '0.0', '0.0', '0.0', '0.0']",0.0,100.0,0.8319252690258858,6.973920000647791,,True,
drive_raw,LTE - PrimaryCell - PCell_64QAMUsage,LTE,float64,37511,27438,42.245,23296,62.104,"['16.981133', '60.526318', '19.047619', '30.357143', '5.084746']",0.0,100.0,54.257900720320634,39.85705979867217,,True,
drive_raw,LTE - PrimaryCell - PCell_BLER,LTE,float64,37511,27438,42.245,23333,62.203,"['3.7735848', '0.0', '15.476191', '25.0', '6.779661']",0.0,100.0,6.386427951857988,5.602046625623595,,True,
drive_raw,LTE - PrimaryCell - PCell_LayerNum,LTE,float64,37511,27438,42.245,4,0.011,"['1.0', '1.0', '2.0', '1.0', '2.0']",1.0,4.0,1.7279464690357496,0.48690376773287997,,True,
drive_raw,LTE - PrimaryCell - PCell_MCS_CW0,LTE,float64,37511,27438,42.245,29,0.077,"['14.0', '17.0', '16.0', '18.0', '13.0']",0.0,28.0,16.70691263895924,6.821621415011335,,True,
drive_raw,LTE - PrimaryCell - PCell_Modulation_CW0,LTE,object,37511,27438,42.245,4,0.011,"['64QAM', '64QAM', '64QAM', '64QAM', '16QAM']",,,,,"{'64QAM': 25542, '16QAM': 9094, 'QPSK': 2302, '256QAM': 573}",True,
drive_raw,LTE - PrimaryCell - PCell_QPSKUsage,LTE,float64,37511,27438,42.245,17719,47.237,"['11.320755', '5.263158', '3.5714285', '1.7857143', '11.864407']",0.0,100.0,20.748505824402898,32.16822861575202,,True,
drive_raw,LTE - PrimaryCell - PCell_ResourceBlockNum,LTE,float64,37511,27438,42.245,98,0.261,"['3.0', '2.0', '1.0', '1.0', '2.0']",1.0,98.0,59.00738450054651,30.67289473993884,,True,
drive_raw,LTE - PrimaryCell - PCell_Throughput,LTE,float64,37511,27438,42.245,35291,94.082,"['0.043864', '0.026864', '0.03796', '0.02296', '0.030008']",5.6e-05,166.1048,26.221116034059236,25.932034704980232,,True,
drive_raw,LTE - PrimaryCell - PCell_ThroughputStream0,LTE,float64,37511,27438,42.245,35054,93.45,"['0.043864', '0.026864', '0.024384', '0.016712', '0.023744']",5.6e-05,84.38184,14.568576993435492,13.493920695084343,,True,
drive_raw,LTE - PrimaryCell - PCell_ThroughputStream1,LTE,float64,37511,27438,42.245,28698,76.506,"['0.0', '0.0', '0.013576', '0.006248', '0.006264']",0.0,94.97173,11.652539048929514,13.588102238445025,,True,
drive_raw,LTE - PrimaryCell - PCell_ThroughputStreamAll,LTE,float64,37511,27438,42.245,35291,94.082,"['0.043864', '0.026864', '0.03796', '0.02296', '0.030008']",5.6e-05,166.1048,26.221116034059236,25.932034704980232,,True,
drive_raw,LTE.DownlinkMeasurements.Throughput_DL,LTE,float64,37512,27437,42.244,35592,94.882,"['0.043864', '0.026864', '0.03796', '0.02296', '0.030008']",5.6e-05,347.70898,43.7167351588231,45.39160259859733,,True,
drive_raw,LTE.LTE_Data_KPI.Agg_Throughput_DL,LTE,float64,37512,27437,42.244,35592,94.882,"['0.043864', '0.026864', '0.03796', '0.02296', '0.030008']",5.6e-05,347.70898,43.7167351588231,45.39160259859733,,True,
drive_raw,LTE - PrimaryCell - PCell_BandWidth_DL,LTE,float64,37574,27375,42.148,2,0.005,"['20.0', '20.0', '20.0', '20.0', '20.0']",10.0,20.0,19.570181508489913,2.0281889601565686,,True,
drive_raw,LTE - Serving - BandWidth_DL,LTE,float64,37574,27375,42.148,2,0.005,"['20.0', '20.0', '20.0', '20.0', '20.0']",10.0,20.0,19.570181508489913,2.0281889601565686,,True,
drive_raw,LTE.LTE_Data_KPI.Agg_Bandwidth_DL,LTE,float64,37574,27375,42.148,6,0.016,"['30.0', '30.0', '30.0', '30.0', '30.0']",10.0,60.0,34.27130462553894,10.115241435471093,,True,
drive_raw,LTE - PrimaryCell - PCell_Band,LTE,float64,37588,27361,42.127,4,0.011,"['3.0', '3.0', '3.0', '3.0', '3.0']",1.0,41.0,29.056853251037566,17.371315940849406,,True,
drive_raw,LTE - PrimaryCell - PCell_EARFCN_DL,LTE,float64,37588,27361,42.127,8,0.021,"['1850.0', '1850.0', '1850.0', '1850.0', '1850.0']",356.0,41384.0,27661.871980419284,18456.63155251432,,True,
drive_raw,LTE - PrimaryCell - PCell_PCI,LTE,float64,37588,27361,42.127,190,0.505,"['351.0', '351.0', '351.0', '351.0', '351.0']",0.0,497.0,246.50806108332446,122.72799068550512,,True,
drive_raw,LTE - PrimaryCell Radio - PCell_RSRQ,LTE,float64,37588,27361,42.127,32684,86.953,"['-9.211538', '-9.464286', '-9.044724', '-8.80958', '-8.869431']",-28.869318,-2.9791667,-10.564770743050973,2.116728212821001,,True,
drive_raw,LTE - PrimaryCell Radio - PCell_RSSI,LTE,float64,37588,27361,42.127,35789,95.214,"['-65.40972', '-62.68805', '-65.022835', '-65.40564', '-64.67838']",-95.354836,-20.899426,-63.7916688700383,10.501068574463426,,True,
drive_raw,LTE - PrimaryCell Radio - PCell_SINR,LTE,float64,37588,27361,42.127,36276,96.51,"['9.930304', '11.021049', '10.727886', '11.993137', '11.6125']",-10.792405,30.0,12.47763301903454,6.830049399159382,,True,
drive_raw,LTE - PrimaryCell Radio - RSRP,LTE,float64,37588,27361,42.127,36123,96.102,"['-94.66707', '-92.28571', '-94.36353', '-94.493576', '-93.69864']",-133.86859,-51.70987,-94.82810118444716,11.059932415434632,,True,
drive_raw,LTE - Serving - Band,LTE,float64,37588,27361,42.127,4,0.011,"['3.0', '3.0', '3.0', '3.0', '3.0']",1.0,41.0,29.056853251037566,17.371315940849406,,True,
drive_raw,LTE - Serving - EARFCN_DL,LTE,float64,37588,27361,42.127,8,0.021,"['1850.0', '1850.0', '1850.0', '1850.0', '1850.0']",356.0,41384.0,27661.871980419284,18456.63155251432,,True,
drive_raw,LTE - Serving - PCI,LTE,float64,37588,27361,42.127,190,0.505,"['351.0', '351.0', '351.0', '351.0', '351.0']",0.0,497.0,246.50806108332446,122.72799068550512,,True,
drive_raw,LTE.DedicatedRadioLink.CarrierCount,LTE,float64,37588,27361,42.127,3,0.008,"['2.0', '2.0', '2.0', '2.0', '2.0']",1.0,3.0,1.7755134617431094,0.5188797943576067,,True,
drive_raw,LTE - Serving - ECI,LTE,float64,37702,27247,41.951,756,2.005,"['1067553.0', '1067553.0', '1067553.0', '1067553.0', '1067553.0']",1064509.0,3643082.0,1418451.9038247308,876145.1437706933,,True,
drive_raw,LTE - Serving - EnodeBID,LTE,float64,37702,27247,41.951,57,0.151,"['4170.0', '4170.0', '4170.0', '4170.0', '4170.0']",4158.0,14230.0,5540.601188265874,3422.445027366525,,True,
drive_raw,LTE - Serving - LCI,LTE,float64,37702,27247,41.951,51,0.135,"['33.0', '33.0', '33.0', '33.0', '33.0']",0.0,205.0,57.99962866691422,35.644456887853856,,True,
drive_raw,LTE - Serving - MCC,LTE,float64,37702,27247,41.951,1,0.003,"['542.0', '542.0', '542.0', '542.0', '542.0']",542.0,542.0,542.0,0.0,,True,
drive_raw,LTE - Serving - MNC,LTE,float64,37702,27247,41.951,1,0.003,"['2.0', '2.0', '2.0', '2.0', '2.0']",2.0,2.0,2.0,0.0,,True,
drive_raw,LTE - Serving - TAC,LTE,float64,37702,27247,41.951,2,0.005,"['6.0', '6.0', '6.0', '6.0', '6.0']",6.0,10.0,8.600498647286615,1.9077468144106111,,True,
drive_raw,LTE.LTE_Data_KPI.Agg_RB_DL,LTE,float64,37849,27100,41.725,287,0.758,"['0.0', '3.0', '2.0', '1.0', '1.0']",0.0,292.0,103.5232370736347,62.1077107061055,,True,
drive_raw,LTE.LTE_Data_KPI.Agg_RB_UL,LTE,float64,37849,27100,41.725,159,0.42,"['0.0', '9.0', '18.0', '19.0', '22.0']",0.0,164.0,27.2237311421702,23.497822907136957,,True,
drive_raw,Location - Accuracy,Location,float64,64949,0,0.0,18054,27.797,"['3.7899999618530273', '3.7899999618530273', '3.7899999618530273', '3.7899999618530273', '3.7899999618530273']",3.7899999618530273,77.10800170898438,5.8590353838173,2.9483322602535735,,True,
drive_raw,Location - Altitude,Location,float64,64949,0,0.0,31289,48.175,"['71.94793701171875', '71.84796142578125', '71.9117431640625', '71.8612060546875', '71.89715576171875']",24.3826904296875,191.37384033203125,82.90334737154222,20.573137765086315,,True,
drive_raw,Location - Latitude,Location,float64,64949,0,0.0,56862,87.549,"['-17.815987', '-17.815987', '-17.815987', '-17.8159871', '-17.8159873']",-17.8171366,-17.595244,-17.708209974425625,0.08058186566469676,,True,
