id,timestamp,id_route_test_label,id_test_type,Activity.Remote IPs,Activity.Source Ports,Activity.TTFB,Activity.DNS Resolution Time,Activity.Remote Address,Activity.Sub Activity,Activity.Error,Activity.Band,Activity.LCI,Activity.ARFCN,Activity.Private IP,Activity.Activity,Activity.Connection Reset,Activity.Duplicated ACK,Activity.Duration,Activity.End TimeStamp,Activity.Fast Retransmission,Activity.Out of Order,Activity.Packet Loss Rate,Activity.Power,Activity.Public IP,Activity.Quality,Activity.SINR,Activity.Size,Activity.Spurious Retransmission,Activity.Start TimeStamp,Activity.Status,Activity.TCP Window Update,Activity.Tech,Activity.Throughput,Activity.Throughput WIFI,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250826120022+Fiji-Nadi-MO-D!20250826110814,2025-08-26 01:08:03+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,297.0,3066.0,10.39.250.235,MO Call,0.0,0.0,106166.0,2025-08-26T01:08:03.698000+02:00,0.0,0.0,0.0,-66.32,156.161.84.96,-10.2,10.17,917.0,0.0,2025-08-26T01:06:17.533000+02:00,Success,0.0,HSPA+,64.0,0.0,2025-08-26 01:06:17.533000+02:00,2025-08-26 01:08:03.698000+02:00
542020041221088+20250826120303+Fiji-Nadi-MO-D!20250826111019,2025-08-26 01:10:08+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,313.0,3066.0,10.39.255.31,MO Call,0.0,0.0,104169.0,2025-08-26T01:10:08.118000+02:00,0.0,0.0,0.0,-69.68,102.58.137.200,-9.21,11.3,1335.0,0.0,2025-08-26T01:08:23.949000+02:00,Success,0.0,HSPA+,96.0,0.0,2025-08-26 01:08:23.949000+02:00,2025-08-26 01:10:08.118000+02:00
542020041221088+20250826120323+Fiji-Nadi-MO-D!20250826111225,2025-08-26 01:12:14+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,212.0,3087.0,10.49.251.69,MO Call,0.0,0.0,106144.0,2025-08-26T01:12:14.593000+02:00,0.0,0.0,0.0,-80.84,82.132.213.42,-9.08,8.38,872.0,0.0,2025-08-26T01:10:28.449000+02:00,Success,0.0,HSPA+,64.0,0.0,2025-08-26 01:10:28.449000+02:00,2025-08-26 01:12:14.593000+02:00
542020041221088+20250826120543+Fiji-Nadi-MO-D!20250826111429,2025-08-26 01:14:18+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,39.0,3087.0,10.29.6.92,MO Call,0.0,0.0,103178.0,2025-08-26T01:14:18.078000+02:00,0.0,0.0,0.0,-79.24,82.132.233.163,-8.71,9.85,1050.0,0.0,2025-08-26T01:12:34.901000+02:00,Success,0.0,HSPA+,80.0,0.0,2025-08-26 01:12:34.901000+02:00,2025-08-26 01:14:18.078000+02:00
542020041221088+20250826120724+Fiji-Nadi-MO-D!20250826111633,2025-08-26 01:16:22+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,238.0,3087.0,10.29.9.212,MO Call,0.0,0.0,104137.0,2025-08-26T01:16:22.060000+02:00,0.0,0.0,0.0,-69.39,82.132.185.28,-7.32,6.64,827.0,0.0,2025-08-26T01:14:37.924000+02:00,Success,0.0,HSPA+,56.0,0.0,2025-08-26 01:14:37.924000+02:00,2025-08-26 01:16:22.060000+02:00
542020041221088+20250826120804+Fiji-Nadi-MO-D!20250826111835,2025-08-26 01:18:24+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,145.0,3066.0,10.29.13.246,MO Call,0.0,0.0,102129.0,2025-08-26T01:18:24.323000+02:00,0.0,0.0,0.0,-61.79,46.233.82.14,-7.62,10.34,895.0,0.0,2025-08-26T01:16:42.194000+02:00,Success,0.0,HSPA+,64.0,0.0,2025-08-26 01:16:42.194000+02:00,2025-08-26 01:18:24.323000+02:00
542020041221088+20250826120844+Fiji-Nadi-MO-D!20250826112038,2025-08-26 01:20:27+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,137.0,3087.0,10.59.170.73,MO Call,0.0,0.0,103126.0,2025-08-26T01:20:27.597000+02:00,0.0,0.0,0.0,-75.44,102.218.86.131,-7.65,10.96,758.0,0.0,2025-08-26T01:18:44.472000+02:00,Success,0.0,HSPA+,56.0,0.0,2025-08-26 01:18:44.472000+02:00,2025-08-26 01:20:27.597000+02:00
542020041221088+20250826120924+Fiji-Nadi-MO-D!20250826112243,2025-08-26 01:22:32+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,148.0,3066.0,10.59.173.195,MO Call,0.0,0.0,104159.0,2025-08-26T01:22:32.030000+02:00,0.0,0.0,0.0,-76.23,No Network Available,-7.95,7.34,557.0,0.0,2025-08-26T01:20:47.871000+02:00,Success,0.0,HSPA+,40.0,0.0,2025-08-26 01:20:47.871000+02:00,2025-08-26 01:22:32.030000+02:00
542020041221088+20250826121024+Fiji-Nadi-MO-D!20250826112438,2025-08-26 01:24:27+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,353.0,3066.0,10.59.177.86,MO Call,0.0,0.0,95142.0,2025-08-26T01:24:27.530000+02:00,0.0,0.0,0.0,-73.39,102.218.86.139,-12.41,3.6,494.0,0.0,2025-08-26T01:22:52.388000+02:00,Success,0.0,WCDMA,40.0,0.0,2025-08-26 01:22:52.388000+02:00,2025-08-26 01:24:27.530000+02:00
542020041221088+20250826121045+Fiji-Nadi-MO-D!20250826112644,2025-08-26 01:26:33+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,436.0,3066.0,10.29.27.181,MO Call,0.0,0.0,106161.0,2025-08-26T01:26:33.794000+02:00,0.0,0.0,0.0,-74.91,No Network Available,-7.65,8.08,789.0,0.0,2025-08-26T01:24:47.634000+02:00,Success,0.0,HSPA+,56.0,0.0,2025-08-26 01:24:47.634000+02:00,2025-08-26 01:26:33.794000+02:00
542020041221088+20250826121105+Fiji-Nadi-MO-D!20250826112851,2025-08-26 01:28:40+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,148.0,3087.0,10.39.31.28,MO Call,0.0,0.0,106154.0,2025-08-26T01:28:40.292000+02:00,0.0,0.0,0.0,-80.2,156.161.84.96,-11.88,7.22,1133.0,0.0,2025-08-26T01:26:54.138000+02:00,Success,0.0,HSPA+,80.0,0.0,2025-08-26 01:26:54.138000+02:00,2025-08-26 01:28:40.292000+02:00
542020041221088+20250826121125+Fiji-Nadi-MO-D!20250826113052,2025-08-26 01:30:41+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,30.0,3066.0,10.49.26.103,MO Call,0.0,0.0,101183.0,2025-08-26T01:30:41.902000+02:00,0.0,0.0,0.0,-79.51,197.231.207.230,-11.25,5.0,3773.0,0.0,2025-08-26T01:29:00.719000+02:00,Success,0.0,WCDMA,296.0,0.0,2025-08-26 01:29:00.719000+02:00,2025-08-26 01:30:41.902000+02:00
542020041221088+20250826121145+Fiji-Nadi-MO-D!20250826113300,2025-08-26 01:32:49+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,30.0,3066.0,10.49.30.171,MO Call,0.0,0.0,107175.0,2025-08-26T01:32:49.516000+02:00,0.0,0.0,0.0,-68.34,No Network Available,-10.8,4.48,6032.0,0.0,2025-08-26T01:31:02.342000+02:00,Success,0.0,HSPA+,448.0,0.0,2025-08-26 01:31:02.342000+02:00,2025-08-26 01:32:49.516000+02:00
542020041221088+20250826121405+Fiji-Nadi-MO-D!20250826113458,2025-08-26 01:34:47+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,38.0,3066.0,10.49.34.27,MO Call,0.0,0.0,97107.0,2025-08-26T01:34:47.355000+02:00,0.0,0.0,0.0,-67.03,82.132.214.237,-7.23,8.71,6719.0,0.0,2025-08-26T01:33:10.248000+02:00,Success,0.0,HSPA+,552.0,0.0,2025-08-26 01:33:10.248000+02:00,2025-08-26 01:34:47.355000+02:00
542020041221088+20250826121526+Fiji-Nadi-MO-D!20250826113701,2025-08-26 01:36:50+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,397.0,3087.0,10.39.45.137,MO Call,0.0,0.0,103136.0,2025-08-26T01:36:50.893000+02:00,0.0,0.0,0.0,-72.36,No Network Available,-9.37,3.71,1255.0,0.0,2025-08-26T01:35:07.757000+02:00,Success,0.0,WCDMA,96.0,0.0,2025-08-26 01:35:07.757000+02:00,2025-08-26 01:36:50.893000+02:00
542020041221088+20250826121826+Fiji-Nadi-MO-D!20250826113904,2025-08-26 01:38:53+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,397.0,3066.0,10.29.49.194,MO Call,0.0,0.0,102135.0,2025-08-26T01:38:53.435000+02:00,0.0,0.0,0.0,-75.83,82.132.221.178,-11.73,8.71,888.0,0.0,2025-08-26T01:37:11.300000+02:00,Success,0.0,HSPA+,64.0,0.0,2025-08-26 01:37:11.300000+02:00,2025-08-26 01:38:53.435000+02:00
542020041221088+20250826122127+Fiji-Nadi-MO-D!20250826114104,2025-08-26 01:40:53+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,60.0,3066.0,10.29.52.131,MO Call,0.0,0.0,99143.0,2025-08-26T01:40:53.098000+02:00,0.0,0.0,0.0,-72.31,82.132.223.3,-10.54,5.26,3471.0,0.0,2025-08-26T01:39:13.955000+02:00,Success,0.0,HSPA,280.0,0.0,2025-08-26 01:39:13.955000+02:00,2025-08-26 01:40:53.098000+02:00
542020041221088+20250826122527+Fiji-Nadi-MO-D!20250826114308,2025-08-26 01:42:57+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,401.0,3066.0,10.49.47.85,MO Call,0.0,0.0,104137.0,2025-08-26T01:42:57.618000+02:00,0.0,0.0,0.0,-70.8,82.132.218.130,-10.16,9.33,870.0,0.0,2025-08-26T01:41:13.482000+02:00,Success,0.0,HSPA+,64.0,0.0,2025-08-26 01:41:13.482000+02:00,2025-08-26 01:42:57.618000+02:00
542020041221088+20250826122547+Fiji-Nadi-MO-D!20250826114505,2025-08-26 01:44:54+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,8.0,165.0,3066.0,10.39.73.40,MO Call,0.0,0.0,96064.0,2025-08-26T01:44:54.309000+02:00,0.0,0.0,0.0,-86.66,82.132.187.143,-10.98,7.53,1356.0,0.0,2025-08-26T01:43:18.246000+02:00,Failed,0.0,LTE CA2,112.0,504.0,2025-08-26 01:43:18.246000+02:00,2025-08-26 01:44:54.309000+02:00
542020041221088+20250826122928+Fiji-Nadi-MO-D!20250826114710,2025-08-26 01:46:59+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,33.0,75.0,10.39.73.40,MO Call,0.0,0.0,104151.0,2025-08-26T01:46:59.498000+02:00,0.0,0.0,0.0,-71.98,No Network Available,-3.69,9.22,411.0,0.0,2025-08-26T01:45:15.347000+02:00,Success,0.0,HSPA+,24.0,0.0,2025-08-26 01:45:15.347000+02:00,2025-08-26 01:46:59.498000+02:00
542020041221088+20250826122948+Fiji-Nadi-MO-D!20250826114909,2025-08-26 01:48:58+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,44.0,3066.0,10.49.74.204,MO Call,0.0,0.0,99138.0,2025-08-26T01:48:58.918000+02:00,0.0,0.0,0.0,-73.65,82.132.220.181,-10.57,5.5,4035.0,0.0,2025-08-26T01:47:19.780000+02:00,Success,0.0,HSPA+,320.0,0.0,2025-08-26 01:47:19.780000+02:00,2025-08-26 01:48:58.918000+02:00
542020041221088+20250826123429+Fiji-Nadi-MO-D!20250826115105,2025-08-26 01:50:54+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,41.0,167.0,41384.0,10.49.80.11,MO Call,0.0,0.0,95075.0,2025-08-26T01:50:54.458000+02:00,0.0,0.0,0.0,-84.63,102.218.86.139,-10.63,9.33,18410.0,0.0,2025-08-26T01:49:19.383000+02:00,Failed,0.0,LTE CA2,1544.0,384.0,2025-08-26 01:49:19.383000+02:00,2025-08-26 01:50:54.458000+02:00
542020041221088+20250826123529+Fiji-Nadi-MO-D!20250826115316,2025-08-26 01:53:05+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,52.0,3087.0,10.49.80.11,MO Call,0.0,0.0,110124.0,2025-08-26T01:53:05.980000+02:00,0.0,0.0,0.0,-64.36,82.132.228.212,-7.4,10.72,9302.0,0.0,2025-08-26T01:51:15.856000+02:00,Success,0.0,HSPA+,672.0,0.0,2025-08-26 01:51:15.856000+02:00,2025-08-26 01:53:05.980000+02:00
542020041221088+20250826124331+Fiji-Nadi-MO-D!20250826115513,2025-08-26 01:55:02+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8,60.0,3087.0,10.49.87.75,MO Call,0.0,0.0,96251.0,2025-08-26T01:55:02.751000+02:00,0.0,0.0,0.0,-68.91,45.117.246.236,-10.05,6.4,6310.0,0.0,2025-08-26T01:53:26.500000+02:00,Success,0.0,HSPA+,520.0,0.0,2025-08-26 01:53:26.500000+02:00,2025-08-26 01:55:02.751000+02:00
542020041221088+20250826124611+Fiji-Nadi-MO-D!20250826115723,2025-08-26 01:57:12+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,-,,,10.49.93.143,MO Call,0.0,0.0,109073.0,2025-08-26T01:57:12.133000+02:00,0.0,0.0,0.0,-81.29,82.132.212.242,-9.17,7.34,16072.0,0.0,2025-08-26T01:55:23.060000+02:00,Failed,0.0,NR5G NSA,1176.0,2000.0,2025-08-26 01:55:23.060000+02:00,2025-08-26 01:57:12.133000+02:00
542020041221088+20250826124712+Fiji-Nadi-MO-D!20250826115920,2025-08-26 01:59:09+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8,241.0,3087.0,10.49.93.143,MO Call,0.0,0.0,96140.0,2025-08-26T01:59:09.430000+02:00,0.0,0.0,0.0,-68.99,156.175.90.222,-7.43,11.83,7105.0,0.0,2025-08-26T01:57:33.291000+02:00,Success,0.0,HSPA+,584.0,0.0,2025-08-26 01:57:33.291000+02:00,2025-08-26 01:59:09.430000+02:00
542020041221088+20250826124832+Fiji-Nadi-MO-D!20250826120120,2025-08-26 02:01:09+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8,225.0,3066.0,10.39.108.180,MO Call,0.0,0.0,100156.0,2025-08-26T02:01:09.971000+02:00,0.0,0.0,0.0,-73.48,82.132.228.212,-8.05,9.3,7755.0,0.0,2025-08-26T01:59:29.816000+02:00,Success,0.0,HSPA+,616.0,0.0,2025-08-26 01:59:29.816000+02:00,2025-08-26 02:01:09.971000+02:00
542020041221088+20250826125854+Fiji-Nadi-MO-D!20250826120327,2025-08-26 02:03:16+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,8,225.0,3087.0,10.29.114.142,MO Call,0.0,0.0,106070.0,2025-08-26T02:03:16.655000+02:00,0.0,0.0,0.0,-74.74,82.132.246.225,-8.39,8.18,19013.0,0.0,2025-08-26T02:01:30.586000+02:00,Failed,0.0,HSPA+ DC,1432.0,1008.0,2025-08-26 02:01:30.586000+02:00,2025-08-26 02:03:16.655000+02:00
542020041221088+20250826125914+Fiji-Nadi-MO-D!20250826120526,2025-08-26 02:05:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,15.0,68.0,10.29.114.142,MO Call,0.0,0.0,98134.0,2025-08-26T02:05:15.527000+02:00,0.0,0.0,0.0,-83.33,No Network Available,-1.11,16.97,188.0,0.0,2025-08-26T02:03:37.393000+02:00,Success,0.0,HSPA+,8.0,0.0,2025-08-26 02:03:37.393000+02:00,2025-08-26 02:05:15.527000+02:00
542020041221088+20250826125935+Fiji-Nadi-MO-D!20250826120722,2025-08-26 02:07:11+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,8.0,132.0,3066.0,10.29.122.44,MO Call,0.0,0.0,96071.0,2025-08-26T02:07:11.526000+02:00,0.0,0.0,0.0,-73.76,82.132.236.43,-12.44,6.12,3471.0,0.0,2025-08-26T02:05:35.456000+02:00,Failed,0.0,HSPA+,288.0,0.0,2025-08-26 02:05:35.456000+02:00,2025-08-26 02:07:11.526000+02:00
542020041221088+20250826130115+Fiji-Nadi-MO-D!20250826120917,2025-08-26 02:09:06+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,233.0,3066.0,10.29.122.44,MO Call,0.0,0.0,95150.0,2025-08-26T02:09:06.916000+02:00,0.0,0.0,0.0,-72.0,82.132.232.114,-8.96,8.29,8360.0,0.0,2025-08-26T02:07:31.767000+02:00,Success,0.0,HSPA+,696.0,0.0,2025-08-26 02:07:31.767000+02:00,2025-08-26 02:09:06.916000+02:00
542020041221088+20250826130135+Fiji-Nadi-MO-D!20250826121121,2025-08-26 02:11:10+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,1.0,225.0,356.0,10.29.133.248,MO Call,0.0,0.0,103086.0,2025-08-26T02:11:10.407000+02:00,0.0,0.0,0.0,-85.75,27.123.172.71,-9.88,9.34,815.0,0.0,2025-08-26T02:09:27.321000+02:00,Failed,0.0,HSPA+,56.0,824.0,2025-08-26 02:09:27.321000+02:00,2025-08-26 02:11:10.407000+02:00
542020041221088+20250826130155+Fiji-Nadi-MO-D!20250826121324,2025-08-26 02:13:13+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,153.0,3087.0,10.29.133.248,MO Call,0.0,0.0,101149.0,2025-08-26T02:13:13.265000+02:00,0.0,0.0,0.0,-83.96,82.132.220.236,-11.48,7.03,4893.0,0.0,2025-08-26T02:11:32.116000+02:00,Success,0.0,HSPA+,384.0,0.0,2025-08-26 02:11:32.116000+02:00,2025-08-26 02:13:13.265000+02:00
542020041221088+20250826130215+Fiji-Nadi-MO-D!20250826121524,2025-08-26 02:15:13+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,225.0,3066.0,10.39.140.245,MO Call,0.0,0.0,100156.0,2025-08-26T02:15:13.857000+02:00,0.0,0.0,0.0,-74.34,156.164.211.176,-9.14,7.55,3301.0,0.0,2025-08-26T02:13:33.702000+02:00,Success,0.0,HSPA+,256.0,584.0,2025-08-26 02:13:33.702000+02:00,2025-08-26 02:15:13.857000+02:00
542020041221088+20250826130235+Fiji-Nadi-MO-D!20250826121722,2025-08-26 02:17:11+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,161.0,3087.0,10.49.137.227,MO Call,0.0,0.0,97148.0,2025-08-26T02:17:11.439000+02:00,0.0,0.0,0.0,-79.17,82.132.228.81,-11.16,5.37,2486.0,0.0,2025-08-26T02:15:34.291000+02:00,Success,0.0,HSPA+,200.0,0.0,2025-08-26 02:15:34.291000+02:00,2025-08-26 02:17:11.439000+02:00
542020041221088+20250826130255+Fiji-Nadi-MO-D!20250826121933,2025-08-26 02:19:22+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,8.0,241.0,3066.0,10.49.137.227,MO Call,0.0,0.0,110062.0,2025-08-26T02:19:22.326000+02:00,0.0,0.0,0.0,-75.15,82.132.234.106,-8.07,5.61,2117.0,0.0,2025-08-26T02:17:32.265000+02:00,Failed,0.0,HSPA+ DC,152.0,0.0,2025-08-26 02:17:32.265000+02:00,2025-08-26 02:19:22.326000+02:00
542020041221088+20250826130315+Fiji-Nadi-MO-D!20250826122130,2025-08-26 02:21:19+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,60.0,3066.0,10.49.137.227,MO Call,0.0,0.0,97142.0,2025-08-26T02:21:19.944000+02:00,0.0,0.0,0.0,-70.82,82.132.236.73,-9.44,5.96,4120.0,0.0,2025-08-26T02:19:42.802000+02:00,Success,0.0,HSPA+,336.0,0.0,2025-08-26 02:19:42.802000+02:00,2025-08-26 02:21:19.944000+02:00
542020041221088+20250826130335+Fiji-Nadi-MO-D!20250826122329,2025-08-26 02:23:18+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,60.0,3087.0,10.59.46.157,MO Call,0.0,0.0,98170.0,2025-08-26T02:23:18.557000+02:00,0.0,0.0,0.0,-71.59,No Network Available,-8.8,10.19,4105.0,0.0,2025-08-26T02:21:40.387000+02:00,Success,0.0,HSPA+,328.0,0.0,2025-08-26 02:21:40.387000+02:00,2025-08-26 02:23:18.557000+02:00
542020041221088+20250826130355+Fiji-Nadi-MO-D!20250826122526,2025-08-26 02:25:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,225.0,3066.0,10.39.165.212,MO Call,0.0,0.0,96140.0,2025-08-26T02:25:15.356000+02:00,0.0,0.0,0.0,-75.23,156.161.166.253,-10.64,8.46,3245.0,0.0,2025-08-26T02:23:39.216000+02:00,Success,0.0,HSPA+,264.0,0.0,2025-08-26 02:23:39.216000+02:00,2025-08-26 02:25:15.356000+02:00
542020041221088+20250826130416+Fiji-Nadi-MO-D!20250826122729,2025-08-26 02:27:18+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,225.0,3066.0,10.29.169.4,MO Call,0.0,0.0,102163.0,2025-08-26T02:27:18.123000+02:00,0.0,0.0,0.0,-82.4,82.132.247.86,-7.45,8.55,5788.0,0.0,2025-08-26T02:25:35.961000+02:00,Success,0.0,HSPA+,448.0,0.0,2025-08-26 02:25:35.961000+02:00,2025-08-26 02:27:18.123000+02:00
542020041221088+20250826130436+Fiji-Nadi-MO-D!20250826122931,2025-08-26 02:29:20+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,2.0,71.0,10.49.169.141,MO Call,0.0,0.0,102091.0,2025-08-26T02:29:20.731000+02:00,0.0,0.0,0.0,-78.27,No Network Available,-3.32,12.35,1046.0,0.0,2025-08-26T02:27:38.640000+02:00,Success,0.0,WCDMA,80.0,120.0,2025-08-26 02:27:38.640000+02:00,2025-08-26 02:29:20.731000+02:00
542020041221088+20250826130456+Fiji-Nadi-MO-D!20250826123129,2025-08-26 02:31:18+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,241.0,3066.0,10.49.169.141,MO Call,0.0,0.0,97171.0,2025-08-26T02:31:18.229000+02:00,0.0,0.0,0.0,-75.1,82.132.212.192,-8.79,7.3,8249.0,0.0,2025-08-26T02:29:41.059000+02:00,Success,0.0,HSPA+,672.0,0.0,2025-08-26 02:29:41.059000+02:00,2025-08-26 02:31:18.229000+02:00
542020041221088+20250826130516+Fiji-Nadi-MO-D!20250826123329,2025-08-26 02:33:18+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,273.0,3087.0,10.29.183.210,MO Call,0.0,0.0,100144.0,2025-08-26T02:33:18.960000+02:00,0.0,0.0,0.0,-74.79,No Network Available,-7.31,11.69,1005.0,0.0,2025-08-26T02:31:38.816000+02:00,Success,0.0,HSPA+,80.0,0.0,2025-08-26 02:31:38.816000+02:00,2025-08-26 02:33:18.960000+02:00
542020041221088+20250826130536+Fiji-Nadi-MO-D!20250826123526,2025-08-26 02:35:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,169.0,3087.0,10.29.187.128,MO Call,0.0,0.0,96171.0,2025-08-26T02:35:15.556000+02:00,0.0,0.0,0.0,-63.13,82.132.184.29,-5.48,12.09,6532.0,0.0,2025-08-26T02:33:39.386000+02:00,Success,0.0,HSPA+,536.0,0.0,2025-08-26 02:33:39.386000+02:00,2025-08-26 02:35:15.556000+02:00
542020041221088+20250826130556+Fiji-Nadi-MO-D!20250826123727,2025-08-26 02:37:16+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,204.0,3066.0,10.49.185.89,MO Call,0.0,0.0,101159.0,2025-08-26T02:37:16.912000+02:00,0.0,0.0,0.0,-79.13,No Network Available,-8.65,11.19,638.0,0.0,2025-08-26T02:35:35.753000+02:00,Success,0.0,HSPA+,48.0,0.0,2025-08-26 02:35:35.753000+02:00,2025-08-26 02:37:16.912000+02:00
542020041221088+20250826130616+Fiji-Nadi-MO-D!20250826123926,2025-08-26 02:39:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,204.0,3087.0,10.59.85.232,MO Call,0.0,0.0,98170.0,2025-08-26T02:39:15.536000+02:00,0.0,0.0,0.0,-80.26,82.132.236.70,-11.2,10.34,783.0,0.0,2025-08-26T02:37:37.367000+02:00,Success,0.0,HSPA+,56.0,0.0,2025-08-26 02:37:37.367000+02:00,2025-08-26 02:39:15.536000+02:00
542020041221088+20250826130636+Fiji-Nadi-MO-D!20250826124130,2025-08-26 02:41:19+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,204.0,3087.0,10.59.85.232,MO Call,0.0,0.0,103191.0,2025-08-26T02:41:19.037000+02:00,0.0,0.0,0.0,-79.96,82.132.244.24,-11.24,8.22,935.0,0.0,2025-08-26T02:39:35.847000+02:00,Success,0.0,WCDMA,72.0,0.0,2025-08-26 02:39:35.847000+02:00,2025-08-26 02:41:19.037000+02:00
542020041221088+20250826130656+Fiji-Nadi-MO-D!20250826124340,2025-08-26 02:43:29+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,8.0,204.0,3087.0,10.49.202.41,MO Call,0.0,0.0,110087.0,2025-08-26T02:43:29.691000+02:00,0.0,0.0,0.0,-83.83,No Network Available,-11.01,-1.54,11173.0,0.0,2025-08-26T02:41:39.604000+02:00,Failed,0.0,WCDMA,808.0,760.0,2025-08-26 02:41:39.604000+02:00,2025-08-26 02:43:29.691000+02:00
542020041221088+20250826130716+Fiji-Nadi-MO-D!20250826124549,2025-08-26 02:45:38+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,273.0,3066.0,10.49.202.41,MO Call,0.0,0.0,108125.0,2025-08-26T02:45:38.833000+02:00,0.0,0.0,0.0,-73.14,156.161.166.253,-8.34,10.99,1479.0,0.0,2025-08-26T02:43:50.708000+02:00,Success,0.0,HSPA+,104.0,0.0,2025-08-26 02:43:50.708000+02:00,2025-08-26 02:45:38.833000+02:00
542020041221088+20250826130756+Fiji-Nadi-MO-D!20250826124750,2025-08-26 02:47:39+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,169.0,3087.0,10.29.214.217,MO Call,0.0,0.0,100135.0,2025-08-26T02:47:39.314000+02:00,0.0,0.0,0.0,-76.51,82.132.228.81,-9.36,6.76,9819.0,0.0,2025-08-26T02:45:59.179000+02:00,Success,0.0,HSPA+,784.0,0.0,2025-08-26 02:45:59.179000+02:00,2025-08-26 02:47:39.314000+02:00
542020041221088+20250826130816+Fiji-Nadi-MO-D!20250826124948,2025-08-26 02:49:37+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,241.0,3087.0,10.59.110.244,MO Call,0.0,0.0,97133.0,2025-08-26T02:49:37.173000+02:00,0.0,0.0,0.0,-71.46,82.132.219.189,-7.43,9.75,7384.0,0.0,2025-08-26T02:48:00.040000+02:00,Success,0.0,HSPA+,608.0,0.0,2025-08-26 02:48:00.040000+02:00,2025-08-26 02:49:37.173000+02:00
542020041221088+20250826130836+Fiji-Nadi-MO-D!20250826125146,2025-08-26 02:51:35+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,241.0,3087.0,10.49.220.58,MO Call,0.0,0.0,98141.0,2025-08-26T02:51:35.657000+02:00,0.0,0.0,0.0,-81.95,82.132.214.176,-12.07,3.77,843.0,0.0,2025-08-26T02:49:57.517000+02:00,Success,0.0,HSPA+,64.0,0.0,2025-08-26 02:49:57.517000+02:00,2025-08-26 02:51:35.657000+02:00
