id,timestamp,id_route_test_label,id_test_type,Activity.Remote IPs,Activity.Source Ports,Activity.TTFB,Activity.DNS Resolution Time,Activity.Remote Address,Activity.Sub Activity,Activity.Error,Activity.Band,Activity.LCI,Activity.ARFCN,Activity.Private IP,Activity.Activity,Activity.Connection Reset,Activity.Duplicated ACK,Activity.Duration,Activity.End TimeStamp,Activity.Fast Retransmission,Activity.Out of Order,Activity.Packet Loss Rate,Activity.Power,Activity.Public IP,Activity.Quality,Activity.SINR,Activity.Size,Activity.Spurious Retransmission,Activity.Start TimeStamp,Activity.Status,Activity.TCP Window Update,Activity.Tech,Activity.Throughput,Activity.Throughput WIFI,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250827122836+Fiji-Nadi-LTE-DL-D!20250827113757,2025-08-27 01:37:12+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,47132$$$$47140$$$$47150$$$$47166$$$$47178$$$$47182,787.6666870117188,74.33333587646484,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,394.0,40790.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180114.0,2025-08-27T01:37:12.619000+02:00,0.0,0.0,0.0,-94.79,82.132.212.15,-10.34,13.6,1012925.0,0.0,2025-08-27T01:34:12.505000+02:00,Failed,0.0,LTE CA2,44984.0,0.0,2025-08-27 01:34:12.505000+02:00,2025-08-27 01:37:12.619000+02:00
542020041221088+20250827123437+Fiji-Nadi-LTE-DL-D!20250827114425,2025-08-27 01:43:14+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6$$$$syd.download.datapacket.com/143.244.62.9,49690$$$$39446$$$$45502$$$$45508$$$$45512$$$$40260,5000.5,113.16666412353516,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.5),https://syd.download.datapacket.com/10000mb.bin,Timeout,28.0,363.0,9310.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180114.0,2025-08-27T01:43:14.843000+02:00,0.0,0.0,0.0,-113.63,51.252.238.97,-11.82,5.3,147153.0,0.0,2025-08-27T01:40:14.729000+02:00,Failed,0.0,LTE CA1,6536.0,0.0,2025-08-27 01:40:14.729000+02:00,2025-08-27 01:43:14.843000+02:00
542020041221088+20250827123517+Fiji-Nadi-LTE-DL-D!20250827114634,2025-08-27 01:46:15+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8$$$$syd.download.datapacket.com/143.244.62.5$$$$syd.download.datapacket.com/143.244.62.9$$$$syd.download.datapacket.com/143.244.62.6,38960$$$$47970$$$$46828$$$$49406$$$$37072$$$$37086,11447.6669921875,747.5833129882812,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,28.0,138.0,9310.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180111.0,2025-08-27T01:46:15.944000+02:00,0.0,0.0,0.0,-112.85,82.132.229.248,-11.43,5.33,295506.0,0.0,2025-08-27T01:43:15.833000+02:00,Failed,0.0,LTE CA1,13120.0,0.0,2025-08-27 01:43:15.833000+02:00,2025-08-27 01:46:15.944000+02:00
542020041221088+20250827123738+Fiji-Nadi-LTE-DL-D!20250827115101,2025-08-27 01:49:17+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,39666$$$$39682$$$$39694$$$$39710$$$$39712$$$$39714,698.3333129882812,38.0,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,1.0,153.0,356.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180086.0,2025-08-27T01:49:17.032000+02:00,0.0,0.0,0.0,-107.24,84.233.67.171,-12.22,11.78,1705766.0,0.0,2025-08-27T01:46:16.946000+02:00,Failed,0.0,LTE CA3,75768.0,0.0,2025-08-27 01:46:16.946000+02:00,2025-08-27 01:49:17.032000+02:00
542020041221088+20250827123818+Fiji-Nadi-LTE-DL-D!20250827115313,2025-08-27 01:52:18+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,45308$$$$45310$$$$45326$$$$45342$$$$45350$$$$45356,786.8333129882812,31.83333396911621,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.9),https://syd.download.datapacket.com/10000mb.bin,Timeout,1.0,157.0,500.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180122.0,2025-08-27T01:52:18.165000+02:00,0.0,0.0,0.0,-97.04,82.132.214.103,-9.69,17.78,1991235.0,0.0,2025-08-27T01:49:18.043000+02:00,Failed,0.0,LTE CA2,88432.0,0.0,2025-08-27 01:49:18.043000+02:00,2025-08-27 01:52:18.165000+02:00
542020041221088+20250827123858+Fiji-Nadi-LTE-DL-D!20250827115524,2025-08-27 01:55:19+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,37552$$$$37568$$$$37584$$$$37588$$$$44538$$$$44552,1032.5,72.33333587646484,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,156.0,40790.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180104.0,2025-08-27T01:55:19.258000+02:00,0.0,0.0,0.0,-95.03,105.206.196.59,-8.64,21.27,2278756.0,0.0,2025-08-27T01:52:19.155000+02:00,Failed,0.0,LTE CA2,101216.0,0.0,2025-08-27 01:52:19.155000+02:00,2025-08-27 01:55:19.258000+02:00
542020041221088+20250827124038+Fiji-Nadi-LTE-DL-D!20250827115945,2025-08-27 01:58:20+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.9,44830$$$$44836$$$$44838$$$$44584$$$$44600$$$$44616,2858.166748046875,57.83333206176758,syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.5),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,156.0,40790.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180116.0,2025-08-27T01:58:20.383000+02:00,0.0,0.0,0.0,-91.62,217.54.10.27,-8.61,22.22,2276632.0,0.0,2025-08-27T01:55:20.267000+02:00,Failed,0.0,LTE CA2,101112.0,8.0,2025-08-27 01:55:20.267000+02:00,2025-08-27 01:58:20.383000+02:00
542020041221088+20250827124539+Fiji-Nadi-LTE-DL-D!20250827120159,2025-08-27 02:01:21+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,37184$$$$37196$$$$38116$$$$38132$$$$38138$$$$38154,693.8333129882812,35.75,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,1.0,155.0,500.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180122.0,2025-08-27T02:01:21.521000+02:00,0.0,0.0,0.0,-88.07,105.206.196.59,-12.75,19.15,3737886.0,0.0,2025-08-27T01:58:21.399000+02:00,Failed,0.0,LTE CA3,166008.0,40.0,2025-08-27 01:58:21.399000+02:00,2025-08-27 02:01:21.521000+02:00
542020041221088+20250827131523+Fiji-Nadi-LTE-DL-D!20250827120845,2025-08-27 02:07:23+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.5,49122$$$$49128$$$$49144$$$$49150$$$$49156$$$$49172,1511.0,45.0,syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,28.0,153.0,9310.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180097.0,2025-08-27T02:07:23.733000+02:00,0.0,0.0,0.0,-105.82,82.132.231.228,-12.64,8.24,1604401.0,0.0,2025-08-27T02:04:23.636000+02:00,Failed,0.0,LTE CA3,71264.0,312.0,2025-08-27 02:04:23.636000+02:00,2025-08-27 02:07:23.733000+02:00
542020041221088+20250827131624+Fiji-Nadi-LTE-DL-D!20250827121056,2025-08-27 02:10:24+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,41486$$$$41500$$$$41502$$$$42712$$$$42726$$$$42732,2738.166748046875,338.5,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,28.0,138.0,9310.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180096.0,2025-08-27T02:10:24.831000+02:00,0.0,0.0,0.0,-113.52,82.132.220.228,-11.31,5.13,271095.0,0.0,2025-08-27T02:07:24.736000+02:00,Failed,0.0,LTE CA1,12040.0,0.0,2025-08-27 02:07:24.736000+02:00,2025-08-27 02:10:24.831000+02:00
542020041221088+20250827131824+Fiji-Nadi-LTE-DL-D!20250827121518,2025-08-27 02:13:25+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6$$$$syd.download.datapacket.com/143.244.62.5,42980$$$$49306$$$$49318$$$$49332$$$$38320$$$$38332,5242.16650390625,160.6666717529297,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.5),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,363.0,9310.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180123.0,2025-08-27T02:13:25.973000+02:00,0.0,0.0,0.0,-113.84,82.132.231.194,-12.13,5.1,219522.0,0.0,2025-08-27T02:10:25.851000+02:00,Failed,0.0,LTE CA1,9744.0,0.0,2025-08-27 02:10:25.851000+02:00,2025-08-27 02:13:25.973000+02:00
542020041221088+20250827131944+Fiji-Nadi-LTE-DL-D!20250827121729,2025-08-27 02:16:27+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.9,37356$$$$37360$$$$37376$$$$37382$$$$39062$$$$39074,2181.833251953125,94.5,syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,146.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180101.0,2025-08-27T02:16:27.079000+02:00,0.0,0.0,0.0,-104.85,82.132.215.64,-10.49,12.94,772314.0,0.0,2025-08-27T02:13:26.978000+02:00,Failed,0.0,LTE CA1,34304.0,0.0,2025-08-27 02:13:26.978000+02:00,2025-08-27 02:16:27.079000+02:00
542020041221088+20250827132124+Fiji-Nadi-LTE-DL-D!20250827121942,2025-08-27 02:19:28+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8,42216$$$$42218$$$$42220$$$$42236$$$$39152$$$$39154,3710.666748046875,302.3333435058594,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,147.0,40988.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180111.0,2025-08-27T02:19:28.188000+02:00,0.0,0.0,0.0,-100.89,92.40.169.130,-10.4,11.11,1227715.0,0.0,2025-08-27T02:16:28.077000+02:00,Failed,0.0,LTE CA2,54528.0,0.0,2025-08-27 02:16:28.077000+02:00,2025-08-27 02:19:28.188000+02:00
542020041221088+20250827132444+Fiji-Nadi-LTE-DL-D!20250827122410,2025-08-27 02:22:29+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8,45526$$$$38616$$$$38620$$$$38624$$$$38634$$$$39440,2893.0,85.66666412353516,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.5),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,394.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180118.0,2025-08-27T02:22:29.296000+02:00,0.0,0.0,0.0,-91.53,156.182.143.185,-10.4,12.69,1538950.0,0.0,2025-08-27T02:19:29.178000+02:00,Failed,0.0,LTE CA2,68352.0,0.0,2025-08-27 02:19:29.178000+02:00,2025-08-27 02:22:29.296000+02:00
542020041221088+20250827132625+Fiji-Nadi-LTE-DL-D!20250827122623,2025-08-27 02:25:30+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8,38400$$$$38404$$$$44376$$$$44390$$$$44406$$$$44416,1629.1666259765625,50.33333206176758,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.5),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,149.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180129.0,2025-08-27T02:25:30.425000+02:00,0.0,0.0,0.0,-82.64,82.132.187.153,-9.65,17.1,2063331.0,0.0,2025-08-27T02:22:30.296000+02:00,Failed,0.0,LTE CA2,91632.0,0.0,2025-08-27 02:22:30.296000+02:00,2025-08-27 02:25:30.425000+02:00
542020041221088+20250827133105+Fiji-Nadi-LTE-DL-D!20250827124329,2025-08-27 02:42:25+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8,47624$$$$47628$$$$47632$$$$47638$$$$47648$$$$47658,781.0,32.58333206176758,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,149.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180128.0,2025-08-27T02:42:25.360000+02:00,0.0,0.0,0.0,-92.01,82.132.219.1,-9.27,18.84,1856455.0,0.0,2025-08-27T02:39:25.235000+02:00,Failed,0.0,LTE CA2,82448.0,0.0,2025-08-27 02:39:25.235000+02:00,2025-08-27 02:42:25.360000+02:00
542020041221088+20250827133125+Fiji-Nadi-LTE-DL-D!20250827124541,2025-08-27 02:45:26+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8$$$$syd.download.datapacket.com/143.244.62.9$$$$syd.download.datapacket.com/143.244.62.5,48012$$$$43906$$$$49984$$$$45050$$$$40942$$$$37782,9798.1669921875,1686.1666259765625,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.5),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,144.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180118.0,2025-08-27T02:45:26.500000+02:00,0.0,0.0,0.0,-101.94,82.132.218.129,-9.46,15.72,1283164.0,0.0,2025-08-27T02:42:26.382000+02:00,Failed,0.0,LTE CA2,56992.0,0.0,2025-08-27 02:42:26.382000+02:00,2025-08-27 02:45:26.500000+02:00
542020041221088+20250827133206+Fiji-Nadi-LTE-DL-D!20250827125008,2025-08-27 02:48:27+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8$$$$syd.download.datapacket.com/143.244.62.6,49992$$$$41960$$$$37020$$$$37904$$$$46726$$$$46736,2093.5,172.0,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,144.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180113.0,2025-08-27T02:48:27.627000+02:00,0.0,0.0,0.0,-100.14,82.132.238.118,-10.14,13.4,1523411.0,0.0,2025-08-27T02:45:27.514000+02:00,Failed,0.0,LTE CA2,67664.0,0.0,2025-08-27 02:45:27.514000+02:00,2025-08-27 02:48:27.627000+02:00
542020041221088+20250827133406+Fiji-Nadi-LTE-DL-D!20250827125219,2025-08-27 02:50:54+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.5$$$$syd.download.datapacket.com/143.244.62.9$$$$syd.download.datapacket.com/143.244.62.6$$$$syd.download.datapacket.com/143.244.62.8,37566$$$$44110$$$$47212$$$$48626$$$$47348$$$$40300$$$$37094$$$$40940,21065.80078125,2582.833251953125,syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Error in Session,41.0,147.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,146183.0,2025-08-27T02:50:54.812000+02:00,0.0,0.0,0.0,-109.53,156.160.167.56,-11.49,6.65,217877.0,0.0,2025-08-27T02:48:28.629000+02:00,Failed,0.0,LTE CA1,11920.0,0.0,2025-08-27 02:48:28.629000+02:00,2025-08-27 02:50:54.812000+02:00
542020041221088+20250827133446+Fiji-Nadi-LTE-DL-D!20250827125432,2025-08-27 02:53:55+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.9$$$$syd.download.datapacket.com/143.244.62.5$$$$syd.download.datapacket.com/143.244.62.6,41044$$$$38596$$$$46704$$$$46710$$$$41340$$$$41348,3903.166748046875,215.3333282470703,syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,143.0,40790.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180130.0,2025-08-27T02:53:55.858000+02:00,0.0,0.0,0.0,-94.53,102.218.86.139,-9.89,16.99,1498789.0,0.0,2025-08-27T02:50:55.728000+02:00,Failed,0.0,LTE CA2,66560.0,0.0,2025-08-27 02:50:55.728000+02:00,2025-08-27 02:53:55.858000+02:00
542020041221088+20250827133707+Fiji-Nadi-LTE-DL-D!20250827125859,2025-08-27 02:56:57+02:00,Fiji-Nadi-LTE-DL-D,DL-D,,,,,,https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,144.0,41186.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180148.0,2025-08-27T02:56:57.013000+02:00,0.0,0.0,0.0,-88.72,82.132.215.143,-9.92,11.92,1246781.0,0.0,2025-08-27T02:53:56.865000+02:00,Failed,0.0,LTE CA2,55360.0,0.0,2025-08-27 02:53:56.865000+02:00,2025-08-27 02:56:57.013000+02:00
542020041221088+20250827133827+Fiji-Nadi-LTE-DL-D!20250827130111,2025-08-27 02:59:58+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6,44608$$$$44614$$$$44622$$$$44638$$$$46102$$$$46116,1115.8333740234375,42.33333206176758,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,3.0,362.0,1850.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180118.0,2025-08-27T02:59:58.109000+02:00,0.0,0.0,0.0,-100.4,102.59.191.111,-10.54,9.57,888181.0,0.0,2025-08-27T02:56:57.991000+02:00,Failed,0.0,LTE CA1,39448.0,8.0,2025-08-27 02:56:57.991000+02:00,2025-08-27 02:59:58.109000+02:00
542020041221088+20250827133907+Fiji-Nadi-LTE-DL-D!20250827130324,2025-08-27 03:02:59+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.9$$$$syd.download.datapacket.com/143.244.62.5,37906$$$$37916$$$$37492$$$$37504$$$$38710$$$$44780,5187.5,260.1666564941406,syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,3.0,132.0,1850.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180114.0,2025-08-27T03:02:59.223000+02:00,0.0,0.0,0.0,-100.6,41.64.195.87,-10.89,10.68,950684.0,0.0,2025-08-27T02:59:59.109000+02:00,Failed,0.0,LTE CA2,42224.0,0.0,2025-08-27 02:59:59.109000+02:00,2025-08-27 03:02:59.223000+02:00
542020041221088+20250827134247+Fiji-Nadi-LTE-DL-D!20250827130749,2025-08-27 03:06:00+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8,37866$$$$40442$$$$40444$$$$40456$$$$40458$$$$40468,1612.6666259765625,231.3333282470703,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,394.0,40988.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180126.0,2025-08-27T03:06:00.339000+02:00,0.0,0.0,0.0,-90.06,82.132.229.248,-9.13,18.34,1470519.0,0.0,2025-08-27T03:03:00.218000+02:00,Failed,0.0,LTE CA2,65304.0,0.0,2025-08-27 03:03:00.218000+02:00,2025-08-27 03:06:00.339000+02:00
542020041221088+20250827134347+Fiji-Nadi-LTE-DL-D!20250827131002,2025-08-27 03:09:01+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8,40814$$$$40822$$$$43832$$$$43844$$$$43858$$$$39578,3172.0,80.58333587646484,syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,394.0,40790.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180124.0,2025-08-27T03:09:01.465000+02:00,0.0,0.0,0.0,-97.87,82.132.213.97,-9.87,15.05,1128531.0,0.0,2025-08-27T03:06:01.341000+02:00,Failed,0.0,LTE CA2,50120.0,0.0,2025-08-27 03:06:01.341000+02:00,2025-08-27 03:09:01.465000+02:00
542020041221088+20250827134427+Fiji-Nadi-LTE-DL-D!20250827131213,2025-08-27 03:12:02+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6$$$$syd.download.datapacket.com/143.244.62.8,46336$$$$46344$$$$39774$$$$46366$$$$47706$$$$47712,2797.333251953125,290.8333435058594,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,129.0,41186.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180129.0,2025-08-27T03:12:02.594000+02:00,0.0,0.0,0.0,-102.61,82.132.236.12,-10.84,10.52,652592.0,0.0,2025-08-27T03:09:02.465000+02:00,Failed,0.0,LTE CA2,28976.0,0.0,2025-08-27 03:09:02.465000+02:00,2025-08-27 03:12:02.594000+02:00
542020041221088+20250827134808+Fiji-Nadi-LTE-DL-D!20250827131638,2025-08-27 03:15:03+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.5,48442$$$$48446$$$$48452$$$$40524$$$$40538$$$$40548,2829.166748046875,242.8333282470703,syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,339.0,41186.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180106.0,2025-08-27T03:15:03.681000+02:00,0.0,0.0,0.0,-100.09,82.132.187.131,-10.77,10.33,741438.0,0.0,2025-08-27T03:12:03.576000+02:00,Failed,0.0,LTE CA2,32928.0,0.0,2025-08-27 03:12:03.576000+02:00,2025-08-27 03:15:03.681000+02:00
542020041221088+20250827134908+Fiji-Nadi-LTE-DL-D!20250827131851,2025-08-27 03:18:04+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.5$$$$syd.download.datapacket.com/143.244.62.8$$$$syd.download.datapacket.com/143.244.62.6,41992$$$$42002$$$$42004$$$$44436$$$$44438$$$$48274,2909.666748046875,149.0,syd.download.datapacket.com (143.244.62.5)$$$$syd.download.datapacket.com (143.244.62.8)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,339.0,1850.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180105.0,2025-08-27T03:18:04.791000+02:00,0.0,0.0,0.0,-101.27,82.132.198.164,-10.53,11.41,725042.0,0.0,2025-08-27T03:15:04.686000+02:00,Failed,0.0,LTE CA2,32200.0,0.0,2025-08-27 03:15:04.686000+02:00,2025-08-27 03:18:04.791000+02:00
542020041221088+20250827134948+Fiji-Nadi-LTE-DL-D!20250827132103,2025-08-27 03:21:04+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.6$$$$syd.download.datapacket.com/143.244.62.9,49756$$$$40548$$$$49898$$$$49910$$$$47748$$$$49926,2134.333251953125,725.3333129882812,syd.download.datapacket.com (143.244.62.9)$$$$syd.download.datapacket.com (143.244.62.6),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,339.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180110.0,2025-08-27T03:21:05.905000+02:00,0.0,0.0,0.0,-102.95,82.132.229.248,-11.16,10.01,663690.0,0.0,2025-08-27T03:18:05.795000+02:00,Failed,0.0,LTE CA1,29472.0,0.0,2025-08-27 03:18:05.795000+02:00,2025-08-27 03:21:05.905000+02:00
542020041221088+20250827135148+Fiji-Nadi-LTE-DL-D!20250827132524,2025-08-27 03:24:06+02:00,Fiji-Nadi-LTE-DL-D,DL-D,syd.download.datapacket.com/143.244.62.8$$$$syd.download.datapacket.com/143.244.62.6,41694$$$$40772$$$$44384$$$$45128$$$$45130$$$$45134,2861.166748046875,239.75,syd.download.datapacket.com (143.244.62.6)$$$$syd.download.datapacket.com (143.244.62.8),https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,339.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180078.0,2025-08-27T03:24:06.987000+02:00,0.0,0.0,0.0,-97.34,82.132.244.254,-11.64,8.48,562685.0,0.0,2025-08-27T03:21:06.909000+02:00,Failed,0.0,LTE CA2,24992.0,0.0,2025-08-27 03:21:06.909000+02:00,2025-08-27 03:24:06.987000+02:00
542020041221088+20250827135148+Fiji-Nadi-LTE-DL-D!20250827132524,2025-08-27 03:24:07+02:00,Fiji-Nadi-LTE-DL-D,DL-D,,,,,,https://syd.download.datapacket.com/10000mb.bin,Timeout,41.0,339.0,41384.0,10.29.185.227,HTTP/HTTPS Download,0.0,0.0,180088.0,2025-08-27T03:24:06.997000+02:00,0.0,0.0,0.0,-97.34,82.132.244.254,-11.64,8.48,562685.0,0.0,2025-08-27T03:21:06.909000+02:00,Failed,0.0,LTE CA2,24992.0,296.0,2025-08-27 03:21:06.909000+02:00,2025-08-27 03:24:06.997000+02:00
